open,high,low,close,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,sma_100,ema_100,sma_200,ema_200,macd,macd_signal,macd_histogram,rsi_14,rsi_21,stoch_k,stoch_d,williams_r,cci,adx,di_plus,di_minus,momentum_10,roc_10,trix,atr,bb_upper,bb_middle,bb_lower,bb_width,bb_position,resistance_level,support_level,resistance_distance,support_distance,trend_slope,trend_strength,trend_direction,doji,hammer,bullish_engulfing,bearish_engulfing,price_change,price_change_abs,hl_range,body_size,upper_shadow,lower_shadow,gap_up,gap_down,sma_5_20_cross,sma_10_50_cross,price_vs_sma_20,price_vs_ema_20,volatility_10,volatility_20
73887.58,73917.83,73827.44,73857.68,73924.94,73906.7,73954.08,73940.58,73986.0,73964.13,73955.45,73845.15,73428.15,73548.62,72931.73,73062.85,-8.51,17.51,-26.02,44.18,48.54,30.03,39.75,-78.8,-154.1,15.35,15.73,24.64,-154.24,-0.21,0.02,114.79,74113.96,73986.0,73858.04,0.35,-0.14,74116.59,73792.53,0.35,0.09,-7.13,0.41,-1,0,0,0,0,-0.04,0.04,0.12,0.04,0.04,0.04,0.0,0.0,-1,-1,-0.17,-0.14,0.1,0.09
73858.4,73892.54,73785.58,73788.14,73868.67,73867.18,73940.99,73912.87,73973.84,73947.37,73956.51,73842.92,73440.43,73553.36,72939.84,73070.07,-20.72,9.87,-30.59,40.79,46.17,17.59,27.44,-99.19,-172.45,16.2,14.68,25.61,-130.94,-0.18,0.02,114.23,74126.16,73973.84,73821.52,0.41,-10.96,74099.78,73785.58,0.42,0.0,-9.24,0.49,-1,0,0,0,0,-0.09,0.09,0.14,0.1,0.05,0.0,0.0,0.0,-1,-1,-0.25,-0.22,0.13,0.11
73780.25,73896.86,73746.22,73882.39,73864.98,73872.25,73929.24,73907.33,73964.63,73941.18,73958.07,73844.47,73453.7,73559.88,72948.45,73078.15,-22.53,3.39,-25.92,46.75,49.67,20.18,22.6,-61.49,-119.46,17.3,13.33,25.66,-117.51,-0.16,0.02,116.83,74115.69,73964.63,73813.58,0.41,22.78,74099.78,73746.22,0.29,0.18,-9.08,0.48,-1,0,0,1,0,0.13,0.13,0.2,0.14,0.02,0.05,0.0,0.01,-1,-1,-0.11,-0.08,0.12,0.1
73877.76,73917.59,73838.51,73843.39,73851.73,73862.63,73910.92,73895.7,73953.54,73931.87,73958.64,73844.42,73465.98,73565.49,72956.73,73085.76,-26.81,-2.65,-24.16,44.74,48.31,22.27,20.01,-72.52,-78.19,18.0,13.96,24.39,-183.21,-0.25,0.02,114.13,74106.0,73953.54,73801.09,0.41,13.87,74099.78,73746.22,0.35,0.13,-9.23,0.49,-1,0,0,0,0,-0.05,0.05,0.11,0.05,0.05,0.01,0.0,0.01,-1,-1,-0.15,-0.12,0.12,0.11
73848.28,73886.38,73819.86,73853.03,73844.93,73859.43,73890.42,73887.94,73945.49,73924.36,73960.31,73844.76,73478.42,73571.19,72965.94,73093.4,-29.08,-7.94,-21.14,45.37,48.67,32.07,24.84,-69.79,-81.42,18.82,13.36,24.54,-204.94,-0.28,0.02,110.73,74101.27,73945.49,73789.7,0.42,20.32,74099.78,73746.22,0.33,0.14,-9.71,0.52,-1,1,0,0,0,0.01,0.01,0.09,0.01,0.05,0.04,0.01,0.0,-1,-1,-0.13,-0.1,0.1,0.11
73852.83,73857.64,73810.1,73817.91,73836.97,73845.59,73880.95,73875.21,73938.27,73914.22,73963.47,73843.71,73490.56,73576.07,72974.7,73100.61,-33.34,-13.02,-20.32,43.44,47.39,25.99,26.78,-79.72,-93.52,19.68,12.94,24.42,-94.68,-0.13,0.02,106.22,74103.37,73938.27,73773.17,0.45,13.55,74099.78,73746.22,0.38,0.1,-11.26,0.62,-1,0,0,0,0,-0.05,0.05,0.06,0.05,0.01,0.01,0.0,0.0,-1,-1,-0.16,-0.13,0.1,0.11
73821.03,73860.52,73813.02,73840.05,73847.35,73843.74,73858.01,73868.82,73930.2,73907.16,73966.7,73843.57,73503.65,73581.3,72983.63,73107.97,-34.52,-17.32,-17.2,45.02,48.29,25.68,27.91,-73.46,-74.25,20.41,12.71,23.6,-229.41,-0.31,0.01,102.02,74097.91,73930.2,73762.48,0.45,23.13,74099.78,73746.22,0.35,0.13,-11.67,0.64,-1,0,0,0,0,0.03,0.03,0.06,0.03,0.03,0.01,0.0,0.0,-1,-1,-0.12,-0.09,0.05,0.12
73841.54,73864.19,73815.67,73832.46,73837.37,73839.98,73851.17,73862.21,73921.17,73900.05,73968.6,73843.13,73515.88,73586.27,72992.3,73115.17,-35.66,-20.99,-14.68,44.56,47.99,23.74,25.13,-75.61,-66.55,21.03,12.53,22.77,-68.41,-0.09,0.01,98.2,74089.53,73921.17,73752.82,0.46,23.65,74099.78,73746.22,0.36,0.12,-11.76,0.65,-1,0,0,0,0,-0.01,0.01,0.07,0.01,0.03,0.02,0.0,0.0,-1,-1,-0.12,-0.09,0.05,0.12
73831.83,73877.07,73831.83,73860.43,73840.78,73846.8,73846.25,73861.88,73913.71,73896.27,73967.4,73843.81,73528.4,73591.7,73001.02,73122.59,-33.92,-23.57,-10.35,46.73,49.2,27.74,25.72,-67.7,-35.95,21.34,13.07,21.99,-49.21,-0.07,0.01,94.42,74078.91,73913.71,73748.51,0.45,33.87,74099.78,73746.22,0.32,0.15,-11.23,0.61,-1,0,0,1,0,0.04,0.04,0.06,0.04,0.02,0.0,0.0,0.0,-1,-1,-0.07,-0.05,0.04,0.11
73860.47,73872.63,73820.99,73827.29,73835.63,73840.3,73840.28,73855.59,73904.89,73889.7,73966.63,73843.16,73539.91,73596.37,73009.45,73129.6,-34.81,-25.82,-8.99,44.51,47.82,26.54,26.01,-77.07,-54.09,21.77,12.55,21.95,-59.74,-0.08,0.01,91.36,74068.77,73904.89,73741.01,0.44,26.32,74099.78,73746.22,0.37,0.11,-11.04,0.6,-1,0,0,0,1,-0.04,0.04,0.07,0.04,0.02,0.01,0.0,0.0,-1,-1,-0.11,-0.08,0.04,0.11
