,datetime,open,high,low,close,volume
0,1736480700,49426.5,49483.15,49105.5,49114.5,0
1,1736481900,49117.3,49234.6,49022.65,49034.9,0
2,1736483100,49029.65,49075.15,48838.05,49015.35,0
3,1736484300,49011.1,49111.7,48971.75,49023.95,0
4,1736485500,49028.05,49093.55,48939.65,49067.7,0
5,1736486700,49062.1,49273.65,49062.1,49273.65,0
6,1736487900,49275.85,49359.35,49173.8,49269.45,0
7,1736489100,49268.75,49279.7,49042.35,49076.35,0
8,1736490300,49081.4,49135.75,48955.9,49057.85,0
9,1736491500,49053.5,49131.85,48973.1,48988.4,0
10,1736492700,48991.7,49075.5,48984.25,49054.15,0
11,1736493900,49054.65,49056.0,48951.0,48979.8,0
12,1736495100,48982.75,49034.05,48886.15,48924.25,0
13,1736496300,48924.05,48980.8,48894.1,48929.45,0
14,1736497500,48924.3,48972.7,48795.6,48800.55,0
15,1736498700,48800.15,48833.5,48637.6,48728.2,0
16,1736499900,48731.5,48759.25,48669.6,48715.65,0
17,1736501100,48719.8,48759.05,48631.2,48636.4,0
18,1736502300,48637.0,48793.75,48637.0,48779.8,0
19,1736739900,48264.25,48468.0,48178.35,48394.75,0
20,1736741100,48390.75,48395.0,48116.4,48135.6,0
21,1736742300,48136.5,48461.35,48134.05,48461.35,0
22,1736743500,48475.35,48595.5,48415.7,48579.5,0
23,1736744700,48580.0,48606.35,48385.75,48445.85,0
24,1736745900,48445.85,48510.85,48339.9,48482.3,0
25,1736747100,48483.0,48573.05,48376.2,48412.25,0
26,1736748300,48410.05,48416.85,48272.5,48288.95,0
27,1736749500,48288.6,48333.85,48251.45,48282.35,0
28,1736750700,48279.75,48301.35,48242.15,48284.1,0
29,1736751900,48283.85,48334.7,48232.9,48250.55,0
30,1736753100,48251.0,48264.4,48154.65,48180.4,0
31,1736754300,48183.65,48212.95,48145.55,48199.65,0
32,1736755500,48198.2,48198.2,48062.85,48078.45,0
33,1736756700,48073.05,48117.5,48015.95,48049.85,0
34,1736757900,48048.1,48082.95,47976.45,47984.85,0
35,1736759100,47990.15,48056.1,47898.35,48021.65,0
36,1736760300,48021.7,48072.65,47966.6,48036.2,0
37,1736761500,48037.45,48118.85,48021.4,48050.6,0
38,1736826300,48266.9,48617.9,48235.2,48564.15,0
39,1736827500,48567.1,48709.45,48501.9,48600.35,0
40,1736828700,48600.35,48600.35,48498.55,48555.4,0
41,1736829900,48556.05,48618.9,48433.0,48579.55,0
42,1736831100,48580.55,48768.1,48580.55,48733.55,0
43,1736832300,48733.55,48806.5,48685.8,48784.5,0
44,1736833500,48782.9,48788.75,48676.4,48676.4,0
45,1736834700,48673.7,48681.6,48533.85,48550.5,0
46,1736835900,48553.75,48612.0,48496.95,48531.4,0
47,1736837100,48530.55,48530.55,48430.65,48479.8,0
48,1736838300,48476.55,48592.6,48455.25,48548.3,0
49,1736839500,48544.8,48583.7,48530.25,48571.15,0
50,1736840700,48571.1,48618.35,48555.25,48595.25,0
51,1736841900,48593.25,48656.85,48559.1,48655.3,0
52,1736843100,48653.85,48927.9,48643.9,48907.35,0
53,1736844300,48907.45,49007.35,48793.8,48803.55,0
54,1736845500,48803.6,48803.6,48629.95,48674.85,0
55,1736846700,48670.1,48736.6,48588.4,48727.45,0
56,1736847900,48728.15,48910.75,48717.3,48884.6,0
57,1736912700,48832.75,49013.5,48713.55,48723.1,0
58,1736913900,48726.15,48885.8,48653.0,48872.4,0
59,1736915100,48872.4,48917.95,48800.35,48917.85,0
60,1736916300,48914.15,48952.5,48868.0,48927.15,0
61,1736917500,48926.5,49057.3,48925.25,49041.35,0
62,1736918700,49038.4,49083.65,48921.95,48997.05,0
63,1736919900,48996.35,49023.05,48849.35,48868.75,0
64,1736921100,48868.0,48954.85,48833.8,48947.75,0
65,1736922300,48948.2,48978.15,48911.0,48920.4,0
66,1736923500,48918.8,48933.9,48838.7,48874.9,0
67,1736924700,48874.65,48928.75,48865.35,48892.6,0
68,1736925900,48891.6,48892.0,48792.0,48798.2,0
69,1736927100,48796.25,48797.75,48571.0,48587.6,0
70,1736928300,48587.8,48613.3,48522.4,48573.9,0
71,1736929500,48576.7,48663.4,48570.95,48636.1,0
72,1736930700,48636.2,48701.05,48612.5,48678.9,0
73,1736931900,48679.55,48791.6,48667.7,48787.3,0
74,1736933100,48785.55,48819.6,48714.9,48735.7,0
75,1736934300,48737.3,48784.05,48699.6,48783.35,0
76,1736999100,49082.9,49428.1,49038.45,49401.7,0
77,1737000300,49399.1,49404.8,49227.65,49258.25,0
78,1737001500,49253.9,49325.85,49202.1,49231.2,0
79,1737002700,49231.3,49340.85,49229.0,49302.4,0
80,1737003900,49302.6,49356.85,49170.95,49190.95,0
81,1737005100,49190.1,49305.7,49183.1,49238.3,0
82,1737006300,49234.3,49246.85,49195.35,49244.75,0
83,1737007500,49244.65,49357.65,49242.3,49282.2,0
84,1737008700,49281.65,49335.1,49256.15,49282.0,0
85,1737009900,49284.95,49354.7,49240.75,49354.35,0
86,1737011100,49352.0,49357.5,49282.85,49340.7,0
87,1737012300,49339.05,49459.0,49333.05,49445.3,0
88,1737013500,49445.2,49450.35,49381.55,49406.65,0
89,1737014700,49405.65,49409.15,49333.75,49351.4,0
90,1737015900,49350.75,49397.75,49334.45,49349.75,0
91,1737017100,49345.25,49347.95,49197.85,49219.05,0
92,1737018300,49219.65,49219.65,49134.35,49141.0,0
93,1737019500,49141.65,49307.75,49135.95,49304.9,0
94,1737020700,49305.95,49390.75,49289.0,49386.4,0
95,1737085500,48959.5,49047.2,48763.9,48834.65,0
96,1737086700,48833.0,48833.2,48564.05,48655.15,0
97,1737087900,48654.0,48702.75,48571.45,48591.1,0
98,1737089100,48591.85,48684.9,48572.7,48576.45,0
99,1737090300,48573.8,48587.6,48362.45,48398.4,0
100,1737091500,48397.95,48435.3,48309.5,48400.05,0
101,1737092700,48403.9,48541.35,48389.75,48531.55,0
102,1737093900,48532.55,48535.4,48424.35,48470.45,0
103,1737095100,48471.7,48578.5,48462.4,48513.35,0
104,1737096300,48512.95,48610.1,48439.2,48536.8,0
105,1737097500,48536.5,48591.85,48514.4,48573.85,0
106,1737098700,48574.75,48594.55,48456.35,48461.55,0
107,1737099900,48462.95,48486.85,48408.85,48440.15,0
108,1737101100,48438.55,48464.05,48375.1,48414.65,0
109,1737102300,48414.45,48506.8,48401.65,48474.0,0
110,1737103500,48472.65,48559.8,48452.3,48539.35,0
111,1737104700,48539.1,48607.5,48527.85,48542.65,0
112,1737105900,48543.6,48603.75,48484.15,48521.9,0
113,1737107100,48527.05,48585.35,48521.05,48553.85,0
114,1737344700,48834.15,48912.4,48683.6,48816.35,0
115,1737345900,48811.55,48951.15,48790.8,48913.05,0
116,1737347100,48910.5,48993.45,48888.8,48945.15,0
117,1737348300,48943.4,49064.8,48938.0,49029.95,0
118,1737349500,49031.15,49063.25,48946.75,49032.35,0
119,1737350700,49031.95,49056.9,48991.9,49054.7,0
120,1737351900,49052.45,49348.35,49051.05,49316.2,0
121,1737353100,49317.45,49374.85,49294.2,49345.95,0
122,1737354300,49345.1,49349.5,49271.8,49311.3,0
123,1737355500,49315.9,49416.75,49291.75,49323.1,0
124,1737356700,49323.75,49492.8,49323.5,49421.65,0
125,1737357900,49419.1,49562.05,49382.9,49541.85,0
126,1737359100,49545.3,49650.6,49491.8,49519.4,0
127,1737360300,49518.35,49528.05,49459.95,49500.35,0
128,1737361500,49504.1,49516.55,49399.1,49463.95,0
129,1737362700,49463.95,49489.6,49363.9,49394.2,0
130,1737363900,49398.65,49456.1,49397.15,49425.2,0
131,1737365100,49430.95,49440.15,49359.7,49386.95,0
132,1737366300,49389.35,49389.35,49295.9,49334.55,0
