,datetime,open,high,low,close,volume
0,1736480700,77682.59,77890.97,77099.55,77237.26,0
1,1736484300,77236.29,77770.66,77234.6,77770.66,0
2,1736487900,77770.28,77919.7,77540.83,77683.7,0
3,1736491500,77683.25,77816.0,77606.75,77665.14,0
4,1736495100,77664.85,77714.49,77443.3,77444.03,0
5,1736498700,77441.67,77452.8,77273.44,77330.5,0
6,1736502300,77322.12,77450.59,77320.85,77422.4,0
7,1736739900,76629.9,76898.69,76535.24,76893.23,0
8,1736743500,76914.72,77128.35,76878.08,76959.27,0
9,1736747100,76962.94,77025.15,76729.76,76762.0,0
10,1736750700,76763.12,76798.33,76594.49,76613.71,0
11,1736754300,76614.28,76656.2,76408.48,76455.7,0
12,1736757900,76466.97,76517.3,76249.72,76365.15,0
13,1736761500,76364.98,76393.95,76318.17,76347.26,0
14,1736826300,76335.75,76779.49,76335.75,76574.39,0
15,1736829900,76574.64,76835.4,76517.57,76824.95,0
16,1736833500,76827.29,76835.61,76568.82,76602.27,0
17,1736837100,76604.01,76648.76,76480.58,76530.13,0
18,1736840700,76531.72,76614.97,76486.66,76595.91,0
19,1736844300,76596.87,76632.64,76448.65,76514.13,0
20,1736847900,76514.09,76689.28,76492.77,76670.02,0
21,1736912700,76900.14,76901.16,76555.94,76742.39,0
22,1736916300,76745.57,76991.05,76744.02,76847.01,0
23,1736919900,76846.66,76875.04,76689.26,76729.57,0
24,1736923500,76729.71,76869.88,76669.74,76732.85,0
25,1736927100,76731.44,76731.44,76479.7,76604.79,0
26,1736930700,76604.59,76759.32,76547.22,76729.84,0
27,1736934300,76730.02,76778.56,76659.84,76774.13,0
28,1736999100,77319.5,77319.5,76932.02,76988.02,0
29,1737002700,76987.12,77037.99,76895.51,76942.66,0
30,1737006300,76940.59,77022.63,76908.97,76982.56,0
31,1737009900,76980.98,77095.77,76957.15,77068.89,0
32,1737013500,77069.43,77088.58,77035.45,77070.96,0
33,1737017100,77072.46,77072.46,76920.28,76998.93,0
34,1737020700,76998.88,77159.27,76985.65,77151.11,0
35,1737085500,77069.19,77069.19,76511.81,76597.69,0
36,1737089100,76597.87,76793.34,76263.29,76374.38,0
37,1737092700,76377.0,76649.88,76363.36,76643.67,0
38,1737096300,76644.84,76812.99,76600.42,76619.41,0
39,1737099900,76615.46,76644.09,76498.73,76617.76,0
40,1737103500,76614.44,76760.12,76589.55,76616.11,0
41,1737107100,76615.29,76658.07,76597.16,76628.38,0
42,1737344700,76978.53,77017.54,76584.84,76768.39,0
43,1737348300,76767.66,76936.93,76763.92,76905.44,0
44,1737351900,76908.94,77266.29,76907.78,77182.26,0
45,1737355500,77181.96,77269.52,77110.02,77227.51,0
46,1737359100,77227.4,77318.94,77115.96,77184.17,0
47,1737362700,77185.14,77220.86,77110.35,77138.69,0
48,1737366300,77136.79,77137.77,76970.95,77021.25,0
49,1737431100,77261.72,77297.72,76648.07,76688.5,0
50,1737434700,76689.38,76694.91,76224.79,76330.63,0
51,1737438300,76331.22,77337.36,76288.68,76778.36,0
52,1737441900,76764.56,76809.31,76137.83,76661.79,0
53,1737445500,76662.12,76814.98,76217.28,76481.11,0
54,1737449100,76478.34,76489.92,75641.87,75869.88,0
55,1737452700,75869.85,76018.85,75868.22,76001.46,0
56,1737517500,76114.42,76247.55,76001.95,76180.6,0
57,1737521100,76182.96,76280.85,76056.54,76065.16,0
58,1737524700,76064.14,76141.46,75915.32,75986.24,0
59,1737528300,75987.51,76042.51,75851.49,75993.57,0
60,1737531900,75996.16,76150.59,75816.5,76099.29,0
61,1737535500,76109.99,76458.61,76067.89,76442.18,0
62,1737539100,76444.1,76461.47,76380.41,76449.53,0
63,1737603900,76414.52,76650.29,76202.12,76607.26,0
64,1737607500,76604.86,76673.23,76530.24,76591.85,0
65,1737611100,76590.75,76647.69,76529.97,76617.36,0
66,1737614700,76614.89,76743.54,76579.76,76653.06,0
67,1737618300,76653.32,76681.19,76568.99,76623.65,0
68,1737621900,76626.98,76631.38,76502.33,76510.45,0
69,1737625500,76508.0,76561.77,76473.91,76561.69,0
70,1737690300,76455.35,76802.73,76321.82,76382.99,0
71,1737693900,76381.47,76823.37,76225.26,76796.15,0
72,1737697500,76797.4,76985.95,76708.66,76834.04,0
73,1737701100,76832.0,76909.76,76434.23,76589.01,0
74,1737704700,76594.14,76594.14,76355.91,76355.91,0
75,1737708300,76359.27,76427.65,76091.75,76159.17,0
76,1737711900,76159.25,76239.36,76159.25,76216.65,0
77,1737949500,75700.43,75925.72,75545.93,75824.02,0
78,1737953100,75818.07,75818.07,75348.06,75485.85,0
79,1737956700,75484.41,75701.3,75464.93,75505.3,0
80,1737960300,75505.88,75709.73,75405.84,75528.18,0
81,1737963900,75523.62,75547.19,75335.17,75377.35,0
82,1737967500,75377.04,75440.89,75267.59,75391.01,0
83,1737971100,75391.36,75398.09,75325.09,75352.03,0
84,1738035900,75659.0,75850.87,75622.88,75718.35,0
85,1738039500,75719.53,76075.07,75652.0,75976.94,0
86,1738043100,75975.95,76193.59,75923.76,76175.17,0
87,1738046700,76173.27,76287.55,76092.73,76284.7,0
88,1738050300,76283.89,76306.66,76165.56,76209.71,0
89,1738053900,76210.29,76512.96,75765.23,75959.33,0
90,1738057500,75957.36,76008.16,75897.67,75969.75,0
91,1738122300,76138.24,76324.61,75983.53,76241.76,0
92,1738125900,76241.33,76420.97,76187.98,76265.29,0
93,1738129500,76270.88,76424.56,75975.8,76398.07,0
94,1738133100,76397.82,76549.63,76295.09,76369.17,0
95,1738136700,76368.37,76585.14,76368.37,76574.86,0
96,1738140300,76574.96,76589.93,76400.69,76542.0,0
97,1738143900,76538.83,76599.73,76512.84,76557.89,0
98,1738208700,76598.84,76874.4,76426.83,76782.61,0
99,1738212300,76782.58,76898.63,76635.64,76836.75,0
100,1738215900,76838.51,76863.5,76648.12,76753.26,0
101,1738219500,76752.7,76847.77,76677.67,76789.75,0
102,1738223100,76789.27,76794.99,76430.66,76507.84,0
103,1738226700,76506.55,76778.12,76401.13,76755.9,0
104,1738230300,76757.97,76962.88,76738.65,76887.85,0
105,1738295100,76888.89,77195.53,76833.87,77005.37,0
106,1738298700,77006.06,77284.17,76962.6,77209.83,0
107,1738302300,77210.44,77294.01,77110.69,77268.25,0
108,1738305900,77267.38,77475.18,77202.61,77460.53,0
109,1738309500,77460.28,77549.92,77246.49,77294.89,0
110,1738313100,77299.34,77517.4,77233.3,77504.32,0
111,1738316700,77502.88,77605.96,77437.83,77565.79,0
112,1738381500,77637.01,77832.05,77434.85,77674.54,0
113,1738385100,77675.74,77792.05,77588.52,77744.72,0
114,1738388700,77746.28,77899.05,77006.47,77271.03,0
115,1738392300,77279.72,77630.49,77015.39,77206.65,0
116,1738395900,77208.78,77650.07,77095.37,77606.36,0
117,1738399500,77605.64,77715.14,77440.13,77506.29,0
118,1738403100,77506.17,77605.62,77448.39,77584.54,0
119,1738554300,77063.94,77128.57,76756.09,76877.34,0
120,1738557900,76873.21,77090.18,76801.75,77075.96,0
121,1738561500,77076.05,77138.19,76873.8,77036.31,0
122,1738565100,77035.73,77247.47,76918.69,77246.49,0
123,1738568700,77244.82,77260.37,77058.53,77180.1,0
124,1738572300,77178.83,77235.52,77088.76,77196.51,0
125,1738575900,77200.62,77207.81,77146.66,77186.29,0
126,1738640700,77687.6,77951.81,77516.99,77717.13,0
127,1738644300,77716.88,77793.99,77402.37,77670.19,0
128,1738647900,77670.54,78048.66,77654.09,77874.87,0
129,1738651500,77873.96,78149.97,77870.51,78149.33,0
130,1738655100,78149.49,78424.26,78102.72,78213.81,0
131,1738658700,78198.01,78658.59,78168.71,78564.28,0
132,1738662300,78563.2,78573.79,78376.92,78398.67,0
133,1738727100,78704.6,78735.41,78423.38,78474.04,0
134,1738730700,78476.71,78567.71,78375.89,78383.5,0
135,1738734300,78390.54,78475.7,78328.04,78386.24,0
136,1738737900,78386.76,78477.33,78333.53,78474.62,0
137,1738741500,78477.11,78518.14,78389.95,78419.0,0
138,1738745100,78419.02,78461.17,78226.26,78284.11,0
139,1738748700,78279.03,78291.43,78216.25,78264.59,0
140,1738813500,78513.36,78551.66,78064.46,78078.06,0
141,1738817100,78078.71,78144.39,77968.43,78006.04,0
142,1738820700,78006.31,78042.09,77926.58,78032.81,0
143,1738824300,78035.75,78061.34,77876.92,77898.57,0
144,1738827900,77900.56,77966.46,77845.67,77899.93,0
145,1738831500,77896.92,78068.01,77843.99,78020.65,0
146,1738835100,78020.69,78149.6,78004.91,78133.8,0
147,1738899900,78119.6,78356.98,77948.31,78109.74,0
148,1738903500,78110.46,78143.08,77730.37,78072.45,0
149,1738907100,78069.04,78304.65,77910.72,77915.33,0
150,1738910700,77909.46,78021.73,77791.82,77818.52,0
151,1738914300,77818.59,77936.94,77494.7,77529.12,0
152,1738917900,77528.93,77903.72,77475.74,77896.11,0
153,1738921500,77895.72,77951.11,77832.83,77846.55,0
154,1739159100,77789.3,77849.58,77215.57,77248.35,0
155,1739162700,77244.43,77365.91,77189.04,77341.89,0
156,1739166300,77343.24,77368.21,77156.3,77174.59,0
157,1739169900,77174.19,77244.69,77158.06,77192.61,0
158,1739173500,77193.48,77282.28,77106.89,77147.72,0
159,1739177100,77148.2,77398.46,77118.49,77334.6,0
160,1739180700,77335.6,77339.35,77275.87,77302.21,0
161,1739245500,77384.98,77387.28,76958.4,76972.73,0
162,1739249100,76970.5,77037.44,76908.81,77001.24,0
163,1739252700,77001.73,77070.81,76907.65,76921.81,0
164,1739256300,76922.12,76935.05,76177.21,76189.54,0
165,1739259900,76188.34,76400.9,76030.59,76250.96,0
166,1739263500,76251.63,76475.32,76103.53,76302.33,0
167,1739267100,76302.17,76330.62,76275.54,76295.35,0
168,1739331900,76188.24,76409.27,75430.7,75493.03,0
169,1739335500,75495.44,75842.87,75388.39,75770.89,0
170,1739339100,75768.59,76260.6,75662.14,76126.27,0
171,1739342700,76126.66,76369.91,75982.62,76342.45,0
172,1739346300,76341.82,76459.72,75926.0,76051.8,0
173,1739349900,76042.77,76230.19,75900.34,76196.6,0
174,1739353500,76195.13,76244.52,76168.21,76238.33,0
175,1739418300,76201.1,76626.82,76013.43,76571.44,0
176,1739421900,76571.64,76687.64,76462.35,76583.48,0
177,1739425500,76587.66,76764.53,76580.23,76649.01,0
178,1739429100,76650.15,76681.37,76516.78,76518.06,0
179,1739432700,76513.65,76586.74,76143.21,76218.22,0
180,1739436300,76218.64,76263.41,76044.26,76144.64,0
181,1739439900,76143.4,76179.53,76075.1,76092.39,0
182,1739504700,76388.99,76483.06,76110.87,76261.93,0
183,1739508300,76265.1,76383.91,75588.86,75774.4,0
184,1739511900,75770.8,75874.85,75530.59,75604.75,0
185,1739515500,75606.39,75714.64,75439.64,75546.39,0
186,1739519100,75545.77,75671.16,75470.79,75543.99,0
187,1739522700,75545.17,76059.85,75545.17,75971.37,0
188,1739526300,75970.38,75974.79,75804.2,75863.04,0
189,1739763900,75641.41,75730.01,75294.76,75409.04,0
190,1739767500,75408.16,75895.26,75364.69,75531.76,0
191,1739771100,75530.42,75795.12,75518.23,75592.72,0
192,1739774700,75595.44,75819.44,75512.58,75650.61,0
