,datetime,open,high,low,close,volume
0,1736480700,23551.9,23596.0,23432.3,23475.1,0
1,1736482500,23475.6,23476.25,23344.35,23396.55,0
2,1736484300,23396.6,23444.6,23380.95,23438.2,0
3,1736486100,23436.45,23557.65,23428.75,23557.65,0
4,1736487900,23557.4,23596.6,23506.9,23509.35,0
5,1736489700,23508.85,23553.0,23477.75,23523.4,0
6,1736491500,23520.1,23566.0,23494.15,23528.75,0
7,1736493300,23528.2,23542.9,23511.35,23517.75,0
8,1736495100,23516.55,23536.3,23484.5,23504.15,0
9,1736496900,23506.2,23529.4,23441.25,23441.25,0
10,1736498700,23440.95,23454.65,23400.55,23427.75,0
11,1736500500,23427.85,23446.1,23396.85,23412.2,0
12,1736502300,23414.6,23449.4,23413.55,23437.35,0
13,1736739900,23195.4,23270.9,23172.7,23246.05,0
14,1736741700,23247.05,23274.6,23196.45,23273.2,0
15,1736743500,23278.7,23340.95,23258.5,23306.3,0
16,1736745300,23304.85,23331.75,23260.95,23275.0,0
17,1736747100,23274.8,23298.6,23210.2,23235.75,0
18,1736748900,23235.7,23263.0,23211.6,23215.1,0
19,1736750700,23215.6,23234.7,23190.45,23222.35,0
20,1736752500,23220.7,23221.5,23165.75,23177.45,0
21,1736754300,23178.15,23191.4,23148.6,23154.95,0
22,1736756100,23154.4,23163.45,23100.6,23116.4,0
23,1736757900,23115.75,23137.85,23047.25,23082.5,0
24,1736759700,23081.85,23122.8,23063.25,23090.85,0
25,1736761500,23091.3,23101.8,23082.75,23088.7,0
26,1736826300,23165.9,23227.2,23150.05,23173.45,0
27,1736828100,23172.85,23206.7,23139.4,23156.2,0
28,1736829900,23155.75,23186.05,23134.15,23185.5,0
29,1736831700,23185.4,23264.95,23182.25,23260.05,0
30,1736833500,23260.3,23261.35,23192.8,23198.55,0
31,1736835300,23196.15,23201.05,23169.7,23181.1,0
32,1736837100,23180.55,23189.3,23155.1,23181.9,0
33,1736838900,23181.6,23199.3,23144.1,23168.2,0
34,1736840700,23168.4,23174.1,23151.5,23158.45,0
35,1736842500,23157.95,23184.85,23145.05,23182.45,0
36,1736844300,23182.15,23198.95,23161.65,23175.55,0
37,1736846100,23174.5,23183.3,23151.9,23173.25,0
38,1736847900,23172.9,23223.05,23168.95,23206.85,0
39,1736912700,23250.45,23273.55,23165.3,23200.85,0
40,1736914500,23200.7,23230.15,23184.15,23219.65,0
41,1736916300,23218.6,23268.7,23215.0,23268.25,0
42,1736918100,23268.6,23293.65,23236.25,23257.4,0
43,1736919900,23257.95,23264.2,23204.7,23226.65,0
44,1736921700,23226.0,23248.25,23218.35,23221.5,0
45,1736923500,23220.85,23254.85,23198.0,23251.4,0
46,1736925300,23251.3,23266.35,23212.35,23212.35,0
47,1736927100,23212.5,23212.65,23146.45,23167.7,0
48,1736928900,23165.85,23195.45,23154.7,23181.5,0
49,1736930700,23182.2,23214.75,23159.25,23211.9,0
50,1736932500,23211.8,23227.7,23186.95,23214.55,0
51,1736934300,23214.95,23229.3,23190.85,23228.1,0
52,1736999100,23377.25,23391.65,23315.75,23326.6,0
53,1737000900,23326.3,23331.0,23290.7,23308.0,0
54,1737002700,23308.2,23320.3,23301.4,23312.2,0
55,1737004500,23311.65,23313.3,23272.05,23289.55,0
56,1737006300,23288.25,23308.8,23282.4,23307.0,0
57,1737008100,23306.45,23308.4,23293.15,23298.9,0
58,1737009900,23300.05,23313.9,23290.3,23309.65,0
59,1737011700,23310.75,23328.8,23303.9,23318.0,0
60,1737013500,23317.8,23327.8,23311.45,23326.25,0
61,1737015300,23324.5,23340.9,23319.55,23333.35,0
62,1737017100,23333.4,23333.4,23290.7,23303.55,0
63,1737018900,23302.25,23318.45,23296.2,23309.65,0
64,1737020700,23309.45,23353.25,23304.45,23350.8,0
65,1737085500,23277.1,23292.1,23167.05,23193.8,0
