datetime,open,high,low,close,atr_14,rsi_14,STOCHk_14_3_3,STOCHd_14_3_3,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,adx_14,ema_50,ema_200,sma_20,KCLe_20_2.0,KCBe_20_2.0,KCUe_20_2.0,price_range,body_size,upper_wick,lower_wick,hour,day_of_week,month
2022-03-17 12:55:00,17139.7,17144.1,17120.1,17132.2,58.53,75.72,95.47,96.62,146.84,10.08,136.76,39.8,16742.02,16161.77,16914.25,16853.11,16962.26,17071.42,24.0,7.5,4.4,12.1,12,3,3
2022-03-17 13:15:00,17132.3,17148.2,17113.7,17134.8,56.82,75.85,93.57,95.13,142.5,4.59,137.91,40.21,16757.43,16171.45,16941.2,16873.37,16978.7,17084.02,34.5,2.5,13.4,18.6,13,3,3
2022-03-17 13:35:00,17134.2,17157.4,17107.8,17154.7,56.3,76.93,93.29,94.11,139.06,0.92,138.14,40.69,16773.01,16181.23,16966.31,16890.72,16995.46,17100.2,49.6,20.5,2.7,26.4,13,3,3
2022-03-17 13:55:00,17154.2,17196.3,17149.4,17165.0,55.63,77.49,90.38,92.41,135.61,-2.03,137.64,41.47,16788.38,16191.02,16992.6,16907.9,17011.6,17115.31,46.9,10.8,31.3,4.8,13,3,3
2022-03-17 14:15:00,17165.9,17184.4,17158.2,17182.7,53.53,78.46,90.13,91.27,132.77,-3.89,136.66,42.2,16803.84,16200.89,17020.86,16929.08,17027.9,17126.72,26.2,16.8,1.7,7.7,14,3,3
2022-03-17 14:35:00,17183.2,17185.1,17126.1,17151.4,53.92,72.52,80.15,86.89,126.53,-8.1,134.64,42.01,16817.47,16210.35,17047.66,16939.02,17039.66,17140.3,59.0,31.8,1.9,25.3,14,3,3
2022-03-17 14:55:00,17150.7,17170.8,17121.9,17132.0,53.56,69.04,68.03,79.43,118.66,-12.78,131.44,41.73,16829.81,16219.52,17072.34,16948.08,17048.46,17148.83,48.9,18.7,20.1,10.1,14,3,3
2022-03-17 15:15:00,17132.1,17146.3,17103.7,17125.9,52.78,67.93,51.52,66.57,110.65,-16.63,127.28,40.97,16841.42,16228.54,17094.62,16956.9,17055.83,17154.76,42.6,6.2,14.2,22.2,15,3,3
2022-03-21 09:15:00,17224.3,17236.5,17035.5,17060.3,63.36,57.3,34.42,51.32,97.88,-23.52,121.4,41.3,16850.0,16236.81,17114.4,16928.47,17056.26,17184.05,201.0,164.0,12.2,24.8,9,0,3
2022-03-21 09:35:00,17059.2,17082.3,17024.6,17024.8,62.96,52.51,18.48,34.81,83.93,-29.98,113.91,41.33,16856.86,16244.65,17115.7,16926.65,17053.26,17179.87,57.7,34.4,23.1,0.2,9,0,3
