datetime,open,high,low,close,atr_14,rsi_14,STOCHk_14_3_3,STOCHd_14_3_3,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,adx_14,ema_50,ema_200,sma_20,KCLe_20_2.0,KCBe_20_2.0,KCUe_20_2.0,price_range,body_size,upper_wick,lower_wick,hour,day_of_week,month
2022-03-25 11:15:00,17184.4,17195.4,17173.7,17191.8,58.71,46.04,29.06,32.25,-10.73,-3.53,-7.2,11.92,17192.36,16720.18,17212.19,17096.29,17210.65,17325.01,21.7,7.4,3.6,10.7,11,4,3
2022-03-25 11:45:00,17191.8,17193.1,17119.3,17126.1,59.79,37.02,19.62,25.88,-16.02,-7.06,-8.96,12.14,17189.76,16724.22,17205.74,17085.07,17202.6,17320.12,73.8,65.7,1.3,6.8,11,4,3
2022-03-25 12:15:00,17125.9,17163.7,17120.2,17158.4,58.62,42.94,18.72,22.46,-17.41,-6.76,-10.65,12.33,17188.53,16728.54,17202.48,17083.77,17198.39,17313.0,43.5,32.5,5.3,5.7,12,4,3
2022-03-25 12:45:00,17159.1,17164.1,17122.3,17145.0,57.42,41.21,13.59,17.31,-19.36,-6.97,-12.39,12.51,17186.82,16732.68,17199.25,17081.64,17193.3,17304.97,41.8,14.1,5.0,22.7,12,4,3
2022-03-25 13:15:00,17144.6,17150.8,17110.4,17110.7,56.21,37.09,12.35,14.89,-23.41,-8.81,-14.6,12.91,17183.84,16736.44,17192.02,17076.71,17185.44,17294.16,40.4,33.9,6.2,0.3,13,4,3
2022-03-25 13:45:00,17108.0,17116.7,17076.6,17103.9,55.06,36.31,9.1,11.68,-26.86,-9.81,-17.05,13.92,17180.7,16740.1,17186.6,17071.66,17177.67,17283.68,40.1,4.1,8.7,27.3,13,4,3
2022-03-25 14:15:00,17104.3,17145.8,17101.9,17111.7,54.26,37.92,9.58,10.35,-28.63,-9.27,-19.37,14.03,17178.0,16743.8,17178.51,17067.12,17171.39,17275.66,43.9,7.4,34.1,2.4,14,4,3
2022-03-25 14:45:00,17112.1,17144.2,17095.2,17134.7,53.88,42.51,18.4,12.36,-27.86,-6.79,-21.06,14.26,17176.3,16747.69,17171.69,17064.22,17167.9,17271.57,49.0,22.6,9.5,16.9,14,4,3
2022-03-25 15:15:00,17134.8,17197.9,17133.8,17177.9,54.61,49.99,29.7,19.23,-23.49,-1.94,-21.55,13.36,17176.36,16751.97,17171.2,17062.84,17168.85,17274.86,64.1,43.1,20.0,1.0,15,4,3
2022-03-28 09:15:00,17181.8,17196.6,17057.8,17069.1,60.63,36.95,25.93,24.68,-28.48,-5.54,-22.94,13.72,17172.15,16755.12,17165.6,17036.99,17159.35,17281.7,138.8,112.7,14.8,11.3,9,0,3
