datetime,open,high,low,close,atr_14,rsi_14,STOCHk_14_3_3,STOCHd_14_3_3,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,adx_14,ema_50,ema_200,sma_20,KCLe_20_2.0,KCBe_20_2.0,KCUe_20_2.0,price_range,body_size,upper_wick,lower_wick,hour,day_of_week,month
2022-04-13 12:15:00,17450.2,17507.3,17441.6,17503.8,92.76,43.85,28.77,37.01,-39.87,-2.05,-37.82,12.79,17566.88,16860.7,17571.62,17383.71,17562.65,17741.6,65.7,53.6,3.5,8.6,12,2,4
2022-04-13 13:15:00,17504.7,17517.9,17444.2,17493.3,91.39,43.11,21.89,28.23,-40.44,-2.09,-38.34,12.0,17563.99,16867.0,17563.86,17380.1,17556.05,17731.99,73.7,11.4,13.2,49.1,13,2,4
2022-04-13 14:15:00,17494.6,17514.2,17408.6,17411.7,92.41,37.78,18.82,23.16,-46.93,-6.87,-40.06,11.7,17558.02,16872.42,17550.44,17363.0,17542.3,17721.6,105.6,82.9,19.6,3.1,14,2,4
2022-04-13 15:15:00,17412.1,17424.6,17391.7,17404.4,88.16,37.33,10.45,17.05,-52.06,-9.6,-42.46,11.63,17551.99,16877.71,17538.7,17360.68,17529.17,17697.66,32.9,7.7,12.5,12.7,15,2,4
2022-04-18 09:15:00,17124.3,17172.3,17038.3,17074.3,108.01,23.73,3.63,10.97,-81.82,-31.49,-50.33,14.18,17533.26,16879.67,17510.19,17263.67,17485.85,17708.02,134.0,50.0,48.0,36.0,9,0,4
2022-04-18 10:15:00,17074.1,17086.2,17039.4,17081.6,103.64,24.38,5.48,6.52,-103.63,-42.63,-60.99,16.54,17515.55,16881.68,17481.51,17237.42,17447.35,17657.28,46.8,7.5,4.6,34.7,10,0,4
2022-04-18 11:15:00,17081.3,17119.7,17035.3,17039.2,102.26,23.14,4.26,4.46,-122.91,-49.53,-73.38,18.29,17496.87,16883.24,17449.65,17202.46,17408.48,17614.49,84.4,42.1,38.4,3.9,11,0,4
2022-04-18 12:15:00,17039.5,17062.0,16931.9,16973.2,104.25,21.31,4.23,4.66,-141.88,-54.81,-87.08,20.44,17476.33,16884.14,17415.52,17155.85,17367.02,17578.2,130.1,66.3,22.5,41.3,12,0,4
2022-04-18 13:15:00,16973.3,17017.6,16962.2,16992.1,100.76,23.18,4.67,4.39,-153.62,-53.24,-100.39,22.43,17457.34,16885.21,17386.7,17129.7,17331.32,17532.93,55.4,18.8,25.5,11.1,13,0,4
2022-04-18 14:15:00,16992.6,17059.4,16969.9,17045.7,99.96,28.38,9.48,6.13,-156.79,-45.13,-111.67,23.7,17441.2,16886.81,17360.2,17104.65,17304.11,17503.58,89.5,53.1,13.7,22.7,14,0,4
