datetime,open,high,low,close,atr_14,rsi_14,STOCHk_14_3_3,STOCHd_14_3_3,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,adx_14,ema_50,ema_200,sma_20,KCLe_20_2.0,KCBe_20_2.0,KCUe_20_2.0,price_range,body_size,upper_wick,lower_wick,hour,day_of_week,month
2022-06-09 12:15:00,34833.1,35104.1,34768.7,35096.2,290.32,48.74,17.36,15.47,-46.04,-73.6,27.56,15.94,35085.71,35536.72,35300.53,34586.55,35160.48,35734.4,335.4,263.1,7.9,64.4,12,3,6
2022-06-09 15:15:00,35098.4,35149.1,35087.7,35116.8,273.97,49.23,30.12,19.02,-41.89,-55.56,13.67,15.1,35086.92,35532.54,35272.8,34625.35,35156.32,35687.28,61.4,18.4,32.3,10.7,15,3,6
2022-06-10 09:15:00,34686.9,34752.4,34537.4,34607.8,295.78,39.35,28.23,25.24,-78.78,-73.95,-4.82,15.36,35068.14,35523.34,35221.04,34513.32,35104.08,35694.84,215.0,79.1,65.5,70.4,9,4,6
2022-06-10 12:15:00,34608.0,34612.1,34346.6,34515.1,293.62,37.86,22.11,26.82,-114.17,-87.48,-26.69,16.04,35046.45,35513.3,35162.81,34462.92,35047.98,35633.05,265.5,92.9,4.1,168.5,12,4,6
2022-06-10 15:15:00,34514.6,34523.6,34432.9,34479.4,279.13,37.27,11.67,20.67,-143.44,-93.4,-50.04,16.67,35024.21,35503.02,35111.98,34447.21,34993.83,35540.46,90.7,35.2,9.0,46.5,15,4,6
2022-06-13 09:15:00,33728.6,33774.1,33235.4,33349.2,348.05,24.4,10.82,14.87,-254.9,-163.89,-91.01,19.17,34958.52,35481.59,34997.26,34105.68,34837.2,35568.72,538.7,379.4,45.5,113.8,9,0,6
2022-06-13 12:15:00,33349.0,33403.1,33210.4,33394.9,336.95,25.52,8.47,10.32,-335.68,-195.73,-139.95,21.51,34897.21,35460.82,34886.48,34001.28,34699.84,35398.39,192.7,45.9,8.2,138.6,12,0,6
2022-06-13 15:15:00,33393.9,33457.6,33393.9,33441.7,317.43,26.72,7.9,9.06,-391.41,-201.17,-190.24,23.49,34840.12,35440.74,34773.24,33935.86,34580.02,35224.17,63.7,47.8,15.9,0.0,15,0,6
2022-06-14 09:15:00,33180.6,33618.1,33123.9,33535.2,330.06,29.17,12.08,9.49,-423.15,-186.33,-236.82,25.64,34788.95,35421.77,34687.98,33803.57,34480.51,35157.45,494.2,354.6,82.9,56.7,9,1,6
2022-06-14 12:15:00,33535.4,33537.2,33173.9,33283.9,332.43,26.6,11.63,10.54,-463.24,-181.14,-282.11,27.65,34729.93,35400.5,34587.36,33684.88,34366.55,35048.22,363.3,251.5,1.8,110.0,12,1,6
