datetime,open,high,low,close,atr_14,rsi_14,STOCHk_14_3_3,STOCHd_14_3_3,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,adx_14,ema_50,ema_200,sma_20,KCLe_20_2.0,KCBe_20_2.0,KCUe_20_2.0,price_range,body_size,upper_wick,lower_wick,hour,day_of_week,month,Signal,candles_to_profit,candles_to_loss
2022-03-17 12:15:00,17287.9,17314.8,17274.9,17311.4,47.86,78.15,98.35,98.3,123.12,17.7,105.42,42.03,16963.74,16489.64,17087.43,17038.81,17130.2,17221.59,39.9,23.5,3.4,13.0,12,3,3,2.0,0.0,13.0
2022-03-17 12:35:00,17311.3,17329.1,17307.4,17308.7,45.99,77.65,96.8,97.79,122.01,13.26,108.74,43.54,16977.27,16497.79,17107.14,17060.38,17147.2,17234.02,21.7,2.6,17.8,1.3,12,3,3,2.0,0.0,12.0
2022-03-17 12:55:00,17308.6,17312.8,17290.8,17302.2,44.28,76.36,96.03,97.06,119.22,8.38,110.84,44.4,16990.01,16505.8,17126.64,17079.22,17161.96,17244.7,22.0,6.4,4.2,11.4,12,3,3,2.0,0.0,12.0
2022-03-17 13:15:00,17302.8,17305.2,17282.8,17295.7,42.71,75.02,93.23,95.36,115.16,3.46,111.7,44.93,17002.0,16513.66,17148.15,17095.57,17174.7,17253.83,22.4,7.1,2.4,12.9,13,3,3,2.0,0.0,11.0
2022-03-17 13:35:00,17295.1,17310.7,17278.6,17306.3,41.95,75.77,89.83,93.03,111.51,-0.15,111.66,45.48,17013.93,16521.54,17167.99,17109.52,17187.23,17264.94,32.1,11.2,4.4,16.5,13,3,3,2.0,0.0,9.0
2022-03-17 13:55:00,17306.8,17344.6,17301.7,17312.4,42.02,76.21,85.63,89.56,107.87,-3.03,110.91,46.34,17025.64,16529.41,17188.92,17120.68,17199.15,17277.63,42.9,5.6,32.2,5.1,13,3,3,2.0,0.0,7.0
2022-03-17 14:15:00,17312.6,17332.1,17304.2,17328.7,41.01,77.39,84.53,86.66,105.09,-4.65,109.74,47.14,17037.52,16537.36,17211.41,17135.17,17211.49,17287.81,27.9,16.1,3.4,8.4,14,3,3,2.0,0.0,6.0
2022-03-17 14:35:00,17328.3,17330.7,17280.9,17307.9,41.64,72.45,76.96,82.37,100.05,-7.75,107.8,47.03,17048.12,16545.03,17232.2,17142.14,17220.67,17299.21,49.8,20.4,2.4,27.0,14,3,3,2.0,0.0,6.0
2022-03-17 14:55:00,17307.1,17323.2,17259.1,17272.9,43.25,64.93,58.83,73.44,92.18,-12.5,104.68,46.19,17056.94,16552.28,17250.11,17142.38,17225.65,17308.91,64.1,34.2,16.1,13.8,14,3,3,2.0,0.0,12.0
2022-03-17 15:15:00,17273.1,17307.3,17267.2,17299.4,43.02,67.67,46.88,60.89,87.07,-14.09,101.16,45.4,17066.45,16559.71,17266.16,17149.7,17232.67,17315.64,40.1,26.3,7.9,5.9,15,3,3,2.0,0.0,5.0
