datetime,open,high,low,close,atr_14,rsi_14,STOCHk_14_3_3,STOCHd_14_3_3,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,adx_14,ema_50,ema_200,sma_20,KCLe_20_2.0,KCBe_20_2.0,KCUe_20_2.0,price_range,body_size,upper_wick,lower_wick,cci_20,hour,day_of_week,month
2022-04-13 12:15:00,43164.5,43348.4,43125.8,43336.9,244.22,53.37,59.48,63.55,38.07,8.44,29.63,15.91,43058.28,41207.17,43255.26,42764.38,43247.44,43730.48,222.6,172.4,11.5,38.7,9.96,12,2,4
2022-04-13 13:15:00,43342.0,43370.6,43136.5,43286.3,243.5,51.78,55.05,58.33,36.75,5.7,31.06,15.61,43067.22,41227.86,43257.35,42769.5,43251.14,43732.78,234.1,55.7,28.6,149.8,7.37,13,2,4
2022-04-13 14:15:00,43285.8,43319.5,43024.3,43039.7,247.19,44.81,49.9,54.81,15.63,-12.34,27.97,14.74,43066.14,41245.89,43243.04,42739.0,43231.0,43722.99,295.2,246.1,33.7,15.4,-56.5,14,2,4
2022-04-13 15:15:00,43037.2,43083.8,42996.9,43049.4,235.74,45.12,39.4,48.12,-0.32,-22.63,22.31,13.79,43065.49,41263.83,43227.82,42752.01,43213.7,43675.4,86.9,12.2,34.4,40.3,-86.68,15,2,4
2022-04-18 09:15:00,42530.6,42530.6,42197.4,42249.5,279.76,30.0,21.55,36.95,-76.63,-79.15,2.52,15.45,43033.49,41273.64,43171.83,42541.86,43121.88,43701.88,333.2,281.1,0.0,52.1,-300.12,9,0,4
2022-04-18 10:15:00,42242.5,42300.9,42168.7,42294.2,269.22,31.38,14.31,25.09,-131.97,-107.6,-24.38,17.05,43004.5,41283.79,43116.36,42493.1,43043.04,43593.0,132.2,51.7,6.7,73.8,-245.14,10,0,4
2022-04-18 11:15:00,42297.4,42436.8,42253.0,42283.7,263.12,31.23,6.48,14.12,-174.67,-120.23,-54.43,17.87,42976.23,41293.74,43057.66,42438.14,42970.73,43503.31,183.8,13.7,139.4,30.7,-182.12,11,0,4
2022-04-18 12:15:00,42276.3,42324.1,41968.6,42082.7,269.72,28.32,7.54,9.44,-222.16,-134.18,-87.98,19.31,42941.19,41301.6,42992.76,42336.58,42886.16,43435.73,355.5,193.6,47.8,114.1,-183.0,12,0,4
2022-04-18 13:15:00,42083.9,42217.7,42050.8,42146.1,262.38,30.52,8.22,7.41,-251.78,-131.04,-120.74,20.65,42910.01,41310.0,42943.2,42286.65,42815.67,43344.7,166.9,62.2,71.6,33.1,-146.61,13,0,4
2022-04-18 14:15:00,42150.5,42352.1,42107.3,42344.3,261.12,37.01,13.01,9.59,-256.31,-108.46,-147.85,21.22,42887.82,41320.29,42900.38,42245.51,42770.78,43296.05,244.8,193.8,7.8,43.2,-105.77,14,0,4
