datetime,open,high,low,close,atr_14,rsi_14,STOCHk_14_3_3,STOCHd_14_3_3,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,adx_14,ema_50,ema_200,sma_20,KCLe_20_2.0,KCBe_20_2.0,KCUe_20_2.0,price_range,body_size,upper_wick,lower_wick,cci_20,hour,day_of_week,month
2022-07-26 13:15:00,42051.4,42109.8,41812.6,41831.1,414.46,64.02,74.68,81.31,633.78,13.81,619.97,46.98,40507.88,40457.32,41210.48,40544.61,41374.46,42204.3,297.2,220.3,58.4,18.5,59.71,13,1,7
2022-07-27 09:15:00,41824.0,42280.8,41709.1,42242.1,425.69,68.85,72.38,76.13,625.45,4.38,621.07,47.5,40575.89,40475.08,41310.76,40597.38,41457.09,42316.8,571.7,418.1,38.7,114.9,66.57,9,2,7
2022-07-27 13:15:00,42243.5,42362.3,42174.8,42307.9,408.68,69.55,73.65,73.57,617.04,-3.22,620.26,48.09,40643.81,40493.32,41417.99,40724.58,41538.12,42351.66,187.5,64.4,54.4,68.7,77.76,13,2,7
2022-07-28 09:15:00,42715.6,42995.6,42621.5,42971.8,428.61,75.55,85.24,77.09,656.38,28.9,627.49,49.31,40735.1,40517.98,41562.79,40807.6,41674.66,42541.72,374.1,256.2,23.8,94.1,121.83,9,3,7
2022-07-28 13:15:00,42972.9,43098.7,42952.3,43019.4,408.45,75.92,91.26,83.38,683.52,44.83,638.69,50.53,40824.68,40542.87,41712.5,40990.37,41802.73,42615.1,146.4,46.5,79.3,20.6,131.65,13,3,7
2022-07-29 09:15:00,43340.8,43484.4,42889.9,43157.1,421.74,76.99,92.57,89.69,707.98,55.43,652.55,51.96,40916.15,40568.89,41872.33,41083.48,41931.72,42779.96,594.5,183.7,143.6,267.2,138.48,9,4,7
2022-07-29 13:15:00,43164.7,43188.9,42974.3,43149.8,406.94,76.8,87.44,90.42,718.49,52.75,665.74,53.29,41003.74,40594.57,42025.88,41239.4,42047.72,42856.05,214.6,14.9,24.2,175.5,124.84,13,4,7
2022-08-01 09:15:00,43164.7,43486.1,43042.0,43450.9,409.6,79.15,88.43,89.48,742.56,61.46,681.1,54.73,41099.71,40622.99,42168.72,41365.43,42181.36,42997.3,444.1,286.2,35.2,122.7,139.96,9,0,8
2022-08-01 13:15:00,43454.8,43617.4,43411.2,43540.9,395.07,79.81,92.5,89.46,760.13,63.22,696.91,56.16,41195.44,40652.02,42301.55,41533.34,42310.84,43088.34,206.2,86.1,76.5,43.6,148.8,13,0,8
2022-08-02 09:15:00,43460.4,43736.4,43254.3,43595.8,401.28,80.22,95.72,92.22,769.62,58.17,711.45,56.8,41289.58,40681.31,42429.76,41637.94,42433.22,43228.5,482.1,135.4,140.6,206.1,131.21,9,1,8
2022-08-02 13:15:00,43592.5,43926.5,43543.4,43560.4,399.99,79.1,90.85,93.03,765.46,43.2,722.25,57.55,41378.63,40709.96,42544.47,41748.06,42540.57,43333.08,383.1,32.1,334.0,17.0,127.74,13,1,8
2022-08-03 09:15:00,43670.2,43772.2,43359.8,43578.2,400.87,79.26,86.95,91.17,754.89,26.11,728.78,57.47,41464.89,40738.5,42640.78,41843.8,42639.39,43434.98,412.4,92.0,102.0,218.4,102.12,9,2,8
2022-08-03 13:15:00,43577.9,43712.6,43391.0,43685.6,395.21,80.22,85.64,87.81,746.58,14.24,732.34,57.39,41551.97,40767.82,42751.32,41957.96,42739.03,43520.1,321.6,107.7,27.0,186.9,94.64,13,2,8
2022-08-04 09:15:00,43712.6,43924.8,42794.5,43240.2,447.72,66.45,80.83,84.47,696.03,-29.05,725.08,55.1,41618.18,40792.42,42824.89,41864.78,42786.76,43708.74,1130.3,472.4,212.2,445.7,58.63,9,3,8
2022-08-04 13:15:00,43253.8,43450.2,43113.8,43305.5,439.77,67.34,76.73,81.06,653.7,-57.1,710.8,52.97,41684.35,40817.43,42899.16,41937.92,42836.16,43734.42,336.4,51.7,144.7,140.0,50.04,13,3,8
2022-08-05 09:15:00,43413.3,43819.8,43408.9,43606.6,445.09,71.12,74.26,77.27,637.11,-58.96,696.06,51.66,41759.73,40845.18,42961.08,41998.88,42909.54,43820.2,410.9,193.3,213.2,4.4,82.56,9,4,8
2022-08-05 13:15:00,43602.2,43684.2,43458.2,43523.5,429.44,68.75,74.28,75.09,610.22,-68.68,678.89,50.45,41828.9,40871.83,43017.7,42101.03,42968.01,43834.99,226.0,78.7,82.0,65.3,70.24,13,4,8
2022-08-08 09:15:00,43552.9,43875.3,43246.8,43840.7,443.66,72.51,81.09,76.55,607.5,-57.12,664.61,48.58,41907.79,40901.38,43096.34,42147.0,43051.12,43955.25,628.5,287.8,34.6,306.1,77.84,9,0,8
2022-08-08 13:15:00,43850.8,43938.8,43768.5,43860.3,424.13,72.73,84.89,80.09,600.01,-51.68,651.69,46.98,41984.36,40930.82,43175.96,42277.73,43128.19,43978.65,170.3,9.5,78.5,82.3,99.6,13,0,8
2022-08-10 09:15:00,43957.5,44044.3,43777.2,43902.5,412.92,73.23,91.4,85.8,590.67,-48.82,639.49,45.71,42059.58,40960.39,43268.52,42381.6,43201.94,44022.27,267.1,55.0,86.8,125.3,104.14,9,2,8
2022-08-10 13:15:00,43908.5,43946.6,43787.8,43856.0,394.77,71.69,88.91,88.4,572.91,-53.26,626.17,44.54,42130.03,40989.2,43369.76,42491.76,43264.22,44036.68,158.8,52.5,38.1,68.2,96.87,13,2,8
2022-08-11 09:15:00,44214.5,44585.6,44214.5,44569.2,418.68,78.98,90.89,90.4,609.36,-13.45,622.81,44.58,42225.68,41024.82,43486.12,42550.65,43388.51,44226.37,371.1,354.7,16.4,0.0,202.13,9,3,8
2022-08-11 13:15:00,44562.3,44624.3,44478.5,44530.4,399.19,77.81,92.96,90.92,627.88,4.06,623.83,44.68,42316.06,41059.7,43597.24,42711.42,43497.26,44283.1,145.8,31.9,62.0,51.9,214.88,13,3,8
2022-08-12 09:15:00,44552.2,44770.3,44418.5,44721.5,395.81,79.43,97.16,93.67,650.48,21.33,629.16,44.99,42410.4,41096.14,43684.72,42835.85,43613.86,44391.86,351.8,169.3,48.8,133.7,196.28,9,4,8
2022-08-12 13:15:00,44717.1,44809.2,44658.9,44775.5,378.27,79.88,96.91,95.68,665.08,28.74,636.34,45.33,42503.14,41132.74,43772.53,42991.95,43724.49,44457.02,150.3,58.4,33.7,58.2,176.39,13,4,8
2022-08-16 09:15:00,44894.9,45205.8,44862.1,44865.2,381.99,80.63,93.91,95.99,676.1,31.81,644.29,46.18,42595.78,41169.89,43857.94,43088.39,43833.12,44577.86,343.7,29.7,310.9,3.1,177.14,9,1,8
2022-08-16 13:15:00,44848.0,45003.4,44812.8,44957.6,368.32,81.41,91.3,94.04,684.4,32.08,652.31,46.74,42688.4,41207.58,43948.32,43230.11,43940.22,44650.33,190.6,109.6,45.8,35.2,140.78,13,1,8
2022-08-17 09:15:00,45084.2,45110.6,44914.3,45094.6,356.03,82.52,90.09,91.77,694.02,33.37,660.66,47.41,42782.76,41246.25,44030.51,43370.29,44050.16,44730.03,196.3,10.4,16.0,169.9,130.78,9,2,8
2022-08-17 13:15:00,45099.0,45213.3,45012.3,45109.3,344.96,82.64,93.03,91.48,694.83,27.34,667.49,48.17,42873.99,41284.69,44108.93,43497.62,44151.03,44804.44,201.0,10.3,104.0,86.7,119.26,13,2,8
2022-08-18 09:15:00,45002.6,45406.3,44994.1,45222.6,349.76,83.58,93.63,92.25,696.59,23.28,673.31,49.11,42966.1,41323.87,44190.27,43583.39,44253.08,44922.78,412.2,220.0,183.7,8.5,113.52,9,3,8
2022-08-18 13:15:00,45224.3,45517.2,45166.7,45501.9,349.81,85.64,95.18,93.95,712.3,31.19,681.11,50.11,43065.54,41365.44,44287.34,43699.34,44372.02,45044.7,350.5,277.6,15.3,57.6,117.75,13,3,8
