datetime,open,high,low,close,atr_14,rsi_14,STOCHk_14_3_3,STOCHd_14_3_3,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,adx_14,ema_50,ema_200,sma_20,KCLe_20_2.0,KCBe_20_2.0,KCUe_20_2.0,price_range,body_size,upper_wick,lower_wick,hour,day_of_week,month,Signal,candles_to_profit,candles_to_loss
2022-03-17 12:15:00,41837.4,41883.3,41756.8,41869.5,159.43,72.38,93.93,95.11,334.63,35.77,298.86,36.92,40953.2,39575.73,41345.4,41145.13,41450.88,41756.62,126.5,32.1,13.8,80.6,12,3,3,2.0,0.0,10.0
2022-03-17 12:35:00,41870.2,41915.1,41842.1,41842.1,153.26,70.84,91.34,93.49,324.42,20.45,303.97,37.41,40988.06,39598.28,41390.7,41197.6,41488.14,41778.67,73.0,28.1,44.9,0.0,12,3,3,2.0,0.0,9.0
2022-03-17 12:55:00,41845.2,41869.6,41814.0,41837.4,146.28,70.56,91.13,92.13,312.35,6.7,305.65,37.6,41021.36,39620.56,41436.89,41247.94,41521.4,41794.85,55.6,7.8,24.4,23.4,12,3,3,2.0,0.0,8.0
2022-03-17 13:15:00,41833.5,41893.4,41805.7,41829.4,142.1,70.06,89.64,90.7,298.69,-5.57,304.25,37.88,41053.06,39642.54,41489.9,41286.62,41550.73,41814.84,87.7,4.1,59.9,23.7,13,3,3,2.0,0.0,7.0
2022-03-17 13:35:00,41837.9,41876.2,41769.6,41873.1,139.56,71.27,86.21,88.99,288.07,-12.95,301.02,37.79,41085.21,39664.73,41539.58,41322.17,41581.43,41840.7,106.6,35.2,3.1,68.3,13,3,3,2.0,0.0,6.0
2022-03-17 13:55:00,41875.0,41988.3,41847.3,41898.8,139.66,71.98,79.97,85.27,278.52,-18.0,296.52,38.17,41117.12,39686.96,41592.06,41350.23,41611.66,41873.09,141.0,23.8,89.5,27.7,13,3,3,2.0,0.0,5.0
2022-03-17 14:15:00,41894.2,41934.4,41885.6,41934.4,133.17,72.98,77.03,81.07,270.7,-20.65,291.36,38.53,41149.17,39709.32,41648.92,41396.57,41642.4,41888.22,48.8,40.2,0.0,8.6,14,3,3,2.0,0.0,4.0
2022-03-17 14:35:00,41941.0,41945.0,41804.4,41854.6,133.7,67.18,64.35,73.78,255.13,-28.98,284.11,38.04,41176.83,39730.67,41701.9,41413.41,41662.6,41911.8,140.6,86.4,4.0,50.2,14,3,3,2.0,0.0,3.0
2022-03-17 14:55:00,41844.3,41875.9,41706.0,41758.5,136.29,60.91,46.9,62.76,232.35,-41.41,273.76,36.69,41199.64,39750.84,41747.16,41413.92,41671.74,41929.56,169.9,85.8,31.6,52.5,14,3,3,2.0,0.0,2.0
2022-03-17 15:15:00,41762.0,41796.6,41706.8,41715.6,132.97,58.29,21.41,44.22,208.44,-52.26,260.69,35.44,41219.88,39770.4,41785.82,41425.54,41675.92,41926.29,89.8,46.4,34.6,8.8,15,3,3,2.0,0.0,2.0
2022-03-21 09:15:00,41881.0,41943.4,41473.6,41494.6,157.03,47.06,8.69,25.67,169.7,-72.8,242.5,33.3,41230.65,39787.55,41816.84,41342.63,41658.65,41974.66,469.8,386.4,62.4,21.0,9,0,3,2.0,0.0,10.0
2022-03-21 09:35:00,41486.6,41556.9,41394.9,41414.0,157.38,43.75,3.57,11.22,130.98,-89.21,220.19,31.79,41237.84,39803.74,41803.31,41318.57,41635.35,41952.12,162.0,72.6,70.3,19.1,9,0,3,2.0,0.0,18.0
2022-03-21 09:55:00,41384.9,41481.0,41375.1,41411.6,153.71,43.66,4.42,5.56,98.96,-96.98,195.95,30.5,41244.65,39819.74,41787.04,41307.26,41614.04,41920.82,105.9,26.7,69.4,9.8,9,0,3,2.0,0.0,17.0
2022-03-21 10:15:00,41414.9,41419.4,41344.3,41383.0,148.09,42.43,5.06,4.35,70.47,-100.38,170.85,29.49,41250.08,39835.29,41762.58,41300.17,41592.04,41883.9,75.1,31.9,4.5,38.7,10,0,3,2.0,0.0,16.0
2022-03-21 10:35:00,41382.9,41469.5,41364.0,41412.1,145.05,44.15,7.5,5.66,49.66,-96.95,146.61,28.14,41256.43,39850.98,41741.29,41290.74,41574.9,41859.06,105.5,29.2,57.4,18.9,10,0,3,2.0,0.0,7.0
2022-03-21 10:55:00,41407.8,41563.5,41402.4,41492.6,146.2,48.71,13.19,8.58,39.22,-85.92,125.13,26.15,41265.7,39867.31,41725.36,41279.27,41567.06,41854.85,161.1,84.8,70.9,5.4,10,0,3,2.0,0.0,5.0
2022-03-21 11:15:00,41485.4,41552.7,41480.7,41522.6,140.9,50.33,20.41,13.7,32.98,-73.72,106.7,24.31,41275.77,39883.78,41710.84,41288.74,41562.82,41836.92,72.0,37.2,30.1,4.7,11,0,3,2.0,0.0,4.0
2022-03-21 11:35:00,41520.4,41528.9,41387.2,41413.6,140.95,44.78,20.49,18.03,19.02,-70.15,89.17,23.28,41281.18,39899.0,41686.18,41273.64,41548.61,41823.6,141.7,106.8,8.5,26.4,11,0,3,2.0,0.0,4.0
2022-03-21 11:55:00,41409.5,41455.0,41385.3,41389.8,135.86,43.64,15.17,18.69,5.97,-66.56,72.53,22.34,41285.43,39913.84,41659.11,41271.42,41533.49,41795.56,69.7,19.7,45.5,4.5,11,0,3,2.0,0.0,3.0
2022-03-21 12:15:00,41386.2,41434.3,41302.5,41303.4,135.57,39.71,5.99,13.88,-11.22,-66.99,55.78,22.04,41286.14,39927.66,41632.54,41249.36,41511.58,41773.79,131.8,82.8,48.1,0.9,12,0,3,2.0,0.0,10.0
2022-03-21 12:35:00,41289.9,41298.0,41135.7,41173.7,137.87,34.67,3.97,8.38,-34.9,-72.54,37.64,22.72,41281.73,39940.06,41597.74,41210.22,41479.4,41748.58,162.3,116.2,8.1,38.0,12,0,3,2.0,0.0,9.0
2022-03-21 12:55:00,41175.7,41195.8,41114.1,41157.6,133.86,34.09,3.36,4.44,-54.34,-73.59,19.25,23.45,41276.86,39952.18,41563.52,41189.64,41448.75,41707.86,81.7,18.1,20.1,43.5,12,0,3,2.0,0.0,8.0
