datetime,open,high,low,close,atr_14,rsi_14,STOCHk_14_3_3,STOCHd_14_3_3,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,adx_14,ema_50,ema_200,sma_20,KCLe_20_2.0,KCBe_20_2.0,KCUe_20_2.0,price_range,body_size,upper_wick,lower_wick,hour,day_of_week,month
2022-04-05 10:00:00,18045.0,18076.6,18005.9,18037.4,138.18,63.06,60.29,67.03,267.42,-4.93,272.35,50.86,17464.49,16629.21,17809.8,17577.04,17866.46,18155.88,70.7,7.6,31.6,31.5,10,1,4
2022-04-05 10:45:00,18036.7,18129.6,18036.7,18089.7,134.94,64.7,54.89,61.05,252.61,-15.8,268.4,49.82,17489.0,16643.75,17852.66,17608.17,17887.73,18167.28,92.9,53.0,39.9,0.0,10,1,4
2022-04-05 11:30:00,18089.2,18098.0,18052.3,18093.8,128.57,64.83,54.71,56.63,238.44,-23.97,262.41,48.86,17512.72,16658.17,17894.38,17645.72,17907.35,18168.98,45.7,4.6,4.2,36.9,11,1,4
2022-04-05 12:15:00,18092.7,18099.8,18052.4,18081.2,122.77,64.04,48.15,52.59,223.63,-31.03,254.66,47.97,17535.02,16672.33,17934.94,17678.17,17923.91,18169.65,47.4,11.5,7.1,28.8,12,1,4
2022-04-05 13:00:00,18080.9,18210.8,18080.9,18183.3,123.28,67.5,38.75,47.2,217.61,-29.63,247.25,47.59,17560.44,16687.37,17980.8,17701.53,17948.61,18195.7,129.9,102.4,27.5,0.0,13,1,4
2022-04-05 13:45:00,18181.9,18193.0,18068.8,18082.4,123.35,61.23,27.33,38.08,202.37,-35.9,238.27,47.13,17580.91,16701.25,18017.67,17714.15,17961.35,18208.56,124.2,99.5,11.1,13.6,13,1,4
2022-04-05 14:30:00,18083.3,18112.7,17971.6,17972.6,124.61,55.21,16.44,27.51,179.37,-47.12,226.49,45.79,17596.27,16713.9,18046.94,17711.88,17962.43,18212.96,141.1,110.7,29.4,1.0,14,1,4
2022-04-05 15:15:00,17973.7,17988.1,17936.8,17953.4,119.38,54.21,8.38,17.39,157.77,-54.98,212.75,44.24,17610.27,16726.23,18074.34,17725.12,17961.57,18198.02,51.3,20.3,14.4,16.6,15,1,4
2022-04-06 09:15:00,17820.3,17883.8,17738.9,17750.5,126.17,44.92,2.28,9.03,122.86,-71.91,194.77,41.28,17615.77,16736.42,18088.75,17686.68,17941.46,18196.25,144.9,69.8,63.5,11.6,9,2,4
2022-04-06 10:00:00,17750.4,17792.1,17695.9,17718.4,124.03,43.65,3.41,4.69,91.55,-82.57,174.13,38.41,17619.8,16746.2,18100.26,17671.37,17920.22,18169.07,96.2,32.0,41.7,22.5,10,2,4
2022-04-06 10:45:00,17719.4,17757.9,17699.2,17721.2,119.36,43.8,3.29,3.0,66.2,-86.34,152.54,35.74,17623.77,16755.9,18070.12,17664.94,17901.26,18137.59,58.7,1.8,36.7,20.2,10,2,4
2022-04-06 11:30:00,17721.7,17791.7,17711.1,17777.5,116.6,46.86,7.09,4.6,50.08,-81.97,132.05,33.36,17629.8,16766.06,18041.48,17660.3,17889.48,18118.65,80.6,55.8,14.2,10.6,11,2,4
2022-04-06 12:15:00,17778.1,17842.7,17769.6,17769.6,113.49,46.48,9.94,6.78,36.24,-76.64,112.89,31.51,17635.28,16776.05,18017.32,17656.79,17878.06,18099.33,73.1,8.5,64.6,0.0,12,2,4
2022-04-06 13:00:00,17767.3,17788.4,17712.9,17754.7,110.78,45.72,12.36,9.8,23.8,-71.27,95.07,29.34,17639.97,16785.78,18001.55,17651.74,17866.31,18080.89,75.5,12.6,21.1,41.8,13,2,4
2022-04-06 13:45:00,17753.8,17774.8,17681.8,17729.3,109.51,44.39,10.88,11.06,11.76,-66.65,78.41,27.4,17643.47,16795.17,17983.6,17641.41,17853.26,18065.12,93.0,24.5,21.0,47.5,13,2,4
2022-04-06 14:30:00,17728.8,17750.4,17679.2,17708.3,106.77,43.27,8.62,10.62,0.51,-62.32,62.83,25.63,17646.01,16804.26,17960.89,17634.22,17839.46,18044.7,71.2,20.5,21.6,29.1,14,2,4
2022-04-06 15:15:00,17709.0,17711.7,17683.7,17692.2,101.14,42.39,5.63,8.38,-9.59,-57.93,48.35,23.98,17647.82,16813.09,17935.3,17634.4,17825.43,18016.46,28.0,16.8,2.7,8.5,15,2,4
2022-04-07 09:15:00,17600.9,17630.5,17537.9,17582.4,104.94,36.87,4.84,6.37,-26.15,-59.6,33.45,23.58,17645.26,16820.75,17899.96,17600.06,17802.29,18004.51,92.6,18.5,29.6,44.5,9,3,4
2022-04-07 10:00:00,17582.9,17605.8,17553.5,17581.4,101.18,36.82,5.23,5.24,-38.91,-57.88,18.98,23.22,17642.75,16828.32,17866.22,17588.32,17781.25,17974.18,52.3,1.5,22.9,27.9,10,3,4
2022-04-07 10:45:00,17582.7,17643.3,17564.7,17635.6,99.57,41.2,10.08,6.72,-44.14,-50.49,6.35,22.49,17642.47,16836.35,17845.74,17577.85,17767.38,17956.9,78.6,52.9,7.7,18.0,10,3,4
2022-04-07 11:30:00,17637.2,17748.8,17627.6,17722.4,101.11,47.48,21.54,12.29,-40.81,-37.73,-3.08,20.95,17645.61,16845.17,17829.99,17568.54,17763.1,17957.66,121.2,85.2,26.4,9.6,11,3,4
2022-04-07 12:15:00,17723.4,17747.5,17679.2,17708.7,98.77,46.63,35.79,22.47,-38.83,-28.6,-10.23,19.52,17648.08,16853.76,17810.94,17568.87,17757.91,17946.96,68.3,14.7,24.1,29.5,12,3,4
2022-04-07 13:00:00,17708.8,17731.8,17628.6,17631.2,99.09,42.06,40.32,32.55,-43.01,-26.23,-16.79,18.52,17647.42,16861.49,17787.82,17555.15,17745.85,17936.54,103.2,77.6,23.0,2.6,13,3,4
2022-04-07 13:45:00,17630.0,17634.2,17559.8,17610.7,97.32,40.92,34.62,36.91,-47.44,-24.52,-22.92,18.17,17645.98,16868.95,17764.29,17546.27,17732.98,17919.68,74.4,19.3,4.2,50.9,13,3,4
2022-04-07 14:30:00,17610.4,17614.4,17562.7,17564.8,94.06,38.41,21.11,32.02,-54.03,-24.89,-29.14,17.85,17642.8,16875.87,17733.36,17538.19,17716.96,17895.73,51.7,45.6,4.0,2.1,14,3,4
2022-04-07 15:15:00,17564.6,17600.0,17558.8,17600.0,90.29,41.38,17.69,24.48,-55.77,-21.3,-34.47,17.58,17641.12,16883.08,17709.24,17536.23,17705.82,17875.41,41.2,35.4,0.0,5.8,15,3,4
2022-04-08 09:15:00,17647.7,17664.8,17499.4,17564.9,95.65,39.34,17.29,18.7,-59.29,-19.86,-39.43,16.59,17638.13,16889.86,17688.86,17507.45,17692.4,17877.34,165.4,82.8,17.1,65.5,9,4,4
2022-04-08 10:00:00,17561.3,17641.1,17486.2,17532.4,99.88,37.5,19.68,18.22,-63.97,-19.63,-44.34,15.8,17633.98,16896.26,17667.81,17480.32,17677.16,17874.0,154.9,28.9,79.8,46.2,10,4,4
2022-04-08 10:45:00,17532.2,17562.9,17482.3,17503.1,98.51,35.87,15.48,17.48,-69.25,-19.93,-49.32,15.11,17628.85,16902.3,17655.44,17467.14,17660.58,17854.02,80.6,29.1,30.7,20.8,10,4,4
2022-04-08 11:30:00,17503.2,17594.7,17493.3,17580.3,98.71,42.92,20.18,18.45,-66.43,-13.69,-52.74,14.08,17626.95,16909.04,17648.54,17458.6,17652.94,17847.27,101.4,77.1,14.4,9.9,11,4,4
2022-04-08 12:15:00,17579.9,17651.5,17579.9,17609.9,96.78,45.39,30.8,22.15,-61.11,-6.69,-54.42,13.68,17626.28,16916.02,17642.97,17459.38,17648.84,17838.3,71.6,30.0,41.6,0.0,12,4,4
2022-04-08 13:00:00,17609.0,17658.9,17581.1,17644.8,95.42,48.25,48.54,33.18,-53.46,0.77,-54.22,13.39,17627.0,16923.26,17636.34,17462.22,17648.46,17834.69,77.8,35.8,14.1,27.9,13,4,4
2022-04-08 13:45:00,17646.2,17733.5,17621.8,17673.8,96.58,50.56,60.24,46.53,-44.54,7.75,-52.29,13.89,17628.84,16930.74,17631.54,17461.09,17650.87,17840.65,111.7,27.6,59.7,24.4,13,4,4
2022-04-08 14:30:00,17673.8,17706.6,17645.0,17648.4,94.09,48.51,65.05,57.94,-39.07,10.57,-49.64,14.36,17629.61,16937.88,17626.23,17467.2,17650.63,17834.07,61.6,25.4,32.8,3.4,14,4,4
2022-04-08 15:15:00,17649.5,17682.2,17649.2,17680.2,89.78,51.17,69.6,64.96,-31.81,14.27,-46.08,14.79,17631.59,16945.26,17623.78,17481.04,17653.45,17825.85,33.0,30.7,2.0,0.3,15,4,4
2022-04-11 09:15:00,17586.1,17631.9,17534.4,17602.0,93.78,45.01,61.53,65.4,-31.99,11.27,-43.26,13.89,17630.43,16951.8,17618.46,17464.79,17648.55,17832.31,97.5,15.9,29.9,51.7,9,0,4
2022-04-11 10:00:00,17601.9,17677.8,17576.1,17636.8,94.35,48.01,61.26,64.13,-28.99,11.41,-40.41,13.29,17630.68,16958.61,17615.69,17461.8,17647.43,17833.06,101.7,34.9,41.0,25.8,10,0,4
2022-04-11 10:45:00,17636.0,17661.2,17607.2,17649.9,91.46,49.14,58.63,60.47,-25.27,12.11,-37.38,12.73,17631.43,16965.49,17619.06,17469.43,17647.67,17825.9,54.0,13.9,11.3,28.8,10,0,4
2022-04-11 11:30:00,17650.7,17679.4,17633.6,17655.3,88.2,49.62,65.7,61.86,-21.63,12.6,-34.23,12.44,17632.37,16972.36,17622.76,17478.41,17648.39,17818.38,45.8,4.6,24.1,17.1,11,0,4
2022-04-11 12:15:00,17654.6,17685.8,17601.2,17685.2,87.95,52.33,72.12,65.48,-16.15,14.46,-30.61,11.7,17634.44,16979.45,17625.24,17481.99,17651.9,17821.81,84.6,30.6,0.6,53.4,12,0,4
2022-04-11 13:00:00,17687.3,17702.1,17644.2,17644.8,85.8,48.53,71.44,69.75,-14.9,12.57,-27.47,11.24,17634.85,16986.07,17621.36,17486.47,17651.22,17815.98,57.9,42.5,14.8,0.6,13,0,4
