datetime,open,high,low,close,atr_14,rsi_14,STOCHk_14_3_3,STOCHd_14_3_3,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,adx_14,ema_50,ema_200,sma_20,KCLe_20_2.0,KCBe_20_2.0,KCUe_20_2.0,price_range,body_size,upper_wick,lower_wick,hour,day_of_week,month
2022-04-13 12:15:00,58383.0,58474.4,58302.5,58461.7,252.1,38.62,16.77,21.36,-231.01,-11.81,-219.2,17.84,58970.2,57293.88,58814.58,58264.42,58760.69,59256.96,171.9,78.7,12.7,80.5,12,2,4
2022-04-13 13:15:00,58464.8,58500.1,58344.2,58463.9,245.23,38.7,13.71,17.2,-226.12,-5.54,-220.58,17.37,58950.34,57305.52,58768.91,58253.72,58732.42,59211.12,155.9,0.9,35.3,119.7,13,2,4
2022-04-13 14:15:00,58460.9,58511.3,58308.9,58312.3,242.17,35.41,11.67,14.05,-231.81,-8.98,-222.83,17.06,58925.32,57315.54,58710.78,58220.74,58692.41,59164.08,202.4,148.6,50.4,3.4,14,2,4
2022-04-13 15:15:00,58312.3,58355.5,58291.2,58318.1,229.47,35.63,7.78,11.05,-233.17,-8.27,-224.9,16.85,58901.51,57325.52,58669.8,58217.77,58656.76,59095.76,64.3,5.8,37.4,21.1,15,2,4
2022-04-18 09:15:00,57338.6,57420.8,57071.1,57123.8,302.15,20.07,2.81,7.42,-326.84,-81.56,-245.29,19.47,58831.8,57323.52,58573.92,57876.06,58510.76,59145.48,349.7,214.8,82.2,52.7,9,0,4
2022-04-18 10:15:00,57118.3,57176.4,57047.0,57135.2,289.81,20.43,3.67,4.75,-395.6,-120.25,-275.35,21.94,58765.26,57321.64,58472.11,57780.85,58379.76,58978.66,129.4,16.9,41.2,71.3,10,0,4
2022-04-18 11:15:00,57134.2,57199.0,57046.7,57063.6,279.99,19.83,2.7,3.06,-450.68,-140.26,-310.42,24.13,58698.53,57319.08,58364.88,57683.53,58254.41,58825.29,152.3,70.6,64.8,16.9,11,0,4
2022-04-18 12:15:00,57063.1,57084.6,56842.4,56943.8,277.29,18.84,3.35,3.24,-498.25,-150.26,-347.98,26.45,58629.72,57315.34,58251.55,57566.95,58129.59,58692.23,242.2,119.3,21.5,101.4,12,0,4
2022-04-18 13:15:00,56941.5,57136.9,56936.8,57073.4,271.77,23.32,5.41,3.82,-519.5,-137.21,-382.29,28.35,58568.69,57312.93,58155.4,57481.83,58029.0,58576.17,200.1,131.9,63.5,4.7,13,0,4
2022-04-18 14:15:00,57074.0,57240.9,57019.1,57180.1,268.2,26.9,10.33,6.37,-521.72,-111.55,-410.17,29.59,58514.23,57311.61,58064.72,57410.84,57948.15,58485.46,221.8,106.1,60.8,54.9,14,0,4
2022-04-18 15:15:00,57183.4,57250.4,57179.3,57208.4,254.13,27.87,14.42,10.05,-515.26,-84.07,-431.19,30.7,58463.02,57310.58,58002.67,57378.02,57877.7,58377.38,71.1,25.0,42.0,4.1,15,0,4
2022-04-19 09:15:00,57381.8,57459.9,57027.9,57153.5,266.83,27.12,16.52,13.76,-508.7,-62.01,-446.69,30.7,58411.67,57309.02,57936.62,57274.35,57808.73,58343.1,432.0,228.3,78.1,125.6,9,1,4
2022-04-19 10:15:00,57156.6,57176.5,57059.8,57173.3,256.11,27.87,17.42,16.12,-496.18,-39.6,-456.59,30.7,58363.1,57307.67,57866.94,57242.5,57748.21,58253.92,116.7,16.7,3.2,96.8,10,1,4
2022-04-19 11:15:00,57179.2,57342.0,57164.1,57335.3,250.52,33.87,21.62,18.52,-467.8,-8.97,-458.83,29.92,58322.8,57307.94,57814.62,57217.46,57708.88,58200.32,177.9,156.1,6.7,15.1,11,1,4
2022-04-19 12:15:00,57340.6,57387.3,57110.8,57141.5,252.38,30.59,21.93,20.33,-455.7,2.51,-458.2,29.36,58276.48,57306.29,57739.15,57157.56,57654.85,58152.15,276.5,199.1,46.7,30.7,12,1,4
2022-04-19 13:15:00,57141.0,57464.1,57133.0,57387.0,258.0,38.68,26.7,23.42,-421.43,29.42,-450.85,28.47,58241.6,57307.09,57679.26,57116.34,57629.34,58142.34,331.1,246.0,77.1,8.0,13,1,4
2022-04-19 14:15:00,57390.8,57403.4,56347.2,56485.4,315.01,26.47,19.15,22.59,-461.71,-8.69,-453.02,29.52,58172.72,57298.92,57576.3,56855.06,57520.4,58185.72,1056.2,905.4,12.6,138.2,14,1,4
2022-04-19 15:15:00,56474.6,56504.5,56009.1,56169.2,327.9,23.66,16.84,20.89,-513.22,-48.16,-465.06,31.01,58094.15,57287.68,57454.78,56695.38,57391.7,58088.03,495.4,305.4,29.9,160.1,15,1,4
2022-04-20 09:15:00,56741.4,57036.3,56521.3,56958.7,366.41,40.65,27.72,21.23,-484.76,-15.76,-469.0,30.49,58049.62,57284.4,57373.6,56555.3,57350.47,58145.64,515.0,217.3,77.6,220.1,9,2,4
2022-04-20 10:15:00,56954.4,57030.1,56838.6,56990.7,353.92,41.22,47.91,30.82,-454.38,11.7,-466.08,30.0,58008.1,57281.48,57303.94,56560.3,57316.2,58072.12,191.5,36.3,39.4,115.8,10,2,4
