datetime,open,high,low,close,atr_14,rsi_14,STOCHk_14_3_3,STOCHd_14_3_3,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,adx_14,ema_50,ema_200,sma_20,KCLe_20_2.0,KCBe_20_2.0,KCUe_20_2.0,price_range,body_size,upper_wick,lower_wick,hour,day_of_week,month,Signal,candles_to_profit,candles_to_loss
2022-05-17 15:15:00,34274.5,34348.8,34261.1,34346.8,366.6,53.74,92.46,75.63,-175.93,147.6,-323.52,21.99,34605.29,35743.65,33876.58,33286.76,34002.85,34718.94,87.7,72.3,2.0,13.4,15,1,5,2.0,0.0,5.0
2022-05-18 09:15:00,34448.2,34655.8,34324.5,34492.9,364.08,55.98,93.94,87.72,-118.49,164.03,-282.52,21.98,34600.88,35731.21,33881.54,33338.53,34049.52,34760.52,331.3,44.7,162.9,123.7,9,2,5,2.0,0.0,4.0
2022-05-18 11:15:00,34493.7,34586.9,34205.2,34271.8,365.34,51.88,88.51,91.64,-89.77,154.2,-243.97,21.59,34587.98,35716.68,33885.3,33354.71,34070.7,34786.68,381.7,221.9,93.2,66.6,11,2,5,2.0,0.0,3.0
2022-05-18 13:15:00,34274.2,34416.9,34135.2,34158.6,359.37,49.87,78.96,87.14,-75.28,134.95,-210.23,21.0,34571.14,35701.18,33859.06,33377.61,34079.07,34780.52,281.7,115.6,142.7,23.4,13,2,5,2.0,0.0,2.0
2022-05-18 15:15:00,34159.1,34202.0,34134.7,34198.4,338.5,50.59,73.02,80.16,-59.89,120.27,-180.16,20.45,34556.52,35686.23,33830.17,33442.96,34090.43,34737.9,67.3,39.3,3.6,24.4,15,2,5,2.0,0.0,1.0
2022-05-19 09:15:00,33461.0,33633.9,33387.1,33557.7,372.27,40.45,58.63,70.2,-98.27,65.52,-163.78,20.07,34517.36,35665.05,33821.22,33299.36,34039.7,34780.04,246.8,96.7,76.2,73.9,9,3,5,4.0,0.0,6.0
2022-05-19 11:15:00,33558.6,33580.0,33266.4,33280.9,368.08,37.0,40.94,57.53,-149.29,11.59,-160.88,19.97,34468.87,35641.33,33803.05,33237.86,33967.43,34696.99,313.6,277.7,21.4,14.5,11,3,5,4.0,0.0,3.0
2022-05-19 13:15:00,33279.2,33390.9,33180.6,33279.6,356.81,36.98,19.06,39.55,-187.67,-21.43,-166.24,20.05,34422.23,35617.83,33787.73,33201.78,33901.92,34602.06,210.3,0.4,111.3,98.6,13,3,5,4.0,0.0,2.0
2022-05-19 15:15:00,33280.4,33373.1,33276.2,33359.0,338.25,38.72,11.89,23.97,-209.27,-34.42,-174.85,20.13,34380.53,35595.35,33777.7,33198.3,33850.22,34502.13,96.9,78.6,14.1,4.2,15,3,5,4.0,0.0,1.0
2022-05-20 09:15:00,33765.1,34139.5,33658.1,34075.9,369.84,51.68,26.5,19.15,-166.61,6.59,-173.2,19.28,34368.58,35580.23,33792.98,33133.21,33871.71,34610.2,481.4,310.8,63.6,107.0,9,4,5,4.0,0.0,6.0
2022-05-20 11:15:00,34078.2,34285.7,33940.1,34267.8,368.11,54.46,48.83,29.07,-115.99,45.77,-161.76,18.81,34364.63,35567.17,33811.05,33175.44,33909.43,34643.42,345.6,189.6,17.9,138.1,11,4,5,4.0,0.0,17.0
2022-05-20 13:15:00,34269.2,34358.1,34155.7,34290.8,356.27,54.8,69.88,48.4,-73.17,70.87,-144.04,18.52,34361.74,35554.47,33870.86,33243.11,33945.75,34648.39,202.4,21.6,67.3,113.5,13,4,5,4.0,0.0,16.0
2022-05-20 15:15:00,34289.4,34324.3,34193.9,34311.6,340.14,55.12,75.21,64.64,-37.13,85.53,-122.66,18.26,34359.77,35542.1,33932.11,33320.04,33980.6,34641.15,130.4,22.2,12.7,95.5,15,4,5,4.0,0.0,15.0
2022-05-23 09:15:00,34321.4,34657.9,34271.5,34636.6,343.44,59.92,83.49,76.19,17.46,112.09,-94.64,18.72,34370.63,35533.1,33977.34,33371.82,34043.07,34714.32,386.4,315.2,21.3,49.9,9,0,5,4.0,0.0,16.0
2022-05-23 11:15:00,34636.9,34783.9,34634.8,34683.6,329.56,60.58,89.66,82.79,63.78,126.73,-62.95,19.39,34382.9,35524.64,34037.48,33468.35,34104.08,34739.79,149.1,46.7,100.3,2.1,11,0,5,4.0,0.0,15.0
2022-05-23 13:15:00,34683.4,34819.9,34213.1,34227.6,349.36,51.72,85.39,86.18,62.96,100.73,-37.77,18.74,34376.81,35511.74,34071.43,33425.08,34115.84,34806.6,606.8,455.8,136.5,14.5,13,0,5,4.0,0.0,12.0
2022-05-23 15:15:00,34227.2,34273.6,34117.4,34157.8,335.57,50.5,72.41,82.48,56.04,75.05,-19.01,17.86,34368.22,35498.26,34097.16,33465.11,34119.84,34774.56,156.2,69.4,46.4,40.4,15,0,5,4.0,0.0,10.0
2022-05-24 09:15:00,34223.2,34490.6,34115.8,34297.4,338.37,52.89,63.87,73.89,61.11,64.1,-2.98,17.55,34365.44,35486.32,34115.82,33472.99,34136.74,34800.5,374.8,74.2,193.2,107.4,9,1,5,4.0,0.0,10.0
2022-05-24 11:15:00,34295.3,34586.4,34267.1,34345.3,337.01,53.72,66.26,67.51,68.21,56.96,11.25,17.48,34364.66,35474.96,34125.6,33495.24,34156.61,34817.97,319.3,50.0,241.1,28.2,11,1,5,4.0,0.0,9.0
