open,high,low,close,volume,datetime_epoch,sma_5,sma_10,sma_20,sma_50,sma_100,sma_200,ema_5,ema_10,ema_20,ema_50,ema_100,ema_200,macd,macd_signal,macd_histogram,rsi_14,rsi_21,stoch_k,stoch_d,williams_r,cci,adx,di_plus,di_minus,momentum_10,roc_10,trix,atr,bb_upper,bb_middle,bb_lower,bb_width,bb_position,trend_slope,trend_strength,trend_direction,price_change,price_change_abs,hl_range,body_size,upper_shadow,lower_shadow,sma_5_20_cross,sma_10_50_cross,price_vs_sma_20,price_vs_ema_20,volatility_10,volatility_20
46149.3,46161.1,46138.9,46145.1,0,1695013500,46138.56,46143.54,46144.22,46157.25,46140.63,46037.92,46142.47,46143.24,46150.08,46152.47,46114.17,45993.56,-8.55,-8.83,0.28,48.3,48.78,66.81,61.72,-31.29,17.27,20.19,14.17,18.5,5.7,0.01,-0.0,45.52,46194.41,46144.22,46094.03,0.22,50.88,-1.03,0.06,-1,-0.01,0.01,0.05,0.01,0.03,0.01,-1,-1,0.0,-0.01,0.03,0.06
46147.2,46160.6,46137.5,46146.2,0,1695013800,46141.04,46143.55,46140.5,46158.16,46142.4,46040.12,46143.71,46143.78,46149.71,46152.23,46114.81,45995.07,-7.78,-8.62,0.84,48.53,48.92,70.83,66.68,-30.32,36.39,19.74,13.64,18.03,0.1,0.0,-0.0,43.92,46176.53,46140.5,46104.47,0.16,57.91,0.21,0.0,1,0.0,0.0,0.05,0.0,0.03,0.02,1,-1,0.01,-0.01,0.03,0.04
46143.2,46156.6,46130.3,46137.8,0,1695014100,46142.58,46140.59,46138.46,46158.93,46143.71,46042.03,46141.74,46142.69,46148.58,46151.66,46115.26,45996.49,-7.76,-8.45,0.69,46.8,47.85,66.87,68.17,-37.77,20.71,19.56,13.04,18.44,-29.6,-0.06,-0.0,42.66,46169.97,46138.46,46106.95,0.14,48.95,0.77,0.08,1,-0.02,0.02,0.06,0.01,0.03,0.02,1,-1,-0.0,-0.02,0.02,0.04
46132.9,46156.1,46126.6,46149.4,0,1695014400,46145.94,46142.64,46138.22,46160.26,46145.11,46044.0,46144.29,46143.91,46148.65,46151.57,46115.94,45998.02,-6.73,-8.1,1.38,49.48,49.46,64.14,67.28,-39.49,41.55,19.51,12.38,18.14,20.5,0.04,-0.0,41.72,46169.33,46138.22,46107.12,0.13,67.96,1.17,0.19,1,0.03,0.03,0.06,0.04,0.01,0.01,1,-1,0.02,0.0,0.02,0.03
46151.9,46165.8,46145.2,46145.2,0,1695014700,46144.74,46141.15,46140.07,46161.23,46146.51,46045.86,46144.6,46144.15,46148.33,46151.32,46116.52,45999.48,-6.18,-7.72,1.54,48.53,48.88,59.3,63.44,-44.84,85.49,19.0,13.65,17.48,-14.9,-0.03,-0.0,40.21,46168.08,46140.07,46112.06,0.12,59.16,0.8,0.11,1,-0.01,0.01,0.04,0.01,0.03,0.0,1,-1,0.01,-0.01,0.02,0.03
46150.3,46163.6,46137.1,46140.2,0,1695015000,46143.76,46141.16,46141.28,46161.65,46147.86,46047.58,46143.13,46143.43,46147.55,46150.89,46116.99,46000.88,-6.07,-7.39,1.32,47.36,48.18,55.4,59.61,-49.47,46.88,18.81,12.99,18.11,0.1,0.0,-0.0,39.23,46167.02,46141.28,46115.54,0.11,47.9,0.42,0.04,1,-0.01,0.01,0.06,0.02,0.03,0.01,1,-1,-0.0,-0.02,0.02,0.03
46136.1,46162.4,46108.7,46152.9,0,1695015300,46145.1,46143.07,46141.6,46162.07,46149.27,46049.06,46146.39,46145.15,46148.06,46150.96,46117.7,46002.39,-4.91,-6.89,1.98,50.61,50.09,57.66,57.45,-32.72,3.16,19.55,11.75,21.42,19.1,0.04,-0.0,40.27,46167.74,46141.6,46115.45,0.11,71.62,0.67,0.09,1,0.03,0.03,0.12,0.04,0.02,0.06,1,-1,0.02,0.01,0.02,0.03
46151.3,46173.8,46148.2,46167.4,0,1695015600,46151.02,46146.8,46144.38,46162.78,46151.13,46050.34,46153.39,46149.2,46149.9,46151.61,46118.68,46004.04,-2.79,-6.07,3.28,54.11,52.2,69.64,60.9,-8.9,160.54,19.67,13.28,20.42,37.3,0.08,-0.0,39.22,46169.04,46144.38,46119.71,0.11,96.68,0.57,0.07,1,0.03,0.03,0.06,0.03,0.01,0.01,1,-1,0.05,0.04,0.02,0.03
46169.3,46211.9,46160.4,46201.4,0,1695015900,46161.42,46153.68,46148.52,46164.1,46153.31,46051.96,46169.39,46158.69,46154.81,46153.56,46120.32,46006.0,1.62,-4.53,6.15,61.06,56.7,82.95,70.08,-9.55,320.66,18.32,18.85,18.55,68.8,0.15,-0.0,40.1,46181.02,46148.52,46116.02,0.14,131.36,0.97,0.12,1,0.07,0.07,0.11,0.07,0.02,0.02,1,-1,0.11,0.1,0.04,0.04
46204.2,46228.6,46199.2,46219.2,0,1695016200,46176.22,46160.48,46151.72,46165.47,46154.58,46053.82,46186.0,46169.69,46160.94,46156.14,46122.28,46008.12,6.47,-2.33,8.81,64.12,58.83,91.38,81.32,-7.42,349.6,17.63,20.88,17.56,68.0,0.15,-0.0,39.33,46196.51,46151.72,46106.94,0.19,125.34,2.09,0.29,1,0.04,0.04,0.06,0.03,0.02,0.01,1,-1,0.15,0.13,0.06,0.05
46214.8,46219.7,46201.9,46206.1,0,1695016500,46189.4,46166.58,46155.06,46166.79,46155.34,46055.48,46192.7,46176.31,46165.24,46158.1,46123.94,46010.09,9.16,-0.03,9.19,60.36,56.67,88.43,87.58,-17.76,224.85,16.99,20.17,16.97,61.0,0.13,-0.0,37.79,46205.28,46155.06,46104.84,0.22,100.82,2.67,0.38,1,-0.03,0.03,0.04,0.02,0.01,0.01,1,-1,0.11,0.09,0.07,0.06
46210.2,46214.4,46173.9,46202.9,0,1695016800,46199.4,46172.25,46157.9,46168.93,46156.24,46057.14,46196.1,46181.14,46168.83,46159.85,46125.5,46012.01,10.9,2.15,8.75,59.44,56.14,84.78,88.2,-20.48,139.42,16.19,18.64,20.94,56.7,0.12,0.0,37.99,46212.04,46157.9,46103.76,0.23,91.56,3.21,0.47,1,-0.01,0.01,0.09,0.02,0.01,0.06,1,1,0.1,0.07,0.07,0.06
46206.3,46221.6,46184.6,46214.4,0,1695017100,46208.8,46179.91,46160.25,46171.13,46157.58,46058.84,46202.2,46187.19,46173.17,46161.99,46127.26,46014.02,13.06,4.34,8.73,61.7,57.63,83.31,85.5,-11.84,138.91,15.18,18.7,19.48,76.6,0.17,0.0,37.92,46219.66,46160.25,46100.84,0.26,95.57,4.17,0.66,1,0.02,0.02,0.08,0.02,0.02,0.05,1,1,0.12,0.09,0.07,0.07
46215.3,46232.6,46205.4,46211.9,0,1695017400,46210.9,46186.16,46164.4,46173.05,46159.12,46060.53,46205.43,46191.68,46176.86,46163.95,46128.94,46015.99,14.41,6.35,8.06,60.9,57.19,83.66,83.92,-16.71,137.33,14.35,19.83,18.46,62.5,0.14,0.0,37.15,46226.03,46164.4,46102.77,0.27,88.54,4.41,0.68,1,-0.01,0.01,0.06,0.01,0.04,0.01,1,1,0.1,0.08,0.07,0.07
46215.1,46252.9,46211.9,46225.4,0,1695017700,46212.14,46194.18,46167.66,46175.24,46160.34,46062.02,46212.09,46197.81,46181.48,46166.36,46130.85,46018.08,16.37,8.35,8.02,63.62,58.98,84.13,83.7,-19.07,140.48,14.26,22.15,17.02,80.2,0.17,0.0,37.43,46234.71,46167.66,46100.62,0.29,93.05,5.22,0.8,1,0.03,0.03,0.09,0.02,0.06,0.01,1,1,0.13,0.1,0.06,0.07
46229.6,46235.4,46188.8,46190.2,0,1695018000,46208.96,46199.18,46170.17,46176.11,46161.45,46063.52,46204.79,46196.43,46182.31,46167.29,46132.02,46019.79,14.92,9.67,5.25,53.23,52.93,73.58,80.45,-43.48,74.65,13.31,20.22,19.86,50.0,0.11,0.0,38.08,46236.65,46170.17,46103.69,0.29,65.06,5.1,0.78,1,-0.08,0.08,0.1,0.09,0.01,0.0,1,1,0.04,0.02,0.05,0.07
46196.8,46199.9,46176.4,46177.4,0,1695018300,46203.86,46201.63,46172.35,46176.49,46162.45,46064.72,46195.66,46192.97,46181.84,46167.69,46132.92,46021.36,12.59,10.25,2.34,50.03,50.93,61.7,73.13,-52.36,27.59,12.72,19.3,21.36,24.5,0.05,0.0,37.04,46236.75,46172.35,46107.95,0.28,53.92,4.63,0.69,1,-0.03,0.03,0.05,0.04,0.01,0.0,1,1,0.01,-0.01,0.04,0.07
46180.6,46180.6,46130.8,46156.3,0,1695018600,46192.24,46200.52,46173.66,46175.94,46163.21,46066.09,46182.54,46186.3,46179.41,46167.24,46133.38,46022.7,8.93,9.99,-1.05,45.21,47.81,45.72,60.33,-66.99,-38.68,13.45,17.49,27.94,-11.1,-0.02,0.0,37.95,46235.58,46173.66,46111.74,0.27,35.98,3.74,0.48,1,-0.05,0.05,0.11,0.05,0.0,0.06,1,1,-0.04,-0.05,0.05,0.07
46156.6,46180.0,46147.3,46176.2,0,1695018900,46185.1,46198.0,46175.84,46175.52,46163.95,46067.4,46180.43,46184.47,46179.1,46167.59,46134.23,46024.23,7.56,9.5,-1.94,50.09,50.8,42.49,49.97,-53.19,-18.12,14.13,16.41,26.2,-25.2,-0.05,0.0,37.58,46234.83,46175.84,46116.85,0.26,50.31,3.12,0.37,1,0.04,0.04,0.07,0.04,0.01,0.02,1,1,0.0,-0.01,0.05,0.07
46175.7,46178.6,46119.8,46128.1,0,1695019200,46165.64,46188.89,46174.69,46173.9,46164.26,46068.58,46162.98,46174.22,46174.25,46166.05,46134.11,46025.26,2.56,8.11,-5.56,40.65,44.36,31.09,39.77,-86.55,-79.73,15.41,14.64,28.41,-91.1,-0.2,0.0,39.09,46236.4,46174.69,46112.97,0.27,12.26,2.05,0.15,1,-0.1,0.1,0.13,0.1,0.01,0.02,-1,1,-0.1,-0.1,0.06,0.07
46127.9,46135.1,46090.6,46093.4,0,1695019500,46146.28,46177.62,46172.1,46171.88,46164.2,46069.48,46139.79,46159.52,46166.55,46163.2,46133.3,46025.94,-4.16,5.66,-9.82,35.46,40.47,20.66,31.41,-98.27,-150.39,17.16,13.46,31.41,-112.7,-0.24,0.0,39.48,46242.3,46172.1,46101.9,0.3,-6.05,0.42,0.0,1,-0.08,0.08,0.1,0.07,0.02,0.01,-1,1,-0.17,-0.16,0.09,0.08
46094.9,46142.9,46091.9,46135.5,0,1695019800,46137.9,46170.88,46171.56,46170.4,46164.64,46070.65,46138.36,46155.16,46163.59,46162.11,46133.35,46027.03,-6.02,3.32,-9.34,44.69,46.45,14.28,22.01,-72.34,-105.32,18.46,13.63,28.57,-67.4,-0.15,0.0,40.3,46242.71,46171.56,46100.42,0.31,24.65,-0.51,0.01,-1,0.09,0.09,0.11,0.09,0.02,0.01,-1,1,-0.08,-0.06,0.09,0.08
46139.6,46139.6,46112.3,46121.9,0,1695020100,46131.02,46161.63,46170.77,46168.43,46165.01,46071.51,46132.87,46149.11,46159.62,46160.53,46133.12,46027.97,-8.49,0.96,-9.45,42.57,44.92,16.23,17.06,-80.71,-98.51,19.67,12.95,27.15,-92.5,-0.2,0.0,39.37,46243.73,46170.77,46097.81,0.32,16.51,-1.75,0.08,-1,-0.03,0.03,0.06,0.04,0.0,0.02,-1,-1,-0.11,-0.08,0.09,0.08
46118.1,46135.9,46108.8,46126.9,0,1695020400,46121.16,46153.13,46169.64,46166.63,46165.27,46072.29,46130.88,46145.07,46156.5,46159.21,46133.0,46028.96,-9.93,-1.22,-8.71,43.63,45.61,23.11,17.87,-77.63,-95.19,20.88,12.3,26.44,-85.0,-0.18,-0.0,38.5,46244.56,46169.64,46094.73,0.32,21.47,-2.71,0.17,-1,0.01,0.01,0.06,0.02,0.02,0.02,-1,-1,-0.09,-0.06,0.09,0.08
46130.6,46131.0,46107.9,46116.6,0,1695020700,46118.86,46142.25,46168.22,46164.27,46165.39,46073.05,46126.12,46139.89,46152.7,46157.54,46132.67,46029.83,-11.76,-3.33,-8.44,41.92,44.41,19.22,19.52,-83.98,-98.2,22.01,11.76,25.44,-108.8,-0.24,-0.0,37.4,46245.98,46168.22,46090.45,0.34,16.81,-3.86,0.33,-1,-0.02,0.02,0.05,0.03,0.0,0.02,-1,-1,-0.11,-0.08,0.07,0.09
46111.2,46159.9,46095.9,46127.8,0,1695021000,46125.74,46136.01,46167.6,46162.65,46165.69,46074.02,46126.68,46137.7,46150.33,46156.38,46132.58,46030.8,-12.17,-5.1,-7.08,44.47,46.03,20.44,20.92,-77.08,-75.95,21.72,15.65,22.48,-62.4,-0.14,-0.0,39.3,46246.43,46167.6,46088.76,0.34,24.76,-4.88,0.51,-1,0.02,0.02,0.14,0.04,0.07,0.03,-1,-1,-0.09,-0.05,0.06,0.09
46128.0,46128.0,46094.8,46107.1,0,1695021300,46120.06,46128.98,46165.3,46160.3,46165.51,46074.85,46120.15,46132.13,46146.21,46154.44,46132.07,46031.56,-14.01,-6.88,-7.13,40.89,43.56,16.37,18.68,-89.83,-102.58,21.48,14.69,21.31,-70.3,-0.15,-0.0,38.86,46248.27,46165.3,46082.34,0.36,14.92,-5.97,0.69,-1,-0.04,0.04,0.07,0.05,0.0,0.03,-1,-1,-0.13,-0.08,0.05,0.09
46105.8,46108.3,46074.8,46082.1,0,1695021600,46112.1,46121.56,46161.04,46157.45,46165.15,46075.49,46107.47,46123.04,46140.11,46151.61,46131.08,46032.07,-17.28,-8.96,-8.32,37.02,40.78,12.4,16.4,-95.9,-122.64,21.84,13.78,23.7,-74.2,-0.16,-0.0,38.48,46251.56,46161.04,46070.52,0.39,6.4,-7.13,0.83,-1,-0.05,0.05,0.07,0.05,0.01,0.02,-1,-1,-0.17,-0.13,0.06,0.1
46075.1,46114.6,46073.4,46085.4,0,1695021900,46103.8,46112.48,46155.24,46153.62,46164.47,46076.41,46100.11,46116.19,46134.9,46149.01,46130.18,46032.6,-19.38,-11.04,-8.34,37.86,41.3,7.22,12.0,-92.59,-105.57,21.88,13.89,21.9,-90.8,-0.2,-0.0,38.67,46249.46,46155.24,46061.02,0.41,12.94,-7.57,0.86,-1,0.01,0.01,0.09,0.02,0.06,0.0,-1,-1,-0.15,-0.11,0.04,0.1
46085.8,46103.9,46083.0,46093.1,0,1695022200,46099.1,46108.98,46148.94,46150.46,46163.59,46077.34,46097.78,46111.99,46130.92,46146.82,46129.44,46033.2,-20.2,-12.87,-7.32,39.86,42.53,9.03,9.55,-84.43,-93.34,21.91,13.34,21.02,-35.0,-0.08,-0.0,37.4,46242.07,46148.94,46055.8,0.4,20.02,-7.45,0.85,-1,0.02,0.02,0.05,0.02,0.02,0.01,-1,-1,-0.12,-0.08,0.04,0.1
46094.9,46101.9,46087.4,46098.8,0,1695022500,46093.3,46109.52,46143.57,46148.43,46162.17,46078.32,46098.12,46109.6,46127.86,46144.94,46128.84,46033.85,-20.15,-14.33,-5.82,41.37,43.46,15.56,10.6,-76.31,-82.4,21.94,12.95,20.41,5.4,0.01,-0.0,35.77,46235.26,46143.57,46051.88,0.4,25.59,-7.26,0.83,-1,0.01,0.01,0.03,0.01,0.01,0.02,-1,-1,-0.1,-0.06,0.04,0.1
46100.1,46116.4,46091.0,46111.9,0,1695022800,46094.26,46107.16,46139.02,46146.26,46160.86,46079.54,46102.71,46110.01,46126.34,46143.64,46128.5,46034.63,-18.84,-15.23,-3.61,44.8,45.57,25.13,16.57,-63.88,-60.32,21.23,15.24,19.36,-23.6,-0.05,-0.01,35.03,46227.46,46139.02,46050.58,0.38,34.67,-6.78,0.78,-1,0.03,0.03,0.06,0.03,0.01,0.02,-1,-1,-0.06,-0.03,0.04,0.1
46115.9,46130.4,46102.6,46110.6,0,1695023100,46099.96,46106.03,46133.83,46144.9,46159.71,46080.63,46105.34,46110.12,46124.84,46142.34,46128.15,46035.38,-17.7,-15.72,-1.97,44.53,45.39,31.72,24.14,-64.64,-41.77,19.91,17.26,18.24,-11.3,-0.02,-0.01,34.51,46215.92,46133.83,46051.74,0.36,35.85,-6.0,0.71,-1,-0.0,0.0,0.06,0.01,0.03,0.02,-1,-1,-0.05,-0.03,0.03,0.09
46107.4,46120.1,46100.2,46111.5,0,1695023400,46105.18,46104.49,46128.81,46144.05,46158.66,46081.69,46107.39,46110.37,46123.57,46141.13,46127.82,46036.14,-16.53,-15.89,-0.65,44.78,45.55,38.51,31.79,-55.95,-45.5,18.79,16.53,17.98,-15.4,-0.03,-0.01,33.47,46203.1,46128.81,46054.52,0.32,38.35,-5.08,0.62,-1,0.0,0.0,0.04,0.01,0.02,0.02,-1,-1,-0.04,-0.03,0.03,0.08
46113.3,46142.1,46105.8,46138.9,0,1695023700,46114.34,46106.72,46124.48,46144.66,46157.62,46082.04,46117.9,46115.56,46125.03,46141.05,46128.04,46037.16,-13.24,-15.36,2.11,52.03,50.04,51.71,40.65,-24.28,8.6,18.1,19.92,16.59,22.3,0.05,-0.01,33.67,46184.47,46124.48,46064.5,0.26,62.02,-3.41,0.43,-1,0.06,0.06,0.08,0.06,0.01,0.02,-1,-1,0.03,0.03,0.04,0.07
46141.5,46143.9,46100.2,46103.9,0,1695024000,46115.36,46104.33,46120.17,46144.42,46156.45,46082.26,46113.23,46113.44,46123.02,46139.59,46127.56,46037.83,-13.31,-14.95,1.64,44.07,45.05,51.68,47.3,-64.74,-19.85,17.19,18.11,16.25,-23.9,-0.05,-0.01,34.39,46172.56,46120.17,46067.78,0.23,34.47,-2.67,0.35,-1,-0.08,0.08,0.09,0.08,0.01,0.01,-1,-1,-0.04,-0.04,0.04,0.06
46107.5,46107.5,46076.1,46076.1,0,1695024300,46108.2,46101.23,46115.1,46143.01,46155.14,46082.42,46100.85,46106.65,46118.55,46137.1,46126.54,46038.21,-15.43,-15.04,-0.38,38.97,41.6,38.03,47.14,-96.88,-122.56,16.6,16.92,20.22,-31.0,-0.07,-0.01,34.17,46163.84,46115.1,46066.37,0.21,9.98,-2.4,0.32,-1,-0.06,0.06,0.07,0.07,0.0,0.0,-1,-1,-0.08,-0.09,0.04,0.05
46076.9,46112.9,46062.1,46107.6,0,1695024600,46107.6,46103.78,46112.67,46142.92,46154.04,46082.61,46103.1,46106.82,46117.51,46135.94,46126.17,46038.9,-14.4,-14.91,0.52,46.52,46.48,28.3,39.34,-53.48,-84.62,16.55,15.19,20.98,25.5,0.06,-0.01,35.36,46157.65,46112.67,46067.69,0.2,44.36,-1.85,0.23,-1,0.07,0.07,0.11,0.07,0.01,0.03,-1,-1,-0.01,-0.02,0.04,0.05
46109.4,46120.2,46076.2,46086.3,0,1695024900,46102.56,46103.87,46108.18,46142.28,46152.77,46082.37,46097.5,46103.09,46114.53,46134.0,46125.38,46039.37,-15.13,-14.96,-0.17,42.68,43.88,24.8,30.38,-75.26,-78.9,16.17,15.31,19.14,0.9,0.0,-0.01,35.98,46143.88,46108.18,46072.47,0.15,19.36,-1.23,0.16,-1,-0.05,0.05,0.1,0.05,0.02,0.02,-1,-1,-0.05,-0.06,0.04,0.04
46080.9,46090.0,46064.9,46079.1,0,1695025200,46090.6,46102.47,46105.72,46140.76,46151.3,46082.23,46091.37,46098.73,46111.16,46131.84,46124.46,46039.77,-16.1,-15.19,-0.91,41.43,43.02,30.68,27.93,-79.22,-144.92,16.22,14.53,20.46,-14.0,-0.03,-0.01,35.2,46142.33,46105.72,46069.12,0.16,13.64,-1.33,0.17,-1,-0.02,0.02,0.05,0.0,0.02,0.03,-1,-1,-0.06,-0.07,0.04,0.04
46083.1,46087.1,46047.1,46061.4,0,1695025500,46082.1,46098.73,46104.12,46139.2,46149.69,46082.04,46081.38,46091.94,46106.42,46129.08,46123.21,46039.98,-18.09,-15.77,-2.32,38.46,40.96,20.1,25.19,-85.23,-170.28,16.87,13.36,22.39,-37.4,-0.08,-0.01,35.54,46145.27,46104.12,46062.98,0.18,-1.93,-2.15,0.36,-1,-0.04,0.04,0.09,0.05,0.01,0.03,-1,-1,-0.09,-0.1,0.05,0.05
46065.1,46096.1,46053.6,46085.6,0,1695025800,46084.0,46096.1,46101.63,46137.99,46148.39,46082.13,46082.79,46090.79,46104.44,46127.38,46122.47,46040.43,-17.51,-16.11,-1.4,44.34,44.76,25.11,25.3,-60.23,-100.95,17.01,14.02,20.51,-26.3,-0.06,-0.01,36.04,46140.87,46101.63,46062.39,0.17,29.57,-1.92,0.32,-1,0.05,0.05,0.09,0.04,0.02,0.02,-1,-1,-0.03,-0.04,0.05,0.04
46096.4,46096.4,46063.4,46083.2,0,1695026100,46079.12,46093.36,46099.7,46136.3,46146.99,46082.61,46082.92,46089.41,46102.41,46125.64,46121.69,46040.86,-17.05,-16.3,-0.75,43.89,44.46,30.61,25.27,-62.71,-82.29,17.12,13.16,19.16,-27.4,-0.06,-0.01,35.82,46138.56,46099.7,46060.83,0.17,28.78,-1.87,0.31,-1,-0.01,0.01,0.07,0.03,0.0,0.04,-1,-1,-0.04,-0.04,0.05,0.04
46084.9,46089.2,46052.0,46055.6,0,1695026400,46072.98,46087.77,46096.13,46134.84,46144.8,46083.14,46073.82,46083.26,46097.96,46122.9,46120.38,46041.01,-18.7,-16.78,-1.92,39.01,41.15,28.62,28.11,-91.22,-136.26,17.63,12.18,20.01,-55.9,-0.12,-0.01,35.92,46137.36,46096.13,46054.9,0.18,0.85,-2.07,0.33,-1,-0.06,0.06,0.08,0.06,0.01,0.01,-1,-1,-0.09,-0.09,0.05,0.05
46053.8,46062.6,46027.1,46061.6,0,1695026700,46069.48,46080.04,46093.38,46132.87,46143.05,46083.86,46069.74,46079.32,46094.49,46120.49,46119.22,46041.21,-19.3,-17.28,-2.01,40.56,42.14,25.2,28.14,-70.46,-180.49,18.88,11.32,23.55,-77.3,-0.17,-0.01,35.89,46136.1,46093.38,46050.66,0.19,12.8,-2.24,0.36,-1,0.01,0.01,0.08,0.02,0.0,0.06,-1,-1,-0.07,-0.07,0.04,0.05
46062.1,46084.2,46054.8,46080.5,0,1695027000,46073.3,46077.7,46091.02,46131.68,46142.43,46084.79,46073.33,46079.54,46093.16,46118.93,46118.45,46041.6,-18.04,-17.43,-0.6,45.27,45.17,28.01,27.28,-54.28,-78.09,18.9,15.01,22.15,-23.4,-0.05,-0.01,35.43,46131.0,46091.02,46051.03,0.17,36.85,-1.88,0.29,-1,0.04,0.04,0.06,0.04,0.01,0.02,-1,-1,-0.02,-0.03,0.03,0.04
46083.5,46106.0,46055.9,46056.3,0,1695027300,46067.44,46075.72,46088.48,46130.13,46141.56,46085.79,46067.65,46075.31,46089.65,46116.47,46117.22,46041.75,-18.78,-17.7,-1.07,40.81,42.19,33.42,28.88,-75.0,-71.98,17.96,17.8,19.98,-19.8,-0.04,-0.01,36.48,46130.45,46088.48,46046.5,0.18,11.67,-2.12,0.34,-1,-0.05,0.05,0.11,0.06,0.05,0.0,-1,-1,-0.07,-0.07,0.04,0.05
46061.1,46109.1,46055.2,46107.4,0,1695027600,46072.28,46075.7,46089.74,46129.67,46141.29,46087.07,46080.9,46081.15,46091.34,46116.11,46117.02,46042.4,-15.06,-17.18,2.11,51.64,49.55,46.49,35.97,-31.25,5.27,16.96,16.57,17.94,-0.2,-0.0,-0.01,37.72,46132.39,46089.74,46047.09,0.19,70.7,-1.95,0.28,-1,0.11,0.11,0.12,0.1,0.0,0.01,-1,-1,0.04,0.03,0.04,0.05
46109.9,46139.9,46101.9,46110.2,0,1695027900,46083.2,46078.09,46090.98,46129.22,46141.96,46087.97,46090.67,46086.43,46093.14,46115.88,46116.89,46043.08,-11.76,-16.09,4.33,52.16,49.92,54.97,44.96,-28.85,107.77,16.61,21.21,16.65,23.9,0.05,-0.01,37.74,46134.49,46090.98,46047.47,0.19,72.09,-1.73,0.21,-1,0.01,0.01,0.08,0.0,0.06,0.02,-1,-1,0.04,0.04,0.04,0.05
46111.9,46125.4,46098.1,46106.6,0,1695028200,46092.2,46080.84,46091.66,46128.33,46142.14,46088.78,46095.98,46090.1,46094.42,46115.52,46116.69,46043.71,-9.33,-14.74,5.41,51.4,49.43,70.13,57.19,-29.52,71.28,16.12,20.09,16.51,27.5,0.06,-0.0,36.99,46135.69,46091.66,46047.62,0.19,66.97,-1.47,0.15,-1,-0.01,0.01,0.06,0.01,0.03,0.02,1,-1,0.03,0.03,0.05,0.05
46108.0,46110.9,46077.9,46086.8,0,1695028500,46093.46,46083.38,46091.06,46127.17,46142.21,46089.67,46092.92,46089.5,46093.69,46114.39,46116.09,46044.14,-8.89,-13.57,4.68,47.31,46.81,64.85,63.31,-47.07,2.23,15.08,18.8,19.38,25.4,0.06,-0.0,36.71,46135.01,46091.06,46047.1,0.19,45.16,-1.43,0.14,-1,-0.04,0.04,0.07,0.05,0.01,0.02,1,-1,-0.01,-0.01,0.04,0.05
46086.6,46093.9,46063.8,46073.9,0,1695028800,46096.98,46082.21,46089.16,46125.72,46141.94,46090.4,46086.58,46086.66,46091.81,46112.8,46115.26,46044.43,-9.48,-12.75,3.27,44.81,45.16,54.96,63.31,-58.51,-49.54,14.62,17.69,21.01,-11.7,-0.03,-0.0,36.24,46132.62,46089.16,46045.69,0.19,32.45,-1.34,0.13,-1,-0.03,0.03,0.07,0.03,0.02,0.02,1,-1,-0.03,-0.04,0.05,0.05
46075.5,46081.5,46026.2,46047.5,0,1695029100,46085.0,46078.64,46086.0,46123.91,46141.42,46091.15,46073.55,46079.54,46087.59,46110.24,46113.92,46044.46,-11.94,-12.59,0.65,40.14,42.0,37.72,52.51,-81.27,-134.29,15.3,15.83,25.94,-35.7,-0.08,-0.0,37.6,46131.88,46086.0,46040.12,0.2,8.04,-1.6,0.16,-1,-0.06,0.06,0.12,0.06,0.01,0.05,-1,-1,-0.08,-0.09,0.05,0.05
46042.6,46049.1,45994.3,46014.1,0,1695029400,46065.78,46074.49,46081.13,46121.21,46140.73,46091.67,46053.74,46067.64,46080.59,46106.47,46111.94,46044.16,-16.39,-13.35,-3.04,35.15,38.42,24.61,39.1,-86.4,-220.13,16.67,14.23,29.2,-41.5,-0.09,-0.0,38.83,46135.11,46081.13,46027.15,0.23,-12.09,-2.22,0.23,-1,-0.07,0.07,0.12,0.06,0.01,0.04,-1,-1,-0.15,-0.14,0.07,0.06
46015.1,46045.1,46006.9,46021.1,0,1695029700,46048.68,46070.44,46075.24,46118.73,46139.98,46092.07,46042.86,46059.18,46074.92,46103.12,46110.14,46043.93,-19.14,-14.51,-4.63,36.92,39.55,16.91,26.41,-81.59,-181.68,17.94,13.23,27.14,-40.5,-0.09,-0.0,38.78,46128.42,46075.24,46022.06,0.23,-0.9,-2.17,0.22,-1,0.02,0.02,0.08,0.01,0.05,0.02,-1,-1,-0.12,-0.12,0.08,0.06
46022.5,46040.1,45951.4,45951.4,0,1695030000,46021.6,46057.53,46067.62,46114.95,46138.3,46091.83,46012.37,46039.58,46063.16,46097.17,46107.0,46043.01,-26.63,-16.93,-9.7,28.55,33.17,10.67,17.4,-100.0,-254.58,20.12,11.25,32.44,-129.1,-0.28,-0.01,42.35,46141.77,46067.62,45993.46,0.32,-28.36,-3.49,0.29,-1,-0.15,0.15,0.19,0.15,0.04,0.0,-1,-1,-0.25,-0.24,0.11,0.08
45952.1,45976.8,45906.9,45964.6,0,1695030300,45999.74,46048.36,46062.04,46111.18,46136.63,46091.67,45996.45,46025.95,46053.77,46091.98,46104.18,46042.23,-31.14,-19.77,-11.37,31.71,35.25,14.39,13.99,-75.24,-250.0,22.72,9.98,35.96,-91.7,-0.2,-0.01,44.32,46148.54,46062.04,45975.54,0.38,-6.32,-4.82,0.41,-1,0.03,0.03,0.15,0.03,0.03,0.1,-1,-1,-0.21,-0.19,0.13,0.1
