datetime_readable,open,high,low,close,volume,datetime_epoch,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,sma_100,ema_100,sma_200,ema_200,macd,macd_signal,macd_histogram,rsi_14,rsi_21,stoch_k,stoch_d,williams_r,cci,adx,di_plus,di_minus,momentum_10,roc_10,trix,atr,bb_upper,bb_middle,bb_lower,bb_width,bb_position,resistance_level,support_level,resistance_distance,support_distance,trend_slope,trend_strength,trend_direction,doji,hammer,bullish_engulfing,bearish_engulfing,price_change,price_change_abs,hl_range,body_size,upper_shadow,lower_shadow,gap_up,gap_down,sma_5_20_cross,sma_10_50_cross,price_vs_sma_20,price_vs_ema_20,volatility_10,volatility_20
2025-07-21 10:33:00,56722.05,56754.8,56719.3,56744.45,0,1753074180,56705.1,56712.27,56692.37,56699.57,56696.59,56668.89,56514.13,56560.42,56410.72,56472.44,56351.96,56465.52,50.14,59.29,-9.15,65.17,64.55,69.66,53.37,-13.27,110.0,33.15,35.51,16.75,23.85,0.04,0.01,43.78,56756.39,56696.59,56636.79,0.21,90.02,56761.5,56633.0,0.03,0.2,0.45,0.01,1,0,0,0,0,0.03,0.03,0.06,0.04,0.02,0.0,0.0,0.0,1,1,0.08,0.13,0.06,0.05
2025-07-21 10:35:00,56743.45,56758.05,56739.7,56756.05,0,1753074300,56718.14,56726.87,56696.35,56709.84,56699.1,56677.19,56523.64,56568.09,56415.56,56478.05,56353.67,56468.41,51.29,57.69,-6.4,66.32,65.3,84.59,67.95,-4.24,118.98,33.4,34.96,16.23,39.8,0.07,0.01,41.96,56764.22,56699.1,56633.98,0.23,93.72,56761.5,56633.0,0.01,0.22,1.45,0.07,1,0,0,0,0,0.02,0.02,0.03,0.02,0.0,0.01,0.0,0.0,1,1,0.1,0.14,0.07,0.06
2025-07-21 10:37:00,56758.6,56776.05,56745.0,56751.55,0,1753074420,56735.03,56735.09,56701.41,56717.42,56701.61,56684.27,56533.05,56575.28,56420.32,56483.47,56355.38,56471.23,51.25,56.4,-5.15,65.42,64.74,88.45,80.9,-17.13,119.07,33.9,36.2,15.35,50.65,0.09,0.01,41.18,56770.64,56701.61,56632.58,0.24,86.17,56776.05,56633.0,0.04,0.21,2.23,0.14,1,0,0,0,0,-0.01,0.01,0.05,0.01,0.03,0.01,0.0,0.0,1,1,0.09,0.12,0.08,0.06
2025-07-21 10:39:00,56747.25,56763.85,56743.9,56760.6,0,1753074540,56747.45,56743.6,56707.63,56725.27,56706.46,56691.54,56542.21,56582.55,56425.25,56488.96,56357.35,56474.11,51.36,55.39,-4.03,66.41,65.36,89.28,87.44,-10.8,111.66,34.33,34.9,15.0,62.2,0.11,0.01,39.66,56777.73,56706.46,56635.18,0.25,87.98,56776.05,56633.0,0.03,0.22,2.47,0.16,1,0,0,1,0,0.02,0.02,0.04,0.02,0.01,0.01,0.0,0.01,1,1,0.1,0.12,0.08,0.06
2025-07-21 10:41:00,56757.85,56763.4,56754.3,56754.75,0,1753074660,56753.48,56747.31,56718.45,56730.63,56711.0,56697.56,56551.46,56589.3,56429.85,56494.22,56359.35,56476.9,50.39,54.39,-4.0,65.11,64.59,85.73,87.82,-14.89,100.07,34.72,34.29,14.74,108.2,0.19,0.01,37.48,56782.42,56711.0,56639.58,0.25,80.63,56776.05,56633.0,0.04,0.21,2.49,0.16,1,0,0,0,0,-0.01,0.01,0.02,0.01,0.01,0.0,0.0,0.0,1,1,0.08,0.1,0.08,0.06
2025-07-21 10:43:00,56751.85,56752.85,56729.4,56733.35,0,1753074780,56751.26,56742.66,56728.18,56731.13,56713.33,56700.97,56560.42,56594.95,56434.34,56498.96,56361.44,56479.45,47.35,52.99,-5.63,60.48,61.76,81.49,85.5,-29.85,53.68,34.15,32.6,18.87,97.3,0.17,0.01,36.62,56784.47,56713.33,56642.2,0.25,64.07,56776.05,56633.0,0.08,0.18,2.43,0.15,1,0,0,0,0,-0.04,0.04,0.04,0.03,0.0,0.01,0.0,0.01,1,1,0.04,0.06,0.06,0.06
2025-07-21 10:45:00,56732.2,56766.9,56724.95,56737.95,0,1753074900,56747.64,56741.09,56732.89,56732.37,56715.56,56704.49,56569.7,56600.56,56438.56,56503.69,56363.53,56482.03,44.8,51.35,-6.55,61.12,62.14,76.21,81.14,-26.63,55.37,33.9,32.67,17.34,47.1,0.08,0.01,37.0,56786.85,56715.56,56644.27,0.25,65.7,56776.05,56633.0,0.07,0.18,2.46,0.16,1,0,0,0,0,0.01,0.01,0.07,0.01,0.05,0.01,0.0,0.0,1,1,0.04,0.06,0.05,0.06
2025-07-21 10:47:00,56735.75,56780.7,56735.75,56745.1,0,1753075020,56746.35,56742.43,56740.69,56734.68,56718.42,56708.36,56578.99,56606.23,56442.96,56508.47,56365.47,56484.64,42.85,49.65,-6.79,62.15,62.73,73.14,76.94,-24.1,66.1,33.94,32.5,15.86,78.0,0.14,0.01,37.56,56789.63,56718.42,56647.22,0.25,68.73,56780.7,56633.0,0.06,0.2,2.45,0.16,1,0,0,0,0,0.01,0.01,0.08,0.02,0.06,0.0,0.0,0.0,1,1,0.05,0.06,0.03,0.06
2025-07-21 10:49:00,56740.95,56767.8,56740.95,56766.55,0,1753075140,56747.54,56750.47,56747.5,56740.48,56719.97,56713.9,56588.84,56612.52,56447.72,56513.58,56367.63,56487.45,42.56,48.23,-5.67,65.12,64.49,79.89,76.41,-9.58,67.61,33.97,30.81,15.03,68.05,0.12,0.01,36.8,56793.89,56719.97,56646.05,0.26,81.51,56780.7,56633.0,0.02,0.24,3.41,0.28,1,0,0,0,0,0.04,0.04,0.05,0.05,0.0,0.0,0.0,0.01,1,1,0.08,0.09,0.02,0.07
2025-07-21 10:51:00,56760.65,56768.5,56711.1,56720.4,0,1753075260,56740.67,56740.45,56747.08,56736.83,56718.53,56714.52,56598.02,56616.75,56452.19,56517.67,56369.66,56489.77,38.16,46.22,-8.06,55.09,58.29,75.14,76.06,-40.91,4.8,32.85,27.51,18.99,-4.2,-0.01,0.01,38.27,56791.22,56718.53,56645.83,0.26,51.29,56780.7,56633.0,0.11,0.15,3.88,0.38,1,0,0,0,0,-0.08,0.08,0.1,0.07,0.01,0.02,0.0,0.01,1,1,0.0,0.01,0.02,0.07
2025-07-21 10:53:00,56721.7,56752.25,56720.55,56740.65,0,1753075380,56742.13,56740.51,56746.69,56737.52,56719.53,56717.01,56607.76,56621.61,56456.88,56522.09,56371.97,56492.26,35.89,44.15,-8.26,58.14,60.06,71.6,75.54,-34.71,5.5,31.81,25.85,17.85,-3.8,-0.01,0.01,37.81,56792.86,56719.53,56646.2,0.26,64.4,56780.7,56633.0,0.07,0.19,4.22,0.44,1,0,0,0,0,0.04,0.04,0.06,0.03,0.02,0.0,0.0,0.0,1,1,0.04,0.04,0.02,0.07
2025-07-21 10:55:00,56738.9,56779.35,56727.85,56779.35,0,1753075500,56750.41,56753.46,56749.02,56745.13,56722.68,56722.95,56613.23,56627.79,56462.02,56527.18,56374.45,56495.12,36.79,42.68,-5.89,63.27,63.19,74.41,73.71,-1.17,91.05,31.5,28.39,16.16,23.3,0.04,0.01,38.79,56800.47,56722.68,56644.9,0.27,86.42,56780.7,56633.0,0.0,0.26,5.03,0.56,1,0,0,0,0,0.07,0.07,0.09,0.07,0.0,0.02,0.0,0.0,1,1,0.1,0.1,0.03,0.07
2025-07-21 10:57:00,56777.3,56811.0,56769.5,56800.65,0,1753075620,56761.52,56769.19,56753.94,56755.22,56727.67,56730.35,56619.47,56634.57,56467.4,56532.6,56377.12,56498.16,38.78,41.9,-3.12,65.76,64.78,85.14,77.05,-8.71,222.2,31.85,32.03,14.93,49.1,0.09,0.01,38.98,56811.77,56727.67,56643.57,0.3,93.39,56811.0,56633.0,0.02,0.3,5.8,0.63,1,0,0,0,0,0.04,0.04,0.07,0.04,0.02,0.01,0.0,0.0,1,1,0.13,0.12,0.04,0.08
2025-07-21 10:59:00,56798.35,56801.7,56778.7,56791.95,0,1753075740,56766.6,56776.78,56757.07,56761.9,56732.35,56736.21,56627.81,56640.74,56472.52,56537.73,56379.59,56501.08,39.2,41.36,-2.16,63.85,63.6,90.35,83.3,-19.07,185.5,32.18,30.64,14.28,31.35,0.06,0.01,37.84,56819.76,56732.35,56644.94,0.31,84.09,56811.0,56633.0,0.03,0.28,6.25,0.68,1,0,0,0,0,-0.02,0.02,0.04,0.01,0.01,0.02,0.0,0.0,1,1,0.11,0.1,0.05,0.08
2025-07-21 11:01:00,56791.15,56795.15,56761.2,56765.8,0,1753075860,56775.68,56773.12,56758.18,56762.61,56738.31,56739.03,56636.38,56645.65,56476.54,56542.25,56381.98,56503.72,36.99,40.49,-3.49,58.39,60.14,75.66,83.72,-45.25,84.13,31.77,28.66,16.69,11.05,0.02,0.01,37.56,56817.36,56738.31,56659.26,0.28,67.39,56811.0,56633.0,0.08,0.23,5.38,0.62,1,0,0,0,0,-0.05,0.05,0.06,0.04,0.01,0.01,0.0,0.0,1,1,0.05,0.05,0.05,0.07
2025-07-21 11:03:00,56765.85,56795.25,56761.6,56772.75,0,1753075980,56782.1,56772.99,56762.12,56764.45,56745.15,56742.24,56644.47,56650.63,56481.25,56546.82,56384.53,56506.39,35.4,39.47,-4.07,59.38,60.73,65.8,77.27,-38.29,79.64,31.39,26.83,15.61,39.4,0.07,0.01,37.28,56810.02,56745.15,56680.28,0.23,71.28,56811.0,56633.3,0.07,0.25,4.25,0.57,1,0,0,0,0,0.01,0.01,0.06,0.01,0.04,0.01,0.0,0.0,1,1,0.05,0.05,0.05,0.06
2025-07-21 11:05:00,56773.45,56773.45,56753.4,56763.6,0,1753076100,56778.95,56769.86,56764.68,56764.3,56748.78,56744.28,56653.54,56655.06,56485.77,56551.11,56387.09,56508.95,33.02,38.18,-5.16,57.43,59.5,56.34,65.93,-47.45,16.24,30.69,25.77,16.62,25.65,0.05,0.01,36.05,56809.06,56748.78,56688.51,0.21,62.29,56811.0,56665.3,0.08,0.17,3.66,0.49,1,0,0,0,1,-0.02,0.02,0.04,0.02,0.0,0.02,0.0,0.0,1,1,0.03,0.03,0.04,0.05
2025-07-21 11:07:00,56763.55,56768.45,56749.65,56764.85,0,1753076220,56771.79,56768.19,56766.66,56764.4,56753.67,56746.24,56663.44,56659.37,56490.18,56555.34,56389.59,56511.5,30.88,36.72,-5.84,57.64,59.62,56.02,59.39,-46.2,3.12,29.88,24.77,16.74,19.75,0.03,0.01,34.82,56801.16,56753.67,56706.18,0.17,61.77,56811.0,56665.3,0.08,0.18,2.6,0.4,1,1,0,0,0,0.0,0.0,0.03,0.0,0.01,0.02,0.0,0.0,1,1,0.02,0.03,0.04,0.04
2025-07-21 11:09:00,56765.3,56789.7,56762.35,56775.4,0,1753076340,56768.48,56770.59,56767.54,56766.4,56757.52,56749.01,56672.31,56663.92,56494.77,56559.7,56392.12,56514.12,29.69,35.31,-5.62,59.41,60.63,56.91,56.42,-35.64,62.96,29.71,27.79,15.79,8.85,0.02,0.01,34.29,56798.52,56757.52,56716.51,0.14,71.8,56811.0,56692.15,0.06,0.15,2.04,0.33,1,0,0,0,0,0.02,0.02,0.05,0.02,0.03,0.01,0.0,0.0,1,1,0.03,0.05,0.04,0.04
2025-07-21 11:11:00,56777.0,56780.05,56762.4,56771.95,0,1753076460,56769.71,56771.05,56772.7,56767.41,56759.89,56751.2,56681.37,56668.15,56499.42,56563.9,56394.57,56516.69,28.14,33.88,-5.74,58.55,60.11,59.69,57.54,-39.09,35.48,29.55,26.73,15.19,51.55,0.09,0.01,33.1,56798.41,56759.89,56721.36,0.14,65.66,56811.0,56711.1,0.07,0.11,1.73,0.27,1,0,0,0,0,-0.01,0.01,0.03,0.01,0.01,0.02,0.0,0.0,1,1,0.02,0.04,0.03,0.03
2025-07-21 11:13:00,56772.55,56772.55,56751.6,56769.25,0,1753076580,56769.01,56770.45,56775.56,56767.74,56761.12,56752.92,56690.03,56672.12,56503.93,56567.97,56397.04,56519.2,26.4,32.38,-5.99,57.84,59.7,61.16,59.25,-41.79,-5.36,28.89,25.49,16.88,28.6,0.05,0.01,32.23,56799.18,56761.12,56723.07,0.13,60.68,56811.0,56711.1,0.07,0.1,1.62,0.24,1,0,1,0,0,-0.0,0.0,0.04,0.01,0.0,0.03,0.0,0.0,1,1,0.01,0.03,0.02,0.03
2025-07-21 11:15:00,56770.1,56787.25,56756.25,56785.95,0,1753076700,56773.48,56775.62,56776.22,56771.05,56762.62,56756.06,56697.88,56676.58,56508.71,56572.28,56399.54,56521.86,26.06,31.12,-5.06,60.98,61.44,64.68,61.85,-25.08,49.1,28.72,27.0,15.71,6.6,0.01,0.01,32.14,56802.08,56762.62,56723.16,0.14,79.56,56811.0,56711.1,0.04,0.13,1.89,0.31,1,0,0,0,0,0.03,0.03,0.05,0.03,0.0,0.02,0.0,0.0,1,1,0.04,0.05,0.02,0.04
2025-07-21 11:17:00,56783.05,56789.25,56765.25,56766.65,0,1753076820,56773.84,56772.63,56772.82,56770.25,56763.38,56757.07,56705.83,56680.11,56513.34,56576.13,56402.05,56524.29,23.96,29.69,-5.73,55.8,58.38,62.91,62.92,-44.39,29.6,28.61,25.99,14.86,-34.0,-0.06,0.01,31.56,56802.53,56763.38,56724.22,0.14,54.18,56811.0,56711.1,0.08,0.1,1.77,0.27,1,0,0,0,0,-0.03,0.03,0.04,0.03,0.01,0.0,0.0,0.01,1,1,0.01,0.02,0.02,0.04
2025-07-21 11:19:00,56765.8,56779.85,56760.15,56779.85,0,1753076940,56774.73,56775.03,56771.6,56772.0,56764.34,56759.24,56712.94,56684.03,56518.23,56580.17,56404.64,56526.84,23.09,28.37,-5.27,58.41,59.81,65.36,64.32,-34.44,15.67,28.25,24.8,15.37,-12.1,-0.02,0.01,30.71,56804.12,56764.34,56724.56,0.14,69.5,56811.0,56711.1,0.05,0.12,1.96,0.32,1,0,0,0,0,0.02,0.02,0.03,0.02,0.0,0.01,0.0,0.0,1,1,0.03,0.04,0.01,0.04
2025-07-21 11:21:00,56780.2,56796.6,56759.55,56777.95,0,1753077060,56775.93,56776.01,56772.82,56773.08,56765.5,56761.02,56719.39,56687.71,56523.26,56584.08,56407.34,56529.33,22.0,27.09,-5.09,57.88,59.5,60.47,62.92,-39.75,39.98,28.42,26.53,14.06,12.15,0.02,0.01,31.17,56805.45,56765.5,56725.55,0.14,65.59,56811.0,56711.1,0.06,0.12,2.01,0.34,1,1,0,0,0,-0.0,0.0,0.07,0.0,0.03,0.03,0.0,0.0,1,1,0.02,0.03,0.01,0.04
2025-07-21 11:23:00,56778.15,56779.9,56767.55,56773.15,0,1753077180,56776.71,56775.05,56772.86,56773.09,56767.49,56762.18,56724.94,56691.06,56527.99,56587.83,56410.07,56531.76,20.51,25.78,-5.27,56.49,58.69,54.71,60.18,-61.7,-13.11,28.59,25.74,13.65,0.4,0.0,0.01,29.82,56804.7,56767.49,56730.27,0.13,57.61,56811.0,56711.1,0.07,0.11,1.61,0.25,1,0,0,0,0,-0.01,0.01,0.02,0.01,0.0,0.01,0.0,0.0,1,1,0.01,0.02,0.01,0.03
2025-07-21 11:25:00,56766.05,56781.45,56763.7,56778.8,0,1753077300,56775.28,56776.3,56774.38,56774.13,56769.53,56763.76,56729.63,56694.5,56532.52,56591.61,56412.78,56534.22,19.56,24.53,-4.97,57.77,59.38,51.52,55.57,-44.0,17.89,28.51,24.62,14.0,15.2,0.03,0.01,28.96,56804.45,56769.53,56734.61,0.12,63.27,56811.0,56711.1,0.06,0.12,1.3,0.19,1,0,0,1,0,0.01,0.01,0.03,0.02,0.0,0.0,0.0,0.01,1,1,0.02,0.03,0.01,0.03
2025-07-21 11:27:00,56775.55,56782.55,56770.25,56776.2,0,1753077420,56777.19,56776.27,56775.52,56774.51,56771.08,56764.95,56732.96,56697.7,56536.95,56595.26,56415.29,56536.63,18.38,23.3,-4.92,56.94,58.91,50.29,52.17,-43.45,64.22,28.48,24.12,13.55,11.35,0.02,0.01,27.77,56804.24,56771.08,56737.93,0.12,57.71,56811.0,56711.1,0.06,0.11,1.01,0.12,1,1,0,0,0,-0.0,0.0,0.02,0.0,0.01,0.01,0.0,0.01,1,1,0.01,0.02,0.01,0.03
2025-07-21 11:29:00,56775.9,56781.85,56758.75,56781.85,0,1753077540,56777.59,56778.13,56776.16,56775.84,56771.85,56766.56,56735.02,56701.0,56541.54,56598.96,56417.88,56539.07,17.7,22.18,-4.48,58.35,59.64,60.38,54.06,-31.42,28.92,27.73,22.67,15.73,6.45,0.01,0.01,27.44,56805.26,56771.85,56738.44,0.12,64.97,56811.0,56711.1,0.05,0.12,1.1,0.14,1,0,1,0,0,0.01,0.01,0.04,0.01,0.0,0.03,0.0,0.0,1,1,0.02,0.03,0.01,0.03
2025-07-21 11:31:00,56780.45,56800.75,56771.6,56793.2,0,1753077660,56780.64,56783.15,56778.28,56779.0,56775.49,56769.09,56737.19,56704.62,56545.88,56602.81,56420.38,56541.6,17.88,21.32,-3.45,61.09,61.09,70.12,60.26,-14.77,220.26,27.75,25.86,14.54,21.25,0.04,0.01,27.56,56800.49,56775.49,56750.49,0.09,85.43,56811.0,56720.55,0.03,0.13,0.59,0.07,1,0,0,0,0,0.02,0.02,0.05,0.02,0.01,0.02,0.0,0.0,1,1,0.03,0.04,0.01,0.02
2025-07-21 11:33:00,56793.7,56813.2,56786.15,56807.6,0,1753077780,56787.53,56791.3,56782.12,56784.2,56778.84,56772.76,56739.51,56708.66,56550.12,56606.86,56422.94,56544.24,18.96,20.85,-1.89,64.31,62.88,81.67,70.72,-8.81,294.2,28.18,27.27,13.52,38.35,0.07,0.01,27.52,56802.15,56778.84,56755.53,0.08,111.69,56813.2,56727.85,0.01,0.14,0.5,0.06,1,0,0,0,0,0.03,0.03,0.05,0.02,0.01,0.01,0.0,0.0,1,1,0.05,0.06,0.02,0.02
2025-07-21 11:35:00,56809.5,56827.3,56802.3,56804.15,0,1753077900,56792.6,56795.58,56783.94,56787.83,56780.08,56775.75,56741.48,56712.4,56553.99,56610.77,56425.37,56546.83,19.31,20.54,-1.23,62.97,62.16,81.94,77.91,-30.58,233.29,28.99,29.17,12.64,18.2,0.03,0.01,27.34,56805.87,56780.08,56754.28,0.09,96.66,56827.3,56749.65,0.04,0.1,0.87,0.15,1,0,0,0,0,-0.01,0.01,0.04,0.01,0.03,0.0,0.0,0.0,1,1,0.04,0.05,0.02,0.02
2025-07-21 11:37:00,56804.15,56805.9,56742.4,56742.4,0,1753078020,56785.84,56777.86,56781.51,56779.57,56777.16,56772.57,56742.3,56713.58,56557.12,56613.37,56427.53,56548.77,14.44,19.32,-4.88,44.89,51.18,53.54,72.38,-100.0,-107.0,26.96,24.75,25.02,-24.25,-0.04,0.01,29.93,56805.99,56777.16,56748.34,0.1,-10.31,56827.3,56742.4,0.15,0.0,0.65,0.07,1,0,0,0,0,-0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,1,1,-0.06,-0.05,0.03,0.03
2025-07-21 11:39:00,56741.55,56749.85,56729.15,56741.95,0,1753078140,56777.86,56765.89,56777.72,56772.73,56774.66,56769.66,56743.86,56714.69,56560.86,56615.92,56429.63,56550.7,10.43,17.54,-7.12,44.79,51.11,27.49,54.32,-86.96,-227.28,25.52,23.5,26.99,-37.9,-0.07,0.01,29.27,56806.44,56774.66,56742.89,0.11,-1.47,56827.3,56729.15,0.15,0.02,0.38,0.02,1,1,0,0,0,-0.0,0.0,0.04,0.0,0.01,0.02,0.0,0.0,1,1,-0.06,-0.05,0.04,0.03
2025-07-21 11:41:00,56742.75,56751.25,56675.1,56675.1,0,1753078260,56754.24,56735.63,56767.44,56754.98,56770.13,56760.65,56744.09,56713.14,56564.43,56617.09,56431.42,56551.93,1.83,14.4,-12.57,32.95,42.22,4.35,28.46,-100.0,-299.34,25.65,19.58,34.33,-102.85,-0.18,0.01,32.62,56823.93,56770.13,56716.33,0.19,-38.32,56827.3,56675.1,0.27,0.0,-1.18,0.06,-1,0,0,0,1,-0.12,0.12,0.13,0.12,0.01,0.0,0.0,0.0,-1,1,-0.17,-0.15,0.07,0.05
2025-07-21 11:43:00,56676.55,56693.25,56647.35,56691.2,0,1753078380,56730.96,56720.82,56759.24,56743.38,56766.05,56754.04,56744.18,56712.28,56568.14,56618.56,56433.15,56553.32,-3.64,10.79,-14.43,37.25,44.66,12.47,14.77,-75.63,-230.01,26.34,17.67,36.88,-81.95,-0.14,0.01,33.56,56829.87,56766.05,56702.23,0.22,-8.65,56827.3,56647.35,0.24,0.08,-2.26,0.17,-1,0,0,0,0,0.03,0.03,0.08,0.03,0.0,0.05,0.0,0.0,-1,1,-0.13,-0.11,0.08,0.06
2025-07-21 11:45:00,56693.4,56704.55,56682.0,56704.1,0,1753078500,56710.95,56715.24,56751.78,56736.24,56763.08,56749.28,56744.39,56711.96,56572.08,56620.25,56434.88,56554.82,-6.86,7.26,-14.12,40.54,46.55,18.63,11.82,-68.46,-131.05,26.53,19.26,35.07,-74.7,-0.13,0.01,32.78,56832.39,56763.08,56693.77,0.24,7.45,56827.3,56647.35,0.22,0.1,-3.19,0.28,-1,0,0,0,0,0.02,0.02,0.04,0.02,0.0,0.02,0.0,0.0,-1,1,-0.1,-0.08,0.09,0.06
2025-07-21 11:47:00,56700.7,56703.8,56661.45,56673.0,0,1753078620,56697.07,56701.16,56741.46,56724.74,56758.48,56742.02,56744.1,56710.43,56575.9,56621.3,56436.47,56556.0,-11.78,3.45,-15.23,35.68,42.84,23.39,18.16,-85.75,-127.12,27.13,17.51,36.26,-103.2,-0.18,0.01,33.48,56838.12,56758.48,56678.85,0.28,-3.67,56827.3,56647.35,0.27,0.05,-4.45,0.41,-1,0,0,0,0,-0.05,0.05,0.07,0.05,0.01,0.02,0.0,0.01,-1,-1,-0.15,-0.12,0.09,0.07
2025-07-21 11:49:00,56669.65,56674.45,56639.15,56666.1,0,1753078740,56681.9,56689.48,56729.88,56714.08,56753.02,56734.79,56742.7,56708.69,56579.48,56622.18,56437.99,56557.09,-16.05,-0.45,-15.61,34.69,42.06,20.04,20.69,-85.68,-126.54,28.09,16.2,38.28,-115.75,-0.2,0.01,33.61,56841.74,56753.02,56664.3,0.31,1.02,56827.3,56639.15,0.28,0.05,-5.5,0.51,-1,0,0,0,0,-0.01,0.01,0.06,0.01,0.01,0.05,0.0,0.01,-1,-1,-0.15,-0.12,0.1,0.08
2025-07-21 11:51:00,56663.55,56678.6,56663.35,56666.1,0,1753078860,56680.1,56681.68,56717.17,56705.36,56747.73,56728.24,56741.04,56707.02,56583.36,56623.05,56439.54,56558.18,-19.22,-4.2,-15.02,34.69,42.06,14.3,19.24,-85.68,-93.28,28.8,16.57,36.99,-127.1,-0.22,0.01,32.3,56843.64,56747.73,56651.82,0.34,7.45,56827.3,56639.15,0.28,0.05,-6.44,0.6,-1,0,0,0,0,0.0,0.0,0.03,0.0,0.02,0.0,0.0,0.0,-1,-1,-0.14,-0.11,0.1,0.09
2025-07-21 11:53:00,56666.15,56695.7,56666.15,56677.25,0,1753078980,56677.31,56680.21,56704.13,56700.25,56743.13,56723.39,56740.17,56705.85,56587.29,56624.13,56441.18,56559.36,-20.59,-7.48,-13.11,37.93,43.88,16.3,16.88,-79.75,-67.65,28.77,19.28,34.55,-130.35,-0.23,0.01,32.11,56843.2,56743.13,56643.05,0.35,17.09,56827.3,56639.15,0.26,0.07,-7.11,0.67,-1,0,0,0,0,0.02,0.02,0.05,0.02,0.03,0.0,0.0,0.0,-1,-1,-0.12,-0.08,0.08,0.09
2025-07-21 11:55:00,56677.6,56728.7,56674.55,56721.0,0,1753079100,56680.69,56693.8,56695.82,56704.02,56739.88,56723.16,56740.27,56706.45,56591.65,56626.05,56443.1,56560.97,-17.94,-9.57,-8.37,48.69,50.32,26.03,18.87,-56.5,-24.07,27.57,24.07,30.59,-83.15,-0.15,0.01,33.68,56838.39,56739.88,56641.37,0.35,40.42,56827.3,56639.15,0.19,0.14,-6.75,0.62,-1,0,0,0,0,0.08,0.08,0.1,0.08,0.01,0.01,0.0,0.0,-1,-1,-0.03,-0.0,0.05,0.09
2025-07-21 11:57:00,56723.4,56731.05,56712.25,56728.7,0,1753079220,56691.83,56705.44,56694.45,56708.51,56737.98,56723.69,56740.82,56707.32,56595.94,56628.08,56445.13,56562.64,-15.05,-10.67,-4.38,50.32,51.35,37.12,26.48,-52.4,3.87,26.37,23.59,29.33,-13.7,-0.02,0.01,32.62,56835.82,56737.98,56640.15,0.34,45.26,56827.3,56639.15,0.17,0.16,-6.49,0.58,-1,0,0,0,0,0.01,0.01,0.03,0.01,0.0,0.02,0.0,0.0,-1,-1,-0.02,0.01,0.05,0.09
2025-07-21 11:59:00,56726.25,56756.45,56725.5,56739.7,0,1753079340,56706.55,56716.86,56694.22,56714.18,56735.98,56725.21,56741.65,56708.59,56600.4,56630.29,56447.26,56564.4,-11.73,-10.88,-0.85,52.64,52.82,48.18,37.11,-46.56,38.34,24.52,27.57,27.33,-2.25,-0.0,0.01,32.5,56831.92,56735.98,56640.03,0.34,51.94,56827.3,56639.15,0.15,0.18,-5.8,0.49,-1,0,0,0,0,0.02,0.02,0.05,0.02,0.03,0.0,0.0,0.0,-1,-1,0.01,0.03,0.05,0.09
2025-07-21 12:01:00,56739.7,56744.8,56726.6,56728.9,0,1753079460,56719.11,56720.87,56699.6,56716.85,56733.52,56725.56,56743.3,56709.39,56604.66,56632.24,56449.33,56566.04,-9.86,-10.67,0.82,50.16,51.23,49.58,44.96,-52.3,40.41,22.8,26.43,26.2,53.8,0.09,0.01,31.48,56827.54,56733.52,56639.51,0.33,47.54,56827.3,56639.15,0.17,0.16,-5.24,0.41,-1,0,0,0,0,-0.02,0.02,0.03,0.02,0.01,0.0,0.0,0.0,-1,-1,-0.01,0.01,0.05,0.09
2025-07-21 12:03:00,56728.65,56744.05,56725.9,56730.2,0,1753079580,56729.7,56723.98,56703.5,56719.28,56731.38,56726.01,56745.18,56710.2,56608.81,56634.18,56451.44,56567.67,-8.18,-10.17,2.0,50.46,51.41,51.92,49.89,-45.4,63.28,21.18,25.31,25.25,39.0,0.07,0.01,30.53,56823.62,56731.38,56639.13,0.33,49.36,56827.3,56639.15,0.17,0.16,-4.66,0.34,-1,1,0,0,0,0.0,0.0,0.03,0.0,0.02,0.0,0.0,0.0,-1,-1,-0.0,0.01,0.05,0.08
2025-07-21 12:05:00,56731.1,56744.95,56728.9,56744.85,0,1753079700,56734.47,56730.94,56707.58,56723.93,56729.68,56727.8,56746.26,56711.56,56613.05,56636.37,56453.53,56569.43,-5.6,-9.26,3.66,53.85,53.51,64.14,55.21,-9.89,88.23,19.71,24.54,24.27,40.75,0.07,0.0,29.49,56819.59,56729.68,56639.77,0.32,58.44,56827.3,56639.15,0.15,0.19,-3.72,0.23,-1,0,0,0,0,0.03,0.03,0.03,0.02,0.0,0.0,0.0,0.0,1,-1,0.03,0.03,0.06,0.08
2025-07-21 12:07:00,56743.75,56768.25,56741.75,56758.95,0,1753079820,56740.52,56740.27,56716.18,56730.3,56728.82,56730.77,56748.1,56713.42,56617.75,56638.8,56455.92,56571.32,-2.39,-7.88,5.5,56.91,55.45,79.17,65.07,-7.2,123.56,19.12,28.64,22.7,85.95,0.15,0.0,29.28,56817.24,56728.82,56640.39,0.31,67.04,56827.3,56639.15,0.12,0.21,-2.57,0.11,-1,0,0,0,0,0.02,0.02,0.05,0.03,0.02,0.0,0.0,0.0,1,-1,0.05,0.05,0.06,0.08
