,open,high,low,close,volume,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,sma_100,ema_100,sma_200,ema_200,macd,macd_signal,macd_histogram,rsi_14,rsi_21,stoch_k,stoch_d,williams_r,cci,adx,di_plus,di_minus,momentum_10,roc_10,trix,atr,bb_upper,bb_middle,bb_lower,bb_width,bb_position,resistance_level,support_level,resistance_distance,support_distance,trend_slope,trend_strength,trend_direction,doji,hammer,bullish_engulfing,bearish_engulfing,price_change,price_change_abs,hl_range,body_size,upper_shadow,lower_shadow,gap_up,gap_down,sma_5_20_cross,sma_10_50_cross,price_vs_sma_20,price_vs_ema_20,volatility_10,volatility_20
319,25470.6,25486.25,25467.2,25482.3,0,25463.08,25468.09,25461.24,25465.18,25465.46,25464.64,25458.95,25461.41,25455.65,25455.88,25435.95,25453.3,0.79,0.26,0.53,63.22,59.46,62.53,41.07,-10.18,132.88,20.34,25.13,20.63,11.35,0.04,0.0,11.78,25481.98,25465.46,25448.95,0.13,100.95,25486.25,25447.15,0.02,0.14,-0.36,0.06,-1,0,0,0,0,0.05,0.05,0.07,0.05,0.02,0.01,0.0,0.0,-1,1,0.07,0.07,0.03,0.03
320,25483.55,25505.75,25476.85,25504.05,0,25472.96,25480.08,25465.58,25472.25,25467.22,25468.4,25460.18,25463.09,25456.43,25456.83,25436.36,25453.8,3.85,0.98,2.87,72.05,66.43,86.28,62.4,-2.92,221.65,20.99,31.85,17.35,43.45,0.17,0.0,13.01,25490.8,25467.22,25443.64,0.19,128.1,25505.75,25447.15,0.01,0.22,0.25,0.01,1,0,0,0,0,0.09,0.09,0.11,0.08,0.01,0.03,0.0,0.0,1,1,0.14,0.14,0.06,0.05
321,25503.95,25529.7,25503.75,25528.0,0,25487.98,25496.05,25472.4,25482.38,25469.95,25474.07,25461.71,25465.63,25457.4,25458.24,25436.91,25454.54,8.11,2.4,5.71,78.24,72.0,94.95,81.25,-2.07,261.12,22.72,39.89,15.04,68.2,0.27,0.0,13.93,25505.41,25469.95,25434.49,0.28,131.86,25529.7,25447.15,0.01,0.32,1.21,0.16,1,0,0,0,0,0.09,0.09,0.1,0.09,0.01,0.0,0.0,0.0,1,1,0.23,0.21,0.1,0.07
322,25527.5,25539.4,25515.35,25536.0,0,25504.07,25509.37,25480.23,25492.13,25473.74,25479.97,25463.7,25468.39,25458.34,25459.78,25437.46,25455.35,12.0,4.32,7.68,79.85,73.54,97.11,92.78,-3.7,201.87,24.67,39.94,13.28,78.3,0.31,0.0,14.65,25519.05,25473.74,25428.42,0.36,118.7,25539.4,25447.45,0.01,0.35,2.0,0.26,1,0,0,0,0,0.03,0.03,0.09,0.03,0.01,0.05,0.0,0.0,1,1,0.24,0.22,0.12,0.09
323,25536.2,25548.05,25521.3,25523.0,0,25514.67,25513.91,25486.8,25497.74,25476.95,25484.07,25465.52,25470.53,25459.08,25461.03,25438.01,25456.02,13.87,6.23,7.64,70.71,67.23,89.78,93.94,-24.9,148.08,26.77,39.0,11.64,65.65,0.26,0.0,15.52,25526.47,25476.95,25427.43,0.39,96.49,25548.05,25447.45,0.1,0.3,2.47,0.33,1,0,0,0,1,-0.05,0.05,0.1,0.05,0.05,0.01,0.0,0.0,1,1,0.18,0.15,0.13,0.1
324,25522.35,25524.85,25517.3,25520.6,0,25522.33,25516.14,25492.7,25501.9,25479.49,25487.55,25467.21,25472.5,25459.71,25462.21,25438.5,25456.67,14.99,7.98,7.0,69.14,66.13,81.37,89.42,-27.29,96.6,28.3,37.6,13.14,59.05,0.23,0.0,14.95,25532.38,25479.49,25426.6,0.42,88.86,25548.05,25447.45,0.11,0.29,2.98,0.42,1,0,0,0,0,-0.01,0.01,0.03,0.01,0.01,0.01,0.0,0.0,1,1,0.16,0.13,0.13,0.11
325,25519.25,25535.45,25519.25,25523.1,0,25526.14,25518.46,25499.55,25505.75,25482.03,25490.93,25468.92,25474.48,25460.38,25463.42,25439.04,25457.33,15.89,9.56,6.33,69.89,66.73,74.34,81.83,-24.8,89.83,30.08,39.74,12.12,68.45,0.27,0.0,15.04,25538.08,25482.03,25425.98,0.44,86.64,25548.05,25447.45,0.1,0.3,3.49,0.52,1,0,0,1,0,0.01,0.01,0.06,0.02,0.05,0.0,0.0,0.01,1,1,0.16,0.13,0.12,0.11
326,25514.6,25525.05,25483.3,25488.3,0,25518.2,25508.41,25503.09,25502.58,25482.62,25490.68,25470.01,25475.02,25460.78,25463.91,25439.51,25457.64,13.64,10.38,3.26,51.21,53.09,62.84,72.85,-59.39,22.36,28.87,32.75,25.14,35.4,0.14,0.0,16.95,25538.67,25482.62,25426.56,0.44,55.07,25548.05,25447.45,0.23,0.16,3.49,0.52,1,0,0,0,0,-0.14,0.14,0.16,0.1,0.04,0.02,0.0,0.03,1,1,0.02,-0.01,0.11,0.11
327,25488.8,25500.7,25478.15,25487.45,0,25508.49,25501.42,25506.28,25499.83,25483.23,25490.38,25470.84,25475.51,25461.15,25464.38,25439.93,25457.93,11.65,10.63,1.02,50.85,52.82,51.86,63.01,-60.24,-7.08,27.43,29.71,24.93,31.9,0.13,0.0,17.35,25539.22,25483.23,25427.25,0.44,53.77,25548.05,25447.45,0.24,0.16,3.44,0.5,1,1,0,0,0,-0.0,0.0,0.09,0.01,0.05,0.04,0.0,0.0,1,1,0.02,-0.01,0.09,0.11
328,25487.7,25494.3,25476.65,25483.2,0,25500.53,25495.35,25507.6,25496.81,25483.85,25489.69,25471.55,25475.81,25461.48,25464.75,25440.35,25458.18,9.63,10.43,-0.81,49.01,51.41,38.63,51.11,-64.46,-23.27,26.01,27.55,23.74,13.2,0.05,0.0,17.37,25539.55,25483.85,25428.16,0.44,49.41,25548.05,25447.45,0.25,0.14,3.25,0.45,1,0,0,0,0,-0.02,0.02,0.07,0.02,0.03,0.03,0.0,0.0,1,1,-0.0,-0.03,0.08,0.11
329,25483.35,25492.2,25472.05,25488.25,0,25494.06,25492.98,25508.2,25495.25,25484.72,25489.55,25472.49,25476.3,25461.83,25465.21,25440.89,25458.48,8.33,10.01,-1.68,51.27,52.97,37.95,42.81,-61.46,-33.0,24.39,25.29,23.66,5.95,0.02,0.0,17.57,25540.12,25484.72,25429.32,0.43,53.19,25548.05,25447.45,0.23,0.16,3.11,0.42,1,0,0,0,0,0.02,0.02,0.08,0.02,0.02,0.04,0.0,0.0,1,1,0.01,-0.01,0.08,0.11
330,25488.8,25495.9,25487.6,25491.7,0,25487.78,25492.55,25506.96,25494.6,25486.27,25489.76,25473.59,25476.9,25462.18,25465.74,25441.55,25458.81,7.5,9.51,-2.01,52.81,54.03,38.72,38.43,-57.91,-20.4,23.1,25.97,22.83,-12.35,-0.05,0.0,16.9,25540.61,25486.27,25431.93,0.43,54.99,25548.05,25447.45,0.22,0.17,2.82,0.36,1,0,0,0,0,0.01,0.01,0.03,0.01,0.02,0.0,0.0,0.0,1,1,0.02,0.01,0.08,0.11
331,25492.3,25492.7,25480.65,25483.85,0,25486.89,25489.65,25502.54,25492.65,25487.48,25489.2,25474.45,25477.18,25462.55,25466.1,25442.22,25459.06,6.13,8.83,-2.7,49.01,51.27,37.94,38.2,-66.81,-52.12,21.46,24.62,24.64,-44.15,-0.17,0.0,16.56,25540.47,25487.48,25434.48,0.42,46.58,25548.05,25447.45,0.25,0.14,2.37,0.27,1,0,0,0,1,-0.03,0.03,0.05,0.03,0.0,0.01,0.0,0.0,-1,1,-0.01,-0.02,0.08,0.11
332,25482.0,25490.55,25477.65,25489.0,0,25487.2,25489.44,25497.84,25491.99,25489.04,25489.18,25475.34,25477.64,25462.94,25466.55,25442.92,25459.36,5.4,8.15,-2.75,51.48,52.93,34.08,36.91,-73.04,-61.44,20.12,23.23,24.57,-47.0,-0.18,0.0,16.3,25540.24,25489.04,25437.84,0.4,49.96,25548.05,25447.45,0.23,0.16,1.92,0.19,1,0,0,0,0,0.02,0.02,0.05,0.03,0.01,0.02,0.0,0.01,-1,1,-0.0,-0.0,0.07,0.1
333,25489.1,25497.0,25486.5,25491.6,0,25488.88,25490.16,25494.7,25491.92,25490.75,25489.41,25476.18,25478.19,25463.23,25467.05,25443.68,25459.68,4.98,7.51,-2.54,52.72,53.76,28.63,33.55,-74.28,-43.65,18.93,25.03,23.41,-31.4,-0.12,0.0,15.88,25539.85,25490.75,25441.66,0.39,50.86,25548.05,25447.45,0.22,0.17,1.46,0.12,1,0,0,0,0,0.01,0.01,0.04,0.01,0.02,0.01,0.0,0.0,-1,1,0.0,0.01,0.06,0.1
334,25491.1,25519.15,25489.75,25517.4,0,25494.71,25499.24,25494.38,25496.55,25493.54,25492.07,25477.51,25479.72,25463.84,25468.04,25444.56,25460.26,6.64,7.34,-0.69,62.87,60.97,37.45,33.39,-40.33,21.25,19.07,31.3,20.49,-3.2,-0.01,0.0,16.85,25542.03,25493.54,25445.06,0.38,74.6,25548.05,25447.45,0.12,0.27,1.38,0.11,1,0,0,0,0,0.1,0.1,0.12,0.1,0.01,0.01,0.0,0.0,1,1,0.09,0.1,0.05,0.1
335,25516.0,25519.45,25504.45,25504.65,0,25497.3,25501.04,25492.54,25498.02,25496.04,25493.27,25478.42,25480.7,25464.36,25468.77,25445.32,25460.7,6.86,7.24,-0.38,56.42,56.41,42.76,36.28,-57.11,28.97,19.21,29.42,19.18,-18.45,-0.07,0.0,16.72,25541.3,25496.04,25450.79,0.35,59.51,25548.05,25450.75,0.17,0.21,0.92,0.06,1,0,0,0,0,-0.05,0.05,0.06,0.04,0.01,0.0,0.0,0.01,1,1,0.03,0.04,0.04,0.09
336,25504.5,25513.6,25503.6,25510.65,0,25502.66,25504.24,25494.78,25500.32,25498.93,25494.93,25479.64,25481.88,25464.89,25469.6,25446.11,25461.19,7.43,7.28,0.15,58.57,57.96,51.12,43.78,-49.21,38.52,19.28,28.13,18.71,22.35,0.09,0.0,16.24,25539.98,25498.93,25457.89,0.32,64.27,25548.05,25450.75,0.15,0.23,0.45,0.02,1,0,0,0,0,0.02,0.02,0.04,0.02,0.01,0.0,0.0,0.0,1,1,0.05,0.06,0.05,0.08
337,25510.8,25529.45,25508.4,25527.65,0,25510.39,25512.05,25498.8,25505.29,25502.54,25498.04,25481.13,25483.67,25465.58,25470.75,25446.98,25461.86,9.14,7.65,1.49,64.0,61.99,60.46,51.45,-12.3,106.85,20.12,32.41,17.01,40.2,0.16,0.0,16.58,25540.24,25502.54,25464.84,0.3,83.31,25548.05,25451.95,0.08,0.3,0.18,0.0,1,0,0,0,0,0.07,0.07,0.08,0.07,0.01,0.01,0.0,0.0,1,1,0.1,0.12,0.06,0.08
338,25527.6,25537.15,25522.45,25531.8,0,25518.43,25518.63,25503.66,25510.11,25505.63,25501.26,25482.6,25485.56,25466.36,25471.96,25447.87,25462.55,10.72,8.27,2.45,65.2,62.9,76.76,62.78,-8.22,138.63,21.24,33.68,15.92,48.6,0.19,0.0,16.45,25542.27,25505.63,25468.99,0.29,85.71,25548.05,25467.2,0.06,0.25,0.08,0.0,1,0,0,0,0,0.02,0.02,0.06,0.02,0.02,0.02,0.0,0.0,1,1,0.1,0.12,0.07,0.07
339,25531.2,25533.5,25527.05,25531.65,0,25521.28,25522.97,25508.0,25514.02,25508.1,25504.15,25483.91,25487.37,25467.3,25473.14,25448.78,25463.24,11.81,8.97,2.84,65.11,62.85,90.34,75.85,-8.45,134.52,22.28,32.7,15.46,43.4,0.17,0.0,15.73,25544.77,25508.1,25471.42,0.29,82.12,25548.05,25472.05,0.06,0.23,0.08,0.0,1,1,0,0,0,-0.0,0.0,0.03,0.0,0.01,0.02,0.0,0.0,1,1,0.09,0.11,0.07,0.07
340,25530.6,25537.55,25518.45,25518.7,0,25524.09,25521.55,25510.7,25514.87,25508.83,25505.54,25484.8,25488.6,25468.19,25474.04,25449.55,25463.79,11.51,9.48,2.02,58.12,58.06,84.85,83.98,-28.78,89.87,22.47,29.9,17.98,27.0,0.11,0.0,15.97,25545.73,25508.83,25471.92,0.29,63.38,25548.05,25472.05,0.12,0.18,0.17,0.0,1,0,0,0,0,-0.05,0.05,0.07,0.05,0.03,0.0,0.0,0.0,1,1,0.04,0.05,0.07,0.07
341,25519.5,25527.5,25516.15,25522.45,0,25526.45,25521.85,25514.56,25516.25,25508.55,25507.15,25485.78,25489.92,25469.16,25475.0,25450.36,25464.37,11.43,9.87,1.56,59.48,59.01,79.91,85.03,-23.05,68.17,22.44,28.35,18.1,38.6,0.15,0.0,15.64,25544.95,25508.55,25472.15,0.29,69.09,25548.05,25472.05,0.1,0.2,0.67,0.05,1,0,0,0,0,0.01,0.01,0.04,0.01,0.02,0.01,0.0,0.0,1,1,0.05,0.06,0.06,0.07
342,25521.2,25527.0,25521.0,25525.4,0,25526.0,25523.03,25518.2,25517.92,25508.02,25508.89,25486.92,25491.31,25470.18,25476.0,25451.18,25464.98,11.48,10.19,1.29,60.56,59.76,76.54,80.43,-18.55,70.87,22.41,27.54,17.58,36.4,0.14,0.0,14.95,25543.09,25508.02,25472.95,0.27,74.78,25548.05,25472.05,0.09,0.21,1.34,0.2,1,0,0,0,0,0.01,0.01,0.02,0.02,0.01,0.0,0.0,0.0,1,1,0.07,0.06,0.05,0.07
343,25526.05,25528.85,25521.6,25526.4,0,25524.92,25524.15,25521.68,25519.46,25508.19,25510.56,25488.02,25492.69,25471.2,25477.0,25452.02,25465.59,11.47,10.45,1.02,60.94,60.02,79.93,78.79,-18.61,66.17,22.5,27.47,16.95,34.8,0.14,0.0,14.4,25543.58,25508.19,25472.8,0.28,75.73,25537.55,25472.05,0.04,0.21,1.84,0.36,1,1,0,0,0,0.0,0.0,0.03,0.0,0.01,0.02,0.0,0.0,1,1,0.07,0.06,0.03,0.07
344,25526.35,25531.5,25516.5,25530.2,0,25524.63,25526.17,25522.96,25521.41,25508.67,25512.43,25489.16,25494.16,25472.09,25478.05,25452.89,25466.24,11.63,10.68,0.94,62.43,61.03,83.52,80.0,-12.27,59.84,22.08,25.43,18.21,12.8,0.05,0.0,14.45,25544.97,25508.67,25472.37,0.28,79.65,25537.55,25472.05,0.03,0.23,2.35,0.56,1,0,0,0,0,0.01,0.01,0.06,0.02,0.01,0.04,0.0,0.0,1,1,0.08,0.07,0.04,0.07
345,25529.4,25531.0,25524.35,25525.95,0,25526.08,25526.1,25525.08,25522.24,25508.81,25513.71,25490.21,25495.41,25472.79,25479.0,25453.73,25466.83,11.28,10.8,0.48,59.69,59.27,83.25,82.23,-19.37,58.77,21.68,24.56,17.59,21.3,0.08,0.0,13.89,25545.36,25508.81,25472.26,0.29,73.44,25537.55,25472.05,0.05,0.21,2.83,0.8,1,0,0,0,0,-0.02,0.02,0.03,0.01,0.01,0.01,0.0,0.0,1,1,0.07,0.05,0.03,0.07
346,25525.9,25527.6,25521.95,25523.4,0,25526.27,25525.2,25526.36,25522.45,25510.57,25514.64,25491.28,25496.51,25473.36,25479.88,25454.54,25467.39,10.68,10.78,-0.1,58.05,58.22,80.22,82.33,-27.72,35.46,21.06,23.82,18.35,12.75,0.05,0.0,13.3,25546.37,25510.57,25474.76,0.28,67.92,25537.55,25472.05,0.06,0.2,2.71,0.76,1,0,0,0,0,-0.01,0.01,0.02,0.01,0.01,0.01,0.0,0.0,1,1,0.05,0.03,0.02,0.07
347,25522.6,25526.8,25515.75,25519.5,0,25525.09,25523.3,25525.54,25521.91,25512.17,25515.1,25492.28,25497.41,25473.96,25480.66,25455.33,25467.91,9.78,10.58,-0.8,55.53,56.6,71.72,78.39,-37.76,-13.82,19.85,22.38,20.61,-8.15,-0.03,0.0,13.14,25546.53,25512.17,25477.81,0.27,60.67,25537.55,25472.05,0.07,0.19,2.48,0.69,1,0,0,0,0,-0.02,0.02,0.04,0.01,0.02,0.01,0.0,0.0,1,1,0.03,0.02,0.02,0.07
348,25519.2,25525.95,25518.05,25521.25,0,25524.06,25522.62,25524.49,25521.79,25514.07,25515.69,25493.21,25498.34,25474.6,25481.47,25456.08,25468.44,9.1,10.28,-1.19,56.45,57.16,62.17,71.37,-48.01,-15.09,18.73,21.4,19.7,-10.55,-0.04,0.0,12.77,25545.93,25514.07,25482.21,0.25,61.26,25537.55,25472.05,0.06,0.19,2.15,0.6,1,0,0,0,0,0.01,0.01,0.03,0.01,0.02,0.0,0.0,0.0,1,1,0.03,0.02,0.02,0.06
349,25522.15,25535.2,25521.5,25534.15,0,25524.85,25526.46,25524.74,25524.04,25516.37,25517.44,25494.37,25499.75,25475.31,25482.51,25456.95,25469.1,9.49,10.12,-0.64,62.55,61.06,68.07,67.32,-10.01,109.6,18.5,24.88,18.18,2.5,0.01,0.0,12.85,25547.04,25516.37,25485.69,0.24,78.98,25537.55,25477.65,0.01,0.22,2.03,0.58,1,0,0,0,0,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,1,1,0.07,0.07,0.02,0.06
350,25534.25,25548.7,25534.2,25539.3,0,25527.52,25530.74,25526.8,25526.81,25518.75,25519.53,25495.78,25501.3,25476.15,25483.63,25457.81,25469.79,10.1,10.12,-0.02,64.68,62.49,72.88,67.71,-23.33,247.66,19.24,30.32,16.72,20.6,0.08,0.0,12.97,25548.78,25518.75,25488.72,0.24,84.22,25548.7,25477.65,0.04,0.24,1.96,0.57,1,0,0,0,0,0.02,0.02,0.06,0.02,0.04,0.0,0.0,0.0,1,1,0.08,0.08,0.02,0.06
351,25539.75,25541.35,25533.15,25538.35,0,25530.51,25533.28,25528.39,25528.91,25521.47,25521.32,25497.08,25502.75,25476.96,25484.72,25458.68,25470.48,10.39,10.17,0.21,63.95,62.05,78.42,73.12,-31.41,147.06,19.81,28.91,16.54,15.9,0.06,0.0,12.63,25548.03,25521.47,25494.91,0.21,81.77,25548.7,25477.65,0.04,0.24,1.69,0.54,1,0,0,0,0,-0.0,0.0,0.03,0.01,0.01,0.02,0.0,0.0,1,1,0.07,0.07,0.03,0.05
352,25537.9,25546.55,25537.2,25544.8,0,25535.57,25537.12,25530.33,25531.8,25524.26,25523.55,25498.77,25504.4,25477.57,25485.91,25459.55,25471.22,11.01,10.34,0.67,66.67,63.87,77.81,76.37,-11.84,168.71,20.68,30.35,15.65,19.4,0.08,0.0,12.4,25548.19,25524.26,25500.34,0.19,92.92,25548.7,25486.5,0.02,0.23,1.51,0.53,1,0,0,1,0,0.03,0.03,0.04,0.03,0.01,0.0,0.0,0.0,1,1,0.08,0.08,0.03,0.05
353,25544.6,25547.3,25538.5,25542.85,0,25539.89,25539.03,25531.98,25533.81,25526.83,25525.39,25500.45,25505.91,25478.25,25487.03,25460.4,25471.93,11.21,10.51,0.7,65.08,62.91,79.67,78.63,-17.75,132.75,21.54,29.22,14.84,16.45,0.06,0.0,12.14,25546.87,25526.83,25506.78,0.16,89.97,25548.7,25489.75,0.02,0.21,1.26,0.53,1,0,0,0,0,-0.01,0.01,0.03,0.01,0.01,0.02,0.0,0.0,1,1,0.06,0.07,0.04,0.04
354,25541.8,25544.45,25535.45,25536.05,0,25540.27,25538.04,25532.56,25534.22,25527.76,25526.41,25501.78,25507.09,25478.96,25488.0,25461.22,25472.57,10.7,10.55,0.15,59.7,59.64,77.34,78.27,-38.39,75.95,21.93,27.64,15.86,5.85,0.02,0.0,11.92,25547.7,25527.76,25507.82,0.16,70.79,25548.7,25503.6,0.05,0.13,1.25,0.52,1,0,0,0,0,-0.03,0.03,0.04,0.02,0.01,0.0,0.0,0.0,1,1,0.03,0.04,0.04,0.04
355,25536.0,25539.65,25530.4,25531.4,0,25538.69,25535.82,25533.11,25533.7,25529.09,25526.88,25502.96,25508.04,25479.57,25488.86,25462.01,25473.15,9.81,10.4,-0.59,56.28,57.49,63.78,73.6,-52.5,24.73,21.67,26.09,18.05,5.45,0.02,0.0,11.72,25546.01,25529.09,25512.18,0.13,56.81,25548.7,25503.6,0.07,0.11,0.93,0.41,1,0,0,0,0,-0.02,0.02,0.04,0.02,0.01,0.0,0.0,0.0,1,1,0.01,0.02,0.04,0.03
356,25531.95,25534.1,25527.2,25528.55,0,25536.73,25533.4,25533.62,25532.77,25529.99,25527.04,25504.0,25508.85,25480.14,25489.65,25462.79,25473.7,8.77,10.08,-1.3,54.22,56.18,49.32,63.48,-61.15,-16.33,21.04,24.96,19.27,5.15,0.02,0.0,11.38,25544.66,25529.99,25515.32,0.11,45.09,25548.7,25508.4,0.08,0.08,0.64,0.25,1,0,0,0,0,-0.01,0.01,0.03,0.01,0.01,0.01,0.0,0.0,1,1,-0.01,0.01,0.03,0.03
357,25528.9,25529.45,25503.25,25517.0,0,25531.17,25527.93,25533.37,25529.9,25529.46,25526.09,25504.84,25509.17,25480.52,25490.19,25463.45,25474.13,6.94,9.45,-2.51,46.78,51.24,38.87,50.66,-69.75,-131.94,20.78,21.2,30.13,-2.5,-0.01,0.0,12.44,25545.16,25529.46,25513.75,0.12,10.33,25548.7,25503.25,0.12,0.05,0.41,0.09,1,0,0,0,0,-0.05,0.05,0.1,0.05,0.0,0.05,0.0,0.0,1,1,-0.05,-0.04,0.04,0.03
358,25516.9,25524.85,25515.45,25519.6,0,25526.52,25525.16,25533.2,25528.03,25528.85,25525.47,25505.81,25509.58,25481.03,25490.77,25464.18,25474.59,5.63,8.69,-3.06,48.49,52.24,35.02,41.07,-64.03,-92.02,20.53,20.04,28.47,-1.65,-0.01,0.0,12.22,25545.08,25528.85,25512.62,0.13,21.51,25548.7,25503.25,0.11,0.06,0.31,0.05,1,0,0,0,0,0.01,0.01,0.04,0.01,0.02,0.01,0.0,0.0,-1,1,-0.04,-0.02,0.04,0.03
359,25519.2,25521.9,25515.65,25521.8,0,25523.67,25524.04,25531.97,25526.9,25528.36,25525.12,25506.83,25510.06,25481.66,25491.39,25464.87,25475.06,4.72,7.89,-3.18,49.96,53.08,35.68,36.52,-59.19,-83.69,20.31,19.28,27.39,-12.35,-0.05,0.0,11.8,25544.81,25528.36,25511.9,0.13,30.08,25548.7,25503.25,0.11,0.07,0.25,0.03,1,0,0,0,0,0.01,0.01,0.02,0.01,0.0,0.01,0.0,0.0,-1,1,-0.03,-0.01,0.04,0.03
360,25521.4,25533.15,25517.5,25531.8,0,25523.75,25526.62,25531.22,25527.79,25529.01,25525.75,25508.25,25510.91,25482.42,25492.19,25465.61,25475.62,4.74,7.26,-2.52,56.09,56.75,46.53,39.08,-37.18,-23.05,18.96,24.15,24.86,-7.5,-0.03,0.0,12.07,25544.91,25529.01,25513.11,0.12,58.77,25548.7,25503.25,0.07,0.11,0.15,0.01,1,0,0,0,0,0.04,0.04,0.06,0.04,0.01,0.02,0.0,0.0,-1,1,0.01,0.02,0.04,0.03
361,25531.1,25539.9,25530.5,25537.95,0,25525.63,25530.4,25531.18,25529.63,25529.78,25526.92,25509.82,25511.97,25483.32,25493.09,25466.38,25476.24,5.2,6.85,-1.65,59.39,58.83,59.99,47.4,-23.65,41.9,18.09,26.84,23.45,-0.4,-0.0,0.0,11.88,25545.84,25529.78,25513.73,0.13,75.43,25548.7,25503.25,0.04,0.14,0.17,0.02,1,0,0,0,0,0.02,0.02,0.04,0.03,0.01,0.0,0.0,0.0,-1,1,0.03,0.04,0.04,0.03
362,25539.0,25542.1,25534.8,25537.25,0,25529.68,25532.68,25530.42,25531.02,25530.38,25527.9,25511.41,25512.96,25484.21,25493.97,25467.14,25476.85,5.45,6.57,-1.12,58.85,58.5,71.32,59.28,-25.19,51.09,17.46,26.99,22.39,-7.55,-0.03,0.0,11.55,25546.62,25530.38,25514.14,0.13,71.16,25548.7,25503.25,0.04,0.13,0.21,0.02,1,0,0,0,0,-0.0,0.0,0.03,0.01,0.01,0.01,0.0,0.0,-1,1,0.03,0.04,0.03,0.03
363,25536.5,25539.1,25530.7,25534.7,0,25532.7,25533.36,25529.61,25531.69,25530.79,25528.55,25512.95,25513.81,25484.96,25494.78,25467.87,25477.42,5.37,6.33,-0.96,56.81,57.24,73.45,68.26,-30.8,18.8,16.47,25.56,23.79,-8.15,-0.03,0.0,11.33,25547.03,25530.79,25514.56,0.13,62.03,25548.7,25503.25,0.05,0.12,0.21,0.02,1,0,0,0,0,-0.01,0.01,0.03,0.01,0.01,0.02,0.0,0.0,1,1,0.02,0.02,0.03,0.03
364,25534.7,25541.1,25534.15,25540.35,0,25536.41,25535.69,25530.04,25533.26,25531.3,25529.67,25514.53,25514.85,25485.88,25495.68,25468.59,25478.05,5.7,6.2,-0.5,60.1,59.27,76.08,73.62,-15.78,55.47,15.73,25.71,22.72,4.3,0.02,0.0,11.01,25548.06,25531.3,25514.54,0.13,77.0,25548.7,25503.25,0.03,0.15,0.34,0.05,1,0,0,0,0,0.02,0.02,0.03,0.02,0.0,0.0,0.0,0.0,1,1,0.04,0.04,0.03,0.03
365,25539.55,25544.25,25534.65,25537.3,0,25537.51,25536.22,25530.63,25534.0,25531.87,25530.4,25516.18,25515.73,25486.76,25496.5,25469.11,25478.64,5.65,6.09,-0.44,57.55,57.72,76.91,75.48,-22.7,56.15,15.34,26.15,21.29,5.9,0.02,0.0,10.91,25548.63,25531.87,25515.11,0.13,66.2,25548.7,25503.25,0.04,0.13,0.34,0.05,1,0,0,0,0,-0.01,0.01,0.04,0.01,0.02,0.01,0.0,0.0,1,1,0.02,0.03,0.03,0.03
366,25536.85,25544.2,25536.5,25543.55,0,25538.63,25538.67,25532.13,25535.73,25532.88,25531.65,25518.0,25516.82,25487.71,25497.43,25469.55,25479.29,6.05,6.08,-0.04,61.18,59.97,84.34,79.11,-8.51,83.05,14.98,24.81,20.2,15.0,0.06,0.0,10.68,25549.9,25532.88,25515.85,0.13,81.35,25548.7,25503.25,0.02,0.16,0.37,0.06,1,0,0,1,0,0.02,0.02,0.03,0.03,0.0,0.0,0.0,0.0,1,1,0.04,0.05,0.04,0.03
367,25542.75,25545.95,25532.4,25533.3,0,25537.84,25536.88,25533.76,25535.29,25533.56,25531.81,25519.55,25517.47,25488.54,25498.14,25469.97,25479.82,5.47,5.96,-0.49,53.16,54.93,79.72,80.32,-29.63,49.21,14.16,22.6,21.09,16.3,0.06,0.0,10.89,25549.45,25533.56,25517.68,0.12,49.17,25548.7,25503.25,0.06,0.12,0.17,0.01,1,0,0,0,0,-0.04,0.04,0.05,0.04,0.01,0.0,0.0,0.0,1,1,-0.0,0.01,0.03,0.03
368,25532.85,25536.9,25523.0,25536.25,0,25538.15,25536.67,25535.42,25535.47,25534.32,25532.23,25520.88,25518.21,25489.44,25498.9,25470.42,25480.38,5.19,5.81,-0.61,54.99,56.05,79.72,81.26,-22.72,3.1,13.87,20.58,25.25,16.65,0.07,0.0,11.1,25549.18,25534.32,25519.45,0.12,56.51,25548.7,25503.25,0.05,0.13,0.01,0.0,1,0,0,0,0,0.01,0.01,0.05,0.01,0.0,0.04,0.0,0.0,1,1,0.01,0.02,0.02,0.03
369,25535.0,25537.4,25532.25,25534.2,0,25536.92,25535.85,25536.66,25535.24,25534.32,25532.42,25521.91,25518.83,25490.43,25499.6,25470.83,25480.92,4.75,5.6,-0.84,53.42,55.05,73.38,77.61,-27.52,28.94,13.55,20.21,24.38,12.4,0.05,0.0,10.68,25549.19,25534.32,25519.45,0.12,49.6,25548.7,25503.25,0.06,0.12,0.01,0.0,1,0,0,0,0,-0.01,0.01,0.02,0.0,0.01,0.01,0.0,0.0,1,1,-0.0,0.01,0.01,0.03
370,25534.2,25534.35,25528.7,25531.65,0,25535.79,25534.45,25536.65,25534.58,25533.94,25532.35,25522.46,25519.34,25491.32,25500.23,25471.18,25481.42,4.15,5.31,-1.16,51.47,53.81,72.09,75.06,-33.49,-3.77,13.6,19.42,25.89,-0.15,-0.0,0.0,10.32,25548.66,25533.94,25519.21,0.12,42.24,25547.3,25503.25,0.06,0.11,0.05,0.0,1,0,0,0,0,-0.01,0.01,0.02,0.01,0.0,0.01,0.0,0.0,1,1,-0.01,-0.0,0.01,0.03
