,open,high,low,close,volume,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,sma_100,ema_100,sma_200,ema_200,macd,macd_signal,macd_histogram,rsi_14,rsi_21,stoch_k,stoch_d,williams_r,cci,adx,di_plus,di_minus,momentum_10,roc_10,trix,atr,bb_upper,bb_middle,bb_lower,bb_width,bb_position,resistance_level,support_level,resistance_distance,support_distance,trend_slope,trend_strength,trend_direction,doji,hammer,bullish_engulfing,bearish_engulfing,price_change,price_change_abs,hl_range,body_size,upper_shadow,lower_shadow,gap_up,gap_down,sma_5_20_cross,sma_10_50_cross,price_vs_sma_20,price_vs_ema_20,volatility_10,volatility_20
0,25443.65,25446.45,25427.35,25432.15,0,25460.87,25454.17,25472.5,25466.45,25483.14,25477.36,25501.95,25495.01,25517.1,25510.39,25530.33,25530.33,-12.4,-7.86,-4.54,25.3,30.56,4.87,19.42,-93.51,-224.99,21.23,13.23,40.74,-57.2,-0.22,-0.0,14.46,25517.94,25483.14,25448.33,0.27,-23.24,25503.95,25427.35,0.28,0.02,-2.37,0.62,-1,0,0,0,0,-0.05,0.05,0.08,0.05,0.01,0.02,0.0,0.0,-1,-1,-0.2,-0.18,0.08,0.07
1,25431.85,25432.3,25404.2,25405.35,0,25444.92,25437.9,25464.02,25455.34,25478.51,25470.5,25498.24,25491.49,25515.94,25508.31,25529.3,25529.09,-16.59,-9.61,-6.98,20.04,25.95,3.18,8.53,-98.76,-222.94,24.0,11.51,46.15,-84.8,-0.33,-0.0,15.43,25526.38,25478.51,25430.63,0.38,-26.4,25503.95,25404.2,0.39,0.0,-3.25,0.61,-1,0,0,0,0,-0.11,0.11,0.11,0.1,0.0,0.0,0.0,0.0,-1,-1,-0.29,-0.26,0.11,0.1
2,25405.15,25415.85,25389.55,25408.95,0,25430.76,25428.25,25455.54,25446.91,25474.24,25464.64,25494.7,25488.26,25514.76,25506.34,25528.17,25527.89,-19.4,-11.57,-7.83,22.37,27.49,8.59,5.55,-81.95,-177.61,26.9,10.18,47.26,-84.8,-0.33,-0.0,16.21,25530.25,25474.24,25418.23,0.44,-8.28,25503.95,25389.55,0.37,0.08,-3.99,0.67,-1,0,0,0,0,0.01,0.01,0.1,0.01,0.03,0.06,0.0,0.0,-1,-1,-0.26,-0.22,0.12,0.11
3,25408.55,25417.4,25405.95,25415.6,0,25421.26,25424.03,25448.64,25441.21,25470.52,25459.97,25491.63,25485.41,25513.71,25504.54,25527.08,25526.78,-20.85,-13.42,-7.42,26.64,30.31,14.61,8.79,-75.45,-119.28,29.44,10.35,44.83,-69.05,-0.27,-0.0,15.87,25531.51,25470.52,25409.53,0.48,4.98,25503.95,25389.55,0.35,0.1,-4.58,0.75,-1,0,0,0,0,0.03,0.03,0.05,0.03,0.01,0.01,0.0,0.0,-1,-1,-0.22,-0.17,0.12,0.12
4,25415.85,25417.65,25384.6,25396.8,0,25411.77,25414.95,25440.58,25433.14,25465.87,25453.95,25488.63,25481.93,25512.37,25502.41,25526.02,25525.48,-23.24,-15.39,-7.86,22.82,27.18,17.86,13.69,-89.01,-121.56,32.23,8.92,47.56,-80.6,-0.32,-0.0,17.1,25534.04,25465.87,25397.71,0.54,-0.67,25503.95,25384.6,0.42,0.05,-5.33,0.81,-1,0,0,0,1,-0.07,0.07,0.13,0.08,0.01,0.05,0.0,0.0,-1,-1,-0.27,-0.22,0.13,0.14
5,25397.35,25400.7,25383.95,25398.75,0,25405.09,25409.55,25432.98,25426.89,25460.9,25448.7,25485.49,25478.67,25511.14,25500.36,25525.03,25524.22,-24.7,-17.25,-7.45,24.04,27.99,16.26,16.25,-86.75,-110.14,34.82,8.3,44.49,-75.95,-0.3,-0.0,17.07,25533.28,25460.9,25388.52,0.57,7.07,25503.95,25383.95,0.41,0.06,-5.78,0.85,-1,1,0,0,0,0.01,0.01,0.07,0.01,0.01,0.05,0.0,0.0,-1,-1,-0.24,-0.2,0.13,0.15
6,25398.45,25407.15,25393.55,25394.9,0,25403.0,25404.67,25423.96,25421.07,25455.67,25443.57,25482.67,25475.38,25509.84,25498.27,25524.05,25522.93,-25.87,-18.97,-6.89,23.26,27.36,11.35,15.16,-90.2,-86.96,36.6,10.56,41.93,-90.2,-0.35,-0.0,16.82,25531.18,25455.67,25380.15,0.59,9.76,25501.35,25383.95,0.42,0.04,-6.11,0.87,-1,0,0,0,0,-0.02,0.02,0.05,0.01,0.03,0.01,0.0,0.0,-1,-1,-0.24,-0.19,0.12,0.15
7,25395.4,25408.4,25387.75,25408.05,0,25402.82,25405.8,25416.79,25418.7,25451.47,25440.19,25479.96,25472.74,25508.77,25496.48,25523.24,25521.79,-25.44,-20.27,-5.17,31.44,32.8,15.26,14.29,-77.26,-71.49,38.4,9.64,40.73,-71.7,-0.28,-0.01,17.1,25527.76,25451.47,25375.17,0.6,21.55,25497.05,25383.95,0.35,0.09,-6.21,0.88,-1,0,0,0,0,0.05,0.05,0.08,0.05,0.0,0.03,0.0,0.0,-1,-1,-0.17,-0.13,0.09,0.15
8,25407.7,25408.6,25397.25,25403.4,0,25400.38,25405.0,25410.82,25415.92,25446.89,25436.69,25477.22,25470.02,25507.65,25494.64,25522.44,25520.61,-25.18,-21.25,-3.93,30.21,31.91,16.96,14.52,-81.65,-59.49,40.04,9.26,38.75,-59.7,-0.23,-0.01,16.69,25523.18,25446.89,25370.6,0.6,21.5,25497.05,25383.95,0.37,0.08,-6.21,0.88,-1,0,0,0,0,-0.02,0.02,0.04,0.02,0.0,0.02,0.0,0.0,-1,-1,-0.17,-0.13,0.06,0.15
9,25403.85,25414.85,25402.85,25413.4,0,25403.7,25407.8,25407.73,25415.46,25442.98,25434.47,25474.8,25467.8,25506.6,25493.03,25521.71,25519.55,-23.9,-21.78,-2.12,35.99,35.83,22.96,18.39,-72.22,-37.16,40.92,11.51,36.72,-30.85,-0.12,-0.01,16.35,25517.7,25442.98,25368.26,0.59,30.21,25495.65,25383.95,0.32,0.12,-5.99,0.85,-1,0,0,0,0,0.04,0.04,0.05,0.04,0.01,0.0,0.0,0.0,-1,-1,-0.12,-0.08,0.04,0.15
10,25414.5,25425.1,25411.65,25415.3,0,25407.01,25410.3,25406.05,25415.43,25439.28,25432.64,25472.57,25465.75,25505.57,25491.49,25520.94,25518.51,-22.47,-21.92,-0.55,37.06,36.56,25.5,21.81,-69.64,-10.93,40.74,15.36,34.54,-16.85,-0.07,-0.01,16.14,25511.74,25439.28,25366.81,0.57,33.46,25495.65,25383.95,0.32,0.12,-5.65,0.81,-1,1,0,0,0,0.01,0.01,0.05,0.0,0.04,0.01,0.0,0.0,-1,-1,-0.09,-0.07,0.03,0.15
11,25417.15,25423.85,25413.2,25420.6,0,25412.15,25413.73,25407.58,25416.37,25435.8,25431.5,25470.58,25463.97,25504.53,25490.09,25520.21,25517.54,-20.67,-21.67,1.0,40.06,38.6,31.88,26.78,-62.51,11.69,40.58,14.61,32.87,15.25,0.06,-0.01,15.75,25504.76,25435.8,25366.84,0.54,38.98,25495.65,25383.95,0.3,0.14,-5.11,0.73,-1,0,0,0,0,0.02,0.02,0.04,0.01,0.01,0.02,0.01,0.0,-1,-1,-0.06,-0.04,0.03,0.14
12,25420.35,25421.95,25398.65,25407.25,0,25411.99,25411.57,25407.41,25414.71,25431.47,25429.19,25468.2,25461.75,25503.25,25488.45,25519.31,25516.44,-20.09,-21.35,1.26,35.47,35.57,32.36,29.91,-70.77,-17.9,41.0,13.12,35.89,-1.7,-0.01,-0.01,16.29,25496.06,25431.47,25366.88,0.51,31.25,25495.65,25383.95,0.35,0.09,-4.61,0.68,-1,0,0,0,0,-0.05,0.05,0.09,0.05,0.01,0.03,0.0,0.0,-1,-1,-0.1,-0.09,0.03,0.13
13,25407.4,25409.15,25400.45,25404.75,0,25412.26,25409.3,25406.32,25412.9,25427.48,25426.86,25466.14,25459.51,25501.88,25486.79,25518.34,25515.33,-19.6,-21.0,1.4,34.67,35.03,33.34,32.53,-66.72,-34.75,41.39,12.6,34.47,-10.85,-0.04,-0.01,15.75,25488.18,25427.48,25366.77,0.48,31.28,25489.95,25383.95,0.34,0.08,-4.15,0.62,-1,0,0,0,0,-0.01,0.01,0.03,0.01,0.01,0.02,0.0,0.0,-1,-1,-0.09,-0.09,0.03,0.12
14,25404.95,25411.8,25400.5,25401.4,0,25409.86,25406.67,25406.78,25410.81,25423.68,25424.44,25463.8,25457.24,25500.48,25485.1,25517.51,25514.19,-19.27,-20.66,1.39,33.58,34.3,32.87,32.86,-63.91,-23.84,41.47,13.17,32.67,4.6,0.02,-0.01,15.43,25480.82,25423.68,25366.54,0.45,30.51,25489.95,25383.95,0.35,0.07,-3.73,0.57,-1,0,0,0,0,-0.01,0.01,0.04,0.01,0.03,0.0,0.0,0.0,-1,-1,-0.09,-0.09,0.03,0.12
15,25401.5,25403.95,25389.8,25391.35,0,25405.07,25401.56,25406.04,25407.27,25419.51,25421.28,25461.15,25454.65,25498.98,25483.24,25516.69,25512.97,-19.59,-20.44,0.85,30.47,32.18,29.12,31.77,-82.02,-114.52,41.97,12.3,35.5,-7.4,-0.03,-0.01,15.34,25473.21,25419.51,25365.81,0.42,23.78,25489.95,25383.95,0.39,0.03,-3.39,0.53,-1,0,0,0,0,-0.04,0.04,0.06,0.04,0.01,0.01,0.0,0.0,-1,-1,-0.11,-0.12,0.04,0.11
16,25390.6,25403.75,25378.75,25398.3,0,25400.61,25400.47,25406.38,25405.64,25415.17,25419.1,25458.84,25452.44,25497.54,25481.56,25515.88,25511.83,-19.06,-20.17,1.11,34.95,35.09,32.08,31.36,-57.82,-110.58,42.82,10.93,36.47,3.4,0.01,-0.01,16.03,25460.31,25415.17,25370.03,0.36,31.32,25487.2,25378.75,0.35,0.08,-2.66,0.46,-1,0,0,0,0,0.03,0.03,0.1,0.03,0.02,0.05,0.0,0.0,-1,-1,-0.07,-0.08,0.03,0.09
17,25399.1,25416.55,25397.05,25411.75,0,25401.51,25404.23,25406.75,25406.75,25411.77,25418.4,25457.18,25450.85,25496.27,25480.18,25515.15,25510.83,-17.36,-19.6,2.25,42.65,40.3,43.79,35.0,-28.8,44.2,42.35,15.61,33.35,3.7,0.01,-0.01,16.28,25445.83,25411.77,25377.71,0.27,49.97,25481.7,25378.75,0.28,0.13,-1.69,0.33,-1,0,0,0,0,0.05,0.05,0.08,0.05,0.02,0.01,0.0,0.0,-1,-1,-0.0,-0.03,0.03,0.07
18,25413.05,25413.05,25400.8,25406.95,0,25401.95,25405.14,25407.11,25406.79,25408.96,25417.31,25455.49,25449.13,25494.93,25478.73,25514.46,25509.8,-16.21,-18.93,2.72,40.8,39.13,58.07,44.65,-39.16,23.33,41.91,14.76,31.52,3.55,0.01,-0.01,15.99,25433.58,25408.96,25384.34,0.19,45.91,25463.65,25378.75,0.22,0.11,-0.94,0.2,-1,0,0,0,0,-0.02,0.02,0.05,0.02,0.0,0.02,0.01,0.0,-1,-1,-0.01,-0.04,0.03,0.05
19,25408.6,25431.0,25406.35,25430.2,0,25407.71,25413.49,25408.78,25411.04,25408.26,25418.53,25454.25,25448.38,25493.9,25477.77,25513.91,25509.01,-13.27,-17.79,4.53,51.75,47.0,76.84,59.57,-1.53,157.59,39.98,20.91,28.18,16.8,0.07,-0.01,16.61,25429.36,25408.26,25387.16,0.17,101.98,25446.45,25378.75,0.06,0.2,-0.08,0.0,-1,0,0,0,0,0.09,0.09,0.1,0.08,0.0,0.01,0.01,0.0,-1,-1,0.09,0.05,0.04,0.04
20,25432.2,25458.35,25431.1,25456.35,0,25420.71,25427.78,25412.89,25419.28,25409.47,25422.14,25453.54,25448.7,25493.12,25477.34,25513.41,25508.48,-8.73,-15.98,7.25,60.59,54.03,85.6,73.5,-2.51,269.49,37.74,29.71,24.93,41.05,0.16,-0.01,17.43,25437.54,25409.47,25381.4,0.22,133.51,25458.35,25378.75,0.01,0.3,0.98,0.16,1,0,0,0,0,0.1,0.1,0.11,0.09,0.01,0.0,0.01,0.0,1,-1,0.18,0.13,0.07,0.06
21,25457.3,25472.1,25450.35,25472.1,0,25435.47,25442.55,25418.04,25428.89,25412.81,25426.89,25453.14,25449.61,25492.52,25477.24,25512.97,25508.12,-3.81,-13.55,9.73,64.77,57.58,98.65,87.03,0.0,237.79,36.32,32.64,22.75,51.5,0.2,-0.01,17.74,25451.85,25412.81,25373.76,0.31,125.93,25472.1,25378.75,0.0,0.37,1.81,0.29,1,0,0,0,0,0.06,0.06,0.09,0.06,0.0,0.03,0.0,0.0,1,-1,0.23,0.18,0.1,0.08
22,25471.85,25472.8,25459.2,25459.55,0,25445.03,25448.22,25423.27,25434.46,25415.34,25430.0,25452.61,25450.0,25491.82,25476.89,25512.51,25507.64,-0.92,-11.02,10.1,59.36,54.08,94.47,92.91,-14.09,169.45,35.04,31.11,21.48,52.3,0.21,-0.01,17.45,25459.3,25415.34,25371.37,0.35,100.28,25472.8,25378.75,0.05,0.32,2.42,0.4,1,0,0,0,0,-0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,1,-1,0.17,0.12,0.12,0.09
23,25459.35,25459.9,25440.05,25443.65,0,25452.37,25446.7,25427.16,25436.13,25416.74,25431.3,25452.0,25449.75,25490.94,25476.23,25511.95,25507.0,0.09,-8.8,8.89,53.29,50.04,84.97,92.7,-30.99,87.69,32.67,28.61,27.52,38.9,0.15,-0.01,17.62,25462.4,25416.74,25371.08,0.36,79.47,25472.8,25378.75,0.11,0.26,2.83,0.51,1,0,0,0,0,-0.06,0.06,0.08,0.06,0.0,0.01,0.0,0.0,1,-1,0.11,0.05,0.11,0.09
24,25443.55,25452.55,25443.15,25445.7,0,25455.47,25446.36,25431.59,25437.87,25419.18,25432.67,25451.37,25449.59,25490.1,25475.63,25511.44,25506.39,1.04,-6.83,7.87,53.95,50.54,75.37,84.94,-28.81,70.85,30.48,27.48,26.43,44.3,0.17,-0.01,17.03,25465.55,25419.18,25372.82,0.36,78.6,25472.8,25378.75,0.11,0.26,2.93,0.53,1,0,0,0,0,0.01,0.01,0.04,0.01,0.03,0.0,0.0,0.0,1,-1,0.1,0.05,0.11,0.09
25,25445.55,25451.95,25441.3,25442.85,0,25452.77,25445.19,25436.74,25438.78,25421.39,25433.64,25450.68,25449.33,25489.25,25474.98,25510.94,25505.76,1.55,-5.16,6.7,52.84,49.81,69.45,76.6,-31.84,55.97,28.33,26.22,26.02,51.5,0.2,-0.01,16.57,25467.85,25421.39,25374.93,0.37,73.09,25472.8,25378.75,0.12,0.25,2.94,0.53,1,0,0,0,0,-0.01,0.01,0.04,0.01,0.03,0.01,0.0,0.0,1,-1,0.08,0.04,0.1,0.09
26,25505.1,25522.25,25484.0,25521.05,0,25462.56,25470.48,25449.02,25453.74,25427.7,25441.97,25451.38,25452.14,25489.19,25475.89,25510.76,25505.91,8.16,-2.49,10.66,70.65,64.54,79.5,74.77,-0.84,181.6,29.07,43.0,19.01,122.75,0.48,-0.01,21.06,25489.71,25427.7,25365.69,0.49,125.27,25522.25,25378.75,0.0,0.56,3.95,0.54,1,0,0,0,0,0.31,0.31,0.15,0.06,0.0,0.08,0.24,0.0,1,-1,0.37,0.31,0.13,0.13
27,25522.75,25537.05,25459.35,25465.05,0,25463.66,25468.67,25454.34,25455.79,25430.55,25444.17,25450.8,25452.65,25488.56,25475.67,25510.31,25505.51,8.79,-0.24,9.02,54.71,52.87,73.95,74.3,-45.48,111.14,28.5,33.49,21.82,53.3,0.21,-0.01,25.11,25493.91,25430.55,25367.18,0.5,77.23,25537.05,25378.75,0.28,0.34,4.17,0.58,1,0,0,0,1,-0.22,0.22,0.31,0.23,0.06,0.02,0.01,0.0,1,1,0.14,0.08,0.12,0.13
28,25465.4,25478.95,25429.75,25435.45,0,25462.02,25457.6,25457.2,25452.09,25432.15,25443.34,25449.98,25451.97,25487.57,25474.88,25509.69,25504.81,6.82,1.17,5.64,48.49,48.05,63.17,72.2,-64.18,15.28,26.75,29.11,26.84,28.5,0.11,-0.01,26.83,25494.29,25432.15,25370.01,0.49,52.66,25537.05,25378.75,0.4,0.22,3.81,0.5,1,0,0,0,0,-0.12,0.12,0.19,0.12,0.05,0.02,0.0,0.0,1,1,0.01,-0.03,0.1,0.13
29,25434.85,25469.4,25434.85,25462.55,0,25465.39,25459.25,25460.43,25453.99,25434.61,25445.17,25449.71,25452.39,25486.91,25474.63,25509.22,25504.39,7.35,2.41,4.94,53.68,52.24,47.76,61.62,-47.06,27.82,25.13,26.48,24.42,32.35,0.13,-0.01,27.38,25497.48,25434.61,25371.74,0.49,72.22,25537.05,25378.75,0.29,0.33,3.95,0.52,1,0,0,0,0,0.11,0.11,0.14,0.11,0.03,0.0,0.0,0.0,1,1,0.11,0.07,0.1,0.13
30,25462.7,25496.15,25457.6,25464.9,0,25469.8,25461.13,25461.28,25455.98,25437.09,25447.05,25449.3,25452.88,25486.28,25474.44,25508.73,25504.0,7.88,3.5,4.38,54.12,52.59,45.74,52.22,-51.54,68.9,24.51,30.68,22.04,8.55,0.03,-0.01,28.18,25500.62,25437.09,25373.55,0.5,71.89,25537.05,25378.75,0.28,0.34,4.08,0.55,1,1,0,0,0,0.01,0.01,0.15,0.01,0.12,0.02,0.0,0.0,1,1,0.11,0.07,0.1,0.13
31,25464.4,25497.2,25453.85,25497.2,0,25465.03,25473.15,25463.8,25463.47,25440.92,25451.82,25449.28,25454.62,25485.99,25474.89,25508.37,25503.93,10.78,4.96,5.82,59.69,57.1,57.38,50.29,-29.25,86.84,23.77,27.43,20.62,25.1,0.1,-0.0,29.26,25509.08,25440.92,25372.75,0.54,91.28,25537.05,25378.75,0.16,0.46,4.68,0.63,1,0,0,0,0,0.13,0.13,0.17,0.13,0.0,0.04,0.0,0.0,1,1,0.22,0.18,0.1,0.14
32,25497.1,25518.25,25495.2,25518.15,0,25475.65,25488.15,25469.66,25473.41,25446.46,25458.14,25449.76,25457.11,25485.86,25475.75,25508.09,25504.07,14.6,6.89,7.71,62.84,59.71,68.25,57.13,-14.46,153.91,23.72,31.08,19.44,58.6,0.23,-0.0,28.82,25520.55,25446.46,25372.37,0.58,98.38,25537.05,25378.75,0.07,0.55,5.25,0.67,1,0,0,0,0,0.08,0.08,0.09,0.08,0.0,0.01,0.0,0.0,1,1,0.28,0.24,0.12,0.15
33,25517.25,25538.25,25502.35,25531.7,0,25494.9,25502.67,25478.46,25484.01,25452.81,25465.14,25450.6,25460.03,25485.81,25476.86,25507.91,25504.34,18.51,9.21,9.3,64.75,61.31,83.42,69.68,-6.04,157.31,24.19,33.23,17.74,88.05,0.35,-0.0,29.32,25533.02,25452.81,25372.6,0.63,99.18,25538.25,25378.75,0.03,0.6,5.81,0.7,1,0,0,0,0,0.05,0.05,0.14,0.06,0.03,0.06,0.0,0.0,1,1,0.31,0.26,0.14,0.16
34,25532.3,25547.25,25528.6,25545.35,0,25511.46,25516.9,25488.42,25495.16,25460.01,25472.78,25451.71,25463.38,25485.87,25478.21,25507.77,25504.75,22.45,11.86,10.59,66.62,62.87,92.63,81.43,-1.62,157.94,24.86,33.94,16.91,99.65,0.39,-0.0,28.56,25546.09,25460.01,25373.92,0.68,99.57,25547.25,25378.75,0.01,0.65,6.32,0.72,1,0,0,0,0,0.05,0.05,0.07,0.05,0.01,0.01,0.0,0.0,1,1,0.34,0.28,0.15,0.17
35,25545.95,25559.8,25533.4,25540.65,0,25526.61,25524.81,25498.2,25503.43,25467.47,25479.25,25452.56,25466.41,25485.76,25479.45,25507.63,25505.11,24.9,14.47,10.43,65.34,61.96,92.54,89.53,-14.73,133.88,25.77,34.84,15.79,97.8,0.38,-0.0,28.41,25554.34,25467.47,25380.61,0.68,92.12,25559.8,25378.75,0.07,0.63,6.38,0.72,1,0,0,0,0,-0.02,0.02,0.1,0.02,0.05,0.03,0.0,0.0,1,1,0.29,0.24,0.15,0.17
36,25539.8,25551.6,25529.6,25545.1,0,25536.19,25531.58,25500.61,25511.01,25474.81,25485.52,25453.47,25469.5,25485.79,25480.75,25507.42,25505.51,26.9,16.95,9.94,66.01,62.5,90.78,91.98,-11.3,105.2,26.42,32.88,15.88,24.05,0.09,-0.0,27.95,25561.87,25474.81,25387.76,0.68,90.37,25559.8,25397.05,0.06,0.58,6.4,0.72,1,0,0,0,0,0.02,0.02,0.09,0.02,0.03,0.04,0.0,0.0,1,1,0.28,0.23,0.16,0.18
37,25545.8,25557.8,25533.95,25543.05,0,25541.17,25535.4,25508.41,25516.84,25481.38,25491.0,25454.49,25472.38,25485.83,25481.98,25507.15,25505.88,27.99,19.16,8.83,65.38,62.08,87.03,90.12,-12.88,94.28,27.18,32.46,14.9,78.0,0.31,-0.0,27.66,25568.22,25481.38,25394.53,0.68,85.51,25559.8,25400.8,0.07,0.56,6.38,0.72,1,0,0,0,0,-0.01,0.01,0.09,0.01,0.05,0.04,0.0,0.0,1,1,0.24,0.2,0.16,0.17
38,25542.5,25553.1,25534.1,25542.75,0,25543.38,25537.85,25519.14,25521.55,25488.17,25495.93,25455.44,25475.14,25485.91,25483.19,25506.9,25506.25,28.5,21.03,7.47,65.28,62.01,87.57,88.46,-13.11,80.51,27.89,30.83,14.15,107.3,0.42,-0.0,27.04,25571.85,25488.17,25404.49,0.66,82.61,25559.8,25406.35,0.07,0.53,6.08,0.7,1,1,0,0,0,-0.0,0.0,0.07,0.0,0.04,0.03,0.0,0.0,1,1,0.21,0.18,0.13,0.17
39,25542.35,25553.1,25532.15,25552.75,0,25544.86,25542.82,25528.16,25527.22,25494.3,25501.34,25456.67,25478.18,25486.11,25484.56,25506.81,25506.71,29.38,22.7,6.68,67.05,63.34,89.53,88.04,-5.42,78.28,28.42,29.09,13.88,90.2,0.35,-0.0,26.6,25578.05,25494.3,25410.54,0.66,84.9,25559.8,25429.75,0.03,0.48,6.09,0.7,1,0,0,0,0,0.04,0.04,0.08,0.04,0.0,0.04,0.0,0.0,1,1,0.23,0.2,0.11,0.17
40,25553.8,25567.5,25550.35,25553.05,0,25547.34,25546.23,25536.98,25531.92,25499.13,25506.26,25457.94,25481.12,25486.36,25485.92,25506.77,25507.17,29.75,24.11,5.64,67.1,63.38,90.33,89.14,-10.49,87.26,29.33,31.69,13.22,88.15,0.35,-0.0,25.93,25584.71,25499.13,25413.55,0.67,81.5,25567.5,25429.75,0.06,0.48,6.33,0.73,1,1,0,0,0,0.0,0.0,0.07,0.0,0.05,0.01,0.0,0.0,1,1,0.21,0.18,0.07,0.17
41,25551.95,25564.5,25551.95,25557.1,0,25549.74,25549.85,25542.97,25536.5,25503.38,25511.1,25459.28,25484.1,25486.67,25487.33,25506.83,25507.67,30.03,25.29,4.74,67.87,63.95,92.18,90.68,-7.55,79.39,30.17,30.55,12.75,59.9,0.23,0.0,24.97,25591.57,25503.38,25415.19,0.69,80.46,25567.5,25429.75,0.04,0.5,6.73,0.77,1,0,0,1,0,0.02,0.02,0.05,0.02,0.03,0.0,0.0,0.0,1,1,0.21,0.18,0.04,0.18
42,25555.65,25562.25,25547.95,25551.55,0,25551.44,25550.42,25546.3,25539.23,25507.98,25514.96,25460.44,25486.74,25486.89,25488.6,25506.87,25508.1,29.46,26.13,3.34,65.61,62.56,89.98,90.83,-12.02,67.03,30.68,29.26,13.39,33.4,0.13,0.0,24.21,25596.14,25507.98,25419.82,0.69,74.71,25567.5,25429.75,0.06,0.48,6.73,0.77,1,0,0,0,0,-0.02,0.02,0.06,0.02,0.03,0.01,0.0,0.01,1,1,0.17,0.14,0.03,0.18
43,25550.9,25554.5,25544.7,25547.85,0,25552.46,25549.56,25547.92,25540.8,25513.19,25518.09,25461.7,25489.14,25487.01,25489.77,25506.85,25508.5,28.39,26.58,1.81,64.09,61.63,87.71,89.96,-17.29,50.25,30.91,28.38,13.99,16.15,0.06,0.0,23.18,25597.77,25513.19,25428.61,0.66,70.49,25567.5,25429.75,0.08,0.46,6.28,0.73,1,0,0,0,0,-0.01,0.01,0.04,0.01,0.01,0.01,0.0,0.0,1,1,0.14,0.12,0.02,0.17
44,25548.0,25548.9,25537.55,25547.85,0,25551.48,25548.99,25548.17,25542.08,25518.3,25520.92,25463.11,25491.44,25487.14,25490.92,25506.88,25508.89,27.22,26.71,0.51,64.09,61.63,84.47,87.39,-17.29,28.89,30.62,27.35,15.77,2.5,0.01,0.0,22.34,25598.17,25518.3,25438.43,0.63,68.5,25567.5,25429.75,0.08,0.46,5.71,0.68,1,1,0,0,0,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.0,1,1,0.12,0.11,0.02,0.16
45,25546.25,25552.6,25531.2,25535.9,0,25548.05,25544.63,25547.7,25540.96,25522.95,25522.35,25464.33,25493.19,25487.1,25491.81,25506.93,25509.16,25.04,26.37,-1.33,58.94,58.51,73.9,82.03,-43.71,-23.41,29.91,25.47,16.72,-4.75,-0.02,0.0,22.27,25595.17,25522.95,25450.73,0.57,58.97,25567.5,25429.75,0.12,0.42,4.77,0.58,1,0,0,0,0,-0.05,0.05,0.08,0.04,0.02,0.02,0.0,0.01,1,1,0.05,0.05,0.02,0.15
46,25536.1,25539.05,25526.45,25531.15,0,25542.86,25540.14,25546.3,25539.17,25523.46,25523.19,25465.25,25494.68,25486.98,25492.59,25507.02,25509.38,22.67,25.63,-2.96,56.99,57.31,61.07,73.15,-55.79,-128.89,28.94,24.41,17.59,-13.95,-0.05,0.0,21.58,25595.76,25523.46,25451.15,0.57,55.32,25567.5,25429.75,0.14,0.4,4.86,0.6,1,0,0,0,0,-0.02,0.02,0.05,0.02,0.01,0.02,0.0,0.0,1,1,0.03,0.03,0.03,0.15
47,25533.2,25549.65,25533.1,25544.85,0,25541.52,25541.71,25546.48,25540.21,25527.44,25525.25,25466.56,25496.64,25487.06,25493.63,25507.21,25509.73,21.65,24.84,-3.19,61.01,59.82,48.44,61.14,-55.18,-40.21,28.52,26.44,16.51,1.8,0.01,0.0,21.36,25595.07,25527.44,25459.82,0.53,62.87,25567.5,25429.75,0.09,0.45,4.24,0.52,1,0,0,0,0,0.05,0.05,0.06,0.05,0.02,0.0,0.01,0.0,1,1,0.07,0.08,0.03,0.14
48,25544.25,25567.1,25543.55,25561.8,0,25544.31,25548.4,25548.38,25544.13,25533.76,25528.73,25468.53,25499.2,25487.18,25494.98,25507.49,25510.25,21.96,24.26,-2.31,65.33,62.67,58.38,55.96,-13.89,121.01,28.84,30.17,15.22,19.05,0.07,0.0,21.52,25588.14,25533.76,25479.38,0.43,75.78,25567.5,25434.85,0.02,0.5,3.28,0.48,1,0,0,0,0,0.07,0.07,0.09,0.07,0.02,0.0,0.0,0.0,1,1,0.11,0.13,0.04,0.11
49,25560.6,25563.7,25549.6,25554.2,0,25545.58,25550.34,25548.53,25545.96,25538.34,25531.16,25470.73,25501.36,25487.35,25496.15,25507.75,25510.69,21.34,23.68,-2.34,62.01,60.64,66.18,57.67,-32.4,84.53,29.13,28.72,14.49,1.45,0.01,0.0,20.99,25582.42,25538.34,25494.27,0.35,67.99,25567.5,25453.85,0.05,0.39,2.45,0.41,1,0,0,0,0,-0.03,0.03,0.06,0.03,0.01,0.02,0.0,0.0,1,1,0.06,0.09,0.04,0.09
50,25554.85,25565.65,25549.3,25554.7,0,25549.34,25551.79,25548.7,25547.55,25542.84,25533.4,25473.18,25503.45,25487.56,25497.31,25507.99,25511.13,20.65,23.07,-2.42,62.15,60.73,74.18,66.25,-31.18,78.35,29.48,27.77,13.67,1.65,0.01,0.0,20.65,25571.76,25542.84,25513.91,0.23,70.51,25567.5,25453.85,0.05,0.39,1.52,0.37,1,1,0,0,0,0.0,0.0,0.06,0.0,0.04,0.02,0.0,0.0,1,1,0.05,0.08,0.04,0.06
