Unnamed: 0,datetime,open,high,low,close,volume,ATR,signal
14,1736927100,48796.25,48819.6,48522.4,48735.7,0,360.6141649681834,4
15,1736934300,48737.3,48784.05,48699.6,48783.35,0,331.2151102316677,4
16,1736999100,49082.9,49428.1,49038.45,49238.3,0,363.462939172979,2
17,1737006300,49234.3,49459.0,49195.35,49445.3,0,353.5097038498161,2
18,1737013500,49445.2,49450.35,49134.35,49304.9,0,349.87218446069016,2
19,1737020700,49305.95,49390.75,49289.0,49386.4,0,326.40982025266766,2
20,1737085500,48959.5,49047.2,48309.5,48400.05,0,395.7715449329523,4
21,1737092700,48403.9,48610.1,48389.75,48461.55,0,379.89211531164005,4
22,1737099900,48462.95,48607.5,48375.1,48521.9,0,366.79103938830417,4
23,1737107100,48527.05,48585.35,48521.05,48553.85,0,340.38153764202167,4
24,1737344700,48834.15,49064.8,48683.6,49054.7,0,355.04055325167786,4
25,1737351900,49052.45,49562.05,49051.05,49541.85,0,368.25228985088035,2
26,1737359100,49545.3,49650.6,49359.7,49386.95,0,361.78547867063173,2
27,1737366300,49389.35,49389.35,49295.9,49334.55,0,339.621886832097,2
28,1737431100,49532.0,49543.15,48695.1,48745.1,0,381.15249424938787,4
29,1737438300,48745.8,49280.7,48624.45,48857.25,0,403.3955293200314,2
30,1737445500,48852.7,48916.4,48430.95,48580.95,0,409.96809492729795,2
31,1737452700,48581.1,48639.3,48578.4,48626.1,0,382.248102643301,2
32,1737517500,48689.55,48741.75,48442.9,48471.85,0,375.6777908695164,2
33,1737524700,48471.75,48478.4,48109.4,48258.1,0,375.1555383624462,4
34,1737531900,48259.95,48781.75,48074.05,48768.65,0,400.98785613790045,2
35,1737539100,48762.5,48775.8,48677.7,48766.4,0,377.60547884493513,2
36,1737603900,48770.15,48892.7,48493.0,48717.8,0,379.301350212941,2
37,1737611100,48715.55,48764.3,48559.6,48719.05,0,365.97078121025345,2
38,1737618300,48714.75,48802.4,48551.0,48591.3,0,357.26628860053904,2
39,1737625500,48593.3,48604.0,48563.05,48595.85,0,333.34298158375447,2
40,1737690300,48546.05,48816.7,48347.85,48796.3,0,343.5486203825014,2
41,1737697500,48790.35,48858.65,48505.45,48590.55,0,344.2726952105586,2
42,1737704700,48583.2,48590.55,48203.0,48352.95,0,347.5078572957675,2
43,1737711900,48352.0,48399.95,48340.15,48349.4,0,326.0717640759396,2
44,1737949500,47881.65,48248.75,47844.15,48076.25,0,339.38073618307084,1
45,1737956700,48076.0,48319.2,48073.05,48234.0,0,332.4754336511899,1
46,1737963900,48228.75,48254.1,47981.35,48111.2,0,328.0634017076884,1
47,1737971100,48109.15,48111.1,47997.15,48026.3,0,312.29235668138864,1
48,1738035900,48642.5,48909.8,48449.05,48897.75,0,354.2906545865306,4
49,1738043100,48899.65,49184.15,48832.75,49176.9,0,354.0785626435325,2
50,1738050300,49172.1,49247.15,48755.3,48861.25,0,364.1674700011106,4
51,1738057500,48863.95,48939.4,48832.0,48886.6,0,345.39836348898524,4
52,1738122300,48997.2,49165.75,48849.8,49036.85,0,343.24934336950446,4
53,1738129500,49034.75,49149.5,48859.7,48994.5,0,339.35485667742324,4
54,1738136700,48994.85,49187.6,48986.45,49157.65,0,329.2992430354575,4
55,1738143900,49154.85,49199.65,49132.35,49163.1,0,310.2618269701369,4
56,1738208700,49206.2,49360.65,49031.8,49241.3,0,311.610818694925,4
57,1738215900,49236.7,49339.95,49176.45,49319.1,0,300.87431673319537,4
58,1738223100,49322.05,49383.95,49213.9,49308.8,0,291.4009593249119,4
59,1738230300,49305.25,49426.2,49279.95,49400.5,0,280.90050439170693,2
60,1738295100,49259.65,49369.7,49031.8,49284.9,0,287.2462678072711,4
61,1738302300,49285.25,49609.55,49218.8,49568.05,0,294.72073346389993,2
62,1738309500,49565.95,49674.8,49302.1,49598.6,0,300.3475417140022,2
63,1738316700,49594.25,49647.8,49567.35,49614.4,0,284.4917919906051,2
64,1738381500,49592.55,49849.0,49488.75,49845.75,0,289.950657028271,2
65,1738388700,49844.5,50009.5,48925.45,49065.1,0,347.13470777076105,4
66,1738395900,49066.3,49669.0,48941.85,49514.95,0,374.48413226319707,2
67,1738403100,49515.15,49527.95,49429.15,49520.95,0,354.6540677112322,2
68,1738554300,49074.8,49280.3,48906.05,49271.95,0,373.3642677141764,1
69,1738561500,49270.15,49373.45,49054.65,49344.55,0,369.44323384943124,4
70,1738568700,49347.7,49358.45,49185.8,49222.55,0,355.30761796863175,1
71,1738575900,49225.95,49235.0,49183.25,49224.05,0,333.51188398711145,1
