Unnamed: 0,datetime,open,high,low,close,volume,ATR,signal
14,1736483220,23422.25,23422.55,23365.95,23369.65,0,36.10662798210624,4
15,1736483400,23369.6,23382.35,23362.45,23380.45,0,34.38135148508045,2
16,1736483580,23378.5,23379.2,23348.3,23349.5,0,34.15185153675912,4
17,1736483760,23347.55,23399.4,23344.35,23387.8,0,36.235791667132254,4
18,1736483940,23384.95,23399.6,23373.95,23388.1,0,35.209230044768546,4
19,1736484120,23386.75,23400.95,23369.6,23396.55,0,34.844302333569885,4
20,1736484300,23396.6,23402.3,23380.95,23390.9,0,33.597133338595405,4
21,1736484480,23391.1,23420.9,23390.4,23405.25,0,33.31677603757607,4
22,1736484660,23406.15,23429.8,23406.15,23428.35,0,32.53806187900225,2
23,1736484840,23428.85,23444.6,23427.25,23429.65,0,31.21204194952827,2
24,1736485020,23427.5,23431.7,23401.45,23406.15,0,31.12936202288579,4
25,1736485200,23404.9,23413.6,23392.5,23393.65,0,30.279748279908997,4
26,1736485380,23392.35,23413.1,23390.15,23412.7,0,29.666966186239623,4
27,1736485560,23411.65,23423.4,23391.2,23402.7,0,29.87618610691332,4
28,1736485740,23400.9,23430.4,23390.05,23428.8,0,30.7317325286982,4
29,1736485920,23428.9,23442.0,23419.75,23438.2,0,30.045941235967685,4
30,1736486100,23436.45,23461.25,23428.75,23460.5,0,30.242511417909355,4
31,1736486280,23458.9,23467.05,23441.2,23444.4,0,29.893695859050514,4
32,1736486460,23443.25,23475.05,23443.25,23464.25,0,30.043879282230534,1
33,1736486640,23462.95,23469.4,23458.8,23464.75,0,28.523224487743242,4
34,1736486820,23464.65,23469.6,23455.8,23460.45,0,27.379512721280896,4
35,1736487000,23461.15,23493.55,23461.1,23488.95,0,27.821123664539343,4
36,1736487180,23488.4,23524.65,23486.4,23524.1,0,28.62159508700915,4
37,1736487360,23522.45,23535.9,23519.75,23528.7,0,27.669406236933373,4
38,1736487540,23530.1,23541.05,23521.85,23526.65,0,27.02594476081094,4
39,1736487720,23524.6,23557.65,23521.95,23557.65,0,27.68197195272625,4
40,1736487900,23557.4,23590.55,23557.4,23581.45,0,28.093793567902317,2
41,1736488080,23580.45,23587.95,23565.5,23566.8,0,27.670379608528304,2
42,1736488260,23566.15,23567.9,23534.05,23540.05,0,28.132332442438525,1
43,1736488440,23538.6,23550.65,23536.8,23539.65,0,27.0682064484171,1
44,1736488620,23538.5,23554.95,23520.45,23554.95,0,27.62022401111871,4
45,1736488800,23554.8,23596.6,23554.8,23586.15,0,28.670474680010184,2
46,1736488980,23584.9,23595.15,23566.0,23594.9,0,28.705898131966602,2
47,1736489160,23593.2,23593.7,23566.25,23576.35,0,28.701778894811014,2
48,1736489340,23575.25,23578.6,23538.3,23538.8,0,29.554543298164244,2
49,1736489520,23538.0,23538.75,23506.9,23509.35,0,29.72663320175493,4
50,1736489700,23508.85,23534.05,23500.7,23533.6,0,29.991969853904536,2
51,1736489880,23532.75,23533.45,23516.1,23527.1,0,29.078835831385323,2
52,1736490060,23524.85,23528.3,23512.4,23522.1,0,28.117098743225025,4
53,1736490240,23521.05,23527.15,23508.8,23524.05,0,27.405437314332165,4
54,1736490420,23522.15,23542.2,23520.05,23538.9,0,27.023058225615863,2
55,1736490600,23537.6,23549.2,23528.65,23547.65,0,26.552712200076265,2
56,1736490780,23545.65,23553.0,23530.3,23533.4,0,26.273110925247224,2
57,1736490960,23533.25,23534.2,23511.75,23514.15,0,25.995974938082327,2
58,1736491140,23513.55,23514.7,23477.75,23492.2,0,26.789186758805812,4
59,1736491320,23491.75,23523.7,23491.75,23523.4,0,27.162528327541512,4
60,1736491500,23520.1,23555.35,23520.1,23547.2,0,27.747055396950472,2
61,1736491680,23546.8,23566.0,23546.8,23553.65,0,27.129834445817536,2
62,1736491860,23553.0,23556.25,23516.8,23525.2,0,28.018829845008767,2
63,1736492040,23523.05,23528.75,23507.2,23514.55,0,27.552393766523117,4
64,1736492220,23513.3,23524.55,23503.05,23510.45,0,27.116279956621984,4
65,1736492400,23510.3,23522.0,23509.7,23520.55,0,26.049341780242443,2
66,1736492580,23520.8,23525.75,23494.15,23513.55,0,26.44881861964543,4
67,1736492760,23513.1,23513.9,23497.15,23499.0,0,25.75117890521403,4
68,1736492940,23498.35,23522.35,23498.35,23518.65,0,25.625279117773218,2
69,1736493120,23516.95,23533.8,23513.15,23528.75,0,25.267751403673852,2
70,1736493300,23528.2,23534.25,23520.1,23522.55,0,24.469165699143126,2
71,1736493480,23522.2,23542.9,23515.95,23531.7,0,24.6472920292796,2
72,1736493660,23531.3,23537.9,23517.5,23529.45,0,24.342445832738058,2
73,1736493840,23527.9,23541.25,23525.1,23530.5,0,23.754642374558717,2
74,1736494020,23529.1,23539.25,23517.6,23519.8,0,23.60368388691788,2
75,1736494200,23519.5,23533.45,23513.95,23533.45,0,23.309428931547647,2
76,1736494380,23530.95,23534.1,23513.65,23528.1,0,23.10445004651639,2
77,1736494560,23527.75,23531.85,23517.95,23520.15,0,22.44479604130395,2
78,1736494740,23520.05,23533.8,23511.6,23528.95,0,22.427256457848237,2
79,1736494920,23527.9,23530.7,23511.35,23517.75,0,22.20682046086817,2
80,1736495100,23516.55,23525.25,23508.35,23524.85,0,21.826750068882177,2
81,1736495280,23525.1,23529.05,23519.1,23527.15,0,20.97630852460188,2
82,1736495460,23527.05,23528.05,23514.15,23516.85,0,20.469695041575793,2
83,1736495640,23515.85,23536.3,23515.85,23518.4,0,20.468285248014144,2
84,1736495820,23519.3,23519.3,23487.45,23489.7,0,21.282877101898837,4
85,1736496000,23488.65,23510.1,23486.3,23505.95,0,21.46300263211428,4
86,1736496180,23510.45,23510.45,23494.2,23504.95,0,21.090008771194892,4
87,1736496360,23506.65,23509.6,23499.85,23502.75,0,20.278722542351133,4
88,1736496540,23504.0,23505.1,23484.5,23489.45,0,20.30170474953515,4
89,1736496720,23489.5,23513.6,23486.95,23504.15,0,20.755774830679016,4
90,1736496900,23506.2,23518.3,23497.1,23515.3,0,20.787545509191236,2
91,1736497080,23514.35,23526.25,23511.6,23513.95,0,20.34863230386517,2
92,1736497260,23513.4,23528.5,23512.3,23514.05,0,20.05197689011688,2
93,1736497440,23513.7,23516.0,23504.95,23509.6,0,19.408324694476033,4
94,1736497620,23510.5,23520.4,23508.3,23515.6,0,18.88580862403441,2
95,1736497800,23521.5,23529.4,23508.8,23510.85,0,19.008358206491014,2
96,1736497980,23511.15,23511.85,23496.3,23501.0,0,18.761131541780887,2
97,1736498160,23501.55,23508.5,23484.8,23493.9,0,19.114174492831328,2
98,1736498340,23493.35,23498.8,23458.6,23462.05,0,20.621361869870817,2
99,1736498520,23462.0,23462.35,23441.25,23441.25,0,20.655572585855584,2
100,1736498700,23440.95,23444.8,23426.7,23441.45,0,20.472921239709066,2
101,1736498880,23440.65,23454.65,23425.05,23431.85,0,21.125221701236537,2
102,1736499060,23432.35,23448.1,23428.5,23430.25,0,21.016220461901582,2
103,1736499240,23429.7,23430.55,23400.55,23412.05,0,21.658229827508634,4
104,1736499420,23412.1,23439.3,23409.7,23433.65,0,22.225754264923854,2
105,1736499600,23433.35,23441.9,23408.7,23412.65,0,23.009956328287625,4
106,1736499780,23413.65,23423.05,23408.3,23422.35,0,22.419730655261578,4
107,1736499960,23426.25,23430.3,23410.1,23415.1,0,22.26112137462315,4
108,1736500140,23415.05,23418.15,23403.15,23406.3,0,21.742296437505086,4
109,1736500320,23406.8,23428.15,23404.5,23427.75,0,21.8786032822429,2
110,1736500500,23427.85,23437.95,23420.65,23423.4,0,21.551465911649636,4
111,1736500680,23424.4,23429.2,23414.05,23418.55,0,21.094095950374413,4
112,1736500860,23419.75,23429.15,23413.35,23427.3,0,20.715852248439333,2
113,1736501040,23427.1,23446.1,23417.25,23421.75,0,21.296996897874923,2
114,1736501220,23421.5,23422.45,23406.9,23408.45,0,20.886409145911667,4
