Unnamed: 0,datetime,open,high,low,close,volume,ATR,signal
14,1736483220,55707.05,55718.76,55562.2,55571.14,0,105.58947894001736,4
15,1736483400,55571.81,55623.2,55542.29,55614.4,0,102.96222513860555,2
16,1736483580,55610.54,55612.85,55481.14,55499.37,0,106.07842525832619,4
17,1736483760,55502.24,55627.67,55473.15,55592.23,0,110.90896523463987,4
18,1736483940,55589.47,55604.08,55564.19,55577.98,0,104.0218710557309,4
19,1736484120,55580.11,55633.91,55574.6,55633.91,0,99.79392906250786,4
20,1736484300,55633.42,55671.68,55620.19,55650.78,0,95.32958839686744,4
21,1736484480,55653.66,55683.29,55639.97,55647.47,0,90.62159999728328,4
22,1736484660,55647.18,55705.7,55635.13,55690.67,0,88.84050455774933,2
23,1736484840,55689.57,55743.01,55652.38,55656.51,0,88.99673954276831,2
24,1736485020,55656.02,55664.18,55603.15,55631.45,0,86.59321859967494,4
25,1736485200,55630.9,55638.5,55596.62,55598.1,0,82.80544377129405,4
26,1736485380,55596.67,55662.49,55594.71,55662.49,0,81.54928564131849,2
27,1736485560,55661.93,55688.54,55594.37,55607.54,0,82.5917134378301,4
28,1736485740,55608.09,55667.52,55565.05,55666.53,0,84.2154578649385,4
29,1736485920,55663.06,55700.89,55660.49,55678.35,0,80.6727548394534,4
30,1736486100,55677.09,55724.25,55649.4,55716.73,0,80.20635199899627,4
31,1736486280,55716.38,55721.1,55660.42,55664.76,0,78.65573670469527,4
32,1736486460,55660.84,55701.21,55641.32,55693.97,0,77.17732488348213,4
33,1736486640,55692.81,55724.78,55680.01,55720.04,0,74.64283301355876,4
34,1736486820,55721.4,55732.62,55702.23,55711.09,0,71.20523781428483,4
35,1736487000,55719.14,55808.73,55719.14,55788.72,0,73.24595212669674,4
36,1736487180,55789.27,55882.14,55788.72,55876.22,0,74.79441701195059,2
37,1736487360,55876.68,55897.72,55833.16,55881.81,0,74.01303358041508,2
38,1736487540,55872.9,55882.21,55812.33,55815.88,0,73.69902716554716,4
39,1736487720,55810.83,55892.08,55788.31,55891.59,0,75.9733239417103,4
40,1736487900,55899.85,56010.38,55899.85,55966.5,0,79.19803905625587,2
41,1736488080,55965.95,55997.02,55943.63,55943.63,0,77.26184421336907,2
42,1736488260,55943.08,55946.44,55851.33,55851.66,0,78.59606955787102,4
43,1736488440,55850.21,55872.34,55841.69,55846.94,0,75.02377776776389,4
44,1736488620,55846.39,55858.65,55787.49,55843.36,0,74.73678470594432,4
45,1736488800,55842.81,55949.36,55842.81,55914.51,0,77.09308784277627,2
46,1736488980,55923.16,55923.16,55859.69,55914.1,0,76.08672430454764,2
47,1736489160,55915.79,55920.48,55824.4,55826.74,0,77.5600659210082,2
48,1736489340,55827.29,55832.33,55761.69,55766.0,0,77.05126497362377,2
49,1736489520,55765.15,55772.02,55669.26,55675.1,0,78.9375559158816,2
50,1736489700,55672.37,55732.98,55661.39,55732.87,0,78.39949946265526,2
51,1736489880,55733.42,55734.14,55694.94,55714.39,0,75.53410697102284,2
52,1736490060,55715.49,55719.05,55691.68,55707.61,0,72.01928907778915,2
53,1736490240,55709.29,55709.58,55673.29,55704.79,0,69.41594108398822,2
54,1736490420,55707.41,55740.05,55696.6,55727.39,0,67.52669147534374,2
55,1736490600,55726.84,55742.77,55705.01,55734.7,0,65.36378106408134,2
56,1736490780,55734.21,55752.23,55698.19,55707.02,0,64.54198502612662,2
57,1736490960,55708.03,55708.22,55649.27,55649.86,0,64.13662396788692,2
58,1736491140,55651.49,55660.01,55551.76,55592.11,0,67.33099782798871,1
59,1736491320,55597.06,55643.16,55597.06,55643.16,0,66.15320413819508,4
60,1736491500,55643.43,55744.96,55640.12,55712.79,0,68.94931648649927,2
61,1736491680,55719.19,55760.46,55717.84,55725.85,0,67.41264223422472,2
62,1736491860,55731.99,55741.86,55666.82,55667.83,0,67.96301519244022,2
63,1736492040,55666.85,55674.02,55625.17,55634.23,0,66.58486797447362,2
64,1736492220,55631.73,55638.56,55606.72,55621.58,0,64.08127727443134,2
65,1736492400,55618.06,55622.21,55601.25,55612.9,0,60.976062127779485,2
66,1736492580,55613.45,55649.63,55569.16,55604.23,0,62.37902667367663,2
67,1736492760,55606.07,55619.85,55583.82,55583.82,0,60.48373115727879,4
68,1736492940,55585.57,55641.8,55585.57,55634.82,0,60.30372714993757,2
69,1736493120,55633.73,55653.85,55629.71,55636.34,0,57.70497150323694,2
70,1736493300,55641.38,55660.48,55636.34,55642.02,0,55.29400678184491,2
71,1736493480,55641.53,55663.17,55627.21,55659.21,0,53.90580617784107,2
72,1736493660,55655.47,55661.02,55632.72,55640.32,0,52.067968664223535,2
73,1736493840,55640.87,55651.25,55603.93,55611.99,0,51.72730453813244,2
74,1736494020,55611.64,55615.01,55574.07,55592.04,0,50.953569675391286,4
75,1736494200,55591.75,55599.95,55570.23,55599.95,0,49.43101499784823,4
76,1736494380,55600.44,55610.41,55577.29,55607.58,0,48.26175576881279,2
77,1736494560,55606.93,55622.2,55597.86,55612.64,0,46.5473587190312,2
78,1736494740,55611.15,55644.0,55604.55,55643.45,0,46.038834500645535,2
79,1736494920,55643.38,55643.38,55583.26,55596.75,0,47.05253820653116,4
80,1736495100,55597.73,55601.1,55561.33,55581.14,0,46.53096843208313,4
81,1736495280,55580.14,55594.61,55578.15,55592.34,0,44.37771937968524,4
82,1736495460,55591.24,55610.58,55580.27,55609.64,0,43.37057048441118,2
83,1736495640,55609.64,55652.13,55607.55,55637.38,0,43.457142829934774,2
84,1736495820,55632.58,55632.58,55511.31,55514.03,0,49.36976337466785,4
85,1736496000,55517.26,55561.58,55501.66,55558.49,0,50.124739211354296,2
86,1736496180,55556.75,55557.91,55507.3,55522.79,0,50.20095934061212,4
87,1736496360,55521.74,55542.46,55516.27,55535.49,0,48.48316872444917,2
88,1736496540,55536.04,55536.04,55504.95,55506.55,0,47.2389687418582,4
89,1736496720,55506.0,55556.6,55493.46,55548.83,0,48.37631070041457,2
90,1736496900,55548.32,55572.79,55534.69,55565.89,0,47.641356028546014,2
91,1736497080,55564.79,55582.61,55538.58,55539.53,0,47.383097764278986,2
92,1736497260,55553.89,55568.25,55546.64,55549.3,0,46.048559395108654,2
93,1736497440,55548.53,55549.49,55517.91,55526.85,0,45.014039962754985,2
94,1736497620,55524.6,55553.73,55513.13,55550.4,0,44.69845370837689,2
95,1736497800,55556.21,55561.18,55526.84,55538.14,0,43.95791551955273,2
96,1736497980,55534.77,55534.77,55492.07,55497.58,0,44.10890149917356,2
97,1736498160,55499.02,55499.74,55457.22,55478.4,0,43.99532275559228,2
98,1736498340,55485.16,55499.71,55408.66,55415.25,0,47.358729872345585,2
99,1736498520,55420.57,55425.11,55396.74,55396.74,0,46.001508197589224,2
100,1736498700,55394.23,55417.08,55368.9,55386.14,0,46.15720890532165,2
101,1736498880,55387.26,55404.21,55345.75,55350.4,0,47.03647340165175,2
102,1736499060,55353.73,55382.66,55348.03,55356.34,0,46.14983444584747,2
103,1736499240,55355.6,55355.6,55208.81,55237.07,0,53.39478246539065,4
104,1736499420,55237.82,55327.76,55232.37,55320.31,0,56.395790010033096,2
105,1736499600,55320.87,55325.95,55259.65,55271.62,0,57.10352902897009,2
