Unnamed: 0,datetime,open,high,low,close,volume,delta_close,log_return,SMA_5,EMA_5,WMA_5,ROLL_STD_5,SMA_10,EMA_10,WMA_10,ROLL_STD_10,SMA_20,EMA_20,WMA_20,ROLL_STD_20,SMA_50,EMA_50,WMA_50,ROLL_STD_50,SMA_100,EMA_100,WMA_100,ROLL_STD_100,RSI_14,MOM_10,ROC_10,TSI_13_25_13,TSIs_13_25_13,ATR,KCLe_20_1.5,KCBe_20_1.5,KCUe_20_1.5,DCL_20_20,DCM_20_20,DCU_20_20,ROLL_VOL_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,CCI_20,STOCHRSIk_14_14_3_3,STOCHRSId_14_14_3_3,SKEW_5,KURT_5,SKEW_10,KURT_10,SKEW_20,KURT_20,SKEW_50,KURT_50,SKEW_100,KURT_100,ACF_1,hour,day_of_week,month,signal
99,1738212300,49247.45,49360.65,49114.05,49241.3,0,-5.69999999999709,-0.0001157497896980837,49190.87,49184.52607328088,49209.62666666667,49.104806282620814,49095.745,49097.05743206302,49148.4,114.61003313161892,48864.775,48945.99049092021,49038.61690476191,403.5461646128039,48684.560999999994,48789.9177673543,48758.47090196078,341.0795541724576,48758.915499999996,48758.915499999996,48763.1754950495,377.0291201072401,64.26826143844661,380.0500000000029,0.7778147304868437,20.770572440051176,12.067337758114352,220.19135944231007,48627.164720296016,48945.99049092021,49264.8162615444,47981.35,48671.0,49360.65,0.0022131279156991563,171.68003439257154,36.70012815458864,134.9799062379829,82.91839022138873,78.97694311410243,79.81708483066463,0.5362463449907403,-3.158716414851361,-0.3244429929479929,-0.46392911968455003,-1.267593570949459,0.1679536985463656,-0.22689600582044367,-0.8649852797627612,-0.06065667953024274,-0.6847056619246309,0.8860245041818148,0,3,1,4
100,1738215900,49236.7,49269.5,49176.45,49238.75,0,-2.5500000000029104,-5.1787138624986114e-05,49209.56,49202.60071552059,49225.58666666667,45.040029418895664,49130.96,49122.81971714247,49174.40090909092,95.75836139869057,48915.0125,48973.87234892781,49074.233571428565,382.90061266293856,48694.433999999994,48807.51903137963,48780.20380392158,349.8983678155602,48761.1495,48768.41717326732,48772.677168316826,379.219402958969,64.13803938190856,352.15000000000146,0.7203405432163444,21.78646495597133,13.45578450066535,211.1043389516565,48672.11808026783,48973.87234892781,49275.6266175878,47981.35,48671.0,49360.65,0.0018967173615767711,173.09473742175032,30.491864947013937,142.6028724747364,79.06493573870151,85.08169628072801,81.43209273316417,-0.596648858068479,-3.253548883274448,-0.0947677836957779,-1.6825466420534043,-1.607949609972094,1.468469483217302,-0.21401438618277976,-0.9249860717313576,-0.059952332083498545,-0.713350943411731,0.8762902924616457,0,3,1,4
101,1738219500,49238.45,49339.95,49211.05,49319.1,0,80.34999999999854,0.001630514825585202,49241.85,49241.43381034706,49262.1,55.23938812167371,49159.65,49158.507041298384,49208.60818181818,105.37706634317581,48974.8625,49006.751172839446,49112.7180952381,344.0150493476353,48702.123999999996,48827.58103014906,48804.700509803915,359.3811466895722,48761.60400000001,48779.32178369767,48783.725693069304,379.8665308321673,66.44517617410092,286.90000000000146,0.5851256929120078,23.281066544563483,14.859396221222227,205.2293016427851,48715.32112024232,49006.751172839446,49298.18122543657,47981.35,48671.0,49360.65,0.0019169836894255882,178.6402199953518,28.82987801649233,149.81034197885947,96.47688832603275,89.28147155008782,84.44670364830608,-0.06741592793825232,1.944169156170042,-0.2153398949874522,-0.9954298093521464,-1.9924091986656989,3.7072087277029833,-0.15910206891072567,-0.9374075098642624,-0.055960010424365166,-0.7148630716820227,0.8424770138391628,0,3,1,2
102,1738223100,49322.05,49383.95,49263.55,49314.1,0,-5.0,-0.00010138574038520355,49272.05,49265.65587356471,49286.183333333334,40.81623451592084,49187.375,49186.79667015323,49236.69,105.94922329421745,49035.0075,49036.022489711875,49145.02642857143,285.19628295129866,48711.261,48846.66020543733,48828.699568627446,369.0822023213828,48764.16650000001,48789.91145134722,48794.666207920796,382.7385773457356,66.15994090089171,277.25,0.5653911293241716,24.487556324941774,16.234847664610736,199.16690494106118,48755.14768021924,49036.022489711875,49316.89729920451,47997.15,48690.55,49383.95,0.0017868537637624178,180.5503249177491,24.5919863511117,155.9583385666374,113.17544415193933,93.50035555619651,89.28784112900411,0.5930689204682287,-3.2509754997219455,-0.571541850383009,-0.3524933374358703,-2.488315154273786,8.094968166607382,-0.1289307802113122,-0.9820100759509012,-0.048980863563109746,-0.7416190033308805,0.8033791824867191,0,3,1,2
103,1738226700,49315.65,49336.2,49213.9,49308.8,0,-5.299999999995634,-0.00010748010867854564,49284.409999999996,49280.03724904315,49298.433333333334,40.69112925515152,49212.96,49208.97909376173,49258.76727272727,100.63971438299463,49099.1325,49062.0013002155,49171.101904761905,165.53464836474808,48722.58699999999,48864.78333463587,48852.132470588236,378.62600682181284,48767.45649999999,48800.186472112626,48805.45102970298,386.0109182691354,65.83731263214548,255.85000000000582,0.5215792322378284,25.45034305441732,17.551347006011678,193.67375223533074,48790.40504400788,49062.0013002155,49333.59755642313,48449.05,48916.5,49383.95,0.001235274445606468,179.5665002852329,18.886529374876403,160.6799709103565,106.1945552531186,97.01771810893199,93.26651507173877,-0.574433328353331,-3.2675213425842986,-1.0680979650137261,1.2615604375232305,-0.5877925290446491,-0.23896534142434483,-0.12938433208044872,-1.042804508523315,-0.046683854987809664,-0.7776676727809967,0.7936836805732501,0,3,1,2
104,1738230300,49305.25,49426.2,49279.95,49400.5,0,91.69999999999709,0.0018579814947478268,49316.25,49320.1914993621,49337.13,57.38588676723019,49253.56,49243.80107671414,49292.865454545456,83.07830910906577,49132.8875,49094.239271623555,49199.80357142857,153.7241316493533,48738.977999999996,48885.79183131682,48878.71729411765,389.939732412948,48773.456,48812.07386870446,48817.98654455445,391.1584448194065,68.68287040841368,406.0,0.828664441927155,27.04593171388777,18.907716249993978,190.28481781354344,48827.616468388085,49094.239271623555,49360.862074859026,48720.6,49073.399999999994,49426.2,0.0012754233771564666,184.06445534196973,18.70758754529058,165.35686779667915,142.12446921443663,97.01771810893199,95.84526392468683,0.2913167093144688,1.9657127046578868,0.22960185197138203,-0.6905600156721751,-0.19729557993304478,-0.7448269586441885,-0.13716237109421925,-1.0583166181961656,-0.048137376838119826,-0.8219668538579453,0.7869181183646902,0,3,1,2
105,1738295100,49259.65,49315.85,49031.8,49104.85,0,-295.65000000000146,-0.0060027376738227434,49289.47,49248.41099957474,49266.66333333333,109.85266041412048,49249.515,49218.537244584295,49265.82727272727,89.65914791884306,49143.2425,49095.24981718321,49197.13333333333,143.6997969774079,48748.553,48894.38234773577,48893.06521568628,392.9774775976047,48778.14050000001,48817.87141585882,48824.5488019802,392.303880726513,53.27529022227609,-40.450000000004366,-0.08230695509032271,24.09354908994791,19.64854951284454,203.0340816247989,48801.348233303506,49095.24981718321,49389.15140106292,48755.3,49090.75,49426.2,0.0020753191530560855,161.90627818879875,-2.760471686304328,164.66674987510308,10.589254161940968,64.60080839421728,86.21208153736042,-1.5324994355424288,3.287437535070964,-0.03725031300041908,-0.4962709377584379,-0.22639105881850835,-0.35962063170454583,-0.19250304844358282,-1.0900479900657867,-0.07762023241619834,-0.8401193372463777,0.7242132589281145,0,3,1,4
106,1738298700,49105.4,49369.7,49099.0,49284.9,0,180.0500000000029,0.0036599381741081846,49282.63,49260.57399971649,49265.14,108.60415277538759,49262.24,49230.60320011442,49272.26090909091,84.02547827877353,49151.65,49113.31173935624,49210.62452380953,146.95045262383053,48760.748,48909.69676547163,48914.09843137254,400.05045089491097,48783.19149999999,48827.11950663389,48834.58364356435,395.5635581523311,59.267980931804836,127.25,0.25886103180278147,23.299404692321623,20.17010025276984,207.8692357862261,48808.72935394127,49113.31173935624,49417.894124771214,48755.3,49090.75,49426.2,0.002282282604516967,157.0637601549679,-6.082391776108153,163.14615193107605,68.39746794485065,46.298143807856455,69.30555677033524,-1.27902889597534,2.7228230959253423,-0.4261124833981081,0.47195585025592784,-0.34989869391872364,-0.49751436316528924,-0.22640205166792826,-1.1367039718307772,-0.09313656222494512,-0.8806472956346771,0.6956828653312718,0,3,1,4
107,1738302300,49285.25,49412.65,49218.8,49388.85,0,103.94999999999709,0.0021069441154245466,49297.58,49303.33266647766,49300.54666666666,118.69526422760386,49284.815,49259.37534554816,49295.280909090914,84.75295815864935,49162.247500000005,49139.55347846517,49233.215000000004,156.2175292367111,48779.087999999996,48928.48708839431,48938.72988235294,407.48632349153905,48792.4665,48838.24288274015,48846.57688118812,398.80148767079044,62.27618252842512,225.75,0.45918585280423735,23.5749184589155,20.656502853647794,206.8675012298807,48836.28608213733,49139.55347846517,49442.820874793004,48755.3,49090.75,49426.2,0.002329377015764657,159.772171836099,-2.699184075981634,162.47135591208064,110.23274268047439,32.43767642191191,47.77887620799521,-1.322839735474735,1.8329517217899998,-0.7550072064442404,1.4041278228192147,-0.3132697555081704,-0.7065337359085186,-0.2695480454015948,-1.119422206059349,-0.12057363367342779,-0.8908596324130097,0.7257184915638234,0,3,1,4
108,1738305900,49391.9,49609.55,49348.95,49568.05,0,179.20000000000437,0.0036217827333946797,49349.43000000001,49391.57177765178,49390.70333333334,170.25002422926323,49316.92,49315.49800999394,49346.778181818176,121.6243561132935,49187.33,49180.3626709923,49271.86285714286,178.67652365461237,48804.016,48953.56798688865,48969.66956862745,416.9459256820447,48803.324,48852.694508824505,48861.93497029703,405.0035291952495,66.8248306588534,321.0500000000029,0.651917883322848,25.313542750792877,21.321794267525664,210.70682009776746,48868.74931240997,49180.3626709923,49491.976029574624,48755.3,49182.425,49609.55,0.002416053656146852,174.36853800409153,9.517745673608715,164.85079233048282,176.9264383266859,61.751257297659514,46.829025842475964,-0.35935936942737384,0.7623615915511301,0.4873368630280428,1.7915324966286275,0.013581377048123847,-0.1402372163249342,-0.2665706840060327,-0.994040170128173,-0.12019067077990281,-0.8732093002954213,0.7826107224204795,0,3,1,2
