Unnamed: 0,datetime,open,high,low,close,volume,ATR,signal
14,1736493300,55641.38,55663.17,55574.07,55592.04,0,161.06168771130686,2
15,1736494200,55591.75,55644.0,55570.23,55596.75,0,151.76905155279826,2
16,1736495100,55597.73,55652.13,55511.31,55514.03,0,150.642914867324,2
17,1736496000,55517.26,55561.58,55493.46,55548.83,0,142.41382154502097,2
18,1736496900,55548.32,55582.61,55513.13,55550.4,0,135.3410333658534,2
19,1736497800,55556.21,55561.18,55396.74,55396.74,0,138.0926234936425,2
20,1736498700,55394.23,55417.08,55208.81,55320.31,0,144.57854962482477,2
21,1736499600,55320.87,55325.95,55235.77,55311.5,0,139.65430875920583,2
22,1736500500,55311.6,55325.93,55216.98,55225.81,0,136.92698005164746,4
23,1736501400,55225.45,55278.76,55193.99,55207.31,0,132.3733249796158,4
24,1736502300,55202.45,55385.89,55194.39,55374.53,0,137.45479690056095,2
25,1736739900,54864.5,55039.67,54651.65,55031.0,0,187.0477118739376,2
26,1736740800,55024.9,55052.26,54776.39,54881.02,0,194.47343859794577,2
27,1736741700,54882.49,54891.01,54668.49,54737.85,0,196.78998854679773,4
28,1736742600,54743.51,55075.07,54712.43,55074.69,0,210.33733484301135,2
29,1736743500,55099.06,55189.86,55050.42,55184.46,0,204.60492407096385,2
30,1736744400,55193.61,55251.41,55005.02,55111.57,0,207.95190992892367,2
31,1736745300,55108.78,55206.64,55013.6,55030.68,0,206.76773402119574,2
32,1736746200,55029.39,55173.89,54988.0,55147.79,0,205.12293375234424,2
33,1736747100,55153.04,55227.87,55097.81,55108.84,0,199.2524586047689,2
34,1736748000,55110.53,55120.56,54916.16,54977.16,0,199.65232370680357,2
35,1736748900,54975.01,55016.02,54888.04,54896.25,0,194.11935406006688,2
36,1736749800,54907.83,54956.99,54868.8,54910.96,0,185.9887158207912,2
37,1736750700,54906.55,54910.05,54843.54,54894.03,0,176.93616012244462,2
38,1736751600,54891.61,54950.97,54850.83,54896.04,0,171.1015869338972,2
39,1736752500,54894.0,54894.0,54730.71,54755.01,0,170.66507622872766,2
40,1736753400,54754.51,54804.61,54744.4,54761.47,0,162.34621109057093,2
41,1736754300,54768.67,54802.28,54727.83,54792.28,0,155.75197933774805,2
42,1736755200,54793.57,54797.08,54693.49,54703.66,0,151.85265014744965,2
43,1736756100,54710.71,54736.28,54639.49,54666.31,0,147.75012714864926,2
44,1736757000,54666.86,54709.0,54601.74,54629.71,0,144.74260801522095,2
45,1736757900,54639.99,54671.57,54587.46,54657.26,0,140.2517446070433,2
46,1736758800,54656.14,54672.73,54457.19,54538.74,0,145.81343193951543,4
47,1736759700,54541.07,54632.76,54523.44,54632.35,0,143.1241631662056,1
48,1736760600,54630.83,54647.6,54542.2,54635.62,0,140.35047716706237,1
49,1736761500,54637.46,54714.82,54594.59,54620.29,0,138.8742056276343,1
50,1736826300,54556.82,55200.06,54556.82,55199.35,0,175.80856496503594,4
51,1736827200,55202.05,55279.23,55138.66,55262.92,0,173.23270759821156,2
52,1736828100,55260.61,55351.71,55125.25,55195.28,0,177.11701588310825,4
53,1736829000,55199.1,55217.69,55106.53,55189.61,0,172.3111809670387,4
54,1736829900,55187.46,55212.62,55038.86,55212.62,0,172.41659523961096,4
55,1736830800,55207.12,55355.1,55206.1,55320.8,0,170.71509617707605,2
56,1736831700,55319.82,55400.14,55305.86,55335.02,0,165.16800383719863,2
57,1736832600,55336.71,55414.43,55328.87,55401.6,0,159.397247204437,2
58,1736833500,55402.15,55410.78,55290.53,55373.15,0,156.5624847261863,2
59,1736834400,55367.77,55379.97,55205.76,55229.94,0,157.83913449603676,2
