Unnamed: 0,datetime,open,high,low,close,volume,delta_close,log_return,SMA_5,EMA_5,WMA_5,ROLL_STD_5,SMA_10,EMA_10,WMA_10,ROLL_STD_10,SMA_20,EMA_20,WMA_20,ROLL_STD_20,SMA_50,EMA_50,WMA_50,ROLL_STD_50,SMA_100,EMA_100,WMA_100,ROLL_STD_100,RSI_14,MOM_10,ROC_10,TSI_13_25_13,TSIs_13_25_13,ATR,KCLe_20_1.5,KCBe_20_1.5,KCUe_20_1.5,DCL_20_20,DCM_20_20,DCU_20_20,ROLL_VOL_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,CCI_20,STOCHRSIk_14_14_3_3,STOCHRSId_14_14_3_3,SKEW_5,KURT_5,SKEW_10,KURT_10,SKEW_20,KURT_20,SKEW_50,KURT_50,SKEW_100,KURT_100,ACF_1,hour,day_of_week,month,signal
99,1740455100,22516.45,22625.3,22516.45,22572.65,0,23.80000000000291,0.001054929566047676,22600.27,22612.873444134722,22573.89,92.15224902302147,22731.09,22696.50913018798,22659.20363636364,156.0619104358402,22827.8775,22813.465340007897,22765.52904761905,150.70398702068272,23148.926999999996,23008.58265264841,22970.080039215685,351.42807291050656,23180.644500000002,23180.644500000002,23118.61005940594,276.3153211674465,29.851417328138,-341.75,-1.4914202422930558,-32.57504229577472,-25.467535345212294,113.23809990756578,22651.36417849992,22813.465340007897,22975.566501515874,22516.45,22783.2,23049.95,0.0030146919142007922,-145.47235648311107,-22.803262473656602,-122.66909400945447,-150.10631289522328,4.073029472379116,1.357676490793034,2.1849643292475425,4.81237821982058,-0.1457104455003837,-2.000360044727729,-1.0434446391494627,-0.2802078881826283,0.20415070790150197,-1.078840201705307,-0.03310259298851417,-0.33473175093735175,0.8625456362279725,0,3,1,2
100,1740465900,22572.4,22600.4,22546.25,22552.4,0,-20.25,-0.0008975059909876935,22557.879999999997,22592.71562942315,22557.933333333334,9.392523622627474,22697.42,22670.3074701538,22626.714545454543,154.49708591280978,22810.635000000002,22788.60197429286,22739.29309523809,161.6772899294439,23130.069000000003,22990.693136858274,22946.686823529413,357.70446784364674,23170.934500000003,23168.204014851486,23106.169574257423,281.16724458770244,29.072717189145838,-336.6999999999971,-1.4710058499460317,-33.919965187379155,-26.675025322664705,109.01496766351057,22634.203304357066,22788.60197429286,22943.00064422865,22516.45,22783.2,23049.95,0.003015647203706269,-148.34013298808713,-20.536831182906127,-127.80330180518101,-128.48922498741754,6.644533549372735,3.572521007250612,1.1627070712590177,0.8997363808277434,0.317975800468132,-1.8814875564233107,-0.7820644124925961,-0.9784689151528224,0.24060066584597822,-1.0290206732248195,-0.059312178841667604,-0.2925814676208487,0.886199541309292,0,3,1,2
101,1740476700,22554.55,22559.95,22513.9,22526.3,0,-26.100000000002183,-0.0011579749600797355,22550.91,22570.5770862821,22547.406666666666,16.55730201457148,22658.335,22644.124293762197,22595.601818181818,141.63668516075575,22795.765,22763.62083388401,22712.21357142857,173.64584882965414,23114.597999999998,22972.481641295206,22923.009607843138,366.82353135967725,23162.0755,23155.49304426037,23093.404534653466,287.3765581717075,28.05683321367517,-390.8500000000022,-1.7054913023652687,-35.34187817600116,-27.91314715885563,104.51494322571864,22617.34822775163,22763.62083388401,22909.893440016393,22513.9,22781.925000000003,23049.95,0.002727240689756245,-150.9785318681861,-18.540184050404093,-132.43834781778202,-122.79823457317632,7.3696731695693956,6.0290787304404105,-0.42178987699152204,1.8189364307181404,0.7131998074137356,-1.3319665979327984,-0.6018310451527223,-1.4105746581784804,0.258077643445638,-1.032874719215036,-0.08358914791278182,-0.2772844678213909,0.9237515668820866,0,3,1,2
102,1740627900,22568.95,22613.3,22519.6,22526.65,0,0.3500000000021828,1.553727336439751e-05,22545.370000000003,22555.934724188068,22539.32,19.49251779534502,22620.375,22622.76533125998,22571.659090909092,116.43693154566907,22773.565,22741.05218303792,22686.583571428575,178.42675859912765,23097.793,22954.998047518922,22899.952823529413,374.2017846206318,23152.968499999995,23143.04070675026,23080.82185148515,292.9411824867202,28.093119385744394,-379.59999999999854,-1.657189631650744,-36.51881609037047,-29.142528434786325,103.74204429962575,22595.324587013383,22741.05218303792,22886.779779062454,22513.9,22781.925000000003,23049.95,0.0027350299941491514,-151.2971802002503,-15.087065905974612,-136.21011429427568,-98.48906615702197,4.124785381419801,6.046330700120639,0.4048336804140895,-0.9738753740922353,1.0128585911019838,-1.0849868496018868,-0.39346421796676667,-1.69227470098181,0.29457377016287484,-1.018701305903481,-0.09746341496765987,-0.2747801393040932,0.927805113073651,0,3,1,2
103,1740638700,22526.9,22556.9,22516.15,22542.7,0,16.049999999999272,0.0007122357290924773,22544.140000000003,22551.523149458713,22538.43,19.411897125265163,22596.015,22608.207998303616,22557.536363636365,102.51625087973702,22752.525,22722.16149893907,22664.59642857143,179.656949050365,23081.452999999998,22938.82949663583,22878.184470588236,380.3195484318262,23146.2445,23131.152771963127,23068.73732673267,299.1517503578619,29.840665880500758,-243.59999999999854,-1.069063428463588,-37.089429811794574,-30.277800060073222,99.24043312054575,22584.491293012106,22722.16149893907,22859.831704866032,22513.9,22781.925000000003,23049.95,0.0027875600723643998,-148.5423071817786,-9.86575431000233,-138.67655287177627,-91.47878980779114,6.469607030310775,5.98802186043332,0.7237598479420965,-0.42749815535555297,1.744453012510873,1.5836567240096764,-0.18637859388204614,-1.8566776950737387,0.3418921589069735,-1.004523846534603,-0.11029601699222834,-0.32932987886333115,0.9360410816594676,0,3,1,2
104,1740649500,22542.35,22548.8,22508.4,22510.85,0,-31.850000000002183,-0.0014138732821622302,22531.78,22537.965432972476,22527.333333333332,16.11554373895499,22566.025,22590.506544066593,22542.05181818182,72.06030749767234,22734.902500000004,22702.03659427821,22641.579761904766,185.4128284857469,23060.362,22922.045986963836,22855.807882352943,382.1701340812413,23140.4445,23118.869548755934,23056.15525742574,305.78560563057823,28.367349127369245,-299.90000000000146,-1.314730993062488,-37.96710983542309,-31.376272885123203,95.03565471740326,22571.70640796334,22702.03659427821,22832.366780593078,22508.4,22779.175000000003,23049.95,0.002788243287681466,-147.2318818005624,-6.844263143028911,-140.3876186575335,-86.76257615007965,7.2141380361039,5.936176815944822,0.05985143287717228,-0.8002479719062947,2.779091313035297,8.301291968222264,0.006291243816121138,-1.928320322337467,0.395665393992941,-0.9171735601349575,-0.13761362744432795,-0.37457247158507345,0.9472280974071136,0,3,1,2
105,1740714300,22433.4,22450.35,22217.5,22222.55,0,-288.2999999999993,-0.012889876097788551,22465.81,22432.826955314988,22424.256666666664,136.45204927007762,22511.845,22523.6053542363,22479.601818181818,103.29124801578526,22698.46,22656.371204346953,22592.784285714286,210.54480995735472,23029.932999999997,22894.614771788783,22822.95250980392,387.1644271284153,23131.783,23101.12064680037,23037.979128712872,319.2372457147133,19.150426282282517,-541.7999999999993,-2.3800372073000076,-42.1357209548915,-32.913336895090104,109.20688092460985,22496.546273871594,22656.371204346953,22816.196134822312,22217.5,22633.725,23049.95,0.004093946046023416,-167.52562964376557,-21.71040878898566,-145.8152208547799,-153.99834549051687,6.385996351874378,6.689913806096346,-2.1980391753205186,4.864741681210741,-2.9790021051359608,9.14507796024223,-0.3189716531415284,-0.6387531599084866,0.2942165984481632,-0.6923226417028909,-0.28282514667256037,-0.10776921507566334,0.9146181885326455,0,3,1,2
106,1740725100,22221.75,22253.75,22105.15,22124.65,0,-97.89999999999782,-0.004415167543208368,22385.48,22330.101303543328,22310.536666666667,196.81413059027392,22468.195,22451.068017102425,22409.202727272725,157.92315193364743,22658.534999999996,22605.73108964724,22538.135714285716,239.42314781679636,22998.272,22864.42007485589,22787.451215686277,395.25157697087025,23121.218499999995,23081.784594388482,23018.0359009901,334.6949965866726,17.11662688236043,-436.5,-1.9347418017255325,-46.36273548243203,-34.83467955042467,112.02176629382664,22439.899009693345,22605.73108964724,22771.563169601137,22105.15,22577.550000000003,23049.95,0.004101809099408752,-189.32585226001902,-34.80850512419127,-154.51734713582775,-178.5158384100756,1.469670625989785,5.023268337989349,-0.7323577297871464,-2.5114534033835887,-1.8189399163826827,1.9398283645575713,-0.5090008518113505,-0.12692066248981368,0.16477777394870172,-0.44168183790695065,-0.42963017094922296,0.19484188072411862,0.9367052194896424,0,3,1,2
107,1740735900,22124.85,22127.65,22104.85,22127.4,0,2.75,0.00012428802749435685,22305.63,22262.53420236222,22224.510000000002,205.99721660742753,22425.5,22392.219286720163,22347.239999999998,187.0672532064684,22614.9375,22560.175747776077,22487.551428571427,253.09454384671318,22966.168999999998,22835.517326822326,22753.299372549023,399.55818391783055,23110.76,23062.885889549107,22998.356326732675,349.0836958627159,17.382050014105776,-426.9499999999971,-1.8929829500739197,-49.5263266180138,-36.933486274365976,105.64648822321314,22406.88005638922,22560.175747776077,22713.471439162935,22104.85,22564.199999999997,23023.55,0.004073981606822464,-204.028865964945,-39.60921506329379,-164.4196509016512,-174.13379576905814,0.4307440960627533,2.762137024642301,0.4673075998761115,-3.0978516426714156,-1.075303491814764,-0.9182757253764322,-0.5339843456493936,-0.3431808866826916,0.059082894761976174,-0.324120112515319,-0.5247888333386694,0.3191542161274595,0.9434616899597423,0,3,1,2
108,1740973500,22194.55,22261.55,22004.7,22054.75,0,-72.65000000000146,-0.003288661392783367,22208.04,22193.272801574814,22140.883333333335,179.48465254725855,22376.09,22330.86123458922,22279.830909090913,214.15837182378047,22570.677499999998,22512.039962273593,22434.200238095236,270.0953118685984,22933.346999999998,22804.899000280275,22717.557450980396,405.75141736646924,23099.239000000005,23042.92280262734,22977.445237623764,364.549448404911,15.930633664715819,-494.09999999999854,-2.1912425689114903,-52.66901227219051,-39.18141855976948,116.45035011206532,22336.65100339977,22512.039962273593,22687.428921147417,22004.7,22472.45,22940.2,0.003978701999943947,-219.01864746065985,-43.6791972472069,-175.33945021345295,-165.48487814943044,0.4307440960627533,0.777052939371759,1.6619411602253653,2.9013024158646155,-0.5815815150604212,-1.8882479403246653,-0.5116254363124529,-0.5262150954907214,-0.05480842419034738,-0.21296532388528966,-0.614740023237418,0.4442603462696689,0.9505010428390978,0,3,1,4
