datetime,open,high,low,close,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,sma_100,ema_100,sma_200,ema_200,macd,macd_signal,macd_histogram,rsi_14,rsi_21,stoch_k,stoch_d,williams_r,cci,adx,di_plus,di_minus,momentum_10,roc_10,trix,atr,bb_upper,bb_middle,bb_lower,bb_width,bb_position,resistance_level,support_level,resistance_distance,support_distance,trend_slope,trend_strength,trend_direction,doji,hammer,bullish_engulfing,bearish_engulfing,price_change,price_change_abs,hl_range,body_size,upper_shadow,lower_shadow,gap_up,gap_down,sma_5_20_cross,sma_10_50_cross,price_vs_sma_20,price_vs_ema_20,volatility_10,volatility_20,signal
2025-01-16 10:39:00,23311.05,23316.1,23308.75,23315.15,23310.66,23311.9,23311.48,23311.15,23309.52,23310.63,23305.72,23295.55,23247.48,23270.05,23241.29,23246.02,1.99,2.65,-0.66,55.39,56.36,75.0,68.07,-17.4,73.67,12.65,18.48,16.58,5.7,0.02,0.01,10.69,23318.3,23309.52,23300.75,0.08,82.04,23324.2,23290.7,0.04,0.1,0.28,0.14,1,0,0,0,0,0.02,0.02,0.03,0.02,0.0,0.01,0.0,0.0,1,1,0.02,0.02,0.02,0.02,2
2025-01-16 10:41:00,23313.9,23317.85,23310.8,23313.85,23312.12,23312.55,23311.51,23311.64,23309.44,23310.93,23308.08,23296.27,23249.05,23270.92,23241.77,23246.69,2.07,2.54,-0.47,54.21,55.7,72.13,71.38,-34.13,84.16,12.37,18.79,15.78,0.25,0.0,0.01,10.43,23318.02,23309.44,23300.86,0.07,75.68,23320.3,23290.7,0.03,0.1,0.44,0.34,1,1,0,0,0,-0.01,0.01,0.03,0.0,0.02,0.01,0.0,0.01,1,1,0.02,0.01,0.02,0.02,2
2025-01-16 10:43:00,23312.6,23313.95,23308.6,23312.2,23312.95,23312.43,23311.08,23311.74,23309.98,23311.06,23309.87,23296.89,23250.4,23271.74,23242.15,23247.34,1.97,2.42,-0.45,52.67,54.84,69.72,72.28,-39.33,9.69,11.76,18.08,16.74,-4.3,-0.02,0.01,10.07,23317.79,23309.98,23302.18,0.07,64.19,23320.3,23290.7,0.03,0.09,0.35,0.26,1,1,0,0,0,-0.01,0.01,0.02,0.0,0.01,0.02,0.0,0.01,1,1,0.01,0.0,0.02,0.02,2
2025-01-16 10:45:00,23311.65,23313.3,23305.6,23308.85,23312.17,23311.24,23310.38,23311.21,23310.15,23310.85,23311.73,23297.36,23251.65,23272.47,23242.53,23247.96,1.6,2.26,-0.66,49.6,53.09,56.13,65.99,-58.15,-52.84,11.11,17.07,17.97,-7.05,-0.03,0.01,9.9,23317.71,23310.15,23302.59,0.06,41.4,23320.3,23290.7,0.05,0.08,0.26,0.16,1,0,0,0,0,-0.01,0.01,0.03,0.01,0.01,0.01,0.0,0.0,1,-1,-0.01,-0.01,0.01,0.02,2
2025-01-16 10:47:00,23308.95,23310.4,23303.75,23303.8,23310.77,23308.76,23309.74,23309.87,23309.94,23310.17,23313.45,23297.61,23253.01,23273.09,23242.84,23248.51,0.89,1.99,-1.09,45.31,50.54,38.67,54.84,-86.52,-115.64,10.77,16.23,18.46,-6.3,-0.03,0.01,9.67,23317.94,23309.94,23301.93,0.07,11.7,23320.3,23290.7,0.07,0.06,0.14,0.04,1,0,0,0,0,-0.02,0.02,0.03,0.02,0.01,0.0,0.0,0.0,1,-1,-0.03,-0.03,0.02,0.02,2
2025-01-16 10:49:00,23303.7,23304.6,23296.35,23302.3,23308.2,23306.61,23309.43,23308.49,23309.76,23309.42,23315.18,23297.8,23254.43,23273.67,23243.2,23249.05,0.21,1.63,-1.42,44.09,49.79,27.13,40.64,-73.96,-175.73,11.43,15.23,22.85,-3.15,-0.01,0.01,9.57,23318.26,23309.76,23301.26,0.07,6.12,23320.3,23290.7,0.08,0.05,-0.04,0.0,-1,0,0,0,0,-0.01,0.01,0.04,0.01,0.0,0.03,0.0,0.0,-1,-1,-0.03,-0.03,0.02,0.02,2
2025-01-16 10:51:00,23302.95,23304.65,23297.65,23299.45,23305.32,23304.22,23308.72,23306.85,23309.61,23308.47,23316.84,23297.86,23255.75,23274.18,23243.53,23249.55,-0.56,1.19,-1.75,41.79,48.37,17.72,27.84,-86.37,-150.03,12.03,14.46,21.63,-7.1,-0.03,0.01,9.38,23318.71,23309.61,23300.5,0.08,-5.79,23320.3,23290.7,0.09,0.04,-0.3,0.14,-1,0,0,0,0,-0.01,0.01,0.03,0.02,0.01,0.01,0.0,0.0,-1,-1,-0.04,-0.04,0.02,0.02,2
2025-01-16 10:53:00,23298.75,23300.1,23272.05,23287.0,23300.28,23298.48,23306.62,23303.24,23308.56,23306.43,23318.02,23297.44,23256.86,23274.44,23243.79,23249.92,-2.14,0.53,-2.67,33.55,42.75,24.1,22.98,-67.36,-279.97,14.7,11.76,34.65,-21.05,-0.09,0.01,10.72,23321.98,23308.56,23295.13,0.12,-30.3,23320.3,23272.05,0.14,0.06,-0.65,0.31,-1,0,0,0,0,-0.05,0.05,0.12,0.05,0.01,0.06,0.0,0.0,-1,-1,-0.09,-0.08,0.04,0.03,1
2025-01-16 10:55:00,23288.9,23290.45,23281.15,23284.4,23295.39,23293.79,23303.78,23299.81,23307.46,23304.33,23317.05,23296.93,23258.02,23274.63,23244.04,23250.26,-3.57,-0.29,-3.28,32.12,41.69,24.41,22.08,-73.03,-197.61,17.17,11.02,32.48,-28.35,-0.12,0.01,10.62,23324.52,23307.46,23290.4,0.15,-17.57,23319.2,23272.05,0.15,0.05,-1.02,0.48,-1,0,0,0,0,-0.01,0.01,0.04,0.02,0.01,0.01,0.01,0.0,-1,-1,-0.1,-0.09,0.05,0.04,1
2025-01-16 10:57:00,23284.1,23291.1,23284.1,23287.65,23292.16,23291.74,23301.47,23297.6,23306.19,23302.74,23316.05,23296.56,23259.26,23274.89,23244.29,23250.64,-4.39,-1.11,-3.28,35.79,43.53,31.22,26.58,-65.94,-131.06,19.35,10.94,30.91,-23.15,-0.1,0.0,10.36,23325.08,23306.19,23287.3,0.16,0.94,23319.2,23272.05,0.14,0.07,-1.22,0.55,-1,0,0,0,0,0.01,0.01,0.03,0.02,0.01,0.0,0.0,0.0,-1,-1,-0.08,-0.06,0.05,0.04,1
2025-01-16 10:59:00,23287.5,23292.9,23285.75,23287.95,23289.29,23290.48,23298.74,23295.85,23305.12,23301.33,23315.27,23296.22,23260.32,23275.15,23244.5,23251.01,-4.95,-1.88,-3.07,36.14,43.7,31.91,29.18,-65.28,-98.02,21.05,11.65,29.35,-27.2,-0.12,0.0,10.13,23325.53,23305.12,23284.7,0.18,7.96,23319.2,23272.05,0.13,0.07,-1.43,0.65,-1,1,0,0,0,0.0,0.0,0.03,0.0,0.02,0.01,0.0,0.0,-1,-1,-0.07,-0.06,0.05,0.04,1
2025-01-16 11:01:00,23288.5,23295.25,23287.05,23295.15,23288.43,23292.04,23296.88,23295.72,23304.19,23300.74,23314.27,23296.18,23261.53,23275.55,23244.69,23251.45,-4.77,-2.46,-2.31,43.89,47.72,39.74,34.29,-49.56,-61.62,22.21,12.65,27.63,-18.7,-0.08,0.0,9.99,23324.66,23304.19,23283.73,0.18,27.91,23319.2,23272.05,0.1,0.1,-1.44,0.66,-1,0,0,0,0,0.03,0.03,0.04,0.03,0.0,0.01,0.0,0.0,-1,-1,-0.04,-0.02,0.04,0.05,0
2025-01-16 11:03:00,23295.45,23296.4,23289.65,23294.4,23289.91,23292.82,23295.1,23295.48,23303.09,23300.14,23313.58,23296.11,23262.67,23275.92,23244.87,23251.87,-4.63,-2.89,-1.73,43.3,47.35,44.65,38.77,-51.2,-46.31,23.07,12.87,26.27,-17.8,-0.08,0.0,9.76,23323.16,23303.09,23283.02,0.17,28.36,23319.1,23272.05,0.11,0.1,-1.38,0.63,-1,0,0,0,0,-0.0,0.0,0.03,0.0,0.0,0.02,0.0,0.0,-1,-1,-0.04,-0.02,0.04,0.04,0
2025-01-16 11:05:00,23294.95,23296.8,23290.05,23292.85,23291.6,23292.83,23293.5,23295.0,23301.94,23299.45,23312.72,23295.98,23263.8,23276.25,23245.07,23252.28,-4.59,-3.23,-1.36,42.04,46.57,48.22,44.2,-54.59,-40.5,23.79,12.52,24.94,-16.0,-0.07,0.0,9.54,23321.57,23301.94,23282.3,0.17,26.87,23317.85,23272.05,0.11,0.09,-1.33,0.61,-1,0,0,0,0,-0.01,0.01,0.03,0.01,0.01,0.01,0.0,0.0,-1,-1,-0.04,-0.03,0.03,0.04,0
2025-01-16 11:07:00,23293.75,23294.1,23287.05,23289.7,23292.01,23291.79,23292.08,23294.04,23300.92,23298.52,23311.66,23295.74,23264.87,23276.52,23245.17,23252.65,-4.76,-3.54,-1.22,39.53,44.98,44.25,45.71,-61.46,-53.85,24.75,11.84,25.89,-14.1,-0.06,0.0,9.37,23320.87,23300.92,23280.96,0.17,21.9,23317.85,23272.05,0.12,0.08,-1.37,0.63,-1,0,0,0,0,-0.01,0.01,0.03,0.02,0.0,0.01,0.0,0.0,-1,-1,-0.05,-0.04,0.02,0.04,1
2025-01-16 11:09:00,23291.25,23291.5,23285.55,23288.55,23292.13,23290.71,23290.71,23293.04,23300.07,23297.57,23310.57,23295.46,23265.87,23276.76,23245.2,23253.01,-4.92,-3.81,-1.11,38.62,44.4,41.11,44.53,-60.62,-61.28,25.78,11.29,25.86,-13.75,-0.06,0.0,9.12,23320.61,23300.07,23279.53,0.18,21.95,23317.85,23272.05,0.13,0.07,-1.48,0.69,-1,0,0,0,0,-0.0,0.0,0.03,0.01,0.0,0.01,0.01,0.0,-1,-1,-0.05,-0.04,0.02,0.05,1
2025-01-16 11:11:00,23286.95,23292.45,23286.9,23290.7,23291.24,23290.71,23289.84,23292.61,23299.28,23296.91,23309.27,23295.27,23266.88,23277.03,23245.21,23253.39,-4.83,-4.02,-0.81,41.34,45.77,41.04,42.13,-54.79,-42.27,26.53,11.55,24.7,-8.75,-0.04,0.0,8.87,23319.97,23299.28,23278.58,0.18,29.28,23317.85,23272.05,0.12,0.08,-1.51,0.71,-1,0,0,0,0,0.01,0.01,0.02,0.02,0.01,0.0,0.0,0.01,-1,-1,-0.04,-0.03,0.01,0.05,1
2025-01-16 11:13:00,23290.95,23293.15,23288.15,23289.55,23290.27,23290.32,23290.09,23292.06,23298.35,23296.21,23308.1,23295.05,23267.89,23277.28,23245.21,23253.75,-4.79,-4.17,-0.62,40.31,45.15,43.41,41.85,-54.37,-31.26,27.06,11.65,23.67,2.55,0.01,0.0,8.59,23319.05,23298.35,23277.65,0.18,28.74,23317.85,23272.05,0.12,0.08,-1.51,0.71,-1,0,0,0,0,-0.0,0.0,0.02,0.01,0.01,0.01,0.0,0.0,-1,-1,-0.04,-0.03,0.01,0.05,1
2025-01-16 11:15:00,23288.25,23292.95,23288.25,23290.1,23289.72,23290.25,23290.66,23291.7,23297.22,23295.63,23306.91,23294.85,23268.97,23277.54,23245.23,23254.11,-4.66,-4.27,-0.39,41.06,45.52,48.74,44.4,-44.63,-17.27,27.56,11.18,22.72,5.7,0.02,0.0,8.31,23317.11,23297.22,23277.33,0.17,32.1,23317.85,23272.05,0.12,0.08,-1.4,0.66,-1,0,0,0,0,0.0,0.0,0.02,0.01,0.01,0.0,0.0,0.01,-1,-1,-0.03,-0.02,0.01,0.04,1
2025-01-16 11:17:00,23291.25,23293.0,23287.45,23287.7,23289.32,23289.4,23290.66,23290.97,23296.06,23294.88,23305.97,23294.57,23270.03,23277.74,23245.23,23254.44,-4.7,-4.36,-0.35,38.76,44.14,49.67,47.27,-51.99,-29.11,28.12,10.64,22.31,0.05,0.0,0.0,8.12,23315.34,23296.06,23276.79,0.17,28.3,23317.85,23272.05,0.13,0.07,-1.32,0.63,-1,0,0,0,1,-0.01,0.01,0.02,0.02,0.01,0.0,0.0,0.0,-1,-1,-0.04,-0.03,0.01,0.04,1
2025-01-16 11:19:00,23287.7,23290.0,23283.05,23285.35,23288.68,23288.05,23290.41,23289.95,23294.58,23293.97,23305.18,23294.21,23271.12,23277.89,23245.26,23254.75,-4.87,-4.46,-0.41,36.6,42.81,50.26,49.56,-52.58,-111.08,29.16,9.98,24.85,-2.6,-0.01,0.0,8.03,23312.26,23294.58,23276.89,0.15,23.91,23317.85,23272.05,0.14,0.06,-1.17,0.59,-1,0,0,0,0,-0.01,0.01,0.03,0.01,0.01,0.01,0.0,0.0,-1,-1,-0.04,-0.04,0.01,0.04,1
2025-01-16 11:21:00,23284.2,23288.9,23282.4,23287.1,23287.96,23287.73,23289.6,23289.43,23293.24,23293.31,23304.39,23293.93,23272.17,23278.07,23245.32,23255.07,-4.8,-4.53,-0.27,39.32,44.13,44.48,48.14,-61.98,-109.51,30.2,9.4,23.98,-8.05,-0.03,0.0,7.92,23308.81,23293.24,23277.67,0.13,30.29,23313.95,23272.05,0.12,0.06,-0.98,0.52,-1,0,0,0,0,0.01,0.01,0.03,0.01,0.01,0.01,0.0,0.0,-1,-1,-0.03,-0.03,0.01,0.03,1
2025-01-16 11:23:00,23286.85,23290.9,23283.85,23286.35,23287.32,23287.27,23288.8,23288.87,23291.94,23292.65,23303.59,23293.63,23273.06,23278.23,23245.32,23255.38,-4.75,-4.57,-0.18,38.55,43.68,37.62,44.12,-72.57,-89.13,30.6,10.61,22.44,-8.05,-0.03,0.0,7.86,23305.11,23291.94,23278.78,0.11,28.75,23313.3,23272.05,0.12,0.06,-0.78,0.46,-1,1,0,0,0,-0.0,0.0,0.03,0.0,0.02,0.01,0.0,0.0,-1,-1,-0.02,-0.03,0.01,0.03,1
2025-01-16 11:25:00,23285.3,23287.9,23282.8,23286.65,23286.63,23287.06,23288.18,23288.47,23290.84,23292.08,23302.9,23293.36,23274.07,23278.4,23245.47,23255.69,-4.64,-4.58,-0.05,39.06,43.92,31.65,37.92,-70.49,-120.2,31.11,10.11,22.35,-6.2,-0.03,0.0,7.66,23301.64,23290.84,23280.03,0.09,30.64,23310.4,23272.05,0.1,0.06,-0.58,0.39,-1,0,0,0,0,0.0,0.0,0.02,0.01,0.01,0.01,0.0,0.0,-1,-1,-0.02,-0.02,0.01,0.02,1
2025-01-16 11:27:00,23287.3,23290.65,23284.65,23287.4,23286.57,23287.18,23287.94,23288.27,23290.02,23291.63,23302.26,23293.13,23275.19,23278.58,23245.7,23256.01,-4.43,-4.55,0.12,40.39,44.54,30.56,33.28,-65.28,-55.72,30.81,12.14,21.08,-2.3,-0.01,0.0,7.54,23299.12,23290.02,23280.91,0.08,35.63,23304.65,23272.05,0.07,0.07,-0.43,0.29,-1,1,0,0,0,0.0,0.0,0.03,0.0,0.01,0.01,0.0,0.0,-1,-1,-0.01,-0.02,0.01,0.02,1
2025-01-16 11:29:00,23288.15,23292.55,23284.65,23290.35,23287.57,23288.23,23288.12,23288.65,23289.42,23291.51,23301.69,23293.02,23276.27,23278.81,23245.96,23256.35,-3.99,-4.44,0.45,45.43,46.99,39.81,34.01,-44.79,2.68,30.03,13.02,19.51,1.8,0.01,0.0,7.57,23296.58,23289.42,23282.26,0.06,56.51,23304.65,23272.05,0.06,0.08,-0.23,0.14,-1,0,0,0,0,0.01,0.01,0.03,0.01,0.01,0.02,0.0,0.0,-1,-1,0.0,-0.0,0.01,0.02,1
2025-01-16 11:31:00,23291.0,23291.05,23286.2,23287.75,23287.7,23288.07,23287.83,23288.49,23288.83,23291.15,23301.11,23292.81,23277.46,23278.99,23246.2,23256.66,-3.8,-4.31,0.51,42.05,45.15,42.36,37.58,-62.85,-16.21,29.31,12.41,18.59,-2.95,-0.01,0.0,7.38,23294.34,23288.83,23283.33,0.05,40.17,23300.1,23272.05,0.05,0.07,-0.1,0.04,-1,0,0,0,1,-0.01,0.01,0.02,0.01,0.0,0.01,0.0,0.0,-1,-1,-0.0,-0.01,0.01,0.01,1
2025-01-16 11:33:00,23288.65,23289.6,23285.15,23288.5,23288.13,23288.22,23287.72,23288.49,23288.91,23290.9,23300.74,23292.64,23278.73,23279.18,23246.31,23256.98,-3.55,-4.16,0.61,43.36,45.79,48.17,43.45,-47.86,-28.72,28.84,11.86,18.82,-1.05,-0.0,0.0,7.17,23294.35,23288.91,23283.46,0.05,46.26,23296.8,23281.15,0.04,0.03,-0.13,0.07,-1,1,0,0,0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,-1,-1,-0.0,-0.01,0.01,0.01,1
2025-01-16 11:35:00,23287.55,23293.7,23286.8,23289.7,23288.74,23288.71,23287.68,23288.71,23289.17,23290.79,23300.42,23292.53,23279.94,23279.39,23246.51,23257.31,-3.22,-3.97,0.75,45.48,46.84,51.3,47.27,-35.4,84.5,27.3,15.14,17.52,-0.4,-0.0,0.0,7.15,23294.21,23289.17,23284.13,0.04,55.23,23296.8,23282.4,0.03,0.03,-0.19,0.19,-1,0,0,1,0,0.01,0.01,0.03,0.01,0.02,0.0,0.0,0.0,-1,-1,0.0,-0.0,0.01,0.01,1
2025-01-16 11:37:00,23290.75,23295.9,23288.45,23292.75,23289.81,23290.06,23288.19,23289.44,23289.43,23290.97,23300.03,23292.53,23281.18,23279.65,23246.69,23257.66,-2.68,-3.71,1.03,50.54,49.44,64.47,54.64,-23.33,152.66,25.35,16.21,16.22,5.05,0.02,0.0,7.17,23294.65,23289.43,23284.21,0.04,81.82,23296.8,23282.4,0.02,0.04,-0.16,0.13,-1,0,0,0,0,0.01,0.01,0.03,0.01,0.01,0.01,0.0,0.0,1,-1,0.01,0.01,0.01,0.01,1
2025-01-16 11:39:00,23293.2,23300.8,23290.65,23298.65,23291.47,23292.92,23289.52,23291.12,23289.96,23291.7,23299.54,23292.77,23282.34,23280.03,23246.9,23258.07,-1.76,-3.32,1.57,58.56,54.02,76.53,64.1,-11.68,239.53,24.53,19.36,14.62,13.3,0.06,0.0,7.38,23296.5,23289.96,23283.43,0.06,116.49,23300.8,23282.4,0.01,0.07,-0.05,0.01,-1,0,0,0,0,0.03,0.03,0.04,0.02,0.01,0.01,0.0,0.0,1,-1,0.04,0.03,0.02,0.01,0
2025-01-16 11:41:00,23299.9,23301.6,23296.2,23299.85,23293.89,23295.23,23290.8,23292.71,23290.2,23292.48,23299.23,23293.05,23283.33,23280.42,23247.14,23258.48,-0.92,-2.84,1.92,59.98,54.89,85.29,75.43,-9.11,219.58,23.92,19.12,13.85,12.75,0.05,0.0,7.24,23297.72,23290.2,23282.67,0.06,114.13,23301.6,23282.4,0.01,0.07,0.17,0.07,1,1,0,0,0,0.01,0.01,0.02,0.0,0.01,0.02,0.01,0.0,1,-1,0.04,0.03,0.02,0.02,0
2025-01-16 11:43:00,23300.05,23308.8,23296.85,23307.0,23297.59,23299.15,23292.86,23295.3,23290.83,23293.86,23299.34,23293.6,23284.37,23280.95,23247.43,23258.97,0.32,-2.21,2.53,67.19,59.67,90.79,84.2,-6.82,212.44,24.49,23.75,12.29,20.65,0.09,0.0,7.58,23301.22,23290.83,23280.44,0.09,127.82,23308.8,23282.4,0.01,0.11,0.48,0.28,1,0,0,0,0,0.03,0.03,0.05,0.03,0.01,0.01,0.0,0.0,1,-1,0.07,0.06,0.03,0.02,2
2025-01-16 11:45:00,23306.45,23308.4,23300.8,23305.55,23300.76,23301.29,23294.75,23297.17,23291.46,23294.98,23299.34,23294.07,23285.32,23281.43,23247.65,23259.43,1.17,-1.53,2.71,64.65,58.36,90.59,88.89,-12.31,159.46,25.01,22.05,11.41,18.9,0.08,0.0,7.58,23303.66,23291.46,23279.26,0.1,107.72,23308.8,23282.4,0.01,0.1,0.72,0.46,1,0,0,0,0,-0.01,0.01,0.03,0.0,0.01,0.02,0.0,0.0,1,-1,0.06,0.05,0.03,0.03,2
2025-01-16 11:47:00,23305.3,23306.2,23300.7,23304.45,23303.1,23302.34,23296.46,23298.49,23292.2,23295.88,23299.27,23294.47,23286.25,23281.89,23247.88,23259.88,1.74,-0.88,2.62,62.71,57.35,88.13,89.84,-16.48,114.99,25.47,20.88,10.9,17.05,0.07,0.0,7.43,23305.61,23292.2,23278.79,0.12,95.67,23308.8,23282.4,0.02,0.09,0.88,0.57,1,0,0,0,0,-0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,1,-1,0.05,0.04,0.03,0.03,0
2025-01-16 11:49:00,23304.8,23306.0,23300.95,23304.85,23304.34,23303.18,23297.91,23299.65,23293.02,23296.73,23299.25,23294.88,23287.25,23282.34,23248.16,23260.32,2.19,-0.26,2.46,63.14,57.63,85.34,88.02,-15.19,95.83,25.89,19.85,10.36,14.5,0.06,0.0,7.26,23307.39,23293.02,23278.64,0.12,91.18,23308.8,23282.4,0.02,0.1,1.0,0.64,1,1,0,0,0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,1,-1,0.05,0.03,0.03,0.03,2
2025-01-16 11:51:00,23305.05,23305.4,23295.65,23297.15,23303.8,23301.17,23298.84,23299.19,23293.34,23296.77,23299.14,23294.97,23288.18,23282.64,23248.38,23260.69,1.91,0.17,1.74,50.88,50.88,74.51,82.66,-44.81,42.72,24.82,17.99,14.48,9.4,0.04,0.0,7.44,23307.78,23293.34,23278.9,0.12,63.2,23308.8,23282.4,0.05,0.06,1.02,0.67,1,0,0,0,1,-0.03,0.03,0.04,0.03,0.0,0.01,0.0,0.0,1,-1,0.02,0.0,0.03,0.03,1
2025-01-16 11:53:00,23297.4,23299.15,23293.15,23295.3,23301.46,23299.21,23299.52,23298.49,23293.62,23296.63,23298.89,23294.98,23289.15,23282.89,23248.62,23261.04,1.52,0.44,1.08,48.45,49.42,61.37,73.74,-55.9,-0.96,23.23,16.94,16.07,6.8,0.03,0.0,7.34,23307.98,23293.62,23279.27,0.12,55.83,23308.8,23282.4,0.06,0.06,0.99,0.63,1,0,0,0,0,-0.01,0.01,0.03,0.01,0.01,0.01,0.0,0.0,1,1,0.01,-0.01,0.03,0.03,1
2025-01-16 11:55:00,23295.2,23298.8,23294.5,23297.1,23299.77,23298.51,23300.26,23298.23,23293.98,23296.68,23298.7,23295.07,23290.24,23283.17,23249.0,23261.39,1.34,0.62,0.72,50.91,50.86,50.28,62.05,-48.45,2.46,21.76,16.21,15.37,7.4,0.03,0.0,7.12,23308.31,23293.98,23279.64,0.12,60.9,23308.8,23282.4,0.05,0.06,0.98,0.63,1,0,0,0,0,0.01,0.01,0.02,0.01,0.01,0.0,0.0,0.0,1,1,0.01,0.0,0.02,0.03,1
2025-01-16 11:57:00,23297.5,23299.9,23295.2,23298.65,23298.61,23298.56,23300.86,23298.31,23294.52,23296.86,23298.42,23295.21,23291.17,23283.48,23249.43,23261.76,1.31,0.76,0.55,52.99,52.1,50.91,54.19,-42.92,9.74,20.65,16.55,14.63,5.9,0.03,0.0,6.95,23308.69,23294.52,23280.35,0.12,64.57,23308.8,23282.4,0.04,0.07,0.95,0.6,1,0,0,0,0,0.01,0.01,0.02,0.0,0.01,0.01,0.0,0.0,1,1,0.02,0.01,0.02,0.03,0
2025-01-16 11:59:00,23298.1,23303.55,23297.6,23301.6,23297.96,23299.57,23301.15,23298.91,23295.34,23297.32,23298.26,23295.46,23292.1,23283.83,23249.9,23262.16,1.5,0.91,0.6,56.75,54.38,59.4,53.53,-30.44,44.11,20.38,19.32,13.73,2.95,0.01,0.0,6.87,23309.17,23295.34,23281.5,0.12,72.65,23308.8,23282.4,0.03,0.08,0.91,0.57,1,0,0,0,0,0.01,0.01,0.03,0.02,0.01,0.0,0.0,0.0,1,1,0.03,0.02,0.02,0.03,0
2025-01-16 12:01:00,23301.45,23303.0,23296.6,23299.7,23298.47,23299.61,23301.14,23299.05,23295.96,23297.54,23297.98,23295.62,23292.94,23284.15,23250.36,23262.53,1.49,1.02,0.46,53.77,52.68,61.76,57.36,-41.36,14.95,19.86,18.03,13.85,-0.15,-0.0,0.0,6.84,23309.38,23295.96,23282.55,0.12,63.92,23308.8,23282.8,0.04,0.07,0.84,0.52,1,0,0,0,0,-0.01,0.01,0.03,0.01,0.01,0.01,0.0,0.0,1,1,0.02,0.01,0.02,0.03,0
2025-01-16 12:03:00,23299.5,23302.7,23295.0,23300.65,23299.54,23299.96,23300.5,23299.34,23296.68,23297.84,23297.67,23295.82,23293.71,23284.48,23250.7,23262.91,1.53,1.13,0.41,55.04,53.45,62.71,61.29,-40.05,-5.02,18.95,16.59,14.4,-6.35,-0.03,0.0,6.9,23309.48,23296.68,23283.88,0.11,65.51,23308.8,23282.8,0.03,0.08,0.76,0.46,1,0,0,0,0,0.0,0.0,0.03,0.0,0.01,0.02,0.0,0.0,1,1,0.02,0.01,0.02,0.03,0
2025-01-16 12:05:00,23300.5,23301.25,23295.0,23298.4,23299.8,23299.44,23299.78,23299.17,23297.27,23297.89,23297.32,23295.92,23294.56,23284.75,23251.08,23263.27,1.37,1.17,0.2,51.43,51.38,53.76,59.41,-57.3,-50.01,18.1,15.51,13.47,-7.15,-0.03,0.0,6.86,23309.22,23297.27,23285.31,0.1,54.74,23308.8,23284.65,0.04,0.06,0.62,0.36,1,0,0,0,0,-0.01,0.01,0.03,0.01,0.0,0.01,0.0,0.0,1,1,0.0,0.0,0.01,0.03,0
2025-01-16 12:07:00,23299.6,23300.15,23295.25,23297.15,23299.5,23298.68,23299.06,23298.8,23297.76,23297.82,23297.06,23295.97,23295.42,23285.0,23251.44,23263.6,1.13,1.17,-0.03,49.49,50.25,42.74,53.07,-74.44,-71.58,17.31,14.71,12.76,-7.3,-0.03,0.0,6.72,23308.82,23297.76,23286.69,0.1,47.27,23308.8,23284.65,0.05,0.05,0.46,0.23,1,0,0,0,0,-0.01,0.01,0.02,0.01,0.0,0.01,0.01,0.0,1,1,-0.0,-0.0,0.01,0.02,0
2025-01-16 12:09:00,23297.9,23300.3,23294.6,23298.25,23298.83,23298.53,23298.4,23298.7,23298.15,23297.86,23296.91,23296.06,23296.31,23285.26,23251.74,23263.95,1.02,1.14,-0.12,51.23,51.24,33.62,43.37,-67.41,-61.27,16.38,13.8,12.68,-6.6,-0.03,0.0,6.64,23308.68,23298.15,23287.62,0.09,50.47,23308.8,23285.15,0.05,0.06,0.35,0.15,1,1,0,0,0,0.0,0.0,0.02,0.0,0.01,0.01,0.0,0.0,1,1,0.0,0.0,0.01,0.02,0
2025-01-16 12:11:00,23298.4,23301.15,23295.6,23298.2,23298.53,23298.42,23298.5,23298.61,23298.67,23297.89,23296.75,23296.14,23297.12,23285.52,23252.09,23264.29,0.91,1.09,-0.18,51.15,51.19,30.42,35.59,-66.89,-39.46,15.76,13.9,11.92,1.05,0.0,0.0,6.57,23308.07,23298.67,23289.28,0.08,47.48,23308.8,23285.15,0.05,0.06,0.19,0.05,1,1,0,0,0,-0.0,0.0,0.02,0.0,0.01,0.01,0.0,0.0,-1,1,-0.0,0.0,0.01,0.02,0
2025-01-16 12:13:00,23299.05,23301.2,23296.5,23298.9,23298.18,23298.58,23298.86,23298.66,23299.19,23297.99,23296.56,23296.25,23297.99,23285.78,23252.43,23264.63,0.88,1.05,-0.17,52.36,51.87,36.59,33.54,-55.94,-11.85,15.19,13.23,11.29,3.6,0.02,0.0,6.43,23307.34,23299.19,23291.04,0.07,48.21,23308.8,23286.8,0.04,0.05,0.03,0.0,1,1,0,0,0,0.0,0.0,0.02,0.0,0.01,0.01,0.0,0.0,-1,1,-0.0,0.0,0.01,0.02,0
2025-01-16 12:15:00,23300.05,23304.55,23298.0,23300.8,23298.66,23299.32,23299.23,23299.05,23299.75,23298.26,23296.32,23296.43,23298.86,23286.08,23252.76,23264.99,0.99,1.04,-0.05,55.58,53.69,45.57,37.53,-40.47,93.21,15.6,15.98,10.47,3.7,0.02,0.0,6.44,23306.66,23299.75,23292.84,0.06,57.62,23308.8,23288.45,0.03,0.05,-0.09,0.02,-1,0,0,0,0,0.01,0.01,0.03,0.0,0.02,0.01,0.0,0.0,-1,1,0.0,0.01,0.01,0.02,0
