datetime,open,high,low,close,sma_5,ema_5,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,sma_100,ema_100,sma_200,ema_200,macd,macd_signal,macd_histogram,rsi_14,rsi_21,stoch_k,stoch_d,williams_r,cci,adx,di_plus,di_minus,momentum_10,roc_10,trix,atr,bb_upper,bb_middle,bb_lower,bb_width,bb_position,resistance_level,support_level,resistance_distance,support_distance,trend_slope,trend_strength,trend_direction,doji,hammer,bullish_engulfing,bearish_engulfing,price_change,price_change_abs,hl_range,body_size,upper_shadow,lower_shadow,gap_up,gap_down,sma_5_20_cross,sma_10_50_cross,price_vs_sma_20,price_vs_ema_20,volatility_10,volatility_20,signal
2025-01-13 10:03:00,23264.7,23274.6,23242.55,23261.45,23239.38,23243.39,23223.02,23235.11,23228.39,23245.94,23325.17,23306.97,23405.63,23368.59,23447.1,23437.08,-23.04,-34.68,11.64,50.27,44.88,75.68,59.06,-16.83,202.04,33.27,22.41,20.5,15.4,0.07,-0.02,28.13,23264.47,23228.39,23192.31,0.31,95.81,23274.6,23196.45,0.06,0.28,0.0,0.0,1,0,0,0,0,-0.0,0.0,0.14,0.01,0.04,0.08,0.01,0.0,1,-1,0.14,0.07,0.1,0.08,1
2025-01-13 10:05:00,23261.0,23263.5,23248.75,23250.5,23245.48,23245.76,23225.88,23237.91,23229.99,23246.37,23321.98,23304.75,23402.8,23366.25,23446.01,23435.22,-20.12,-31.77,11.65,47.37,43.18,83.49,73.67,-30.84,136.12,31.21,21.54,19.71,28.65,0.12,-0.02,27.17,23267.0,23229.99,23192.98,0.32,77.71,23274.6,23196.45,0.1,0.23,0.16,0.0,1,0,0,0,0,-0.05,0.05,0.06,0.05,0.01,0.01,0.0,0.0,1,-1,0.09,0.02,0.11,0.08,1
2025-01-13 10:07:00,23248.15,23255.9,23239.2,23253.95,23250.78,23248.49,23231.22,23240.82,23230.99,23247.1,23318.5,23302.76,23400.19,23364.03,23444.9,23433.42,-17.33,-28.88,11.55,48.38,43.88,75.3,78.16,-26.42,92.98,29.13,20.57,21.4,53.35,0.23,-0.02,26.42,23269.43,23230.99,23192.55,0.33,79.86,23274.6,23196.45,0.09,0.25,0.57,0.03,1,0,0,0,0,0.01,0.01,0.07,0.02,0.01,0.04,0.0,0.01,1,-1,0.1,0.03,0.1,0.08,1
2025-01-13 10:09:00,23253.5,23260.5,23249.45,23258.6,23257.4,23251.86,23236.7,23244.05,23232.36,23248.19,23315.17,23301.03,23397.5,23361.94,23443.96,23431.68,-14.57,-26.02,11.45,49.78,44.85,74.09,77.63,-20.47,99.91,27.13,21.23,20.73,54.85,0.24,-0.02,25.32,23272.64,23232.36,23192.08,0.35,82.57,23274.6,23196.45,0.07,0.27,0.97,0.08,1,0,0,0,0,0.02,0.02,0.05,0.02,0.01,0.02,0.0,0.0,1,-1,0.11,0.04,0.1,0.09,1
2025-01-13 10:11:00,23256.65,23262.45,23251.0,23259.3,23256.76,23254.34,23242.72,23246.83,23232.68,23249.25,23311.96,23299.39,23394.89,23359.91,23443.07,23429.96,-12.19,-23.25,11.06,50.0,45.0,77.84,75.74,-19.58,92.4,25.37,21.09,20.04,60.15,0.26,-0.02,24.33,23273.69,23232.68,23191.66,0.35,82.45,23274.6,23196.45,0.07,0.27,1.68,0.22,1,0,0,0,0,0.0,0.0,0.05,0.01,0.01,0.02,0.0,0.01,1,-1,0.11,0.04,0.09,0.09,1
2025-01-13 10:13:00,23259.65,23273.2,23259.65,23273.2,23259.11,23260.63,23249.25,23251.62,23234.15,23251.53,23309.06,23298.36,23392.39,23358.19,23442.33,23428.4,-9.08,-20.42,11.34,54.28,47.93,86.05,79.33,-1.79,108.29,24.28,23.45,19.19,65.3,0.28,-0.02,23.59,23278.63,23234.15,23189.68,0.38,93.9,23274.6,23196.45,0.01,0.33,2.43,0.4,1,0,0,0,0,0.06,0.06,0.06,0.06,0.0,0.0,0.0,0.0,1,-1,0.17,0.09,0.08,0.1,1
2025-01-13 10:15:00,23278.7,23298.05,23275.6,23288.95,23266.8,23270.07,23256.14,23258.41,23236.76,23255.09,23306.48,23297.99,23390.08,23356.82,23441.7,23427.02,-5.28,-17.39,12.11,58.59,51.04,89.85,84.58,-9.07,144.19,24.28,29.19,17.75,68.95,0.3,-0.02,23.68,23287.25,23236.76,23186.26,0.43,101.68,23298.05,23196.45,0.04,0.4,3.26,0.55,1,0,0,0,0,0.07,0.07,0.1,0.04,0.04,0.01,0.02,0.0,1,-1,0.22,0.15,0.08,0.11,0
2025-01-13 10:17:00,23287.75,23291.3,23259.0,23261.35,23268.28,23267.16,23259.53,23258.94,23238.86,23255.69,23303.18,23296.56,23387.51,23354.93,23440.92,23425.37,-4.44,-14.8,10.36,49.73,45.99,84.18,86.7,-36.59,83.59,23.37,26.42,20.95,33.9,0.15,-0.02,24.29,23289.77,23238.86,23187.95,0.44,72.09,23298.05,23196.45,0.16,0.28,3.33,0.57,1,0,0,0,0,-0.12,0.12,0.14,0.11,0.02,0.01,0.0,0.01,1,-1,0.1,0.02,0.07,0.11,1
2025-01-13 10:19:00,23260.8,23267.7,23258.5,23263.2,23269.2,23265.84,23263.3,23259.72,23240.85,23256.41,23300.01,23295.25,23384.99,23353.11,23440.12,23423.76,-3.59,-12.56,8.97,50.27,46.36,73.01,82.35,-35.31,52.31,22.5,25.67,20.51,37.7,0.16,-0.02,23.22,23292.3,23240.85,23189.4,0.44,71.72,23298.05,23196.45,0.15,0.29,3.43,0.59,1,0,0,0,0,0.01,0.01,0.04,0.01,0.02,0.01,0.0,0.0,1,-1,0.1,0.03,0.05,0.11,1
2025-01-13 10:21:00,23263.85,23280.65,23261.9,23280.65,23273.47,23270.78,23265.12,23263.52,23243.3,23258.71,23297.44,23294.68,23382.59,23351.68,23439.63,23422.33,-1.49,-10.34,8.86,55.19,49.8,69.71,75.63,-18.97,90.59,22.23,28.21,19.31,18.15,0.08,-0.02,22.9,23297.36,23243.3,23189.23,0.47,84.54,23298.05,23196.45,0.07,0.36,3.86,0.68,1,0,0,0,0,0.08,0.08,0.08,0.07,0.0,0.01,0.0,0.0,1,-1,0.16,0.09,0.05,0.12,1
2025-01-13 10:23:00,23280.75,23294.25,23280.2,23288.15,23276.46,23276.57,23267.78,23268.0,23245.4,23261.52,23295.11,23294.42,23380.2,23350.42,23439.24,23421.0,0.77,-8.12,8.89,57.15,51.22,78.31,73.67,-10.8,135.32,22.49,31.3,18.44,26.7,0.11,-0.02,22.27,23302.9,23245.4,23187.9,0.49,87.17,23298.05,23196.45,0.04,0.39,4.54,0.83,1,0,0,0,0,0.03,0.03,0.06,0.03,0.03,0.0,0.0,0.0,1,-1,0.18,0.11,0.06,0.13,1
2025-01-13 10:25:00,23287.3,23302.85,23284.6,23293.0,23277.27,23282.05,23272.04,23272.55,23248.96,23264.52,23292.76,23294.37,23377.93,23349.28,23438.8,23419.72,2.92,-5.91,8.83,58.42,52.13,86.67,78.23,-10.21,139.28,23.03,32.24,17.35,42.5,0.18,-0.01,21.98,23308.94,23248.96,23188.97,0.52,86.71,23302.85,23196.45,0.04,0.41,4.85,0.87,1,0,0,0,0,0.02,0.02,0.08,0.02,0.04,0.01,0.0,0.0,1,-1,0.19,0.12,0.06,0.13,1
2025-01-13 10:27:00,23293.05,23304.85,23290.7,23301.45,23285.29,23288.51,23276.78,23277.8,23254.0,23268.03,23290.81,23294.64,23375.71,23348.34,23438.52,23418.55,5.25,-3.68,8.93,60.6,53.72,91.85,85.61,-3.45,142.06,23.6,31.39,16.53,47.5,0.2,-0.01,21.42,23313.83,23254.0,23194.17,0.51,89.65,23304.85,23197.75,0.01,0.45,4.84,0.87,1,0,0,0,0,0.04,0.04,0.06,0.04,0.01,0.01,0.0,0.0,1,-1,0.2,0.14,0.07,0.13,0
2025-01-13 10:29:00,23302.2,23327.85,23300.85,23319.2,23296.49,23298.74,23282.84,23285.33,23259.77,23272.91,23289.11,23295.61,23373.72,23347.76,23438.29,23417.56,8.43,-1.26,9.68,64.79,56.87,92.19,90.24,-9.76,172.46,24.85,36.14,15.07,60.6,0.26,-0.01,21.82,23321.35,23259.77,23198.2,0.53,98.25,23327.85,23197.75,0.04,0.52,4.98,0.87,1,0,0,0,0,0.08,0.08,0.12,0.07,0.04,0.01,0.0,0.0,1,-1,0.26,0.2,0.08,0.14,2
2025-01-13 10:31:00,23317.8,23318.0,23307.85,23314.0,23303.16,23303.83,23288.32,23290.54,23265.52,23276.82,23287.03,23296.33,23371.82,23347.09,23437.92,23416.53,10.41,1.07,9.33,62.69,55.7,90.39,91.48,-15.62,127.72,26.02,34.75,14.49,54.7,0.24,-0.01,21.07,23324.78,23265.52,23206.25,0.51,90.9,23327.85,23199.35,0.06,0.49,4.79,0.87,1,0,0,0,0,-0.02,0.02,0.04,0.02,0.0,0.03,0.0,0.01,1,1,0.21,0.16,0.08,0.13,0
2025-01-13 10:33:00,23315.65,23336.75,23315.1,23334.1,23312.35,23313.92,23294.41,23298.46,23271.82,23282.28,23285.19,23297.81,23370.19,23346.83,23437.66,23415.71,13.44,3.55,9.89,67.13,59.11,90.63,91.07,-2.72,148.52,27.61,38.41,13.38,60.9,0.26,-0.01,21.19,23332.08,23271.82,23211.57,0.52,101.68,23336.75,23206.35,0.01,0.55,4.86,0.87,1,0,0,0,0,0.09,0.09,0.09,0.08,0.01,0.0,0.01,0.0,1,1,0.27,0.22,0.1,0.13,2
2025-01-13 10:35:00,23333.5,23340.95,23333.5,23336.95,23321.14,23321.6,23299.2,23305.46,23277.67,23287.48,23283.37,23299.34,23368.5,23346.64,23437.44,23414.92,15.89,6.02,9.88,67.72,59.57,92.43,91.15,-4.37,147.71,29.2,38.88,13.02,48.0,0.21,-0.01,20.21,23339.36,23277.67,23215.99,0.53,98.05,23340.95,23206.35,0.02,0.56,4.98,0.87,1,0,0,0,0,0.01,0.01,0.03,0.01,0.02,0.0,0.0,0.0,1,1,0.25,0.21,0.12,0.14,2
2025-01-13 10:37:00,23336.95,23338.45,23313.65,23314.2,23323.69,23319.13,23304.49,23307.05,23282.01,23290.03,23281.41,23299.93,23366.63,23345.99,23437.03,23413.92,15.82,7.98,7.84,58.71,54.41,87.72,90.26,-29.74,86.27,29.31,35.53,18.8,52.85,0.23,-0.01,20.54,23341.1,23282.01,23222.92,0.51,77.24,23340.95,23206.35,0.11,0.46,4.7,0.84,1,0,0,0,0,-0.1,0.1,0.11,0.1,0.01,0.0,0.0,0.0,1,1,0.14,0.1,0.1,0.13,2
2025-01-13 10:39:00,23314.0,23322.9,23310.05,23322.0,23324.25,23320.09,23310.37,23309.77,23286.84,23293.07,23279.34,23300.79,23364.81,23345.52,23436.72,23413.01,16.2,9.62,6.58,60.64,55.79,80.97,87.04,-22.98,63.79,29.19,33.89,19.23,58.8,0.25,-0.01,19.99,23342.33,23286.84,23231.34,0.48,81.68,23340.95,23206.35,0.08,0.5,4.38,0.83,1,0,0,0,0,0.03,0.03,0.06,0.03,0.0,0.02,0.0,0.0,1,1,0.15,0.12,0.08,0.12,2
2025-01-13 10:41:00,23321.3,23322.3,23277.05,23280.85,23317.62,23307.01,23310.39,23304.51,23287.75,23291.91,23276.28,23300.01,23362.59,23344.24,23436.11,23411.69,13.03,10.3,2.73,47.9,47.78,58.13,75.61,-72.89,-24.19,27.32,28.87,27.19,0.2,0.0,-0.01,21.79,23342.21,23287.75,23233.3,0.47,43.66,23340.95,23239.2,0.26,0.18,3.91,0.69,1,0,0,0,0,-0.18,0.18,0.19,0.17,0.0,0.02,0.0,0.0,1,1,-0.03,-0.05,0.08,0.12,1
2025-01-13 10:43:00,23280.55,23308.4,23280.55,23306.3,23312.06,23306.77,23312.2,23304.83,23290.0,23293.28,23273.54,23300.26,23360.76,23343.49,23435.62,23410.64,12.44,10.73,1.7,54.3,52.23,54.03,64.38,-42.03,-9.71,25.58,26.28,24.76,18.15,0.08,-0.01,22.22,23343.62,23290.0,23236.37,0.46,65.2,23340.95,23239.2,0.15,0.29,3.76,0.66,1,0,0,0,0,0.11,0.11,0.12,0.11,0.01,0.0,0.0,0.0,1,1,0.07,0.06,0.07,0.12,0
2025-01-13 10:45:00,23304.85,23321.15,23301.05,23320.15,23308.7,23311.23,23314.92,23307.62,23293.48,23295.84,23271.04,23301.04,23359.02,23343.03,23435.08,23409.74,12.93,11.17,1.76,57.36,54.45,53.28,55.15,-25.23,38.5,24.52,28.7,23.15,27.15,0.12,-0.01,22.07,23345.41,23293.48,23241.54,0.45,75.68,23340.95,23239.2,0.09,0.35,3.57,0.63,1,0,0,0,0,0.06,0.06,0.09,0.07,0.0,0.02,0.0,0.01,1,1,0.11,0.1,0.07,0.11,2
2025-01-13 10:47:00,23320.7,23331.75,23320.7,23329.8,23311.82,23317.42,23317.75,23311.65,23297.27,23299.07,23268.79,23302.16,23357.28,23342.76,23434.52,23408.95,13.94,11.72,2.21,59.41,55.95,72.88,60.07,-14.1,81.51,23.96,31.14,22.25,28.35,0.12,-0.01,21.32,23348.17,23297.27,23246.37,0.44,81.95,23340.95,23249.45,0.05,0.34,3.47,0.62,1,0,0,0,0,0.04,0.04,0.05,0.04,0.01,0.0,0.0,0.0,1,1,0.14,0.13,0.07,0.11,2
2025-01-13 10:49:00,23329.8,23329.8,23299.55,23307.15,23308.85,23314.0,23316.55,23310.83,23299.7,23299.84,23266.15,23302.36,23355.31,23342.06,23433.91,23407.93,12.76,11.93,0.83,52.99,51.76,69.26,65.14,-52.9,3.64,22.39,28.07,26.94,-12.05,-0.05,-0.01,21.96,23347.53,23299.7,23251.87,0.41,57.79,23340.95,23251.0,0.15,0.24,3.0,0.52,1,0,0,0,0,-0.1,0.1,0.13,0.1,0.0,0.03,0.0,0.0,1,1,0.03,0.03,0.07,0.11,0
2025-01-13 10:51:00,23307.25,23323.8,23307.25,23316.25,23315.93,23314.75,23316.78,23311.82,23302.54,23301.4,23263.63,23302.9,23353.28,23341.55,23433.44,23407.02,12.42,12.03,0.39,55.09,53.24,64.78,68.97,-38.65,14.73,20.94,26.53,25.45,2.25,0.01,-0.01,21.58,23347.08,23302.54,23258.01,0.38,65.39,23340.95,23258.5,0.11,0.25,2.59,0.45,1,0,0,0,0,0.04,0.04,0.07,0.04,0.03,0.0,0.0,0.0,1,1,0.06,0.06,0.07,0.1,2
2025-01-13 10:53:00,23316.0,23329.65,23316.0,23321.75,23319.02,23317.08,23315.54,23313.62,23304.97,23303.34,23261.32,23303.64,23351.36,23341.16,23432.99,23406.17,12.45,12.11,0.34,56.36,54.13,59.47,64.5,-30.05,50.86,19.86,27.28,24.27,-12.35,-0.05,-0.01,21.02,23348.12,23304.97,23261.82,0.37,69.44,23340.95,23258.5,0.08,0.27,2.41,0.41,1,0,0,0,0,0.02,0.02,0.06,0.02,0.03,0.0,0.0,0.0,1,1,0.07,0.08,0.07,0.09,2
2025-01-13 10:55:00,23321.75,23321.75,23303.8,23312.1,23317.41,23315.42,23313.06,23313.35,23306.13,23304.18,23263.87,23303.98,23349.25,23340.58,23432.58,23405.24,11.57,12.0,-0.44,53.5,52.29,62.05,62.1,-45.15,-32.92,18.63,25.6,26.97,-24.85,-0.11,-0.01,20.8,23348.74,23306.13,23263.52,0.37,57.01,23340.95,23258.5,0.12,0.23,2.25,0.37,1,0,0,0,0,-0.04,0.04,0.08,0.04,0.0,0.04,0.0,0.0,1,1,0.03,0.03,0.06,0.09,2
2025-01-13 10:57:00,23310.4,23316.85,23307.6,23312.65,23313.98,23314.5,23312.9,23313.22,23308.7,23304.98,23265.63,23304.32,23347.28,23340.03,23432.16,23404.32,10.78,11.76,-0.98,53.64,52.39,60.17,60.56,-44.29,-31.45,17.48,24.75,26.07,-1.55,-0.01,-0.01,19.97,23346.06,23308.7,23271.33,0.32,55.29,23340.95,23258.5,0.12,0.23,1.64,0.26,1,0,0,0,0,0.0,0.0,0.04,0.01,0.02,0.01,0.0,0.01,1,1,0.02,0.03,0.06,0.08,2
2025-01-13 10:59:00,23311.5,23311.55,23293.1,23297.0,23311.95,23308.67,23310.4,23310.27,23310.38,23304.22,23266.95,23304.03,23345.16,23339.18,23431.55,23403.25,8.8,11.17,-2.37,48.99,49.39,47.26,56.49,-68.78,-107.95,17.11,23.02,29.44,-25.0,-0.11,-0.0,19.94,23341.98,23310.38,23278.79,0.27,28.82,23340.95,23261.9,0.19,0.15,0.76,0.08,1,0,0,0,0,-0.07,0.07,0.08,0.06,0.0,0.02,0.0,0.0,1,1,-0.06,-0.03,0.06,0.07,2
2025-01-13 11:01:00,23297.0,23306.35,23292.8,23293.8,23307.46,23303.71,23311.7,23307.28,23311.04,23303.23,23268.19,23303.63,23342.93,23338.28,23431.0,23402.16,6.89,10.31,-3.43,48.07,48.8,37.72,48.38,-73.79,-111.26,16.77,21.88,28.09,12.95,0.06,-0.0,19.49,23340.62,23311.04,23281.47,0.25,20.85,23340.95,23277.05,0.2,0.07,0.05,0.0,1,0,0,0,0,-0.01,0.01,0.06,0.01,0.04,0.0,0.0,0.0,-1,1,-0.07,-0.04,0.05,0.07,2
2025-01-13 11:03:00,23293.55,23295.85,23274.65,23275.1,23298.13,23294.17,23308.58,23301.43,23310.39,23300.55,23269.07,23302.51,23340.42,23337.03,23430.36,23400.89,3.82,9.01,-5.19,43.0,45.42,19.38,34.79,-99.29,-171.97,17.25,20.19,32.53,-31.2,-0.13,-0.0,19.61,23342.43,23310.39,23278.35,0.27,-5.07,23340.95,23274.65,0.28,0.0,-0.83,0.09,-1,0,0,0,0,-0.08,0.08,0.09,0.08,0.01,0.0,0.0,0.0,-1,1,-0.15,-0.11,0.07,0.07,0
2025-01-13 11:05:00,23273.05,23288.85,23268.85,23284.8,23292.67,23291.05,23305.04,23298.4,23309.98,23299.05,23270.4,23301.81,23338.16,23335.99,23429.66,23399.74,2.15,7.64,-5.49,46.17,47.4,17.43,24.84,-74.64,-139.78,17.92,18.72,32.28,-35.35,-0.15,-0.0,19.64,23343.09,23309.98,23276.87,0.28,11.98,23340.95,23268.85,0.24,0.07,-1.47,0.26,-1,0,0,0,0,0.04,0.04,0.09,0.05,0.02,0.02,0.0,0.01,-1,1,-0.11,-0.06,0.07,0.07,2
2025-01-13 11:07:00,23284.35,23286.6,23260.95,23266.0,23283.34,23282.7,23298.66,23292.51,23308.21,23295.9,23271.04,23300.41,23335.81,23334.61,23428.8,23398.41,-0.69,5.97,-6.66,41.36,44.14,11.07,15.96,-92.87,-153.47,18.83,17.01,32.14,-63.8,-0.27,-0.0,20.07,23346.37,23308.21,23270.05,0.33,-5.3,23340.95,23260.95,0.32,0.02,-2.23,0.45,-1,0,0,0,0,-0.08,0.08,0.11,0.08,0.01,0.02,0.0,0.0,-1,1,-0.18,-0.13,0.08,0.08,0
2025-01-13 11:09:00,23266.25,23276.05,23263.7,23263.7,23276.68,23276.37,23294.32,23287.27,23305.43,23292.84,23271.68,23298.97,23333.57,23333.2,23427.84,23397.07,-3.09,4.16,-7.25,40.8,43.75,12.12,13.54,-96.12,-142.08,19.69,16.24,30.69,-43.45,-0.19,-0.0,19.51,23347.83,23305.43,23263.04,0.36,0.78,23340.95,23260.95,0.33,0.01,-2.69,0.54,-1,0,0,0,0,-0.01,0.01,0.05,0.01,0.04,0.0,0.0,0.0,-1,1,-0.18,-0.13,0.09,0.09,0
2025-01-13 11:11:00,23261.85,23284.4,23261.3,23279.5,23273.82,23277.41,23290.64,23285.86,23303.71,23291.57,23272.22,23298.21,23331.42,23332.14,23426.92,23395.9,-3.67,2.6,-6.26,46.19,47.1,12.41,11.87,-73.8,-93.08,19.87,17.9,28.13,-36.75,-0.16,-0.0,19.77,23347.36,23303.71,23260.06,0.37,22.27,23340.95,23260.95,0.26,0.08,-2.93,0.6,-1,0,0,1,0,0.07,0.07,0.1,0.08,0.02,0.0,0.0,0.01,-1,1,-0.1,-0.05,0.09,0.1,2
