datetime_readable,open,high,low,close,datetime_epoch,dist_sma_5,dist_sma_10,dist_sma_20,dist_sma_50,dist_sma_100,dist_sma_200,dist_ema_5,dist_ema_10,dist_ema_20,dist_ema_50,dist_ema_100,dist_ema_200,macd_pct,macd_signal_pct,macd_hist_pct,rsi_14,rsi_21,adx,di_plus,di_minus,atr_pct,atr,bb_width_pct,bb_position,trend_slope,trend_strength,trend_direction,price_change_pct,price_change_abs,hl_range_pct,body_size_pct,upper_shadow_pct,lower_shadow_pct,volatility_10,volatility_20
2025-11-28 13:35:00,26230.0,26233.2,26220.2,26229.5,1764317100,0.02,0.03,0.01,-0.04,0.02,0.1,0.01,0.02,0.0,-0.01,0.02,0.14,-0.02,-0.02,0.0,49.68,49.3,22.94,13.63,21.5,0.06,14.78,0.14,0.58,-0.72,0.2,-1,-0.0,0.0,0.05,0.0,0.01,0.04,0.02,0.04
2025-11-28 13:40:00,26228.45,26229.6,26216.25,26217.7,1764317400,-0.03,-0.02,-0.03,-0.08,-0.03,0.05,-0.02,-0.02,-0.04,-0.05,-0.02,0.09,-0.02,-0.02,0.0,44.03,45.8,23.21,12.74,22.03,0.06,14.68,0.13,0.28,-0.57,0.15,-1,-0.04,0.04,0.05,0.04,0.0,0.01,0.02,0.03
2025-11-28 13:45:00,26217.0,26218.1,26203.05,26206.25,1764317700,-0.06,-0.06,-0.07,-0.13,-0.07,0.0,-0.04,-0.06,-0.07,-0.09,-0.07,0.05,-0.02,-0.02,-0.0,39.36,42.71,24.32,11.81,26.83,0.06,14.71,0.14,0.02,-0.68,0.18,-1,-0.04,0.04,0.06,0.04,0.0,0.01,0.03,0.04
2025-11-28 13:50:00,26206.75,26212.3,26194.0,26212.25,1764318000,-0.03,-0.03,-0.04,-0.1,-0.04,0.02,-0.01,-0.03,-0.04,-0.07,-0.04,0.07,-0.02,-0.02,-0.0,42.79,44.76,25.84,10.78,28.8,0.06,14.96,0.13,0.21,-0.57,0.15,-1,0.02,0.02,0.07,0.02,0.0,0.05,0.03,0.03
2025-11-28 13:55:00,26212.55,26214.65,26201.75,26208.8,1764318300,-0.02,-0.04,-0.05,-0.11,-0.06,0.0,-0.02,-0.03,-0.05,-0.08,-0.05,0.06,-0.02,-0.02,-0.0,41.34,43.82,26.94,11.24,27.01,0.06,14.82,0.14,0.15,-0.68,0.19,-1,-0.01,0.01,0.05,0.01,0.01,0.03,0.03,0.04
2025-11-28 14:00:00,26208.6,26217.1,26206.35,26214.3,1764318600,0.01,-0.01,-0.03,-0.09,-0.03,0.02,0.0,-0.01,-0.03,-0.05,-0.03,0.08,-0.02,-0.02,-0.0,44.56,45.74,27.63,11.85,25.59,0.06,14.53,0.14,0.32,-0.76,0.23,-1,0.02,0.02,0.04,0.02,0.01,0.01,0.03,0.04
2025-11-28 14:05:00,26214.05,26216.2,26200.95,26205.25,1764318900,-0.02,-0.05,-0.06,-0.12,-0.07,-0.01,-0.02,-0.04,-0.06,-0.08,-0.07,0.04,-0.03,-0.02,-0.0,40.61,43.19,28.6,10.97,26.32,0.06,14.58,0.15,0.12,-0.99,0.34,-1,-0.03,0.03,0.06,0.03,0.01,0.02,0.04,0.04
2025-11-28 14:10:00,26204.8,26208.0,26199.8,26200.75,1764319200,-0.03,-0.05,-0.07,-0.13,-0.08,-0.03,-0.03,-0.04,-0.07,-0.1,-0.08,0.02,-0.03,-0.02,-0.0,38.77,41.97,29.57,10.51,25.81,0.05,14.12,0.15,0.05,-0.99,0.35,-1,-0.02,0.02,0.03,0.02,0.01,0.0,0.04,0.04
2025-11-28 14:15:00,26200.95,26206.9,26195.2,26201.7,1764319500,-0.02,-0.04,-0.06,-0.13,-0.08,-0.03,-0.01,-0.03,-0.06,-0.09,-0.08,0.03,-0.03,-0.03,-0.01,39.39,42.33,30.73,9.88,26.62,0.05,13.95,0.14,0.11,-0.95,0.33,-1,0.0,0.0,0.04,0.0,0.02,0.02,0.04,0.04
2025-11-28 14:20:00,26201.6,26201.6,26194.9,26201.1,1764319800,-0.01,-0.03,-0.05,-0.13,-0.08,-0.04,-0.01,-0.03,-0.05,-0.09,-0.08,0.02,-0.03,-0.03,-0.0,39.12,42.15,31.83,9.53,25.82,0.05,13.44,0.15,0.13,-0.96,0.34,-1,-0.0,0.0,0.03,0.0,0.0,0.02,0.03,0.04
2025-11-28 14:25:00,26200.9,26206.1,26199.05,26205.1,1764320100,0.01,-0.01,-0.04,-0.11,-0.06,-0.02,0.0,-0.01,-0.04,-0.07,-0.06,0.04,-0.03,-0.03,-0.0,41.99,43.77,32.14,11.63,24.81,0.05,12.98,0.15,0.24,-1.22,0.53,-1,0.02,0.02,0.03,0.02,0.0,0.01,0.02,0.04
2025-11-28 14:30:00,26204.95,26221.6,26201.35,26211.05,1764320400,0.03,0.02,-0.01,-0.08,-0.04,-0.0,0.02,0.01,-0.01,-0.05,-0.04,0.06,-0.03,-0.03,-0.0,46.06,46.13,30.47,18.59,22.16,0.05,13.5,0.15,0.4,-1.25,0.55,-1,0.02,0.02,0.08,0.02,0.04,0.01,0.02,0.04
2025-11-28 14:35:00,26209.3,26222.45,26207.65,26216.95,1764320700,0.04,0.04,0.01,-0.06,-0.02,0.02,0.03,0.03,0.01,-0.02,-0.01,0.08,-0.02,-0.03,0.0,49.82,48.38,28.83,17.59,20.43,0.05,13.59,0.14,0.57,-1.04,0.41,-1,0.02,0.02,0.06,0.03,0.02,0.01,0.02,0.04
2025-11-28 14:40:00,26216.15,26219.05,26201.95,26205.55,1764321000,-0.01,-0.01,-0.03,-0.1,-0.06,-0.03,-0.01,-0.01,-0.03,-0.06,-0.06,0.04,-0.02,-0.03,0.0,43.51,44.6,27.82,16.04,21.57,0.05,13.84,0.14,0.29,-1.0,0.39,-1,-0.04,0.04,0.07,0.04,0.01,0.01,0.02,0.04
2025-11-28 14:45:00,26205.3,26209.6,26201.9,26205.75,1764321300,-0.01,-0.0,-0.03,-0.1,-0.06,-0.03,-0.01,-0.01,-0.03,-0.06,-0.06,0.04,-0.02,-0.03,0.0,43.64,44.68,26.89,15.38,20.71,0.05,13.41,0.14,0.31,-1.0,0.39,-1,0.0,0.0,0.03,0.0,0.01,0.01,0.02,0.04
2025-11-28 14:50:00,26205.9,26210.15,26197.95,26207.0,1764321600,-0.01,0.0,-0.02,-0.09,-0.05,-0.03,-0.0,-0.0,-0.02,-0.05,-0.05,0.04,-0.02,-0.02,0.0,44.54,45.2,26.38,14.37,21.48,0.05,13.32,0.14,0.36,-0.99,0.39,-1,0.0,0.0,0.05,0.0,0.01,0.03,0.02,0.04
2025-11-28 14:55:00,26207.6,26214.4,26204.5,26209.55,1764321900,0.0,0.01,-0.01,-0.07,-0.04,-0.02,0.01,0.0,-0.01,-0.04,-0.04,0.05,-0.02,-0.02,0.0,46.4,46.27,25.36,15.92,20.31,0.05,13.08,0.14,0.43,-1.07,0.44,-1,0.01,0.01,0.04,0.01,0.02,0.01,0.02,0.04
2025-11-28 15:00:00,26209.7,26210.55,26200.1,26209.15,1764322200,0.01,0.01,-0.01,-0.07,-0.04,-0.02,0.0,0.0,-0.01,-0.04,-0.04,0.05,-0.02,-0.02,0.0,46.14,46.12,24.84,14.99,21.58,0.05,12.89,0.13,0.44,-0.86,0.34,-1,-0.0,0.0,0.04,0.0,0.0,0.03,0.02,0.03
2025-11-28 15:05:00,26207.65,26213.15,26201.55,26206.25,1764322500,-0.0,-0.01,-0.02,-0.07,-0.05,-0.04,-0.01,-0.01,-0.02,-0.05,-0.05,0.04,-0.02,-0.02,0.0,44.19,45.02,24.01,15.47,20.18,0.05,12.8,0.12,0.38,-0.71,0.27,-1,-0.01,0.01,0.04,0.01,0.02,0.02,0.02,0.03
2025-11-28 15:10:00,26204.9,26208.15,26196.15,26197.55,1764322800,-0.03,-0.04,-0.04,-0.1,-0.08,-0.07,-0.03,-0.03,-0.05,-0.08,-0.08,0.01,-0.02,-0.02,0.0,38.89,41.86,23.75,14.43,21.85,0.05,12.74,0.11,0.11,-0.58,0.23,-1,-0.03,0.03,0.05,0.03,0.01,0.01,0.02,0.03
2025-11-28 15:15:00,26197.45,26204.2,26194.45,26198.95,1764323100,-0.02,-0.03,-0.03,-0.09,-0.08,-0.07,-0.01,-0.02,-0.04,-0.07,-0.07,0.01,-0.02,-0.02,0.0,40.13,42.54,23.67,13.63,21.6,0.05,12.53,0.08,0.13,-0.39,0.17,-1,0.01,0.01,0.04,0.01,0.02,0.01,0.02,0.02
2025-11-28 15:20:00,26199.25,26206.0,26191.9,26199.75,1764323400,-0.01,-0.02,-0.02,-0.09,-0.08,-0.07,-0.01,-0.02,-0.03,-0.07,-0.07,0.01,-0.02,-0.02,0.0,40.88,42.94,23.83,12.54,21.32,0.05,12.64,0.08,0.19,-0.33,0.14,-1,0.0,0.0,0.05,0.0,0.02,0.03,0.02,0.02
2025-11-28 15:25:00,26200.85,26213.65,26199.85,26204.55,1764323700,0.01,0.0,-0.01,-0.06,-0.06,-0.05,0.01,0.0,-0.01,-0.05,-0.05,0.03,-0.02,-0.02,0.0,45.25,45.35,22.89,15.86,19.66,0.05,12.73,0.08,0.43,-0.35,0.15,-1,0.02,0.02,0.05,0.01,0.03,0.0,0.02,0.02
2025-12-01 09:15:00,26325.8,26325.8,26270.35,26285.3,1764560700,0.26,0.28,0.29,0.24,0.24,0.26,0.21,0.25,0.27,0.25,0.25,0.34,0.01,-0.02,0.02,76.62,68.66,25.68,48.27,11.35,0.08,20.48,0.27,1.55,0.88,0.08,1,0.31,0.31,0.21,0.15,0.0,0.06,0.1,0.07
2025-12-01 09:20:00,26283.5,26298.7,26279.2,26292.35,1764561000,0.21,0.27,0.3,0.26,0.27,0.28,0.16,0.23,0.27,0.27,0.27,0.36,0.03,-0.01,0.04,77.81,69.84,28.27,44.97,10.57,0.08,20.41,0.39,1.27,2.05,0.22,1,0.03,0.03,0.07,0.03,0.02,0.02,0.14,0.1
2025-12-01 09:25:00,26292.5,26299.05,26279.25,26284.05,1764561300,0.12,0.21,0.25,0.23,0.23,0.24,0.08,0.16,0.21,0.23,0.24,0.33,0.04,0.0,0.04,73.08,66.74,30.68,41.97,9.84,0.08,20.37,0.45,1.06,3.06,0.35,1,-0.03,0.03,0.08,0.03,0.02,0.02,0.15,0.12
2025-12-01 09:30:00,26284.75,26303.95,26284.55,26300.15,1764561600,0.1,0.24,0.3,0.29,0.28,0.3,0.1,0.18,0.25,0.28,0.29,0.38,0.06,0.01,0.04,76.11,69.5,33.02,40.76,9.15,0.08,20.33,0.53,1.06,4.05,0.46,1,0.06,0.06,0.07,0.06,0.01,0.0,0.17,0.14
2025-12-01 09:35:00,26301.1,26312.5,26293.25,26311.0,1764561900,0.06,0.24,0.32,0.32,0.32,0.34,0.09,0.18,0.26,0.31,0.33,0.42,0.07,0.03,0.05,77.92,71.19,35.34,41.01,8.53,0.08,20.26,0.6,1.03,4.98,0.54,1,0.04,0.04,0.07,0.04,0.01,0.03,0.19,0.15
2025-12-01 09:40:00,26311.35,26314.7,26281.2,26287.25,1764562200,-0.03,0.12,0.21,0.23,0.23,0.25,0.0,0.08,0.15,0.21,0.23,0.33,0.08,0.04,0.04,66.13,63.14,36.5,36.38,11.63,0.08,21.2,0.62,0.84,5.42,0.59,1,-0.09,0.09,0.13,0.09,0.01,0.02,0.19,0.16
2025-12-01 09:45:00,26286.55,26297.65,26277.7,26295.8,1764562500,0.0,0.11,0.23,0.26,0.25,0.28,0.02,0.09,0.17,0.23,0.26,0.36,0.08,0.05,0.04,68.0,64.65,37.3,33.92,12.03,0.08,21.11,0.65,0.85,5.85,0.63,1,0.03,0.03,0.08,0.04,0.01,0.03,0.17,0.17
2025-12-01 09:50:00,26294.3,26296.0,26270.0,26273.55,1764562800,-0.08,0.0,0.13,0.17,0.17,0.19,-0.04,0.0,0.08,0.14,0.17,0.27,0.08,0.05,0.03,58.86,58.14,37.43,30.99,13.55,0.08,21.46,0.65,0.7,5.88,0.64,1,-0.08,0.08,0.1,0.08,0.01,0.01,0.15,0.17
2025-12-01 09:55:00,26273.85,26277.7,26263.55,26264.3,1764563100,-0.08,-0.06,0.08,0.14,0.13,0.15,-0.05,-0.03,0.04,0.1,0.13,0.23,0.07,0.06,0.02,55.52,55.69,37.06,29.49,15.09,0.08,20.94,0.64,0.63,5.76,0.62,1,-0.04,0.04,0.05,0.04,0.01,0.0,0.11,0.17
2025-12-01 10:00:00,26264.45,26282.15,26263.2,26279.75,1764563400,-0.0,-0.03,0.13,0.19,0.18,0.21,0.01,0.03,0.09,0.15,0.19,0.29,0.07,0.06,0.01,59.64,58.74,36.89,29.1,14.11,0.08,20.8,0.65,0.7,5.89,0.64,1,0.06,0.06,0.07,0.06,0.01,0.0,0.05,0.17
2025-12-01 10:05:00,26279.95,26290.85,26277.6,26285.4,1764563700,0.02,-0.01,0.14,0.21,0.2,0.23,0.02,0.04,0.1,0.17,0.21,0.3,0.07,0.06,0.01,61.06,59.8,37.06,30.81,13.45,0.08,20.26,0.64,0.71,5.81,0.63,1,0.02,0.02,0.05,0.02,0.02,0.01,0.05,0.17
2025-12-01 10:10:00,26285.9,26288.2,26279.35,26284.95,1764564000,0.03,-0.01,0.12,0.2,0.19,0.22,0.01,0.03,0.09,0.16,0.2,0.3,0.07,0.06,0.01,60.88,59.67,37.21,29.81,13.01,0.07,19.44,0.64,0.69,5.62,0.6,1,-0.0,0.0,0.03,0.0,0.01,0.02,0.05,0.16
2025-12-01 10:15:00,26283.65,26288.7,26270.5,26279.8,1764564300,0.0,-0.02,0.09,0.18,0.17,0.2,-0.01,0.01,0.06,0.13,0.18,0.28,0.07,0.06,0.0,58.7,58.17,36.61,27.81,15.41,0.07,19.35,0.62,0.64,5.25,0.56,1,-0.02,0.02,0.07,0.01,0.02,0.04,0.05,0.16
2025-12-01 10:20:00,26279.3,26282.1,26275.0,26277.35,1764564600,-0.02,-0.02,0.06,0.17,0.16,0.19,-0.01,-0.0,0.05,0.12,0.16,0.27,0.06,0.06,-0.0,57.64,57.45,36.04,27.04,14.98,0.07,18.48,0.6,0.6,4.78,0.49,1,-0.01,0.01,0.03,0.01,0.01,0.01,0.05,0.15
2025-12-01 10:25:00,26278.75,26282.55,26268.6,26281.1,1764564900,-0.0,0.0,0.06,0.18,0.17,0.2,0.0,0.01,0.06,0.13,0.17,0.28,0.06,0.06,-0.0,58.86,58.28,34.97,25.56,16.68,0.07,18.16,0.57,0.61,4.25,0.42,1,0.01,0.01,0.05,0.01,0.01,0.04,0.03,0.15
2025-12-01 10:30:00,26282.9,26289.55,26274.95,26277.85,1764565200,-0.01,-0.01,0.04,0.16,0.16,0.19,-0.01,-0.0,0.04,0.11,0.16,0.26,0.06,0.06,-0.01,57.32,57.26,34.34,26.86,15.71,0.07,17.9,0.54,0.57,3.52,0.33,1,-0.01,0.01,0.06,0.02,0.03,0.01,0.03,0.14
2025-12-01 10:35:00,26277.6,26282.6,26258.15,26259.4,1764565500,-0.06,-0.06,-0.04,0.09,0.08,0.11,-0.05,-0.06,-0.03,0.04,0.09,0.19,0.05,0.06,-0.01,49.41,51.85,32.45,24.31,20.75,0.07,18.37,0.48,0.41,2.29,0.18,1,-0.07,0.07,0.09,0.07,0.02,0.0,0.03,0.12
2025-12-01 10:40:00,26259.75,26268.3,26256.75,26258.6,1764565800,-0.05,-0.06,-0.06,0.08,0.08,0.11,-0.04,-0.05,-0.03,0.04,0.08,0.18,0.04,0.05,-0.02,49.09,51.63,30.6,23.19,20.35,0.07,17.88,0.41,0.36,0.97,0.04,1,-0.0,0.0,0.04,0.0,0.03,0.01,0.04,0.11
2025-12-01 10:45:00,26259.45,26259.65,26247.2,26249.4,1764566100,-0.06,-0.09,-0.1,0.04,0.04,0.07,-0.05,-0.07,-0.06,0.0,0.05,0.15,0.03,0.05,-0.02,45.49,49.1,28.61,22.01,23.21,0.07,17.49,0.33,0.19,-0.56,0.02,-1,-0.04,0.04,0.05,0.04,0.0,0.01,0.05,0.09
2025-12-01 10:50:00,26250.9,26251.45,26228.95,26229.65,1764566400,-0.1,-0.15,-0.18,-0.03,-0.04,-0.0,-0.08,-0.12,-0.12,-0.07,-0.03,0.07,0.01,0.04,-0.03,38.88,44.2,27.8,20.03,28.43,0.07,17.85,0.27,-0.17,-2.37,0.58,-1,-0.08,0.08,0.09,0.08,0.0,0.0,0.07,0.07
2025-12-01 10:55:00,26230.5,26241.65,26229.85,26238.95,1764566700,-0.03,-0.09,-0.14,0.0,-0.0,0.03,-0.03,-0.07,-0.08,-0.04,0.01,0.11,0.01,0.03,-0.03,43.07,46.82,27.05,19.04,27.03,0.07,17.43,0.3,0.04,-2.81,0.67,-1,0.04,0.04,0.04,0.03,0.01,0.0,0.07,0.08
2025-12-01 11:00:00,26239.5,26240.55,26224.15,26227.8,1764567000,-0.05,-0.11,-0.17,-0.04,-0.04,-0.01,-0.05,-0.09,-0.11,-0.07,-0.03,0.06,-0.0,0.03,-0.03,39.57,44.21,26.66,17.76,27.55,0.07,17.36,0.33,-0.01,-3.22,0.72,-1,-0.04,0.04,0.06,0.04,0.0,0.01,0.08,0.09
2025-12-01 11:05:00,26228.25,26235.65,26224.75,26225.8,1764567300,-0.03,-0.1,-0.17,-0.05,-0.05,-0.02,-0.04,-0.08,-0.1,-0.08,-0.04,0.06,-0.01,0.02,-0.03,38.96,43.75,26.3,16.94,26.28,0.06,16.9,0.36,0.05,-3.7,0.79,-1,-0.01,0.01,0.04,0.01,0.03,0.0,0.08,0.09
2025-12-01 11:10:00,26225.5,26244.15,26225.45,26242.4,1764567600,0.04,-0.03,-0.09,0.01,0.01,0.04,0.02,-0.01,-0.04,-0.02,0.02,0.12,-0.01,0.01,-0.03,46.37,48.43,25.25,19.18,24.22,0.06,17.03,0.36,0.24,-3.6,0.78,-1,0.06,0.06,0.07,0.06,0.01,0.0,0.08,0.09
2025-12-01 11:15:00,26242.6,26247.1,26236.75,26238.05,1764567900,0.01,-0.03,-0.09,-0.0,-0.01,0.02,0.0,-0.02,-0.05,-0.03,0.0,0.1,-0.02,0.01,-0.02,44.84,47.34,24.04,19.59,23.14,0.06,16.55,0.33,0.22,-3.31,0.75,-1,-0.02,0.02,0.04,0.02,0.02,0.0,0.06,0.09
2025-12-01 11:20:00,26238.55,26249.2,26237.45,26246.15,1764568200,0.04,0.02,-0.06,0.02,0.02,0.05,0.02,0.0,-0.02,0.0,0.03,0.13,-0.01,0.0,-0.02,48.27,49.55,22.75,19.5,21.94,0.06,16.21,0.33,0.33,-3.16,0.72,-1,0.03,0.03,0.04,0.03,0.01,0.0,0.05,0.08
2025-12-01 11:25:00,26246.5,26250.95,26241.65,26247.5,1764568500,0.03,0.03,-0.04,0.03,0.03,0.06,0.02,0.01,-0.01,0.01,0.04,0.13,-0.01,-0.0,-0.01,48.85,49.92,21.39,19.47,21.01,0.06,15.71,0.31,0.36,-2.8,0.64,-1,0.01,0.01,0.04,0.0,0.01,0.02,0.04,0.08
2025-12-01 11:30:00,26248.35,26261.9,26245.65,26259.25,1764568800,0.05,0.07,0.01,0.07,0.07,0.1,0.04,0.04,0.03,0.05,0.08,0.18,-0.01,-0.0,-0.01,53.65,53.04,20.46,23.01,19.46,0.06,15.75,0.3,0.52,-2.54,0.55,-1,0.04,0.04,0.06,0.04,0.01,0.01,0.04,0.08
2025-12-01 11:35:00,26260.15,26260.7,26250.05,26257.6,1764569100,0.03,0.06,0.0,0.06,0.06,0.09,0.02,0.03,0.02,0.04,0.07,0.17,-0.0,-0.0,-0.0,52.9,52.56,19.59,21.87,18.5,0.06,15.39,0.3,0.5,-2.44,0.51,-1,-0.01,0.01,0.04,0.01,0.0,0.03,0.04,0.08
2025-12-01 11:40:00,26258.85,26261.65,26207.55,26211.75,1764569400,-0.12,-0.11,-0.16,-0.11,-0.11,-0.08,-0.1,-0.12,-0.14,-0.13,-0.1,-0.01,-0.02,-0.01,-0.01,37.27,41.52,20.27,17.21,31.29,0.07,18.15,0.33,0.01,-2.74,0.54,-1,-0.17,0.17,0.21,0.18,0.01,0.02,0.06,0.08
2025-12-01 11:45:00,26212.35,26212.35,26179.4,26190.65,1764569700,-0.16,-0.17,-0.22,-0.19,-0.19,-0.16,-0.12,-0.16,-0.2,-0.2,-0.18,-0.09,-0.03,-0.01,-0.02,32.51,37.69,21.89,15.1,37.92,0.07,19.21,0.37,-0.1,-3.15,0.56,-1,-0.08,0.08,0.13,0.08,0.0,0.04,0.08,0.09
2025-12-01 11:50:00,26191.25,26209.3,26182.0,26202.7,1764570000,-0.08,-0.11,-0.16,-0.15,-0.14,-0.12,-0.05,-0.1,-0.14,-0.15,-0.13,-0.04,-0.04,-0.02,-0.02,37.43,40.95,23.4,13.62,34.18,0.08,19.79,0.38,0.07,-3.25,0.57,-1,0.05,0.05,0.1,0.04,0.03,0.04,0.09,0.1
2025-12-01 11:55:00,26203.1,26217.4,26199.5,26212.6,1764570300,-0.01,-0.07,-0.11,-0.11,-0.1,-0.08,-0.01,-0.05,-0.09,-0.11,-0.09,-0.0,-0.04,-0.02,-0.02,41.22,43.51,24.17,15.67,31.96,0.07,19.65,0.37,0.2,-3.16,0.56,-1,0.04,0.04,0.07,0.04,0.02,0.01,0.09,0.1
2025-12-01 12:00:00,26213.15,26216.85,26196.85,26197.75,1764570600,-0.02,-0.11,-0.15,-0.16,-0.16,-0.14,-0.04,-0.08,-0.13,-0.16,-0.14,-0.06,-0.05,-0.03,-0.02,37.54,40.73,24.99,14.54,30.6,0.08,19.68,0.38,0.1,-3.23,0.57,-1,-0.06,0.06,0.08,0.06,0.01,0.0,0.1,0.1
2025-12-01 12:05:00,26197.55,26197.55,26173.95,26174.75,1764570900,-0.08,-0.17,-0.22,-0.25,-0.24,-0.22,-0.09,-0.14,-0.2,-0.24,-0.22,-0.14,-0.06,-0.03,-0.03,32.69,36.91,26.51,13.3,36.19,0.08,19.97,0.4,-0.05,-3.44,0.57,-1,-0.09,0.09,0.09,0.09,0.0,0.0,0.12,0.1
2025-12-01 12:10:00,26175.8,26183.65,26167.4,26175.65,1764571200,-0.07,-0.14,-0.2,-0.24,-0.23,-0.22,-0.06,-0.11,-0.18,-0.22,-0.22,-0.14,-0.07,-0.04,-0.03,33.05,37.15,28.1,12.52,36.43,0.08,19.71,0.41,0.02,-3.54,0.58,-1,0.0,0.0,0.06,0.0,0.03,0.03,0.12,0.1
2025-12-01 12:15:00,26175.9,26177.5,26166.45,26170.4,1764571500,-0.06,-0.13,-0.2,-0.26,-0.25,-0.24,-0.05,-0.11,-0.18,-0.23,-0.23,-0.16,-0.07,-0.05,-0.03,31.96,36.3,29.61,12.0,35.28,0.07,19.09,0.43,0.04,-3.84,0.61,-1,-0.02,0.02,0.04,0.02,0.01,0.02,0.12,0.11
2025-12-01 12:20:00,26170.4,26182.3,26160.25,26181.95,1764571800,0.01,-0.06,-0.14,-0.22,-0.21,-0.2,-0.0,-0.05,-0.12,-0.18,-0.18,-0.11,-0.08,-0.05,-0.02,36.89,39.51,31.2,11.02,34.69,0.07,19.3,0.44,0.18,-3.86,0.61,-1,0.04,0.04,0.08,0.04,0.0,0.04,0.1,0.11
2025-12-01 12:25:00,26181.45,26188.55,26176.75,26188.55,1764572100,0.04,-0.01,-0.1,-0.19,-0.18,-0.17,0.01,-0.02,-0.09,-0.15,-0.16,-0.09,-0.07,-0.06,-0.02,39.58,41.29,32.11,12.9,33.14,0.07,18.76,0.43,0.26,-3.82,0.6,-1,0.03,0.03,0.05,0.03,0.0,0.02,0.06,0.11
2025-12-01 12:30:00,26188.25,26188.25,26157.0,26160.85,1764572400,-0.06,-0.09,-0.2,-0.29,-0.28,-0.28,-0.06,-0.11,-0.17,-0.25,-0.26,-0.19,-0.08,-0.06,-0.02,33.18,36.55,33.55,11.43,36.51,0.08,19.68,0.47,0.08,-4.39,0.68,-1,-0.11,0.11,0.12,0.1,0.0,0.01,0.06,0.12
2025-12-01 12:35:00,26162.85,26167.9,26154.9,26159.25,1764572700,-0.05,-0.09,-0.19,-0.29,-0.29,-0.28,-0.04,-0.09,-0.16,-0.24,-0.26,-0.19,-0.08,-0.07,-0.02,32.85,36.3,34.95,10.87,35.53,0.07,19.2,0.49,0.12,-4.74,0.72,-1,-0.01,0.01,0.05,0.01,0.02,0.02,0.07,0.13
2025-12-01 12:40:00,26159.75,26169.9,26148.95,26164.95,1764573000,-0.02,-0.05,-0.15,-0.27,-0.26,-0.26,-0.02,-0.06,-0.13,-0.21,-0.23,-0.17,-0.08,-0.07,-0.01,35.32,37.91,36.41,10.03,34.97,0.07,19.33,0.51,0.19,-5.06,0.78,-1,0.02,0.02,0.08,0.02,0.02,0.04,0.06,0.13
2025-12-01 12:45:00,26164.6,26170.7,26151.85,26157.35,1764573300,-0.03,-0.06,-0.17,-0.29,-0.28,-0.29,-0.03,-0.07,-0.14,-0.23,-0.25,-0.2,-0.09,-0.07,-0.01,33.55,36.61,37.69,9.63,32.53,0.07,19.29,0.52,0.17,-5.42,0.83,-1,-0.03,0.03,0.07,0.03,0.02,0.02,0.05,0.13
2025-12-01 12:50:00,26159.55,26180.35,26157.85,26178.85,1764573600,0.06,0.03,-0.08,-0.21,-0.2,-0.21,0.03,0.01,-0.05,-0.14,-0.17,-0.12,-0.08,-0.07,-0.01,42.36,42.44,37.96,12.34,29.8,0.07,19.56,0.51,0.35,-5.11,0.78,-1,0.08,0.08,0.09,0.07,0.01,0.01,0.04,0.13
2025-12-01 12:55:00,26179.3,26188.5,26168.1,26184.95,1764573900,0.06,0.05,-0.04,-0.18,-0.17,-0.18,0.04,0.03,-0.03,-0.12,-0.14,-0.09,-0.07,-0.07,0.0,44.6,43.97,37.49,14.39,27.59,0.07,19.62,0.49,0.41,-4.69,0.7,-1,0.02,0.02,0.08,0.02,0.01,0.04,0.04,0.13
2025-12-01 13:00:00,26185.95,26186.4,26167.7,26179.95,1764574200,0.03,0.03,-0.05,-0.2,-0.19,-0.2,0.01,0.01,-0.04,-0.13,-0.16,-0.11,-0.07,-0.07,0.01,43.12,42.98,37.08,13.41,25.85,0.07,19.55,0.46,0.39,-4.14,0.62,-1,-0.02,0.02,0.07,0.02,0.0,0.05,0.04,0.12
2025-12-01 13:05:00,26180.9,26184.3,26172.15,26175.6,1764574500,0.0,0.01,-0.05,-0.22,-0.2,-0.22,-0.0,-0.01,-0.05,-0.14,-0.17,-0.12,-0.06,-0.07,0.01,41.82,42.12,36.69,12.8,24.67,0.07,19.02,0.42,0.38,-3.52,0.54,-1,-0.02,0.02,0.05,0.02,0.01,0.01,0.04,0.11
2025-12-01 13:10:00,26175.5,26187.55,26174.2,26186.95,1764574800,0.02,0.05,0.0,-0.17,-0.16,-0.17,0.03,0.03,-0.01,-0.09,-0.13,-0.08,-0.06,-0.07,0.01,46.37,45.14,36.02,13.39,23.4,0.07,18.62,0.35,0.51,-2.45,0.39,-1,0.04,0.04,0.05,0.04,0.0,0.0,0.05,0.09
2025-12-01 13:15:00,26187.05,26195.65,26185.15,26195.15,1764575100,0.04,0.08,0.05,-0.14,-0.12,-0.14,0.04,0.05,0.02,-0.06,-0.09,-0.05,-0.05,-0.06,0.02,49.44,47.22,34.63,16.04,22.43,0.07,18.04,0.24,0.7,-1.18,0.19,-1,0.03,0.03,0.04,0.03,0.0,0.01,0.05,0.06
2025-12-01 13:20:00,26195.2,26195.2,26173.0,26175.45,1764575400,-0.03,-0.0,-0.02,-0.21,-0.19,-0.22,-0.02,-0.02,-0.05,-0.13,-0.16,-0.12,-0.05,-0.06,0.01,43.06,43.09,34.05,14.65,25.22,0.07,18.33,0.22,0.41,-0.82,0.11,-1,-0.08,0.08,0.08,0.08,0.0,0.01,0.05,0.06
