datetime_readable,open,high,low,close,datetime_epoch,dist_sma_5,dist_sma_10,dist_sma_20,dist_sma_50,dist_sma_100,dist_sma_200,dist_ema_5,dist_ema_10,dist_ema_20,dist_ema_50,dist_ema_100,dist_ema_200,macd_pct,macd_signal_pct,macd_hist_pct,rsi_14,rsi_21,adx,di_plus,di_minus,atr_pct,atr,bb_width_pct,bb_position,trend_slope,trend_strength,trend_direction,price_change_pct,price_change_abs,hl_range_pct,body_size_pct,upper_shadow_pct,lower_shadow_pct,volatility_10,volatility_20
2025-11-21 13:50:00,26114.15,26129.1,26108.7,26129.1,1763713200,0.04,0.03,-0.04,0.07,-0.07,0.15,0.04,0.02,0.01,0.01,0.02,0.15,-0.0,0.01,-0.02,51.2,50.72,22.52,22.53,26.21,0.06,16.61,0.33,0.39,-2.45,0.44,-1,0.06,0.06,0.08,0.06,0.0,0.02,0.06,0.08
2025-11-21 13:55:00,26129.25,26138.6,26127.8,26138.6,1763713500,0.07,0.07,-0.0,0.11,-0.03,0.18,0.05,0.05,0.04,0.04,0.06,0.18,0.0,0.01,-0.01,54.52,52.98,21.01,25.65,24.96,0.06,16.19,0.33,0.5,-2.46,0.44,-1,0.04,0.04,0.04,0.04,0.0,0.01,0.04,0.08
2025-11-21 14:00:00,26138.85,26138.95,26129.55,26132.85,1763713800,0.04,0.05,-0.02,0.08,-0.05,0.15,0.02,0.02,0.02,0.02,0.04,0.16,0.0,0.01,-0.01,52.21,51.48,19.63,24.71,23.89,0.06,15.71,0.32,0.44,-2.25,0.39,-1,-0.02,0.02,0.04,0.02,0.0,0.01,0.04,0.08
2025-11-21 14:05:00,26132.3,26144.6,26123.65,26142.95,1763714100,0.04,0.08,0.02,0.12,-0.02,0.19,0.04,0.05,0.05,0.06,0.07,0.2,0.01,0.01,-0.0,55.76,53.89,18.52,22.41,24.29,0.06,16.08,0.32,0.57,-1.93,0.29,-1,0.04,0.04,0.08,0.04,0.01,0.03,0.05,0.08
2025-11-21 14:10:00,26143.05,26148.7,26138.1,26147.15,1763714400,0.03,0.08,0.04,0.13,0.0,0.2,0.04,0.05,0.06,0.07,0.09,0.21,0.01,0.01,0.0,57.19,54.87,17.21,23.2,23.12,0.06,15.69,0.32,0.62,-1.7,0.23,-1,0.02,0.02,0.04,0.02,0.01,0.02,0.05,0.08
2025-11-21 14:15:00,26146.75,26154.95,26140.35,26141.45,1763714700,0.0,0.05,0.02,0.11,-0.02,0.18,0.01,0.03,0.04,0.05,0.06,0.19,0.01,0.01,0.0,54.61,53.26,16.43,24.51,21.57,0.06,15.61,0.32,0.55,-1.55,0.19,-1,-0.02,0.02,0.06,0.02,0.03,0.0,0.05,0.08
2025-11-21 14:20:00,26142.8,26153.05,26140.55,26149.15,1763715000,0.02,0.07,0.05,0.13,0.01,0.2,0.03,0.04,0.06,0.07,0.09,0.22,0.02,0.01,0.01,57.4,55.13,15.71,23.08,20.32,0.06,15.39,0.32,0.64,-1.19,0.11,-1,0.03,0.03,0.05,0.02,0.01,0.01,0.06,0.08
2025-11-21 14:25:00,26148.75,26152.4,26145.55,26149.95,1763715300,0.01,0.06,0.05,0.13,0.01,0.2,0.02,0.04,0.06,0.07,0.09,0.22,0.02,0.01,0.01,57.69,55.32,15.04,22.32,19.65,0.06,14.78,0.31,0.67,-0.6,0.03,-1,0.0,0.0,0.03,0.0,0.01,0.01,0.06,0.08
2025-11-21 14:30:00,26150.25,26155.4,26145.55,26150.6,1763715600,0.01,0.04,0.06,0.12,0.01,0.2,0.01,0.03,0.05,0.07,0.09,0.22,0.02,0.01,0.01,57.94,55.49,14.66,22.72,18.69,0.06,14.43,0.29,0.7,0.16,0.0,1,0.0,0.0,0.04,0.0,0.02,0.02,0.04,0.07
2025-11-21 14:35:00,26150.0,26161.7,26144.85,26145.8,1763715900,-0.01,0.01,0.04,0.1,-0.0,0.18,-0.0,0.01,0.03,0.05,0.07,0.2,0.02,0.02,0.01,55.33,53.94,14.8,23.93,17.15,0.06,14.6,0.27,0.66,0.79,0.07,1,-0.02,0.02,0.06,0.02,0.04,0.0,0.03,0.07
2025-11-21 14:40:00,26146.4,26148.55,26127.45,26128.1,1763716200,-0.06,-0.06,-0.02,0.03,-0.07,0.11,-0.05,-0.04,-0.03,-0.02,0.01,0.13,0.02,0.02,0.0,46.93,48.69,14.08,21.53,23.68,0.06,15.06,0.24,0.43,1.21,0.19,1,-0.07,0.07,0.08,0.07,0.01,0.0,0.03,0.06
2025-11-21 14:45:00,26126.95,26133.45,26106.45,26106.6,1763716500,-0.11,-0.13,-0.09,-0.06,-0.15,0.02,-0.09,-0.1,-0.1,-0.09,-0.07,0.04,0.01,0.01,-0.01,39.16,43.32,14.72,18.92,30.24,0.06,15.92,0.24,0.12,1.29,0.24,1,-0.08,0.08,0.1,0.08,0.02,0.0,0.05,0.06
2025-11-21 14:50:00,26107.25,26111.65,26091.9,26092.55,1763716800,-0.12,-0.16,-0.13,-0.11,-0.2,-0.03,-0.09,-0.13,-0.14,-0.14,-0.13,-0.01,-0.01,0.01,-0.02,35.07,40.27,16.0,17.27,34.02,0.06,16.19,0.26,-0.01,0.85,0.08,1,-0.05,0.05,0.08,0.06,0.02,0.0,0.08,0.07
2025-11-21 14:55:00,26091.9,26093.55,26067.75,26070.35,1763717100,-0.15,-0.22,-0.21,-0.2,-0.28,-0.12,-0.12,-0.18,-0.21,-0.22,-0.21,-0.09,-0.03,0.0,-0.03,29.78,36.06,18.07,15.39,40.53,0.06,16.88,0.33,-0.15,-0.16,0.0,-1,-0.09,0.09,0.1,0.08,0.01,0.01,0.11,0.08
2025-11-21 15:00:00,26071.05,26084.35,26065.75,26078.5,1763717400,-0.06,-0.16,-0.17,-0.17,-0.25,-0.09,-0.06,-0.12,-0.16,-0.18,-0.17,-0.06,-0.04,-0.01,-0.03,33.73,38.53,20.05,14.19,38.2,0.07,17.0,0.36,0.01,-1.09,0.07,-1,0.03,0.03,0.07,0.03,0.02,0.02,0.12,0.09
2025-11-21 15:05:00,26078.85,26079.85,26068.15,26070.2,1763717700,-0.05,-0.17,-0.2,-0.2,-0.27,-0.13,-0.06,-0.12,-0.17,-0.2,-0.2,-0.09,-0.05,-0.01,-0.03,31.77,37.0,21.89,13.47,36.28,0.06,16.62,0.4,0.01,-1.98,0.19,-1,-0.03,0.03,0.04,0.03,0.0,0.01,0.13,0.1
2025-11-21 15:10:00,26071.25,26073.4,26064.05,26069.35,1763718000,-0.03,-0.14,-0.19,-0.2,-0.27,-0.13,-0.04,-0.1,-0.16,-0.2,-0.2,-0.09,-0.05,-0.02,-0.03,31.56,36.84,23.75,12.91,36.6,0.06,16.1,0.44,0.06,-2.73,0.31,-1,-0.0,0.0,0.04,0.01,0.01,0.02,0.13,0.11
2025-11-21 15:15:00,26070.15,26080.4,26064.35,26064.35,1763718300,-0.02,-0.13,-0.2,-0.22,-0.29,-0.15,-0.04,-0.1,-0.16,-0.21,-0.21,-0.11,-0.06,-0.03,-0.03,30.34,35.9,24.8,15.1,33.99,0.06,16.1,0.47,0.08,-3.5,0.43,-1,-0.02,0.02,0.06,0.02,0.04,0.0,0.13,0.12
2025-11-21 15:20:00,26064.9,26069.85,26052.2,26055.75,1763718600,-0.05,-0.12,-0.22,-0.24,-0.32,-0.19,-0.05,-0.11,-0.18,-0.23,-0.24,-0.14,-0.07,-0.04,-0.03,28.31,34.31,26.24,13.93,36.7,0.06,16.21,0.51,0.07,-4.57,0.62,-1,-0.03,0.03,0.07,0.04,0.02,0.01,0.11,0.13
2025-11-21 15:25:00,26057.05,26067.55,26056.35,26063.95,1763718900,-0.0,-0.06,-0.18,-0.21,-0.28,-0.16,-0.01,-0.06,-0.13,-0.19,-0.21,-0.11,-0.07,-0.04,-0.03,32.92,37.1,27.58,13.19,34.75,0.06,15.89,0.54,0.16,-5.29,0.75,-1,0.03,0.03,0.04,0.03,0.01,0.0,0.09,0.14
2025-11-24 09:15:00,26122.8,26137.55,26082.3,26097.25,1763955900,0.1,0.08,-0.05,-0.08,-0.15,-0.04,0.08,0.05,-0.0,-0.06,-0.08,0.02,-0.06,-0.05,-0.01,47.67,46.73,26.68,34.7,25.63,0.08,20.02,0.54,0.41,-5.21,0.73,-1,0.13,0.13,0.21,0.1,0.06,0.06,0.06,0.14
2025-11-24 09:20:00,26096.95,26120.4,26091.15,26098.9,1763956200,0.09,0.09,-0.03,-0.08,-0.14,-0.03,0.06,0.05,0.0,-0.05,-0.07,0.02,-0.05,-0.05,-0.0,48.27,47.16,25.85,31.2,23.04,0.08,20.68,0.53,0.44,-4.91,0.67,-1,0.01,0.01,0.11,0.01,0.08,0.02,0.06,0.14
2025-11-24 09:25:00,26099.25,26114.9,26098.2,26113.7,1763956500,0.11,0.14,0.03,-0.02,-0.08,0.02,0.07,0.09,0.05,0.0,-0.01,0.08,-0.04,-0.05,0.01,53.48,50.82,25.08,29.37,21.69,0.08,20.39,0.52,0.55,-4.43,0.56,-1,0.06,0.06,0.06,0.06,0.0,0.0,0.07,0.13
2025-11-24 09:30:00,26113.95,26116.8,26090.25,26092.95,1763956800,-0.0,0.05,-0.04,-0.1,-0.15,-0.06,-0.0,0.01,-0.02,-0.07,-0.09,-0.0,-0.04,-0.05,0.01,46.42,46.11,23.91,26.7,22.44,0.08,20.83,0.51,0.41,-4.06,0.5,-1,-0.08,0.08,0.1,0.08,0.01,0.01,0.07,0.13
2025-11-24 09:35:00,26093.45,26093.9,26077.6,26088.1,1763957100,-0.04,0.03,-0.05,-0.12,-0.17,-0.08,-0.01,-0.01,-0.04,-0.09,-0.11,-0.02,-0.04,-0.04,0.01,44.93,45.09,22.26,25.18,25.57,0.08,20.51,0.49,0.4,-3.61,0.43,-1,-0.02,0.02,0.06,0.02,0.0,0.04,0.07,0.12
2025-11-24 09:40:00,26088.4,26093.25,26074.05,26074.9,1763957400,-0.07,-0.03,-0.09,-0.17,-0.21,-0.13,-0.04,-0.05,-0.08,-0.13,-0.15,-0.07,-0.04,-0.04,0.0,41.06,42.4,20.9,23.49,25.1,0.08,20.41,0.47,0.31,-3.36,0.39,-1,-0.05,0.05,0.07,0.05,0.02,0.0,0.07,0.12
2025-11-24 09:45:00,26076.2,26097.45,26064.7,26095.7,1763957700,0.01,0.04,0.0,-0.09,-0.13,-0.06,0.02,0.02,0.0,-0.05,-0.07,0.01,-0.03,-0.04,0.01,48.58,47.58,20.11,20.91,25.48,0.08,21.3,0.44,0.5,-2.58,0.27,-1,0.08,0.08,0.13,0.07,0.01,0.04,0.07,0.11
2025-11-24 09:50:00,26095.45,26107.9,26086.3,26087.25,1763958000,-0.0,0.0,-0.02,-0.12,-0.15,-0.09,-0.01,-0.01,-0.03,-0.08,-0.1,-0.02,-0.03,-0.04,0.01,46.01,45.82,18.79,22.9,23.63,0.08,21.32,0.39,0.45,-1.84,0.17,-1,-0.03,0.03,0.08,0.03,0.05,0.0,0.07,0.1
2025-11-24 09:55:00,26087.4,26093.25,26084.0,26085.4,1763958300,-0.0,-0.02,-0.01,-0.13,-0.16,-0.1,-0.01,-0.01,-0.03,-0.09,-0.11,-0.03,-0.03,-0.04,0.01,45.44,45.43,17.68,22.16,23.67,0.08,20.46,0.34,0.46,-1.02,0.07,-1,-0.01,0.01,0.04,0.01,0.02,0.01,0.05,0.09
2025-11-24 10:00:00,26086.65,26110.9,26086.3,26107.9,1763958600,0.07,0.05,0.08,-0.04,-0.07,-0.02,0.05,0.06,0.05,0.0,-0.02,0.06,-0.02,-0.04,0.01,53.02,50.73,17.12,26.28,21.6,0.08,20.82,0.28,0.78,0.15,0.0,1,0.09,0.09,0.09,0.08,0.01,0.0,0.04,0.07
2025-11-24 10:05:00,26108.65,26118.7,26108.65,26117.45,1763958900,0.07,0.08,0.12,-0.0,-0.02,0.02,0.06,0.08,0.08,0.04,0.01,0.09,-0.01,-0.03,0.02,55.82,52.77,16.96,28.04,20.77,0.08,20.1,0.26,0.95,1.23,0.17,1,0.04,0.04,0.04,0.03,0.0,0.0,0.05,0.07
2025-11-24 10:10:00,26117.75,26130.35,26114.25,26128.5,1763959200,0.09,0.11,0.16,0.04,0.02,0.06,0.07,0.1,0.11,0.08,0.06,0.13,-0.0,-0.03,0.02,58.88,55.04,17.32,30.61,19.57,0.08,19.81,0.29,1.03,2.15,0.42,1,0.04,0.04,0.06,0.04,0.01,0.01,0.06,0.08
2025-11-24 10:15:00,26129.05,26129.55,26110.5,26113.95,1763959500,0.01,0.06,0.1,-0.01,-0.03,-0.0,0.01,0.04,0.05,0.02,0.0,0.08,0.0,-0.02,0.02,53.62,51.62,17.41,28.5,19.57,0.08,19.76,0.31,0.82,2.6,0.57,1,-0.06,0.06,0.07,0.06,0.0,0.01,0.06,0.08
2025-11-24 10:20:00,26114.3,26128.7,26114.05,26125.15,1763959800,0.03,0.09,0.13,0.03,0.02,0.04,0.03,0.06,0.08,0.06,0.04,0.12,0.01,-0.01,0.02,56.81,53.93,17.49,26.96,18.51,0.07,19.4,0.32,0.9,2.83,0.61,1,0.04,0.04,0.06,0.04,0.01,0.0,0.07,0.08
2025-11-24 10:25:00,26125.2,26128.8,26121.25,26121.25,1763960100,-0.0,0.06,0.11,0.02,0.0,0.02,0.01,0.04,0.06,0.04,0.03,0.1,0.01,-0.01,0.02,55.38,53.0,17.57,26.21,17.97,0.07,18.56,0.33,0.82,3.05,0.66,1,-0.01,0.01,0.03,0.02,0.01,0.0,0.07,0.09
2025-11-24 10:30:00,26122.45,26130.6,26117.0,26129.4,1763960400,0.02,0.07,0.13,0.05,0.04,0.05,0.03,0.06,0.08,0.07,0.06,0.13,0.02,-0.0,0.02,57.78,54.71,17.33,24.81,18.68,0.07,18.2,0.34,0.87,3.2,0.68,1,0.03,0.03,0.05,0.03,0.0,0.02,0.06,0.09
2025-11-24 10:35:00,26128.2,26142.8,26128.2,26137.45,1763960700,0.05,0.08,0.14,0.08,0.07,0.08,0.04,0.07,0.1,0.1,0.09,0.16,0.02,0.0,0.02,60.06,56.36,17.74,28.23,17.6,0.07,17.94,0.35,0.91,3.35,0.7,1,0.03,0.03,0.06,0.04,0.02,0.0,0.07,0.09
2025-11-24 10:40:00,26137.8,26141.75,26130.5,26130.95,1763961000,0.01,0.04,0.11,0.06,0.05,0.05,0.01,0.04,0.07,0.07,0.06,0.14,0.03,0.01,0.02,57.36,54.67,18.13,26.93,16.79,0.07,17.47,0.34,0.81,3.23,0.68,1,-0.02,0.02,0.04,0.03,0.02,0.0,0.06,0.09
2025-11-24 10:45:00,26131.9,26137.3,26126.85,26132.05,1763961300,0.01,0.03,0.1,0.07,0.06,0.06,0.01,0.04,0.07,0.07,0.06,0.14,0.03,0.01,0.02,57.71,54.91,18.18,25.74,17.58,0.06,16.97,0.31,0.8,2.89,0.66,1,0.0,0.0,0.04,0.0,0.02,0.02,0.04,0.08
2025-11-24 10:50:00,26131.8,26131.8,26113.3,26114.1,1763961600,-0.06,-0.04,0.02,0.0,-0.01,-0.01,-0.04,-0.03,-0.0,0.0,-0.01,0.07,0.02,0.01,0.01,50.51,50.35,17.18,23.73,21.87,0.07,17.09,0.28,0.56,2.31,0.55,1,-0.07,0.07,0.07,0.07,0.0,0.0,0.03,0.07
2025-11-24 10:55:00,26114.4,26115.3,26108.15,26108.4,1763961900,-0.06,-0.06,-0.01,-0.02,-0.03,-0.04,-0.04,-0.04,-0.02,-0.02,-0.03,0.05,0.02,0.01,0.0,48.44,49.0,16.02,22.99,23.43,0.06,16.38,0.27,0.48,2.1,0.46,1,-0.02,0.02,0.03,0.02,0.0,0.0,0.04,0.07
2025-11-24 11:00:00,26108.6,26110.5,26094.4,26105.25,1763962200,-0.05,-0.06,-0.02,-0.02,-0.04,-0.05,-0.04,-0.04,-0.03,-0.03,-0.04,0.03,0.01,0.01,-0.0,47.29,48.24,15.81,21.37,27.79,0.06,16.36,0.27,0.43,1.85,0.37,1,-0.01,0.01,0.06,0.01,0.01,0.04,0.04,0.07
2025-11-24 11:05:00,26105.4,26106.35,26098.1,26099.75,1763962500,-0.05,-0.08,-0.04,-0.04,-0.05,-0.07,-0.04,-0.05,-0.05,-0.05,-0.06,0.01,0.01,0.01,-0.01,45.27,46.92,15.61,20.57,26.75,0.06,15.78,0.27,0.36,1.75,0.32,1,-0.02,0.02,0.03,0.02,0.0,0.01,0.05,0.07
2025-11-24 11:10:00,26100.6,26102.7,26094.95,26098.1,1763962800,-0.03,-0.07,-0.05,-0.05,-0.06,-0.08,-0.03,-0.05,-0.05,-0.05,-0.06,0.01,0.0,0.01,-0.01,44.65,46.52,15.62,19.82,27.26,0.06,15.21,0.27,0.33,1.31,0.19,1,-0.01,0.01,0.03,0.01,0.01,0.01,0.06,0.07
2025-11-24 11:15:00,26098.4,26098.4,26088.1,26093.5,1763963100,-0.03,-0.08,-0.06,-0.06,-0.07,-0.1,-0.03,-0.05,-0.06,-0.07,-0.08,-0.01,-0.0,0.01,-0.01,42.9,45.38,16.05,18.84,29.2,0.06,14.86,0.26,0.26,0.73,0.06,1,-0.02,0.02,0.04,0.02,0.0,0.02,0.06,0.07
2025-11-24 11:20:00,26093.95,26099.35,26092.75,26096.8,1763963400,-0.01,-0.06,-0.06,-0.05,-0.06,-0.09,-0.01,-0.03,-0.04,-0.05,-0.07,0.0,-0.01,0.01,-0.01,44.58,46.37,16.35,18.7,28.24,0.05,14.27,0.24,0.27,-0.02,0.0,-1,0.01,0.01,0.03,0.01,0.01,0.0,0.06,0.06
2025-11-24 11:25:00,26097.1,26123.45,26096.4,26122.6,1763963700,0.08,0.05,0.04,0.05,0.04,0.01,0.06,0.05,0.05,0.04,0.03,0.1,-0.0,0.0,-0.0,55.6,53.31,15.6,27.66,24.64,0.06,15.18,0.23,0.66,-0.11,0.0,-1,0.1,0.1,0.1,0.1,0.0,0.0,0.05,0.06
2025-11-24 11:30:00,26122.2,26126.0,26118.65,26122.2,1763964000,0.06,0.05,0.03,0.05,0.04,0.0,0.04,0.04,0.05,0.04,0.03,0.1,0.0,0.0,-0.0,55.42,53.19,15.06,27.91,23.76,0.06,14.62,0.22,0.63,-0.38,0.02,-1,-0.0,0.0,0.03,0.0,0.01,0.01,0.05,0.06
2025-11-24 11:35:00,26122.05,26130.95,26117.95,26118.25,1763964300,0.03,0.04,0.01,0.03,0.03,-0.01,0.01,0.02,0.03,0.02,0.02,0.08,0.01,0.0,0.0,53.53,52.06,14.87,28.56,22.24,0.06,14.51,0.19,0.54,-0.79,0.13,-1,-0.02,0.02,0.05,0.01,0.03,0.0,0.04,0.05
2025-11-24 11:40:00,26118.9,26122.25,26114.6,26117.15,1763964600,0.01,0.03,0.0,0.03,0.03,-0.02,0.01,0.01,0.02,0.02,0.01,0.08,0.01,0.0,0.0,52.99,51.74,14.42,27.45,23.08,0.05,14.02,0.19,0.51,-0.9,0.17,-1,-0.0,0.0,0.03,0.01,0.01,0.01,0.04,0.05
2025-11-24 11:45:00,26117.3,26117.3,26096.3,26097.65,1763964900,-0.07,-0.04,-0.07,-0.05,-0.05,-0.1,-0.05,-0.05,-0.05,-0.05,-0.06,0.0,0.0,0.0,-0.0,44.43,46.39,14.06,24.61,29.7,0.06,14.52,0.2,0.16,-1.16,0.26,-1,-0.07,0.07,0.08,0.08,0.0,0.01,0.04,0.05
2025-11-24 11:50:00,26098.15,26098.15,26068.3,26069.85,1763965200,-0.13,-0.13,-0.16,-0.15,-0.15,-0.2,-0.1,-0.13,-0.14,-0.15,-0.17,-0.1,-0.01,0.0,-0.01,35.6,40.17,15.12,21.25,38.45,0.06,15.61,0.25,-0.16,-1.61,0.33,-1,-0.11,0.11,0.11,0.11,0.0,0.01,0.06,0.06
2025-11-24 11:55:00,26070.4,26079.1,26063.2,26077.4,1763965500,-0.07,-0.09,-0.13,-0.11,-0.12,-0.18,-0.05,-0.08,-0.1,-0.12,-0.13,-0.07,-0.02,-0.0,-0.02,39.14,42.37,16.3,19.7,37.99,0.06,15.63,0.27,0.03,-2.09,0.46,-1,0.03,0.03,0.06,0.03,0.01,0.03,0.07,0.07
2025-11-24 12:00:00,26078.45,26089.5,26075.45,26083.85,1763965800,-0.02,-0.06,-0.1,-0.08,-0.09,-0.15,-0.02,-0.05,-0.07,-0.09,-0.11,-0.05,-0.02,-0.01,-0.02,42.07,44.21,16.63,23.22,35.53,0.06,15.52,0.28,0.16,-2.25,0.5,-1,0.02,0.02,0.05,0.02,0.02,0.01,0.07,0.07
2025-11-24 12:05:00,26083.95,26085.85,26072.65,26072.9,1763966100,-0.03,-0.1,-0.13,-0.12,-0.14,-0.2,-0.04,-0.07,-0.1,-0.13,-0.15,-0.09,-0.03,-0.01,-0.02,38.66,41.83,17.07,21.79,34.65,0.06,15.35,0.3,0.08,-2.57,0.56,-1,-0.04,0.04,0.05,0.04,0.01,0.0,0.08,0.08
2025-11-24 12:10:00,26073.45,26074.4,26065.6,26069.1,1763966400,-0.02,-0.1,-0.13,-0.13,-0.15,-0.21,-0.04,-0.07,-0.1,-0.14,-0.16,-0.1,-0.03,-0.02,-0.02,37.53,41.02,17.81,20.87,36.57,0.06,14.88,0.32,0.08,-2.74,0.59,-1,-0.01,0.01,0.03,0.02,0.0,0.01,0.09,0.08
2025-11-24 12:15:00,26068.65,26082.1,26066.55,26077.45,1763966700,0.01,-0.05,-0.09,-0.09,-0.12,-0.18,-0.0,-0.03,-0.07,-0.1,-0.12,-0.07,-0.03,-0.02,-0.02,41.59,43.53,17.9,23.0,33.85,0.06,14.93,0.3,0.21,-2.57,0.56,-1,0.03,0.03,0.06,0.03,0.02,0.01,0.08,0.08
2025-11-24 12:20:00,26078.25,26089.35,26069.45,26073.65,1763967000,-0.01,-0.05,-0.09,-0.1,-0.13,-0.2,-0.01,-0.04,-0.07,-0.11,-0.14,-0.09,-0.04,-0.02,-0.01,40.3,42.67,17.46,24.25,30.7,0.06,15.29,0.3,0.19,-2.47,0.54,-1,-0.01,0.01,0.08,0.02,0.04,0.02,0.07,0.08
2025-11-24 12:25:00,26073.35,26074.85,26059.3,26065.55,1763967300,-0.02,-0.06,-0.11,-0.12,-0.16,-0.23,-0.03,-0.06,-0.09,-0.14,-0.16,-0.12,-0.04,-0.03,-0.01,37.64,40.84,17.59,22.49,33.21,0.06,15.31,0.29,0.12,-2.38,0.53,-1,-0.03,0.03,0.06,0.03,0.01,0.02,0.06,0.07
2025-11-24 12:30:00,26066.75,26080.1,26046.75,26077.6,1763967600,0.02,0.0,-0.06,-0.07,-0.12,-0.18,0.01,-0.01,-0.04,-0.09,-0.11,-0.07,-0.04,-0.03,-0.01,43.61,44.54,18.29,19.26,33.85,0.06,16.59,0.28,0.3,-2.3,0.51,-1,0.05,0.05,0.13,0.04,0.01,0.08,0.03,0.07
2025-11-24 12:35:00,26078.4,26083.85,26074.65,26077.05,1763967900,0.01,0.01,-0.05,-0.07,-0.12,-0.18,0.01,-0.01,-0.04,-0.08,-0.11,-0.07,-0.04,-0.03,-0.01,43.41,44.41,18.66,20.14,32.46,0.06,16.07,0.28,0.31,-2.27,0.5,-1,-0.0,0.0,0.04,0.01,0.02,0.01,0.02,0.07
2025-11-24 12:40:00,26078.05,26080.85,26073.3,26078.0,1763968200,0.01,0.01,-0.04,-0.07,-0.12,-0.18,0.01,-0.0,-0.03,-0.08,-0.11,-0.07,-0.04,-0.03,-0.0,43.89,44.71,19.07,19.44,31.95,0.06,15.46,0.28,0.34,-2.22,0.49,-1,0.0,0.0,0.03,0.0,0.01,0.02,0.02,0.07
2025-11-24 12:45:00,26078.2,26088.2,26077.15,26085.3,1763968500,0.03,0.04,-0.01,-0.04,-0.09,-0.15,0.02,0.02,-0.0,-0.05,-0.08,-0.04,-0.03,-0.03,-0.0,47.64,47.02,18.85,21.89,30.29,0.06,15.14,0.28,0.45,-2.12,0.45,-1,0.03,0.03,0.04,0.03,0.01,0.0,0.02,0.07
2025-11-24 12:50:00,26086.5,26093.3,26073.45,26074.85,1763968800,-0.01,-0.0,-0.05,-0.08,-0.13,-0.19,-0.01,-0.02,-0.04,-0.08,-0.12,-0.08,-0.03,-0.03,0.0,43.2,44.24,18.26,22.24,27.51,0.06,15.48,0.28,0.33,-2.17,0.47,-1,-0.04,0.04,0.08,0.04,0.03,0.01,0.02,0.07
2025-11-24 12:55:00,26075.9,26085.7,26068.3,26084.75,1763969100,0.02,0.03,-0.01,-0.04,-0.09,-0.16,0.02,0.02,-0.0,-0.04,-0.08,-0.04,-0.03,-0.03,0.0,48.13,47.33,18.03,20.47,27.68,0.06,15.62,0.28,0.47,-2.11,0.45,-1,0.04,0.04,0.07,0.03,0.0,0.03,0.02,0.07
2025-11-24 13:00:00,26085.7,26088.35,26071.75,26074.6,1763969400,-0.02,-0.01,-0.04,-0.08,-0.13,-0.2,-0.01,-0.02,-0.04,-0.08,-0.11,-0.08,-0.03,-0.03,0.0,43.92,44.67,17.59,20.13,25.59,0.06,15.69,0.28,0.34,-2.14,0.45,-1,-0.04,0.04,0.06,0.04,0.01,0.01,0.02,0.07
2025-11-24 13:05:00,26075.05,26090.3,26065.65,26083.9,1763969700,0.01,0.02,-0.0,-0.04,-0.09,-0.16,0.01,0.01,-0.0,-0.04,-0.08,-0.04,-0.02,-0.03,0.0,48.38,47.51,17.58,17.96,25.5,0.06,16.33,0.25,0.5,-1.59,0.32,-1,0.04,0.04,0.09,0.03,0.02,0.04,0.02,0.06
2025-11-24 13:10:00,26084.4,26092.95,26079.65,26080.6,1763970000,0.0,0.01,-0.01,-0.06,-0.11,-0.17,0.0,0.0,-0.01,-0.05,-0.09,-0.05,-0.02,-0.03,0.01,46.95,46.62,17.33,18.08,23.99,0.06,16.11,0.21,0.47,-1.04,0.19,-1,-0.01,0.01,0.05,0.01,0.03,0.0,0.02,0.05
2025-11-24 13:15:00,26081.8,26091.45,26078.2,26088.15,1763970300,0.02,0.03,0.03,-0.03,-0.08,-0.15,0.02,0.03,0.01,-0.02,-0.06,-0.02,-0.02,-0.03,0.01,50.54,48.92,17.19,17.0,23.22,0.06,15.91,0.17,0.67,-0.38,0.04,-1,0.03,0.03,0.05,0.02,0.01,0.01,0.02,0.04
2025-11-24 13:20:00,26089.0,26096.05,26089.0,26091.05,1763970600,0.03,0.04,0.05,-0.02,-0.07,-0.13,0.02,0.03,0.02,-0.01,-0.05,-0.01,-0.01,-0.02,0.01,51.89,49.8,16.64,18.52,22.36,0.06,15.33,0.12,0.89,0.35,0.07,1,0.01,0.01,0.03,0.01,0.02,0.0,0.02,0.03
2025-11-24 13:25:00,26093.35,26094.15,26077.55,26083.45,1763970900,-0.01,0.0,0.02,-0.05,-0.09,-0.16,-0.01,0.0,-0.01,-0.04,-0.07,-0.04,-0.01,-0.02,0.01,48.18,47.56,16.92,17.09,25.95,0.06,15.43,0.1,0.69,0.71,0.39,1,-0.03,0.03,0.06,0.04,0.0,0.02,0.02,0.03
2025-11-24 13:30:00,26083.7,26083.7,26076.2,26079.2,1763971200,-0.02,-0.01,0.0,-0.07,-0.11,-0.18,-0.01,-0.01,-0.02,-0.05,-0.09,-0.06,-0.01,-0.02,0.01,46.2,46.33,17.27,16.48,25.66,0.06,14.86,0.09,0.51,0.58,0.29,1,-0.02,0.02,0.03,0.02,0.0,0.01,0.02,0.02
2025-11-24 13:35:00,26079.5,26091.0,26070.45,26070.45,1763971500,-0.05,-0.04,-0.03,-0.1,-0.14,-0.21,-0.03,-0.04,-0.05,-0.08,-0.12,-0.09,-0.02,-0.02,0.0,42.33,43.89,16.87,18.31,23.19,0.06,15.27,0.1,0.19,0.44,0.15,1,-0.03,0.03,0.08,0.03,0.04,0.0,0.02,0.03
