entry_time,exit_time,position,entry_price,exit_price,target_price,stop_loss_price,lot_size,pnl_points,pnl_currency,bars_held,exit_reason,confidence,capital
2025-07-18 09:15:00,2025-07-18 09:20:00,SELL,25086.7,25090.03,25080.03,25090.03,75,-3.33,-300.0,1,STOP_LOSS,76.4,"Rs.24,700"
2025-07-18 09:35:00,2025-07-18 11:10:00,SELL,25075.95,24956.68,25069.28,25079.28,75,119.27,8894.88,19,TRAILING_STOP_18,79.8,"Rs.33,595"
2025-07-21 10:30:00,2025-07-21 10:35:00,BUY,25057.85,25054.52,25064.52,25054.52,75,-3.33,-300.0,1,STOP_LOSS,90.0,"Rs.33,295"
2025-07-21 10:55:00,2025-07-21 11:00:00,BUY,25060.2,25056.87,25066.87,25056.87,75,-3.33,-300.0,1,STOP_LOSS,90.0,"Rs.32,995"
2025-07-22 09:45:00,2025-07-22 09:50:00,BUY,25117.9,25114.57,25124.57,25114.57,75,-3.33,-300.0,1,STOP_LOSS,90.0,"Rs.32,695"
2025-07-23 15:00:00,2025-07-23 15:15:00,BUY,25224.9,25221.57,25231.57,25221.57,75,-3.33,-300.0,3,STOP_LOSS,90.0,"Rs.32,395"
2025-07-24 11:20:00,2025-07-24 11:25:00,BUY,25114.1,25110.77,25120.77,25110.77,75,-3.33,-300.0,1,STOP_LOSS,90.0,"Rs.32,095"
2025-07-24 11:25:00,2025-07-24 11:30:00,BUY,25112.65,25109.32,25119.32,25109.32,75,-3.33,-300.0,1,STOP_LOSS,90.0,"Rs.31,795"
2025-07-25 09:30:00,2025-07-25 09:35:00,SELL,24950.0,24953.33,24943.33,24953.33,75,-3.33,-300.0,1,STOP_LOSS,90.0,"Rs.31,495"
2025-07-25 09:40:00,2025-07-25 09:45:00,SELL,24926.35,24929.68,24919.68,24929.68,75,-3.33,-300.0,1,STOP_LOSS,90.0,"Rs.31,195"
2025-07-28 12:55:00,2025-07-28 13:45:00,SELL,24733.45,24680.92,24726.78,24736.78,75,52.53,3889.63,10,TRAILING_STOP_8,89.5,"Rs.35,085"
2025-07-28 13:55:00,2025-07-28 14:00:00,SELL,24676.65,24679.98,24669.98,24679.98,75,-3.33,-300.0,1,STOP_LOSS,90.0,"Rs.34,785"
2025-07-28 14:00:00,2025-07-28 14:05:00,SELL,24670.75,24674.08,24664.08,24674.08,75,-3.33,-300.0,1,STOP_LOSS,90.0,"Rs.34,485"
2025-07-29 14:40:00,2025-07-29 14:45:00,BUY,24791.8,24788.47,24798.47,24788.47,75,-3.33,-300.0,1,STOP_LOSS,85.8,"Rs.34,185"
2025-07-30 09:30:00,2025-07-30 09:35:00,BUY,24867.45,24864.12,24874.12,24864.12,75,-3.33,-300.0,1,STOP_LOSS,90.0,"Rs.33,885"
2025-07-30 09:40:00,2025-07-30 09:45:00,BUY,24877.2,24873.87,24883.87,24873.87,75,-3.33,-300.0,1,STOP_LOSS,90.0,"Rs.33,585"
2025-07-31 09:55:00,2025-07-31 10:15:00,SELL,24694.1,24674.46,24687.43,24697.43,75,19.64,1423.0,4,TRAILING_STOP_3,90.0,"Rs.35,008"
2025-07-31 10:25:00,2025-07-31 10:35:00,SELL,24678.4,24674.44,24671.73,24681.73,75,3.96,247.13,2,TRAILING_STOP_1,90.0,"Rs.35,255"
2025-07-31 11:20:00,2025-07-31 11:25:00,BUY,24787.7,24784.37,24794.37,24784.37,75,-3.33,-300.0,1,STOP_LOSS,90.0,"Rs.34,955"
2025-07-31 11:30:00,2025-07-31 11:35:00,BUY,24807.4,24804.07,24814.07,24804.07,75,-3.33,-300.0,1,STOP_LOSS,90.0,"Rs.34,655"
