entry_time,exit_time,position,entry_price,target_price,stop_loss_price,lot_size,pnl_points,pnl_currency,bars_held,exit_reason,confidence,capital
2024-12-20 15:05:00,2024-12-20 15:15:00,BUY,23591.05,23597.72,23587.72,75,-3.33,-300.0,1,STOP_LOSS,95.0,21500.0
2024-12-23 09:15:00,2024-12-23 09:25:00,BUY,23769.55,23776.22,23766.22,75,6.67,450.0,1,TARGET,95.0,21950.0
2024-12-23 13:30:00,2024-12-23 13:40:00,SELL,23648.8,23642.13,23652.13,75,-3.33,-300.0,1,STOP_LOSS,95.0,21650.0
2024-12-27 09:20:00,2024-12-27 09:30:00,SELL,23839.95,23833.28,23843.28,75,6.67,450.0,1,TARGET,95.0,22100.0
2024-12-27 10:05:00,2024-12-27 10:15:00,SELL,23917.6,23910.93,23920.93,75,-3.33,-300.0,1,STOP_LOSS,95.0,21800.0
2024-12-27 10:15:00,2024-12-27 10:25:00,SELL,23924.25,23917.58,23927.58,75,6.67,450.0,1,TARGET,95.0,22250.0
2024-12-27 10:35:00,2024-12-27 10:45:00,SELL,23928.5,23921.83,23931.83,75,6.67,450.0,1,TARGET,95.0,22700.0
2024-12-30 09:40:00,2024-12-30 09:50:00,BUY,23725.05,23731.72,23721.72,75,6.67,450.0,1,TARGET,95.0,23150.0
2024-12-30 13:25:00,2024-12-30 13:35:00,SELL,23726.25,23719.58,23729.58,75,6.67,450.0,1,TARGET,86.0,23600.0
2024-12-30 14:40:00,2024-12-30 14:50:00,SELL,23664.65,23657.98,23667.98,75,-3.33,-300.0,1,STOP_LOSS,78.1,23300.0
2024-12-31 09:40:00,2024-12-31 09:50:00,SELL,23523.4,23516.73,23526.73,75,6.67,450.0,1,TARGET,95.0,23750.0
2025-01-01 11:00:00,2025-01-01 11:10:00,BUY,23741.55,23748.22,23738.22,75,6.67,450.0,1,TARGET,78.2,24200.0
2025-01-02 10:35:00,2025-01-02 10:45:00,BUY,23870.95,23877.62,23867.62,75,6.67,450.0,1,TARGET,95.0,24650.0
2025-01-02 11:00:00,2025-01-02 11:10:00,SELL,23932.05,23925.38,23935.38,75,-3.33,-300.0,1,STOP_LOSS,95.0,24350.0
2025-01-02 11:10:00,2025-01-02 11:20:00,SELL,23943.65,23936.98,23946.98,75,6.67,450.0,1,TARGET,95.0,24800.0
2025-01-02 11:30:00,2025-01-02 11:40:00,SELL,23964.05,23957.38,23967.38,75,6.67,450.0,1,TARGET,95.0,25250.0
2025-01-02 11:40:00,2025-01-02 11:50:00,SELL,23958.25,23951.58,23961.58,75,6.67,450.0,1,TARGET,95.0,25700.0
2025-01-02 12:25:00,2025-01-02 12:35:00,SELL,24015.6,24008.93,24018.93,75,-3.33,-300.0,1,STOP_LOSS,95.0,25400.0
2025-01-03 09:55:00,2025-01-03 10:05:00,SELL,24058.15,24051.48,24061.48,75,-3.33,-300.0,1,STOP_LOSS,73.7,25100.0
2025-01-03 10:10:00,2025-01-03 10:20:00,SELL,24042.2,24035.53,24045.53,75,-3.33,-300.0,1,STOP_LOSS,95.0,24800.0
2025-01-06 11:10:00,2025-01-06 11:20:00,BUY,23745.1,23751.77,23741.77,75,6.67,450.0,1,TARGET,70.6,25250.0
2025-01-06 11:30:00,2025-01-06 11:40:00,SELL,23768.45,23761.78,23771.78,75,6.67,450.0,1,TARGET,91.5,25700.0
2025-01-06 12:15:00,2025-01-06 12:25:00,SELL,23691.05,23684.38,23694.38,75,6.67,450.0,1,TARGET,78.0,26150.0
2025-01-06 14:10:00,2025-01-06 14:20:00,SELL,23623.85,23617.18,23627.18,75,-3.33,-300.0,1,STOP_LOSS,95.0,25850.0
2025-01-06 14:35:00,2025-01-06 14:45:00,SELL,23565.2,23558.53,23568.53,75,-3.33,-300.0,1,STOP_LOSS,95.0,25550.0
2025-01-08 09:30:00,2025-01-08 09:40:00,BUY,23629.05,23635.72,23625.72,75,6.67,450.0,1,TARGET,95.0,26000.0
2025-01-08 14:10:00,2025-01-08 14:20:00,BUY,23696.5,23703.17,23693.17,75,6.67,450.0,1,TARGET,94.2,26450.0
2025-01-08 14:20:00,2025-01-08 14:30:00,BUY,23722.2,23728.87,23718.87,75,-3.33,-300.0,1,STOP_LOSS,69.5,26150.0
2025-01-10 09:55:00,2025-01-10 10:05:00,BUY,23369.65,23376.32,23366.32,75,6.67,450.0,1,TARGET,95.0,26600.0
2025-01-10 11:30:00,2025-01-10 11:40:00,BUY,23591.5,23598.17,23588.17,75,-3.33,-300.0,1,STOP_LOSS,95.0,26300.0
2025-01-13 09:20:00,2025-01-13 09:30:00,BUY,23231.25,23237.92,23227.92,75,6.67,450.0,1,TARGET,95.0,26750.0
2025-01-13 14:10:00,2025-01-13 14:20:00,SELL,23116.4,23109.73,23119.73,75,6.67,450.0,1,TARGET,77.2,27200.0
2025-01-13 14:20:00,2025-01-13 14:30:00,SELL,23110.95,23104.28,23114.28,75,6.67,450.0,1,TARGET,77.8,27650.0
2025-01-16 09:15:00,2025-01-16 09:25:00,SELL,23335.75,23329.08,23339.08,75,6.67,450.0,1,TARGET,95.0,28100.0
2025-01-16 09:30:00,2025-01-16 09:40:00,SELL,23348.25,23341.58,23351.58,75,6.67,450.0,1,TARGET,95.0,28550.0
2025-01-17 09:20:00,2025-01-17 09:30:00,BUY,23186.5,23193.17,23183.17,75,6.67,450.0,1,TARGET,95.0,29000.0
2025-01-20 11:05:00,2025-01-20 11:15:00,BUY,23271.95,23278.62,23268.62,75,6.67,450.0,1,TARGET,95.0,29450.0
2025-01-20 12:10:00,2025-01-20 12:20:00,BUY,23342.95,23349.62,23339.62,75,6.67,450.0,1,TARGET,95.0,29900.0
2025-01-20 12:20:00,2025-01-20 12:30:00,BUY,23363.0,23369.67,23359.67,75,-3.33,-300.0,1,STOP_LOSS,79.7,29600.0
2025-01-21 10:20:00,2025-01-21 10:30:00,BUY,23142.75,23149.42,23139.42,75,6.67,450.0,1,TARGET,77.8,30050.0
2025-01-21 10:30:00,2025-01-21 10:40:00,BUY,23160.1,23166.77,23156.77,75,6.67,450.0,1,TARGET,95.0,30500.0
2025-01-21 10:40:00,2025-01-21 10:50:00,SELL,23186.6,23179.93,23189.93,75,-3.33,-300.0,1,STOP_LOSS,95.0,30200.0
2025-01-23 10:25:00,2025-01-23 10:35:00,BUY,23240.4,23247.07,23237.07,75,-3.33,-300.0,1,STOP_LOSS,68.8,29900.0
2025-01-27 11:00:00,2025-01-27 11:10:00,SELL,22843.65,22836.98,22846.98,75,-3.33,-300.0,1,STOP_LOSS,75.4,29600.0
2025-01-28 11:40:00,2025-01-28 11:50:00,BUY,23007.3,23013.97,23003.97,75,6.67,450.0,1,TARGET,90.0,30050.0
2025-01-28 12:00:00,2025-01-28 12:10:00,BUY,23031.9,23038.57,23028.57,75,-3.33,-300.0,1,STOP_LOSS,88.8,29750.0
2025-01-28 12:15:00,2025-01-28 12:25:00,BUY,23044.95,23051.62,23041.62,75,-3.33,-300.0,1,STOP_LOSS,88.5,29450.0
2025-01-30 10:10:00,2025-01-30 10:20:00,SELL,23271.4,23264.73,23274.73,75,-3.33,-300.0,1,STOP_LOSS,95.0,29150.0
2025-01-30 10:30:00,2025-01-30 10:40:00,SELL,23290.9,23284.23,23294.23,75,6.67,450.0,1,TARGET,95.0,29600.0
2025-01-30 14:25:00,2025-01-30 14:35:00,SELL,23164.85,23158.18,23168.18,75,6.67,450.0,1,TARGET,72.7,30050.0
2025-01-30 14:50:00,2025-01-30 15:00:00,SELL,23162.5,23155.83,23165.83,75,-3.33,-300.0,1,STOP_LOSS,95.0,29750.0
2025-01-31 09:15:00,2025-01-31 09:25:00,BUY,23301.25,23307.92,23297.92,75,6.67,450.0,1,TARGET,70.8,30200.0
2025-01-31 09:35:00,2025-01-31 09:45:00,BUY,23323.2,23329.87,23319.87,75,6.67,450.0,1,TARGET,63.8,30650.0
2025-01-31 10:55:00,2025-01-31 11:05:00,BUY,23430.8,23437.47,23427.47,75,6.67,450.0,1,TARGET,91.8,31100.0
2025-01-31 11:15:00,2025-01-31 11:25:00,BUY,23436.5,23443.17,23433.17,75,-3.33,-300.0,1,STOP_LOSS,75.5,30800.0
2025-01-31 12:55:00,2025-01-31 13:05:00,BUY,23480.85,23487.52,23477.52,75,-3.33,-300.0,1,STOP_LOSS,77.4,30500.0
2025-02-01 09:30:00,2025-02-01 09:40:00,BUY,23562.65,23569.32,23559.32,75,-3.33,-300.0,1,STOP_LOSS,95.0,30200.0
2025-02-01 09:40:00,2025-02-01 09:50:00,BUY,23558.85,23565.52,23555.52,75,6.67,450.0,1,TARGET,95.0,30650.0
2025-02-01 09:50:00,2025-02-01 10:00:00,BUY,23578.25,23584.92,23574.92,75,-3.33,-300.0,1,STOP_LOSS,95.0,30350.0
2025-02-03 09:15:00,2025-02-03 09:25:00,BUY,23263.0,23269.67,23259.67,75,6.67,450.0,1,TARGET,95.0,30800.0
2025-02-04 09:20:00,2025-02-04 09:30:00,SELL,23522.3,23515.63,23525.63,75,6.67,450.0,1,TARGET,95.0,31250.0
2025-02-04 09:30:00,2025-02-04 09:40:00,SELL,23510.6,23503.93,23513.93,75,-3.33,-300.0,1,STOP_LOSS,95.0,30950.0
2025-02-04 09:40:00,2025-02-04 09:50:00,SELL,23572.4,23565.73,23575.73,75,6.67,450.0,1,TARGET,75.2,31400.0
2025-02-04 09:50:00,2025-02-04 10:00:00,SELL,23561.6,23554.93,23564.93,75,6.67,450.0,1,TARGET,95.0,31850.0
2025-02-04 10:15:00,2025-02-04 10:25:00,BUY,23525.35,23532.02,23522.02,75,-3.33,-300.0,1,STOP_LOSS,76.1,31550.0
2025-02-05 09:35:00,2025-02-05 09:45:00,BUY,23788.7,23795.37,23785.37,75,6.67,450.0,1,TARGET,95.0,32000.0
2025-02-05 15:25:00,2025-02-06 09:20:00,SELL,23686.75,23680.08,23690.08,75,-3.33,-300.0,1,STOP_LOSS,88.6,31700.0
2025-02-10 12:15:00,2025-02-10 12:25:00,SELL,23340.65,23333.98,23343.98,75,-3.33,-300.0,1,STOP_LOSS,95.0,31400.0
2025-02-11 13:00:00,2025-02-11 13:10:00,BUY,23128.95,23135.62,23125.62,75,-3.33,-300.0,1,STOP_LOSS,77.0,31100.0
2025-02-11 13:10:00,2025-02-11 13:20:00,BUY,23031.2,23037.87,23027.87,75,6.67,450.0,1,TARGET,79.2,31550.0
2025-02-11 13:45:00,2025-02-11 13:55:00,SELL,23065.1,23058.43,23068.43,75,6.67,450.0,1,TARGET,95.0,32000.0
2025-02-11 13:55:00,2025-02-11 14:05:00,SELL,23043.5,23036.83,23046.83,75,6.67,450.0,1,TARGET,90.5,32450.0
2025-02-11 14:15:00,2025-02-11 14:25:00,SELL,23022.75,23016.08,23026.08,75,-3.33,-300.0,1,STOP_LOSS,95.0,32150.0
2025-02-12 09:45:00,2025-02-12 09:55:00,BUY,22858.6,22865.27,22855.27,75,6.67,450.0,1,TARGET,95.0,32600.0
2025-02-13 10:00:00,2025-02-13 10:10:00,BUY,23186.65,23193.32,23183.32,75,-3.33,-300.0,1,STOP_LOSS,74.8,32300.0
2025-02-13 13:35:00,2025-02-13 13:45:00,BUY,23080.4,23087.07,23077.07,75,6.67,450.0,1,TARGET,95.0,32750.0
2025-02-13 14:05:00,2025-02-13 14:15:00,SELL,23044.25,23037.58,23047.58,75,-3.33,-300.0,1,STOP_LOSS,87.8,32450.0
2025-02-14 11:25:00,2025-02-14 11:35:00,SELL,22854.8,22848.13,22858.13,75,6.67,450.0,1,TARGET,95.0,32900.0
2025-02-14 11:45:00,2025-02-14 11:55:00,SELL,22889.25,22882.58,22892.58,75,-3.33,-300.0,1,STOP_LOSS,75.6,32600.0
2025-02-17 10:00:00,2025-02-17 10:10:00,SELL,22749.85,22743.18,22753.18,75,-3.33,-300.0,1,STOP_LOSS,95.0,32300.0
2025-02-18 14:45:00,2025-02-18 14:55:00,BUY,22956.7,22963.37,22953.37,75,-3.33,-300.0,1,STOP_LOSS,95.0,32000.0
2025-02-21 09:40:00,2025-02-21 09:50:00,BUY,22843.5,22850.17,22840.17,75,-3.33,-300.0,1,STOP_LOSS,95.0,31700.0
2025-02-21 09:50:00,2025-02-21 10:00:00,BUY,22812.6,22819.27,22809.27,75,6.67,450.0,1,TARGET,78.5,32150.0
2025-02-21 10:00:00,2025-02-21 10:10:00,BUY,22819.0,22825.67,22815.67,75,-3.33,-300.0,1,STOP_LOSS,95.0,31850.0
2025-02-24 09:20:00,2025-02-24 09:30:00,BUY,22624.55,22631.22,22621.22,75,6.67,450.0,1,TARGET,95.0,32300.0
2025-02-24 09:30:00,2025-02-24 09:40:00,BUY,22627.4,22634.07,22624.07,75,-3.33,-300.0,1,STOP_LOSS,95.0,32000.0
2025-02-24 09:40:00,2025-02-24 09:50:00,BUY,22570.75,22577.42,22567.42,75,6.67,450.0,1,TARGET,72.5,32450.0
2025-02-24 10:05:00,2025-02-24 10:15:00,BUY,22576.6,22583.27,22573.27,75,-3.33,-300.0,1,STOP_LOSS,95.0,32150.0
2025-02-25 15:20:00,2025-02-27 09:15:00,BUY,22530.05,22536.72,22526.72,75,6.67,450.0,1,TARGET,71.8,32600.0
2025-02-27 15:25:00,2025-02-28 09:20:00,BUY,22510.85,22517.52,22507.52,75,-3.33,-300.0,1,STOP_LOSS,62.0,32300.0
2025-02-28 09:20:00,2025-02-28 09:30:00,BUY,22319.75,22326.42,22316.42,75,6.67,450.0,1,TARGET,95.0,32750.0
2025-02-28 09:30:00,2025-02-28 09:40:00,BUY,22279.65,22286.32,22276.32,75,6.67,450.0,1,TARGET,80.9,33200.0
2025-02-28 09:50:00,2025-02-28 10:00:00,BUY,22272.6,22279.27,22269.27,75,-3.33,-300.0,1,STOP_LOSS,95.0,32900.0
2025-02-28 10:00:00,2025-02-28 10:10:00,BUY,22238.0,22244.67,22234.67,75,6.67,450.0,1,TARGET,95.0,33350.0
2025-02-28 10:10:00,2025-02-28 10:20:00,BUY,22262.15,22268.82,22258.82,75,6.67,450.0,1,TARGET,95.0,33800.0
2025-02-28 10:25:00,2025-02-28 10:35:00,SELL,22272.1,22265.43,22275.43,75,-3.33,-300.0,1,STOP_LOSS,83.4,33500.0
2025-03-03 09:15:00,2025-03-03 09:25:00,BUY,22253.75,22260.42,22250.42,75,-3.33,-300.0,1,STOP_LOSS,95.0,33200.0
2025-03-04 09:15:00,2025-03-04 09:25:00,SELL,21985.4,21978.73,21988.73,75,-3.33,-300.0,1,STOP_LOSS,95.0,32900.0
2025-03-05 09:20:00,2025-03-05 09:30:00,SELL,22176.5,22169.83,22179.83,75,-3.33,-300.0,1,STOP_LOSS,95.0,32600.0
2025-03-05 09:30:00,2025-03-05 09:40:00,SELL,22208.95,22202.28,22212.28,75,-3.33,-300.0,1,STOP_LOSS,95.0,32300.0
2025-03-06 13:05:00,2025-03-06 13:15:00,BUY,22476.8,22483.47,22473.47,75,-3.33,-300.0,1,STOP_LOSS,95.0,32000.0
2025-03-06 13:45:00,2025-03-06 13:55:00,BUY,22505.15,22511.82,22501.82,75,6.67,450.0,1,TARGET,87.1,32450.0
2025-03-06 14:55:00,2025-03-06 15:05:00,BUY,22546.05,22552.72,22542.72,75,6.67,450.0,1,TARGET,94.2,32900.0
2025-03-07 09:15:00,2025-03-07 09:25:00,BUY,22560.55,22567.22,22557.22,75,-3.33,-300.0,1,STOP_LOSS,95.0,32600.0
2025-03-10 14:25:00,2025-03-10 14:35:00,BUY,22460.1,22466.77,22456.77,75,6.67,450.0,1,TARGET,70.4,33050.0
2025-03-10 14:45:00,2025-03-10 14:55:00,BUY,22445.95,22452.62,22442.62,75,6.67,450.0,1,TARGET,95.0,33500.0
2025-03-10 14:55:00,2025-03-10 15:05:00,SELL,22457.45,22450.78,22460.78,75,-3.33,-300.0,1,STOP_LOSS,95.0,33200.0
2025-03-10 15:15:00,2025-03-10 15:25:00,SELL,22451.9,22445.23,22455.23,75,6.67,450.0,1,TARGET,95.0,33650.0
2025-03-11 09:20:00,2025-03-11 09:30:00,BUY,22354.25,22360.92,22350.92,75,6.67,450.0,1,TARGET,95.0,34100.0
2025-03-13 09:55:00,2025-03-13 10:05:00,BUY,22529.25,22535.92,22525.92,75,6.67,450.0,1,TARGET,87.5,34550.0
2025-03-13 10:40:00,2025-03-13 10:50:00,BUY,22523.8,22530.47,22520.47,75,-3.33,-300.0,1,STOP_LOSS,77.8,34250.0
2025-03-13 11:45:00,2025-03-13 11:55:00,SELL,22408.3,22401.63,22411.63,75,-3.33,-300.0,1,STOP_LOSS,74.2,33950.0
2025-03-17 09:25:00,2025-03-17 09:35:00,SELL,22538.95,22532.28,22542.28,75,-3.33,-300.0,1,STOP_LOSS,95.0,33650.0
2025-03-18 09:20:00,2025-03-18 09:30:00,SELL,22653.15,22646.48,22656.48,75,6.67,450.0,1,TARGET,95.0,34100.0
2025-03-18 09:30:00,2025-03-18 09:40:00,SELL,22678.7,22672.03,22682.03,75,-3.33,-300.0,1,STOP_LOSS,95.0,33800.0
2025-03-18 09:40:00,2025-03-18 09:50:00,SELL,22681.35,22674.68,22684.68,75,-3.33,-300.0,1,STOP_LOSS,95.0,33500.0
2025-03-20 09:20:00,2025-03-20 09:30:00,SELL,23058.45,23051.78,23061.78,75,-3.33,-300.0,1,STOP_LOSS,95.0,33200.0
2025-03-20 09:30:00,2025-03-20 09:40:00,SELL,23065.65,23058.98,23068.98,75,6.67,450.0,1,TARGET,95.0,33650.0
2025-03-20 13:05:00,2025-03-20 13:15:00,BUY,23113.25,23119.92,23109.92,75,6.67,450.0,1,TARGET,93.9,34100.0
2025-03-20 13:25:00,2025-03-20 13:35:00,SELL,23161.2,23154.53,23164.53,75,-3.33,-300.0,1,STOP_LOSS,95.0,33800.0
2025-03-21 10:25:00,2025-03-21 10:35:00,BUY,23298.9,23305.57,23295.57,75,6.67,450.0,1,TARGET,95.0,34250.0
2025-03-21 11:25:00,2025-03-21 11:35:00,BUY,23349.7,23356.37,23346.37,75,6.67,450.0,1,TARGET,90.2,34700.0
2025-03-21 12:40:00,2025-03-21 12:50:00,BUY,23388.3,23394.97,23384.97,75,6.67,450.0,1,TARGET,78.9,35150.0
2025-03-21 12:55:00,2025-03-21 13:05:00,BUY,23399.45,23406.12,23396.12,75,-3.33,-300.0,1,STOP_LOSS,84.1,34850.0
2025-03-24 09:20:00,2025-03-24 09:30:00,SELL,23518.4,23511.73,23521.73,75,6.67,450.0,1,TARGET,95.0,35300.0
2025-03-24 09:55:00,2025-03-24 10:05:00,BUY,23542.1,23548.77,23538.77,75,6.67,450.0,1,TARGET,82.4,35750.0
2025-03-24 10:15:00,2025-03-24 10:25:00,BUY,23559.05,23565.72,23555.72,75,6.67,450.0,1,TARGET,72.5,36200.0
2025-03-24 10:35:00,2025-03-24 10:45:00,BUY,23572.5,23579.17,23569.17,75,6.67,450.0,1,TARGET,75.2,36650.0
2025-03-24 11:10:00,2025-03-24 11:20:00,BUY,23614.1,23620.77,23610.77,75,6.67,450.0,1,TARGET,74.3,37100.0
2025-03-24 11:20:00,2025-03-24 11:30:00,BUY,23619.5,23626.17,23616.17,75,6.67,450.0,1,TARGET,92.7,37550.0
2025-03-24 14:20:00,2025-03-24 14:30:00,BUY,23697.85,23704.52,23694.52,75,-3.33,-300.0,1,STOP_LOSS,90.2,37250.0
2025-03-26 15:25:00,2025-03-27 09:20:00,SELL,23464.3,23457.63,23467.63,75,-3.33,-300.0,1,STOP_LOSS,95.0,36950.0
2025-03-28 09:35:00,2025-03-28 09:45:00,BUY,23512.6,23519.27,23509.27,75,6.67,450.0,1,TARGET,95.0,37400.0
2025-04-01 11:10:00,2025-04-01 11:20:00,BUY,23228.95,23235.62,23225.62,75,6.67,450.0,1,TARGET,95.0,37850.0
2025-04-04 09:20:00,2025-04-04 09:30:00,BUY,23035.05,23041.72,23031.72,75,6.67,450.0,1,TARGET,95.0,38300.0
2025-04-04 09:55:00,2025-04-04 10:05:00,BUY,22992.2,22998.87,22988.87,75,-3.33,-300.0,1,STOP_LOSS,95.0,38000.0
2025-04-04 10:05:00,2025-04-04 10:15:00,BUY,22967.35,22974.02,22964.02,75,6.67,450.0,1,TARGET,95.0,38450.0
2025-04-04 10:45:00,2025-04-04 10:55:00,SELL,22951.2,22944.53,22954.53,75,-3.33,-300.0,1,STOP_LOSS,79.0,38150.0
2025-04-07 09:15:00,2025-04-07 09:25:00,SELL,21888.35,21881.68,21891.68,75,-3.33,-300.0,1,STOP_LOSS,95.0,37850.0
2025-04-07 09:25:00,2025-04-07 09:35:00,BUY,22041.85,22048.52,22038.52,75,6.67,450.0,1,TARGET,95.0,38300.0
2025-04-07 09:45:00,2025-04-07 09:55:00,BUY,22022.7,22029.37,22019.37,75,6.67,450.0,1,TARGET,95.0,38750.0
2025-04-07 10:00:00,2025-04-07 10:10:00,BUY,21984.1,21990.77,21980.77,75,-3.33,-300.0,1,STOP_LOSS,95.0,38450.0
2025-04-08 09:15:00,2025-04-08 09:25:00,SELL,22524.35,22517.68,22527.68,75,6.67,450.0,1,TARGET,77.4,38900.0
2025-04-08 09:25:00,2025-04-08 09:35:00,SELL,22545.15,22538.48,22548.48,75,6.67,450.0,1,TARGET,75.2,39350.0
2025-04-08 09:35:00,2025-04-08 09:45:00,SELL,22480.75,22474.08,22484.08,75,6.67,450.0,1,TARGET,95.0,39800.0
2025-04-08 09:45:00,2025-04-08 09:55:00,SELL,22475.8,22469.13,22479.13,75,6.67,450.0,1,TARGET,95.0,40250.0
2025-04-08 12:40:00,2025-04-08 12:50:00,BUY,22643.95,22650.62,22640.62,75,6.67,450.0,1,TARGET,81.3,40700.0
2025-04-08 12:50:00,2025-04-08 13:00:00,BUY,22653.0,22659.67,22649.67,75,6.67,450.0,1,TARGET,92.1,41150.0
2025-04-11 09:20:00,2025-04-11 09:30:00,SELL,22812.1,22805.43,22815.43,75,6.67,450.0,1,TARGET,95.0,41600.0
2025-04-11 09:30:00,2025-04-11 09:40:00,SELL,22794.2,22787.53,22797.53,75,-3.33,-300.0,1,STOP_LOSS,95.0,41300.0
2025-04-11 09:40:00,2025-04-11 09:50:00,SELL,22849.0,22842.33,22852.33,75,-3.33,-300.0,1,STOP_LOSS,78.1,41000.0
2025-04-15 09:20:00,2025-04-15 09:30:00,SELL,23299.9,23293.23,23303.23,75,6.67,450.0,1,TARGET,95.0,41450.0
2025-04-15 09:30:00,2025-04-15 09:40:00,SELL,23267.4,23260.73,23270.73,75,-3.33,-300.0,1,STOP_LOSS,95.0,41150.0
2025-04-15 09:40:00,2025-04-15 09:50:00,SELL,23310.95,23304.28,23314.28,75,-3.33,-300.0,1,STOP_LOSS,75.4,40850.0
2025-04-17 11:40:00,2025-04-17 11:50:00,SELL,23596.5,23589.83,23599.83,75,-3.33,-300.0,1,STOP_LOSS,95.0,40550.0
2025-04-17 11:50:00,2025-04-17 12:00:00,SELL,23600.25,23593.58,23603.58,75,6.67,450.0,1,TARGET,95.0,41000.0
2025-04-17 12:05:00,2025-04-17 12:15:00,SELL,23618.45,23611.78,23621.78,75,-3.33,-300.0,1,STOP_LOSS,62.0,40700.0
2025-04-21 09:15:00,2025-04-21 09:25:00,SELL,23960.4,23953.73,23963.73,75,6.67,450.0,1,TARGET,95.0,41150.0
2025-04-21 09:25:00,2025-04-21 09:35:00,SELL,23959.3,23952.63,23962.63,75,-3.33,-300.0,1,STOP_LOSS,95.0,40850.0
2025-04-21 10:30:00,2025-04-21 10:40:00,BUY,24057.4,24064.07,24054.07,75,6.67,450.0,1,TARGET,85.6,41300.0
2025-04-21 11:50:00,2025-04-21 12:00:00,BUY,24124.95,24131.62,24121.62,75,6.67,450.0,1,TARGET,94.5,41750.0
2025-04-21 12:00:00,2025-04-21 12:10:00,BUY,24136.5,24143.17,24133.17,75,6.67,450.0,1,TARGET,69.9,42200.0
2025-04-21 12:25:00,2025-04-21 12:35:00,SELL,24166.7,24160.03,24170.03,75,-3.33,-300.0,1,STOP_LOSS,95.0,41900.0
2025-04-23 09:20:00,2025-04-23 09:30:00,SELL,24349.35,24342.68,24352.68,75,6.67,450.0,1,TARGET,95.0,42350.0
2025-04-23 14:45:00,2025-04-23 14:55:00,BUY,24299.1,24305.77,24295.77,75,6.67,450.0,1,TARGET,76.0,42800.0
2025-04-23 15:05:00,2025-04-23 15:15:00,BUY,24334.85,24341.52,24331.52,75,-3.33,-300.0,1,STOP_LOSS,75.1,42500.0
2025-04-25 09:15:00,2025-04-25 09:25:00,SELL,24325.7,24319.03,24329.03,75,6.67,450.0,1,TARGET,95.0,42950.0
2025-04-25 09:55:00,2025-04-25 10:05:00,BUY,24080.3,24086.97,24076.97,75,-3.33,-300.0,1,STOP_LOSS,95.0,42650.0
2025-04-25 10:05:00,2025-04-25 10:15:00,BUY,23992.9,23999.57,23989.57,75,6.67,450.0,1,TARGET,95.0,43100.0
2025-04-25 10:30:00,2025-04-25 10:40:00,BUY,23938.15,23944.82,23934.82,75,6.67,450.0,1,TARGET,95.0,43550.0
2025-04-25 10:50:00,2025-04-25 11:00:00,SELL,23942.9,23936.23,23946.23,75,6.67,450.0,1,TARGET,90.6,44000.0
2025-04-25 11:15:00,2025-04-25 11:25:00,SELL,23898.8,23892.13,23902.13,75,6.67,450.0,1,TARGET,93.2,44450.0
2025-04-25 11:45:00,2025-04-25 11:55:00,SELL,23864.35,23857.68,23867.68,75,-3.33,-300.0,1,STOP_LOSS,95.0,44150.0
2025-04-28 12:55:00,2025-04-28 13:05:00,BUY,24348.75,24355.42,24345.42,75,-3.33,-300.0,1,STOP_LOSS,91.8,43850.0
