entry_time,exit_time,position,entry_price,exit_price,pnl_points,pnl_currency,bars_held,is_win,exit_reason
2025-11-27 12:05:00,2025-11-27 12:11:00,SELL,26229.7,26244.7,-15,-750,2,False,STOP_LOSS
2025-11-27 12:09:00,2025-11-27 12:23:00,SELL,26239.7,26219.7,20,1000,6,True,TARGET
2025-11-27 12:13:00,2025-11-27 12:23:00,SELL,26244.0,26224.0,20,1000,4,True,TARGET
2025-11-27 12:17:00,2025-11-27 12:27:00,SELL,26238.55,26218.55,20,1000,4,True,TARGET
2025-11-27 12:21:00,2025-11-27 12:43:00,SELL,26229.5,26244.5,-15,-750,10,False,STOP_LOSS
2025-11-27 12:25:00,2025-11-27 12:43:00,SELL,26223.75,26238.75,-15,-750,8,False,STOP_LOSS
2025-11-27 12:29:00,2025-11-27 12:43:00,SELL,26226.55,26241.55,-15,-750,6,False,STOP_LOSS
2025-11-27 12:33:00,2025-11-27 12:41:00,SELL,26219.85,26234.85,-15,-750,3,False,STOP_LOSS
2025-11-27 12:37:00,2025-11-27 12:41:00,SELL,26222.0,26237.0,-15,-750,1,False,STOP_LOSS
2025-11-27 12:41:00,2025-11-27 12:45:00,SELL,26237.3,26252.3,-15,-750,1,False,STOP_LOSS
2025-11-27 12:45:00,2025-11-27 13:01:00,SELL,26247.55,26227.55,20,1000,7,True,TARGET
2025-11-27 12:49:00,2025-11-27 13:01:00,SELL,26251.65,26231.65,20,1000,5,True,TARGET
2025-11-27 12:53:00,2025-11-27 13:07:00,SELL,26240.9,26220.9,20,1000,6,True,TARGET
2025-11-27 12:57:00,2025-11-27 13:07:00,SELL,26241.5,26221.5,20,1000,4,True,TARGET
2025-11-27 13:01:00,2025-11-27 13:11:00,SELL,26227.25,26207.25,20,1000,4,True,TARGET
2025-11-27 13:05:00,2025-11-27 13:11:00,SELL,26225.45,26205.45,20,1000,2,True,TARGET
2025-11-27 13:09:00,2025-11-27 13:13:00,SELL,26217.7,26197.7,20,1000,1,True,TARGET
2025-11-27 13:13:00,2025-11-27 13:19:00,SELL,26177.25,26192.25,-15,-750,2,False,STOP_LOSS
2025-11-27 13:17:00,2025-11-27 13:23:00,SELL,26183.85,26163.85,20,1000,2,True,TARGET
2025-11-27 13:21:00,2025-11-27 13:25:00,SELL,26166.15,26146.15,20,1000,1,True,TARGET
2025-11-27 13:25:00,2025-11-27 13:33:00,SELL,26147.05,26162.05,-15,-750,3,False,STOP_LOSS
2025-11-27 13:29:00,2025-11-27 13:33:00,SELL,26148.8,26163.8,-15,-750,1,False,STOP_LOSS
2025-11-27 13:33:00,2025-11-27 13:41:00,SELL,26168.0,26148.0,20,1000,3,True,TARGET
2025-11-27 13:37:00,2025-11-27 13:51:00,SELL,26152.85,26167.85,-15,-750,6,False,STOP_LOSS
2025-11-27 13:41:00,2025-11-27 13:45:00,SELL,26142.95,26157.95,-15,-750,1,False,STOP_LOSS
2025-11-27 13:45:00,2025-11-27 13:53:00,SELL,26158.3,26173.3,-15,-750,3,False,STOP_LOSS
2025-11-27 13:49:00,2025-11-27 13:53:00,SELL,26159.75,26174.75,-15,-750,1,False,STOP_LOSS
2025-11-27 13:53:00,2025-11-27 14:11:00,SELL,26179.1,26194.1,-15,-750,8,False,STOP_LOSS
2025-11-27 13:57:00,2025-11-27 14:11:00,SELL,26181.5,26196.5,-15,-750,6,False,STOP_LOSS
2025-11-27 14:01:00,2025-11-27 14:07:00,SELL,26170.7,26185.7,-15,-750,2,False,STOP_LOSS
2025-11-27 14:05:00,2025-11-27 14:11:00,SELL,26180.8,26195.8,-15,-750,2,False,STOP_LOSS
2025-11-27 14:09:00,2025-11-27 14:21:00,SELL,26189.7,26204.7,-15,-750,5,False,STOP_LOSS
2025-11-27 14:13:00,2025-11-27 14:19:00,SELL,26180.5,26195.5,-15,-750,2,False,STOP_LOSS
2025-11-27 14:17:00,2025-11-27 14:21:00,SELL,26174.0,26189.0,-15,-750,1,False,STOP_LOSS
2025-11-27 14:21:00,2025-11-27 14:25:00,SELL,26191.65,26206.65,-15,-750,1,False,STOP_LOSS
2025-11-27 14:25:00,2025-11-27 14:29:00,SELL,26213.3,26193.3,20,1000,1,True,TARGET
2025-11-27 14:29:00,2025-11-27 14:33:00,SELL,26188.85,26203.85,-15,-750,1,False,STOP_LOSS
2025-11-27 14:33:00,2025-11-27 14:49:00,SELL,26205.4,26185.4,20,1000,7,True,TARGET
2025-11-27 14:37:00,2025-11-27 14:41:00,SELL,26211.45,26191.45,20,1000,1,True,TARGET
2025-11-27 14:41:00,2025-11-27 15:01:00,SELL,26192.4,26207.4,-15,-750,9,False,STOP_LOSS
2025-11-27 14:45:00,2025-11-27 14:49:00,SELL,26200.5,26180.5,20,1000,1,True,TARGET
2025-11-27 14:49:00,2025-11-27 14:55:00,SELL,26177.7,26192.7,-15,-750,2,False,STOP_LOSS
2025-11-27 14:53:00,2025-11-27 14:57:00,SELL,26177.9,26192.9,-15,-750,1,False,STOP_LOSS
2025-11-27 14:57:00,2025-11-27 15:01:00,SELL,26186.6,26201.6,-15,-750,1,False,STOP_LOSS
2025-11-27 15:01:00,2025-11-28 09:15:00,SELL,26222.05,26202.05,20,1000,14,True,TARGET
2025-11-27 15:05:00,2025-11-27 15:19:00,SELL,26211.55,26226.55,-15,-750,6,False,STOP_LOSS
2025-11-27 15:09:00,2025-11-27 15:21:00,SELL,26212.15,26227.15,-15,-750,5,False,STOP_LOSS
2025-11-27 15:13:00,2025-11-27 15:21:00,SELL,26212.65,26227.65,-15,-750,3,False,STOP_LOSS
2025-11-27 15:17:00,2025-11-28 09:15:00,SELL,26221.5,26201.5,20,1000,6,True,TARGET
2025-11-27 15:21:00,2025-11-28 09:15:00,SELL,26222.4,26202.4,20,1000,4,True,TARGET
2025-11-27 15:25:00,2025-11-28 09:15:00,SELL,26219.5,26199.5,20,1000,2,True,TARGET
2025-11-27 15:29:00,2025-11-28 09:17:00,SELL,26219.85,26199.85,20,1000,1,True,TARGET
2025-11-28 09:17:00,2025-11-28 09:25:00,SELL,26230.35,26210.35,20,1000,3,True,TARGET
2025-11-28 09:21:00,2025-11-28 09:27:00,SELL,26221.5,26236.5,-15,-750,2,False,STOP_LOSS
2025-11-28 09:25:00,2025-11-28 09:29:00,SELL,26218.7,26233.7,-15,-750,1,False,STOP_LOSS
2025-11-28 09:29:00,2025-11-28 09:33:00,SELL,26224.7,26239.7,-15,-750,1,False,STOP_LOSS
2025-11-28 09:33:00,2025-11-28 09:37:00,SELL,26252.35,26232.35,20,1000,1,True,TARGET
2025-11-28 09:37:00,2025-11-28 09:41:00,SELL,26206.25,26221.25,-15,-750,1,False,STOP_LOSS
2025-11-28 09:41:00,2025-11-28 09:45:00,SELL,26234.95,26214.95,20,1000,1,True,TARGET
2025-11-28 09:45:00,2025-11-28 09:49:00,SELL,26217.3,26232.3,-15,-750,1,False,STOP_LOSS
2025-11-28 09:49:00,2025-11-28 10:01:00,SELL,26245.5,26260.5,-15,-750,5,False,STOP_LOSS
2025-11-28 09:53:00,2025-11-28 10:05:00,SELL,26252.45,26267.45,-15,-750,5,False,STOP_LOSS
2025-11-28 09:57:00,2025-11-28 10:05:00,SELL,26251.65,26266.65,-15,-750,3,False,STOP_LOSS
2025-11-28 10:01:00,2025-11-28 10:15:00,SELL,26253.7,26233.7,20,1000,6,True,TARGET
2025-11-28 10:05:00,2025-11-28 10:13:00,SELL,26265.55,26245.55,20,1000,3,True,TARGET
2025-11-28 10:09:00,2025-11-28 10:13:00,SELL,26263.25,26243.25,20,1000,1,True,TARGET
2025-11-28 10:13:00,2025-11-28 10:25:00,SELL,26240.4,26220.4,20,1000,5,True,TARGET
2025-11-28 10:17:00,2025-11-28 10:31:00,SELL,26228.4,26243.4,-15,-750,6,False,STOP_LOSS
2025-11-28 10:21:00,2025-11-28 10:31:00,SELL,26227.6,26242.6,-15,-750,4,False,STOP_LOSS
2025-11-28 10:25:00,2025-11-28 10:31:00,SELL,26231.2,26246.2,-15,-750,2,False,STOP_LOSS
2025-11-28 10:29:00,2025-11-28 10:33:00,SELL,26241.0,26256.0,-15,-750,1,False,STOP_LOSS
2025-11-28 10:33:00,2025-11-28 10:37:00,SELL,26250.75,26265.75,-15,-750,1,False,STOP_LOSS
2025-11-28 10:37:00,2025-11-28 11:09:00,SELL,26268.1,26248.1,20,1000,15,True,TARGET
2025-11-28 10:41:00,2025-11-28 11:09:00,SELL,26268.5,26248.5,20,1000,13,True,TARGET
2025-11-28 10:45:00,2025-11-28 10:57:00,SELL,26279.4,26259.4,20,1000,5,True,TARGET
2025-11-28 10:49:00,2025-11-28 11:09:00,SELL,26269.35,26249.35,20,1000,9,True,TARGET
2025-11-28 10:53:00,2025-11-28 11:05:00,SELL,26271.9,26251.9,20,1000,5,True,TARGET
2025-11-28 10:57:00,2025-11-28 11:15:00,SELL,26257.15,26272.15,-15,-750,8,False,STOP_LOSS
2025-11-28 11:01:00,2025-11-28 11:09:00,SELL,26266.3,26246.3,20,1000,3,True,TARGET
2025-11-28 11:05:00,2025-11-28 11:25:00,SELL,26259.95,26239.95,20,1000,9,True,TARGET
2025-11-28 11:09:00,2025-11-28 11:15:00,SELL,26253.7,26268.7,-15,-750,2,False,STOP_LOSS
2025-11-28 11:13:00,2025-11-28 11:21:00,SELL,26266.5,26246.5,20,1000,3,True,TARGET
2025-11-28 11:17:00,2025-11-28 11:23:00,SELL,26265.85,26245.85,20,1000,2,True,TARGET
2025-11-28 11:21:00,2025-11-28 12:15:00,SELL,26249.85,26229.85,20,1000,26,True,TARGET
2025-11-28 11:25:00,2025-11-28 12:19:00,SELL,26245.7,26225.7,20,1000,26,True,TARGET
2025-11-28 11:29:00,2025-11-28 12:23:00,SELL,26244.0,26224.0,20,1000,26,True,TARGET
2025-11-28 11:33:00,2025-11-28 12:19:00,SELL,26245.7,26225.7,20,1000,22,True,TARGET
2025-11-28 11:37:00,2025-11-28 12:23:00,SELL,26243.2,26223.2,20,1000,22,True,TARGET
2025-11-28 11:41:00,2025-11-28 12:19:00,SELL,26246.95,26226.95,20,1000,18,True,TARGET
2025-11-28 11:45:00,2025-11-28 12:15:00,SELL,26251.15,26231.15,20,1000,14,True,TARGET
2025-11-28 11:49:00,2025-11-28 12:17:00,SELL,26249.55,26229.55,20,1000,13,True,TARGET
2025-11-28 11:53:00,2025-11-28 12:15:00,SELL,26250.25,26230.25,20,1000,10,True,TARGET
2025-11-28 11:57:00,2025-11-28 12:15:00,SELL,26250.45,26230.45,20,1000,8,True,TARGET
2025-11-28 12:01:00,2025-11-28 12:17:00,SELL,26248.15,26228.15,20,1000,7,True,TARGET
2025-11-28 12:05:00,2025-11-28 12:19:00,SELL,26244.85,26224.85,20,1000,6,True,TARGET
2025-11-28 12:09:00,2025-11-28 12:45:00,SELL,26236.85,26216.85,20,1000,17,True,TARGET
2025-11-28 12:13:00,2025-11-28 12:23:00,SELL,26240.75,26220.75,20,1000,4,True,TARGET
2025-11-28 12:17:00,2025-11-28 12:47:00,SELL,26231.45,26211.45,20,1000,14,True,TARGET
2025-11-28 12:21:00,2025-11-28 12:47:00,SELL,26227.3,26207.3,20,1000,12,True,TARGET
2025-11-28 12:25:00,2025-11-28 12:33:00,SELL,26222.65,26237.65,-15,-750,3,False,STOP_LOSS
2025-11-28 12:29:00,2025-11-28 12:35:00,SELL,26224.25,26239.25,-15,-750,2,False,STOP_LOSS
2025-11-28 12:33:00,2025-11-28 12:45:00,SELL,26237.2,26217.2,20,1000,5,True,TARGET
2025-11-28 12:37:00,2025-11-28 12:45:00,SELL,26236.3,26216.3,20,1000,3,True,TARGET
2025-11-28 12:41:00,2025-11-28 12:47:00,SELL,26230.9,26210.9,20,1000,2,True,TARGET
2025-11-28 12:45:00,2025-11-28 13:29:00,SELL,26215.85,26230.85,-15,-750,21,False,STOP_LOSS
2025-11-28 12:49:00,2025-11-28 12:57:00,SELL,26210.05,26225.05,-15,-750,3,False,STOP_LOSS
2025-11-28 12:53:00,2025-11-28 13:29:00,SELL,26217.0,26232.0,-15,-750,17,False,STOP_LOSS
2025-11-28 12:57:00,2025-11-28 13:19:00,SELL,26227.15,26207.15,20,1000,10,True,TARGET
2025-11-28 13:01:00,2025-11-28 13:51:00,SELL,26221.2,26201.2,20,1000,24,True,TARGET
2025-11-28 13:05:00,2025-11-28 13:51:00,SELL,26222.9,26202.9,20,1000,22,True,TARGET
2025-11-28 13:09:00,2025-11-28 13:31:00,SELL,26219.75,26234.75,-15,-750,10,False,STOP_LOSS
2025-11-28 13:13:00,2025-11-28 13:31:00,SELL,26217.9,26232.9,-15,-750,8,False,STOP_LOSS
2025-11-28 13:17:00,2025-11-28 13:29:00,SELL,26216.0,26231.0,-15,-750,5,False,STOP_LOSS
2025-11-28 13:21:00,2025-11-28 13:29:00,SELL,26215.4,26230.4,-15,-750,3,False,STOP_LOSS
2025-11-28 13:25:00,2025-11-28 13:51:00,SELL,26220.35,26200.35,20,1000,12,True,TARGET
2025-11-28 13:29:00,2025-11-28 13:45:00,SELL,26230.8,26210.8,20,1000,7,True,TARGET
2025-11-28 13:33:00,2025-11-28 13:45:00,SELL,26229.8,26209.8,20,1000,5,True,TARGET
2025-11-28 13:37:00,2025-11-28 13:47:00,SELL,26224.15,26204.15,20,1000,4,True,TARGET
2025-11-28 13:41:00,2025-11-28 13:51:00,SELL,26221.15,26201.15,20,1000,4,True,TARGET
2025-11-28 13:45:00,2025-11-28 14:37:00,SELL,26207.05,26222.05,-15,-750,25,False,STOP_LOSS
2025-11-28 13:49:00,2025-11-28 14:37:00,SELL,26206.85,26221.85,-15,-750,23,False,STOP_LOSS
2025-11-28 13:53:00,2025-11-28 15:23:00,SELL,26212.25,26192.25,20,1000,44,True,TARGET
2025-11-28 13:57:00,2025-11-28 14:33:00,SELL,26206.55,26221.55,-15,-750,17,False,STOP_LOSS
2025-11-28 14:01:00,2025-11-28 14:15:00,SELL,26215.45,26195.45,20,1000,6,True,TARGET
2025-11-28 14:05:00,2025-12-01 09:15:00,SELL,26210.75,26225.75,-15,-750,42,False,STOP_LOSS
2025-11-28 14:09:00,2025-11-28 14:33:00,SELL,26206.45,26221.45,-15,-750,11,False,STOP_LOSS
2025-11-28 14:13:00,2025-11-28 14:31:00,SELL,26200.75,26215.75,-15,-750,8,False,STOP_LOSS
2025-11-28 14:17:00,2025-11-28 14:33:00,SELL,26204.55,26219.55,-15,-750,7,False,STOP_LOSS
2025-11-28 14:21:00,2025-11-28 14:31:00,SELL,26199.95,26214.95,-15,-750,4,False,STOP_LOSS
2025-11-28 14:25:00,2025-11-28 14:33:00,SELL,26204.95,26219.95,-15,-750,3,False,STOP_LOSS
2025-11-28 14:29:00,2025-11-28 14:37:00,SELL,26207.05,26222.05,-15,-750,3,False,STOP_LOSS
2025-11-28 14:33:00,2025-12-01 09:15:00,SELL,26211.05,26226.05,-15,-750,28,False,STOP_LOSS
2025-11-28 14:37:00,2025-11-28 14:51:00,SELL,26220.85,26200.85,20,1000,6,True,TARGET
2025-11-28 14:41:00,2025-11-28 15:17:00,SELL,26214.75,26194.75,20,1000,17,True,TARGET
2025-11-28 14:45:00,2025-12-01 09:15:00,SELL,26205.4,26220.4,-15,-750,22,False,STOP_LOSS
2025-11-28 14:49:00,2025-12-01 09:15:00,SELL,26202.55,26217.55,-15,-750,20,False,STOP_LOSS
2025-11-28 14:53:00,2025-12-01 09:15:00,SELL,26207.0,26222.0,-15,-750,18,False,STOP_LOSS
2025-11-28 14:57:00,2025-11-28 15:23:00,SELL,26213.8,26193.8,20,1000,12,True,TARGET
2025-11-28 15:01:00,2025-12-01 09:15:00,SELL,26204.7,26219.7,-15,-750,14,False,STOP_LOSS
2025-11-28 15:05:00,2025-11-28 15:23:00,SELL,26212.2,26192.2,20,1000,8,True,TARGET
2025-11-28 15:09:00,2025-12-01 09:15:00,SELL,26206.7,26221.7,-15,-750,10,False,STOP_LOSS
2025-11-28 15:13:00,2025-11-28 15:25:00,SELL,26197.55,26212.55,-15,-750,5,False,STOP_LOSS
2025-11-28 15:17:00,2025-12-01 09:15:00,SELL,26200.05,26215.05,-15,-750,6,False,STOP_LOSS
2025-11-28 15:21:00,2025-12-01 09:15:00,SELL,26200.65,26215.65,-15,-750,4,False,STOP_LOSS
2025-11-28 15:25:00,2025-12-01 09:15:00,SELL,26210.65,26225.65,-15,-750,2,False,STOP_LOSS
2025-11-28 15:29:00,2025-12-01 09:17:00,SELL,26204.55,26219.55,-15,-750,1,False,STOP_LOSS
2025-12-01 09:17:00,2025-12-01 09:37:00,SELL,26291.05,26306.05,-15,-750,9,False,STOP_LOSS
2025-12-01 09:21:00,2025-12-01 09:39:00,SELL,26296.75,26311.75,-15,-750,8,False,STOP_LOSS
2025-12-01 09:25:00,2025-12-01 09:33:00,SELL,26284.55,26299.55,-15,-750,3,False,STOP_LOSS
2025-12-01 09:29:00,2025-12-01 09:39:00,SELL,26294.4,26309.4,-15,-750,4,False,STOP_LOSS
2025-12-01 09:33:00,2025-12-01 09:45:00,SELL,26300.15,26280.15,20,1000,5,True,TARGET
2025-12-01 09:37:00,2025-12-01 09:43:00,SELL,26308.95,26288.95,20,1000,2,True,TARGET
2025-12-01 09:41:00,2025-12-01 09:53:00,SELL,26293.8,26273.8,20,1000,5,True,TARGET
2025-12-01 09:45:00,2025-12-01 09:49:00,SELL,26282.1,26297.1,-15,-750,1,False,STOP_LOSS
2025-12-01 09:49:00,2025-12-01 09:59:00,SELL,26289.45,26269.45,20,1000,4,True,TARGET
2025-12-01 09:53:00,2025-12-01 10:05:00,SELL,26273.55,26288.55,-15,-750,5,False,STOP_LOSS
2025-12-01 09:57:00,2025-12-01 10:05:00,SELL,26273.3,26288.3,-15,-750,3,False,STOP_LOSS
2025-12-01 10:01:00,2025-12-01 10:39:00,SELL,26278.3,26258.3,20,1000,18,True,TARGET
2025-12-01 10:05:00,2025-12-01 10:39:00,SELL,26278.1,26258.1,20,1000,16,True,TARGET
2025-12-01 10:09:00,2025-12-01 10:39:00,SELL,26284.55,26264.55,20,1000,14,True,TARGET
2025-12-01 10:13:00,2025-12-01 10:39:00,SELL,26284.95,26264.95,20,1000,12,True,TARGET
2025-12-01 10:17:00,2025-12-01 10:45:00,SELL,26274.85,26254.85,20,1000,13,True,TARGET
2025-12-01 10:21:00,2025-12-01 10:43:00,SELL,26277.3,26257.3,20,1000,10,True,TARGET
2025-12-01 10:25:00,2025-12-01 10:31:00,SELL,26272.65,26287.65,-15,-750,2,False,STOP_LOSS
2025-12-01 10:29:00,2025-12-01 10:43:00,SELL,26277.55,26257.55,20,1000,6,True,TARGET
2025-12-01 10:33:00,2025-12-01 10:39:00,SELL,26277.85,26257.85,20,1000,2,True,TARGET
2025-12-01 10:37:00,2025-12-01 10:51:00,SELL,26265.75,26245.75,20,1000,6,True,TARGET
2025-12-01 10:41:00,2025-12-01 10:51:00,SELL,26263.65,26243.65,20,1000,4,True,TARGET
2025-12-01 10:45:00,2025-12-01 10:53:00,SELL,26251.05,26231.05,20,1000,3,True,TARGET
2025-12-01 10:49:00,2025-12-01 10:59:00,SELL,26246.9,26226.9,20,1000,4,True,TARGET
2025-12-01 10:53:00,2025-12-01 11:15:00,SELL,26229.65,26244.65,-15,-750,10,False,STOP_LOSS
2025-12-01 10:57:00,2025-12-01 11:27:00,SELL,26234.7,26249.7,-15,-750,14,False,STOP_LOSS
2025-12-01 11:01:00,2025-12-01 11:13:00,SELL,26227.6,26242.6,-15,-750,5,False,STOP_LOSS
2025-12-01 11:05:00,2025-12-01 11:15:00,SELL,26229.55,26244.55,-15,-750,4,False,STOP_LOSS
2025-12-01 11:09:00,2025-12-01 11:15:00,SELL,26232.05,26247.05,-15,-750,2,False,STOP_LOSS
2025-12-01 11:13:00,2025-12-01 11:33:00,SELL,26242.4,26257.4,-15,-750,9,False,STOP_LOSS
2025-12-01 11:17:00,2025-12-01 11:33:00,SELL,26242.1,26257.1,-15,-750,7,False,STOP_LOSS
2025-12-01 11:21:00,2025-12-01 11:33:00,SELL,26245.8,26260.8,-15,-750,5,False,STOP_LOSS
2025-12-01 11:25:00,2025-12-01 11:33:00,SELL,26244.25,26259.25,-15,-750,3,False,STOP_LOSS
2025-12-01 11:29:00,2025-12-01 11:41:00,SELL,26248.45,26228.45,20,1000,5,True,TARGET
2025-12-01 11:33:00,2025-12-01 11:41:00,SELL,26259.25,26239.25,20,1000,3,True,TARGET
2025-12-01 11:37:00,2025-12-01 11:41:00,SELL,26258.3,26238.3,20,1000,1,True,TARGET
2025-12-01 11:41:00,2025-12-01 11:45:00,SELL,26228.4,26208.4,20,1000,1,True,TARGET
2025-12-01 11:45:00,2025-12-01 11:53:00,SELL,26187.3,26202.3,-15,-750,3,False,STOP_LOSS
2025-12-01 11:49:00,2025-12-01 11:53:00,SELL,26185.55,26200.55,-15,-750,1,False,STOP_LOSS
2025-12-01 11:53:00,2025-12-01 12:09:00,SELL,26202.7,26182.7,20,1000,7,True,TARGET
2025-12-01 11:57:00,2025-12-01 12:05:00,SELL,26215.2,26195.2,20,1000,3,True,TARGET
2025-12-01 12:01:00,2025-12-01 12:05:00,SELL,26207.05,26187.05,20,1000,1,True,TARGET
2025-12-01 12:05:00,2025-12-01 12:09:00,SELL,26190.05,26170.05,20,1000,1,True,TARGET
2025-12-01 12:09:00,2025-12-01 12:25:00,SELL,26171.1,26186.1,-15,-750,7,False,STOP_LOSS
2025-12-01 12:13:00,2025-12-01 12:39:00,SELL,26175.65,26155.65,20,1000,12,True,TARGET
2025-12-01 12:17:00,2025-12-01 12:43:00,SELL,26174.0,26154.0,20,1000,12,True,TARGET
2025-12-01 12:21:00,2025-12-01 12:25:00,SELL,26167.0,26182.0,-15,-750,1,False,STOP_LOSS
2025-12-01 12:25:00,2025-12-01 12:31:00,SELL,26185.55,26165.55,20,1000,2,True,TARGET
2025-12-01 12:29:00,2025-12-01 12:33:00,SELL,26181.45,26161.45,20,1000,1,True,TARGET
2025-12-01 12:33:00,2025-12-01 12:53:00,SELL,26160.85,26175.85,-15,-750,9,False,STOP_LOSS
2025-12-01 12:37:00,2025-12-01 12:51:00,SELL,26157.4,26172.4,-15,-750,6,False,STOP_LOSS
2025-12-01 12:41:00,2025-12-01 12:53:00,SELL,26163.35,26178.35,-15,-750,5,False,STOP_LOSS
2025-12-01 12:45:00,2025-12-01 12:53:00,SELL,26162.05,26177.05,-15,-750,3,False,STOP_LOSS
2025-12-01 12:49:00,2025-12-01 12:53:00,SELL,26162.9,26177.9,-15,-750,1,False,STOP_LOSS
2025-12-01 12:53:00,2025-12-01 13:17:00,SELL,26178.85,26193.85,-15,-750,11,False,STOP_LOSS
2025-12-01 12:57:00,2025-12-01 13:33:00,SELL,26186.5,26166.5,20,1000,17,True,TARGET
2025-12-01 13:01:00,2025-12-01 13:43:00,SELL,26181.4,26196.4,-15,-750,20,False,STOP_LOSS
2025-12-01 13:05:00,2025-12-01 13:17:00,SELL,26178.65,26193.65,-15,-750,5,False,STOP_LOSS
2025-12-01 13:09:00,2025-12-01 13:17:00,SELL,26176.4,26191.4,-15,-750,3,False,STOP_LOSS
2025-12-01 13:13:00,2025-12-01 13:33:00,SELL,26186.95,26166.95,20,1000,9,True,TARGET
2025-12-01 13:17:00,2025-12-01 13:23:00,SELL,26193.2,26173.2,20,1000,2,True,TARGET
2025-12-01 13:21:00,2025-12-01 13:43:00,SELL,26179.8,26194.8,-15,-750,10,False,STOP_LOSS
