datetime_readable,open,high,low,close,datetime_epoch,sma_5,sma_10,sma_20,sma_50,sma_100,sma_200,ema_5,ema_10,ema_20,ema_50,ema_100,ema_200,macd,macd_signal,macd_histogram,rsi_14,rsi_21,stoch_k,stoch_d,williams_r,cci,adx,di_plus,di_minus,momentum_10,roc_10,trix,atr,bb_upper,bb_middle,bb_lower,bb_width,bb_position,trend_slope,trend_strength,trend_direction,price_change,price_change_abs,hl_range,body_size,upper_shadow,lower_shadow,sma_5_20_cross,sma_10_50_cross,price_vs_sma_20,price_vs_ema_20,volatility_10,volatility_20
2025-11-27 14:13:00,26187.9,26190.05,26178.9,26180.5,1764232980,26184.78,26180.98,26168.88,26192.33,26226.33,26230.06,26183.23,26179.91,26176.96,26190.3,26208.71,26204.41,0.46,-3.51,3.97,51.13,48.14,80.12,86.18,-36.89,71.13,21.79,24.99,20.78,1.4,0.01,-0.0,11.43,26197.86,26168.88,26139.9,0.22,70.05,2.28,0.82,1,-0.03,0.03,0.04,0.03,0.01,0.01,1,-1,0.04,0.01,0.02,0.06
2025-11-27 14:15:00,26181.6,26200.85,26181.25,26185.05,1764233100,26185.63,26182.26,26170.43,26191.63,26225.31,26230.16,26183.84,26180.85,26177.73,26190.09,26208.24,26204.21,0.93,-2.62,3.55,53.63,49.88,69.54,79.66,-36.03,92.52,21.78,28.38,18.28,12.85,0.05,-0.0,12.06,26199.38,26170.43,26141.48,0.22,75.25,2.27,0.82,1,0.02,0.02,0.07,0.01,0.06,0.0,1,-1,0.06,0.03,0.02,0.06
2025-11-27 14:17:00,26184.55,26185.1,26172.3,26174.0,1764233220,26183.32,26181.52,26171.49,26190.67,26224.16,26230.13,26180.56,26179.6,26177.37,26189.46,26207.56,26203.91,0.41,-2.02,2.43,47.3,45.96,54.05,67.9,-64.93,28.14,20.83,26.23,22.17,-7.5,-0.03,-0.0,12.12,26199.32,26171.49,26143.66,0.21,54.51,2.04,0.72,1,-0.04,0.04,0.05,0.04,0.0,0.01,1,-1,0.01,-0.01,0.02,0.05
2025-11-27 14:19:00,26175.1,26202.1,26172.35,26193.35,1764233340,26184.05,26182.42,26173.64,26190.02,26223.13,26230.15,26184.82,26182.1,26178.9,26189.61,26207.28,26203.81,1.54,-1.31,2.84,56.9,52.78,58.7,60.76,-22.94,90.46,21.13,31.14,18.65,9.05,0.03,0.0,13.38,26201.25,26173.64,26146.02,0.21,85.7,2.02,0.71,1,0.07,0.07,0.11,0.07,0.03,0.01,1,-1,0.08,0.06,0.03,0.05
2025-11-27 14:21:00,26193.7,26206.8,26187.3,26191.65,1764233460,26184.91,26184.52,26176.07,26189.11,26222.15,26230.17,26187.1,26183.84,26180.11,26189.69,26206.97,26203.69,2.27,-0.59,2.86,55.93,52.17,57.59,56.78,-39.35,124.33,21.69,30.43,16.77,20.95,0.08,0.0,13.81,26200.88,26176.07,26151.26,0.19,81.4,1.8,0.7,1,-0.01,0.01,0.07,0.01,0.05,0.02,1,-1,0.06,0.04,0.02,0.05
2025-11-27 14:23:00,26192.05,26202.5,26188.25,26199.2,1764233580,26188.65,26186.72,26178.63,26188.13,26221.18,26230.22,26191.13,26186.63,26181.93,26190.06,26206.81,26203.64,3.42,0.21,3.21,59.23,54.6,72.66,62.98,-19.74,126.76,22.21,28.2,15.54,22.0,0.08,0.0,13.85,26201.85,26178.63,26155.41,0.18,94.29,1.68,0.7,1,0.03,0.03,0.05,0.03,0.01,0.01,1,-1,0.08,0.07,0.03,0.05
2025-11-27 14:25:00,26199.85,26214.2,26199.65,26213.3,1764233700,26194.3,26189.96,26181.38,26187.44,26220.34,26230.26,26198.52,26191.48,26184.92,26190.98,26206.94,26203.74,5.41,1.25,4.16,64.57,58.72,79.65,69.97,-1.96,192.11,23.35,32.03,14.34,32.5,0.12,0.0,13.93,26207.2,26181.38,26155.55,0.2,111.81,1.86,0.69,1,0.05,0.05,0.06,0.05,0.0,0.0,1,1,0.12,0.11,0.04,0.05
2025-11-27 14:27:00,26212.95,26217.55,26206.5,26215.65,1764233820,26202.63,26192.98,26184.34,26186.78,26219.49,26230.33,26204.23,26195.87,26187.84,26191.94,26207.12,26203.86,7.09,2.42,4.67,65.39,59.37,91.48,81.26,-3.86,197.42,24.57,31.93,13.52,30.1,0.11,0.0,13.72,26211.59,26184.34,26157.08,0.21,107.44,1.96,0.68,1,0.01,0.01,0.04,0.01,0.01,0.02,1,1,0.12,0.11,0.05,0.05
2025-11-27 14:29:00,26216.75,26216.75,26180.55,26188.85,1764233940,26201.73,26192.89,26185.79,26185.53,26218.4,26230.36,26199.1,26194.6,26187.94,26191.82,26206.75,26203.71,6.19,3.17,3.02,51.0,50.01,77.44,82.86,-61.85,68.03,23.28,26.54,23.33,-0.85,-0.0,0.0,15.33,26210.64,26185.79,26160.94,0.19,56.16,1.63,0.57,1,-0.1,0.1,0.14,0.11,0.0,0.03,1,1,0.01,0.0,0.05,0.05
2025-11-27 14:31:00,26193.9,26209.85,26186.35,26208.45,1764234060,26205.09,26195.0,26187.92,26184.69,26217.54,26230.41,26202.22,26197.12,26189.89,26192.47,26206.79,26203.76,6.98,3.93,3.04,58.24,55.41,71.39,80.11,-20.11,103.07,22.08,23.74,20.87,21.1,0.08,0.0,15.91,26212.87,26187.92,26162.97,0.19,91.13,1.64,0.58,1,0.07,0.07,0.09,0.06,0.01,0.03,1,1,0.08,0.07,0.05,0.05
2025-11-27 14:33:00,26208.7,26222.45,26202.35,26205.4,1764234180,26206.33,26197.49,26189.24,26183.98,26216.62,26230.43,26203.28,26198.62,26191.37,26192.98,26206.76,26203.77,7.27,4.6,2.67,56.83,54.45,61.35,70.06,-34.0,145.24,21.76,27.19,19.02,24.9,0.1,0.0,16.21,26214.95,26189.24,26163.52,0.2,81.43,1.75,0.62,1,-0.01,0.01,0.08,0.01,0.05,0.01,1,1,0.06,0.05,0.05,0.05
2025-11-27 14:35:00,26205.75,26210.4,26196.5,26202.9,1764234300,26204.25,26199.28,26190.77,26183.26,26215.69,26230.44,26203.15,26199.4,26192.47,26193.37,26206.68,26203.76,7.22,5.12,2.09,55.64,53.65,68.97,67.24,-38.98,84.8,20.99,25.51,20.45,17.85,0.07,0.0,16.05,26215.89,26190.77,26165.65,0.19,74.14,1.68,0.59,1,-0.01,0.01,0.05,0.01,0.02,0.02,1,1,0.05,0.04,0.05,0.05
2025-11-27 14:37:00,26203.4,26213.65,26202.9,26211.45,1764234420,26203.41,26203.02,26192.27,26182.66,26214.98,26230.51,26205.92,26201.59,26194.28,26194.08,26206.78,26203.84,7.78,5.66,2.12,58.81,55.97,68.36,66.23,-21.93,111.24,20.49,25.74,19.45,37.45,0.14,0.0,15.67,26218.55,26192.27,26165.99,0.2,86.5,1.83,0.64,1,0.03,0.03,0.04,0.03,0.01,0.0,1,1,0.07,0.07,0.04,0.05
2025-11-27 14:39:00,26213.0,26218.9,26209.0,26212.8,1764234540,26208.2,26204.96,26193.69,26182.26,26214.3,26230.64,26208.21,26203.63,26196.04,26194.81,26206.9,26203.93,8.24,6.17,2.06,59.31,56.33,73.28,70.2,-19.24,121.68,20.35,27.01,18.54,19.45,0.07,0.0,15.26,26221.15,26193.69,26166.23,0.21,84.79,1.99,0.7,1,0.01,0.01,0.04,0.0,0.02,0.01,1,1,0.07,0.06,0.04,0.05
2025-11-27 14:41:00,26213.7,26215.8,26191.35,26192.4,1764234660,26204.99,26205.04,26194.78,26181.56,26213.45,26230.65,26202.94,26201.59,26195.69,26194.72,26206.61,26203.81,6.87,6.31,0.56,49.62,49.82,66.3,69.31,-59.92,30.78,18.96,24.04,24.43,0.75,0.0,0.0,15.91,26220.15,26194.78,26169.4,0.19,45.32,1.61,0.54,1,-0.08,0.08,0.09,0.08,0.01,0.0,1,1,-0.01,-0.01,0.03,0.05
2025-11-27 14:43:00,26192.6,26208.2,26189.8,26205.85,1764234780,26205.08,26205.7,26196.21,26181.08,26212.67,26230.73,26203.91,26202.36,26196.66,26195.15,26206.59,26203.83,6.8,6.41,0.39,54.86,53.54,62.58,67.39,-33.1,34.34,17.77,22.08,23.12,6.65,0.03,0.0,16.09,26220.67,26196.21,26171.75,0.19,69.7,1.49,0.5,1,0.05,0.05,0.07,0.05,0.01,0.01,1,1,0.04,0.04,0.03,0.05
2025-11-27 14:45:00,26205.8,26206.7,26197.85,26200.5,1764234900,26204.6,26204.42,26197.2,26180.58,26211.84,26230.77,26202.77,26202.02,26197.03,26195.36,26206.47,26203.8,6.24,6.37,-0.14,52.52,51.93,54.39,61.09,-43.81,31.35,16.66,21.18,22.19,-12.8,-0.05,0.0,15.57,26220.66,26197.2,26173.73,0.18,57.04,1.31,0.42,1,-0.02,0.02,0.03,0.02,0.0,0.01,1,1,0.01,0.01,0.03,0.05
2025-11-27 14:47:00,26201.05,26204.05,26193.9,26196.9,1764235020,26201.69,26202.55,26197.76,26180.12,26210.98,26230.77,26200.82,26201.09,26197.01,26195.42,26206.28,26203.73,5.44,6.19,-0.75,50.94,50.85,54.04,57.0,-60.98,0.27,15.94,20.17,22.98,-18.75,-0.07,0.0,15.19,26220.62,26197.76,26174.91,0.17,48.11,1.12,0.32,1,-0.01,0.01,0.04,0.02,0.01,0.01,1,1,-0.0,-0.0,0.03,0.04
2025-11-27 14:49:00,26197.0,26199.7,26176.6,26177.7,1764235140,26194.67,26201.44,26197.16,26179.32,26210.03,26230.67,26193.11,26196.84,26195.17,26194.73,26205.72,26203.47,3.22,5.59,-2.37,43.47,45.55,32.54,46.99,-97.6,-108.78,16.39,18.06,28.42,-11.15,-0.04,0.0,15.75,26221.42,26197.16,26172.9,0.19,9.89,0.71,0.11,1,-0.07,0.07,0.09,0.07,0.01,0.0,-1,1,-0.07,-0.07,0.04,0.05
2025-11-27 14:51:00,26179.0,26184.45,26176.7,26182.35,1764235260,26192.66,26198.82,26196.91,26179.17,26209.16,26230.7,26189.52,26194.2,26193.95,26194.24,26205.26,26203.26,1.82,4.84,-3.02,45.55,46.95,17.99,34.85,-87.46,-126.15,16.82,17.4,27.39,-26.1,-0.1,0.0,15.18,26221.67,26196.91,26172.16,0.19,20.59,0.34,0.03,1,0.02,0.02,0.03,0.01,0.01,0.01,-1,1,-0.06,-0.04,0.04,0.05
2025-11-27 14:53:00,26183.6,26183.6,26173.3,26177.9,1764235380,26187.07,26196.08,26196.78,26179.19,26208.23,26230.67,26185.65,26191.24,26192.42,26193.6,26204.71,26203.01,0.34,3.94,-3.6,43.88,45.77,8.1,19.54,-90.64,-142.1,17.41,16.54,27.66,-27.5,-0.1,0.0,14.83,26221.91,26196.78,26171.66,0.19,12.42,-0.19,0.01,-1,-0.02,0.02,0.04,0.02,0.0,0.02,-1,1,-0.07,-0.06,0.05,0.05
2025-11-27 14:55:00,26179.4,26201.25,26173.6,26192.85,1764235500,26185.54,26195.07,26197.17,26179.43,26207.44,26230.73,26188.05,26191.53,26192.46,26193.57,26204.48,26202.91,0.37,3.23,-2.85,50.45,50.21,20.56,15.55,-60.22,-60.79,16.43,22.47,24.19,-10.05,-0.04,0.0,15.75,26221.79,26197.17,26172.55,0.19,41.22,-0.43,0.04,-1,0.06,0.06,0.11,0.05,0.03,0.02,-1,1,-0.02,0.0,0.05,0.05
2025-11-27 14:57:00,26193.55,26201.3,26181.65,26186.6,1764235620,26183.48,26192.58,26197.8,26179.49,26206.66,26230.76,26187.57,26190.64,26191.91,26193.3,26204.12,26202.75,-0.11,2.56,-2.66,47.92,48.47,25.4,18.02,-72.94,-66.08,15.52,20.52,22.08,-24.85,-0.09,0.0,16.03,26220.6,26197.8,26175.01,0.17,25.43,-0.95,0.23,-1,-0.02,0.02,0.08,0.03,0.03,0.02,-1,1,-0.04,-0.02,0.04,0.04
2025-11-27 14:59:00,26187.1,26199.2,26183.7,26189.2,1764235740,26185.78,26190.22,26197.59,26179.48,26205.83,26230.8,26188.11,26190.37,26191.65,26193.14,26203.83,26202.61,-0.27,1.99,-2.26,49.06,49.24,33.06,26.34,-67.65,-60.38,14.67,19.1,20.55,-23.6,-0.09,0.0,15.99,26220.62,26197.59,26174.57,0.18,31.77,-1.14,0.33,-1,0.01,0.01,0.06,0.01,0.04,0.01,-1,1,-0.03,-0.01,0.04,0.05
2025-11-27 15:01:00,26190.7,26223.65,26189.8,26222.05,1764235860,26193.72,26193.19,26199.12,26180.6,26205.33,26231.02,26199.42,26196.13,26194.54,26194.27,26204.19,26202.81,2.22,2.04,0.18,60.77,57.63,52.08,36.85,-3.18,99.54,15.06,26.48,17.63,29.65,0.11,0.0,17.31,26224.28,26199.12,26173.95,0.19,95.56,-0.88,0.16,-1,0.13,0.13,0.13,0.12,0.01,0.0,-1,1,0.09,0.11,0.05,0.05
2025-11-27 15:03:00,26223.25,26228.2,26202.4,26211.5,1764235980,26200.44,26193.76,26199.73,26181.74,26204.75,26231.16,26203.45,26198.93,26196.16,26194.95,26204.33,26202.89,3.31,2.29,1.02,56.29,54.59,66.25,50.46,-30.42,104.2,15.67,25.57,15.81,5.65,0.02,0.0,17.91,26225.47,26199.73,26173.99,0.2,72.86,-0.71,0.1,-1,-0.04,0.04,0.1,0.04,0.02,0.03,1,1,0.04,0.06,0.06,0.05
2025-11-27 15:05:00,26211.55,26213.85,26202.55,26211.55,1764236100,26204.18,26194.86,26199.64,26183.03,26204.23,26231.24,26206.15,26201.22,26197.62,26195.6,26204.48,26202.98,4.13,2.66,1.47,56.31,54.6,78.69,65.67,-30.33,69.45,16.23,24.38,15.08,11.05,0.04,0.0,17.44,26225.21,26199.64,26174.07,0.2,73.29,-0.32,0.02,-1,0.0,0.0,0.04,0.0,0.01,0.03,1,1,0.05,0.05,0.06,0.05
2025-11-27 15:07:00,26212.9,26221.3,26206.8,26208.75,1764236220,26208.61,26196.04,26199.3,26184.11,26203.93,26231.34,26207.02,26202.59,26198.68,26196.12,26204.56,26203.04,4.5,3.03,1.47,55.06,53.77,67.94,70.96,-35.43,91.9,17.17,26.01,14.17,11.85,0.05,0.0,17.23,26224.17,26199.3,26174.43,0.19,69.0,0.06,0.0,1,-0.01,0.01,0.06,0.02,0.03,0.01,1,1,0.04,0.04,0.06,0.05
2025-11-27 15:09:00,26210.1,26218.8,26202.3,26212.15,1764236340,26213.2,26199.49,26200.46,26185.38,26203.64,26231.45,26208.73,26204.33,26199.97,26196.74,26204.71,26203.13,5.01,3.42,1.58,56.33,54.65,68.34,71.66,-29.23,75.79,17.61,24.22,15.07,34.45,0.13,0.0,17.18,26225.45,26200.46,26175.47,0.19,73.39,0.08,0.0,1,0.01,0.01,0.06,0.01,0.03,0.03,1,1,0.04,0.05,0.06,0.05
2025-11-27 15:11:00,26214.05,26214.4,26204.3,26211.85,1764236460,26211.16,26202.44,26200.63,26186.55,26203.41,26231.58,26209.77,26205.7,26201.1,26197.34,26204.85,26203.21,5.33,3.8,1.52,56.18,54.55,68.52,68.27,-29.78,63.81,18.02,23.17,14.42,29.5,0.11,0.0,16.67,26225.88,26200.63,26175.38,0.19,72.21,0.37,0.03,1,-0.0,0.0,0.04,0.01,0.0,0.03,1,1,0.04,0.04,0.06,0.05
2025-11-27 15:13:00,26212.85,26215.9,26209.35,26212.65,1764236580,26211.39,26205.92,26201.0,26187.45,26203.12,26231.8,26210.73,26206.96,26202.2,26197.94,26205.01,26203.31,5.58,4.16,1.42,56.51,54.78,70.89,69.25,-28.32,79.1,18.49,23.17,14.0,34.75,0.13,0.0,15.95,26226.71,26201.0,26175.28,0.2,72.66,0.61,0.08,1,0.0,0.0,0.02,0.0,0.01,0.01,1,1,0.04,0.04,0.05,0.05
2025-11-27 15:15:00,26213.2,26216.65,26207.6,26211.35,1764236700,26211.35,26207.76,26201.42,26188.59,26202.87,26231.95,26210.94,26207.76,26203.07,26198.46,26205.13,26203.39,5.61,4.45,1.16,55.77,54.32,70.4,69.94,-30.69,68.26,18.74,22.2,14.22,18.5,0.07,0.0,15.46,26227.52,26201.42,26175.32,0.2,69.03,0.79,0.12,1,-0.0,0.0,0.03,0.01,0.01,0.01,1,1,0.04,0.03,0.04,0.05
2025-11-27 15:17:00,26212.05,26222.4,26210.75,26221.5,1764236820,26213.9,26211.25,26201.92,26189.97,26202.6,26232.14,26214.46,26210.26,26204.83,26199.37,26205.46,26203.57,6.38,4.84,1.54,60.17,57.23,76.26,72.52,-12.2,102.95,19.37,23.69,13.44,34.9,0.13,0.0,15.19,26229.14,26201.92,26174.7,0.21,85.97,1.24,0.28,1,0.04,0.04,0.04,0.04,0.0,0.0,1,1,0.07,0.06,0.03,0.05
2025-11-27 15:19:00,26223.45,26226.55,26220.0,26226.2,1764236940,26216.71,26214.96,26202.59,26191.48,26202.28,26232.31,26218.37,26213.16,26206.86,26200.42,26205.87,26203.79,7.29,5.33,1.96,62.05,58.52,84.49,77.05,-3.64,131.18,20.23,24.96,13.01,37.0,0.14,0.0,14.57,26231.46,26202.59,26173.72,0.22,90.9,1.76,0.49,1,0.02,0.02,0.02,0.01,0.0,0.01,1,1,0.09,0.07,0.02,0.06
2025-11-27 15:21:00,26226.95,26234.2,26221.95,26222.4,1764237060,26218.82,26214.99,26204.09,26193.07,26202.07,26232.48,26219.71,26214.84,26208.34,26201.28,26206.2,26203.98,7.61,5.78,1.83,59.6,57.06,88.23,82.99,-19.47,124.56,21.51,27.24,12.22,0.35,0.0,0.0,14.4,26233.79,26204.09,26174.39,0.23,80.83,1.88,0.53,1,-0.01,0.01,0.05,0.02,0.03,0.0,1,1,0.07,0.05,0.02,0.06
2025-11-27 15:23:00,26223.05,26223.15,26212.65,26220.55,1764237180,26220.4,26215.9,26204.82,26194.52,26201.83,26232.57,26219.99,26215.88,26209.5,26202.04,26206.48,26204.14,7.63,6.15,1.48,58.39,56.34,83.64,85.45,-25.98,75.6,21.59,25.79,16.27,9.05,0.03,0.0,14.12,26235.38,26204.82,26174.27,0.23,75.74,2.14,0.65,1,-0.01,0.01,0.04,0.01,0.0,0.03,1,1,0.06,0.04,0.02,0.06
2025-11-27 15:25:00,26219.55,26227.1,26217.75,26219.5,1764237300,26222.03,26216.69,26205.78,26195.75,26201.73,26232.63,26219.83,26216.53,26210.46,26202.72,26206.74,26204.3,7.47,6.42,1.06,57.67,55.93,75.15,82.34,-29.11,82.06,21.93,26.59,15.49,7.95,0.03,0.0,13.78,26236.91,26205.78,26174.64,0.24,72.04,2.28,0.72,1,-0.0,0.0,0.04,0.0,0.03,0.01,1,1,0.05,0.03,0.02,0.06
2025-11-27 15:27:00,26219.8,26231.15,26219.15,26225.7,1764237420,26222.87,26218.38,26207.22,26197.13,26201.64,26232.76,26221.79,26218.2,26211.91,26203.62,26207.11,26204.51,7.76,6.68,1.07,60.73,57.87,75.26,78.01,-19.14,94.76,22.52,27.04,14.51,16.95,0.06,0.0,13.66,26239.22,26207.22,26175.21,0.24,78.88,2.43,0.77,1,0.02,0.02,0.05,0.02,0.02,0.0,1,1,0.07,0.05,0.02,0.06
2025-11-27 15:29:00,26226.9,26229.7,26219.4,26219.85,1764237540,26221.6,26219.16,26209.32,26198.33,26201.44,26232.81,26221.14,26218.5,26212.66,26204.26,26207.37,26204.66,7.43,6.83,0.6,56.58,55.45,68.92,73.11,-44.98,80.68,23.06,25.56,13.72,7.7,0.03,0.0,13.42,26238.72,26209.32,26179.92,0.22,67.9,2.14,0.71,1,-0.02,0.02,0.04,0.03,0.01,0.0,1,1,0.04,0.03,0.02,0.06
2025-11-28 09:15:00,26237.45,26251.75,26172.4,26203.05,1764301500,26217.73,26218.28,26210.36,26199.08,26201.05,26232.77,26215.11,26215.69,26211.75,26204.21,26207.28,26204.65,5.75,6.62,-0.87,46.7,49.24,58.17,67.45,-61.37,-9.1,23.04,17.56,27.95,-8.8,-0.03,0.0,18.13,26237.24,26210.36,26183.48,0.21,36.41,1.63,0.49,1,-0.06,0.06,0.3,0.13,0.05,0.12,1,1,-0.03,-0.03,0.03,0.05
2025-11-28 09:17:00,26205.65,26230.8,26196.8,26230.35,1764301620,26219.69,26220.04,26212.98,26200.1,26200.92,26232.87,26220.19,26218.36,26213.52,26205.24,26207.74,26204.9,6.54,6.6,-0.06,59.17,57.38,55.56,60.88,-26.97,58.2,23.03,15.35,24.43,17.7,0.07,0.0,19.26,26236.73,26212.98,26189.23,0.18,86.56,1.4,0.46,1,0.1,0.1,0.13,0.09,0.0,0.03,1,1,0.07,0.06,0.03,0.05
2025-11-28 09:19:00,26230.35,26242.95,26223.3,26235.45,1764301740,26222.88,26222.46,26215.11,26201.37,26200.82,26232.99,26225.28,26221.46,26215.61,26206.42,26208.29,26205.2,7.49,6.78,0.71,61.01,58.68,63.71,59.14,-20.54,163.48,22.06,18.73,22.65,24.1,0.09,0.0,19.29,26238.9,26215.11,26191.32,0.18,92.75,1.4,0.46,1,0.02,0.02,0.07,0.02,0.03,0.03,1,1,0.08,0.08,0.03,0.05
2025-11-28 09:21:00,26235.8,26237.6,26220.4,26221.5,1764301860,26222.04,26222.46,26216.86,26202.17,26200.65,26233.03,26224.02,26221.47,26216.17,26207.01,26208.55,26205.37,7.04,6.83,0.21,53.87,53.96,71.46,63.57,-38.12,92.68,21.33,17.53,22.28,0.0,0.0,0.0,19.14,26236.84,26216.86,26196.87,0.15,61.62,1.04,0.36,1,-0.05,0.05,0.07,0.05,0.01,0.0,1,1,0.02,0.02,0.03,0.04
2025-11-28 09:23:00,26222.0,26228.65,26214.35,26215.45,1764301980,26221.16,26221.38,26218.17,26202.79,26200.46,26233.08,26221.16,26220.38,26216.1,26207.34,26208.68,26205.47,6.13,6.69,-0.56,51.08,52.05,65.2,66.79,-45.75,17.46,21.02,16.58,23.36,-10.75,-0.04,0.0,18.79,26233.66,26218.17,26202.68,0.12,41.23,0.59,0.19,1,-0.02,0.02,0.05,0.02,0.03,0.0,1,1,-0.01,-0.0,0.03,0.03
2025-11-28 09:25:00,26215.45,26218.7,26202.3,26218.7,1764302100,26224.29,26221.01,26218.0,26203.75,26200.35,26233.13,26220.34,26220.07,26216.35,26207.79,26208.88,26205.6,5.6,6.47,-0.87,52.5,52.98,58.16,64.94,-41.65,-54.52,21.39,15.53,26.52,-3.7,-0.01,0.0,18.62,26233.39,26218.0,26202.61,0.12,52.27,0.66,0.24,1,0.01,0.01,0.06,0.01,0.0,0.05,1,1,0.0,0.01,0.03,0.03
2025-11-28 09:27:00,26219.25,26241.0,26217.85,26234.15,1764302220,26225.05,26222.37,26219.13,26204.89,26200.46,26233.29,26224.94,26222.63,26218.04,26208.82,26209.38,26205.88,6.35,6.45,-0.1,58.66,57.17,63.47,62.28,-22.18,130.89,20.11,22.59,24.2,13.6,0.05,0.0,18.95,26235.73,26219.13,26202.54,0.13,95.24,0.78,0.3,1,0.06,0.06,0.09,0.06,0.03,0.01,1,1,0.06,0.06,0.04,0.03
2025-11-28 09:29:00,26235.9,26236.55,26223.9,26224.7,1764302340,26222.9,26222.89,26219.79,26205.77,26200.47,26233.4,26224.86,26223.01,26218.68,26209.45,26209.69,26206.07,6.12,6.38,-0.26,54.05,54.08,67.36,63.0,-34.09,92.64,18.92,21.48,23.02,5.2,0.02,0.0,18.5,26236.17,26219.79,26203.41,0.12,64.98,0.74,0.27,1,-0.04,0.04,0.05,0.04,0.0,0.0,1,1,0.02,0.02,0.04,0.03
2025-11-28 09:31:00,26224.7,26245.75,26222.0,26239.7,1764302460,26226.54,26224.29,26221.34,26206.85,26200.71,26233.54,26229.81,26226.04,26220.68,26210.63,26210.28,26206.41,7.06,6.52,0.54,59.5,57.87,76.18,69.01,-15.19,149.91,17.91,23.03,20.95,14.0,0.05,0.0,18.87,26239.05,26221.34,26203.62,0.14,101.83,0.85,0.31,1,0.06,0.06,0.09,0.06,0.02,0.01,1,1,0.07,0.07,0.04,0.03
2025-11-28 09:33:00,26242.15,26253.0,26237.8,26252.35,1764302580,26233.92,26227.54,26223.35,26208.1,26200.96,26233.77,26237.32,26230.83,26223.7,26212.27,26211.11,26206.86,8.73,6.96,1.77,63.43,60.74,83.31,75.62,-0.81,224.59,17.39,24.47,19.73,32.5,0.12,0.0,18.61,26245.1,26223.35,26201.6,0.17,116.67,1.15,0.37,1,0.05,0.05,0.06,0.04,0.0,0.02,1,1,0.11,0.11,0.05,0.04
2025-11-28 09:35:00,26252.45,26256.15,26231.45,26232.05,1764302700,26236.59,26230.44,26224.36,26209.0,26201.05,26233.92,26235.56,26231.05,26224.49,26213.04,26211.53,26207.11,8.32,7.23,1.08,54.31,54.49,85.08,81.52,-28.78,136.67,16.47,22.21,20.28,29.0,0.11,0.0,19.04,26245.75,26224.36,26202.96,0.16,67.98,1.1,0.35,1,-0.08,0.08,0.09,0.08,0.01,0.0,1,1,0.03,0.03,0.04,0.04
2025-11-28 09:37:00,26232.05,26237.0,26206.25,26206.25,1764302820,26231.01,26228.03,26224.04,26209.51,26200.92,26233.94,26225.79,26226.54,26222.75,26212.78,26211.42,26207.1,5.84,6.95,-1.11,45.38,47.9,70.28,79.55,-59.58,-71.74,16.42,19.75,27.1,-24.1,-0.09,0.0,19.88,26246.3,26224.04,26201.78,0.17,10.04,0.65,0.11,1,-0.1,0.1,0.12,0.1,0.02,0.0,1,1,-0.07,-0.06,0.05,0.04
