datetime_readable,open,high,low,close,datetime_epoch,sma_5,sma_10,sma_20,sma_50,sma_100,sma_200,ema_5,ema_10,ema_20,ema_50,ema_100,ema_200,macd,macd_signal,macd_histogram,rsi_14,rsi_21,stoch_k,stoch_d,williams_r,cci,adx,di_plus,di_minus,momentum_10,roc_10,trix,atr,bb_upper,bb_middle,bb_lower,bb_width,bb_position,trend_slope,trend_strength,trend_direction,price_change,price_change_abs,hl_range,body_size,upper_shadow,lower_shadow,sma_5_20_cross,sma_10_50_cross,price_vs_sma_20,price_vs_ema_20,volatility_10,volatility_20
2025-12-02 14:15:00,26045.6,26046.75,26042.05,26044.1,1764665100,26051.72,26050.82,26046.09,26044.97,26056.62,26096.86,26048.31,26048.74,26047.09,26048.2,26060.24,26091.07,1.86,1.83,0.02,48.55,48.76,46.88,66.09,-70.91,-13.81,13.7,16.31,23.16,-7.35,-0.03,0.0,9.48,26061.44,26046.09,26030.74,0.12,43.52,0.79,0.35,1,-0.0,0.0,0.02,0.01,0.0,0.01,1,1,-0.01,-0.01,0.03,0.03
2025-12-02 14:17:00,26043.2,26044.9,26038.65,26043.35,1764665220,26048.41,26049.34,26046.06,26044.39,26056.16,26096.12,26046.65,26047.76,26046.73,26048.01,26059.91,26090.59,1.31,1.73,-0.42,48.12,48.46,31.41,47.99,-73.94,-40.11,14.34,15.52,24.67,-14.7,-0.06,0.0,9.25,26061.43,26046.06,26030.7,0.12,41.17,0.72,0.29,1,-0.0,0.0,0.02,0.0,0.01,0.02,1,1,-0.01,-0.01,0.02,0.03
2025-12-02 14:19:00,26043.7,26046.55,26038.0,26039.55,1764665340,26044.94,26048.3,26046.21,26043.72,26055.63,26095.39,26044.29,26046.27,26046.05,26047.68,26059.5,26090.08,0.57,1.5,-0.93,45.9,46.92,21.95,33.42,-89.29,-55.35,14.65,15.77,23.03,-10.4,-0.04,0.0,9.2,26061.27,26046.21,26031.15,0.12,27.89,0.48,0.13,1,-0.01,0.01,0.03,0.02,0.01,0.01,-1,1,-0.03,-0.02,0.03,0.03
2025-12-02 14:21:00,26039.6,26040.35,26032.15,26033.85,1764665460,26041.18,26047.09,26046.21,26043.15,26055.03,26094.65,26040.81,26044.01,26044.89,26047.13,26059.0,26089.52,-0.47,1.1,-1.58,42.72,44.67,14.18,22.51,-94.24,-129.08,15.59,14.76,26.13,-12.15,-0.05,0.0,9.13,26061.27,26046.21,26031.15,0.12,8.97,0.1,0.01,1,-0.02,0.02,0.03,0.02,0.0,0.01,-1,1,-0.05,-0.04,0.03,0.03
2025-12-02 14:23:00,26033.95,26034.65,26031.3,26031.85,1764665580,26038.54,26044.79,26045.97,26042.57,26054.37,26093.88,26037.82,26041.8,26043.64,26046.53,26058.46,26088.95,-1.45,0.59,-2.04,41.63,43.9,6.09,14.07,-98.19,-159.33,16.56,14.35,26.11,-23.0,-0.09,0.0,8.72,26061.76,26045.97,26030.17,0.12,5.31,-0.25,0.03,-1,-0.01,0.01,0.01,0.01,0.0,0.0,-1,1,-0.05,-0.05,0.04,0.03
2025-12-02 14:25:00,26032.95,26045.85,26031.55,26042.15,1764665700,26038.15,26044.94,26046.39,26042.31,26053.84,26093.04,26039.26,26041.86,26043.5,26046.36,26058.14,26088.48,-1.37,0.2,-1.57,48.87,48.7,14.44,11.57,-64.25,-79.53,15.64,21.52,23.18,1.45,0.01,0.0,9.11,26061.28,26046.39,26031.49,0.11,35.77,-0.5,0.15,-1,0.04,0.04,0.05,0.04,0.01,0.01,-1,1,-0.02,-0.01,0.04,0.03
2025-12-02 14:27:00,26043.05,26043.55,26034.5,26038.25,1764665820,26037.13,26042.77,26046.07,26041.98,26053.29,26092.12,26038.93,26041.21,26043.0,26046.04,26057.74,26087.99,-1.6,-0.16,-1.44,46.52,47.1,20.15,13.56,-77.1,-89.41,14.79,19.99,21.54,-21.65,-0.08,0.0,9.11,26061.37,26046.07,26030.77,0.12,24.44,-0.64,0.23,-1,-0.01,0.01,0.03,0.02,0.0,0.01,-1,1,-0.03,-0.02,0.03,0.03
2025-12-02 14:29:00,26037.9,26042.0,26036.3,26037.55,1764665940,26036.73,26040.84,26045.88,26041.73,26052.71,26091.25,26038.47,26040.54,26042.48,26045.71,26057.34,26087.48,-1.83,-0.49,-1.33,46.09,46.81,26.41,20.34,-79.41,-86.99,14.0,19.08,20.55,-19.35,-0.07,-0.0,8.87,26061.5,26045.88,26030.26,0.12,23.33,-0.84,0.38,-1,-0.0,0.0,0.02,0.0,0.02,0.0,-1,-1,-0.03,-0.02,0.02,0.03
2025-12-02 14:31:00,26037.6,26037.75,26032.55,26034.8,1764666060,26036.92,26039.05,26045.18,26041.43,26052.14,26090.35,26037.25,26039.5,26041.75,26045.28,26056.9,26086.96,-2.2,-0.83,-1.36,44.36,45.65,18.34,21.64,-88.47,-114.39,13.78,18.25,22.77,-17.85,-0.07,-0.0,8.6,26061.45,26045.18,26028.91,0.12,18.11,-0.95,0.45,-1,-0.01,0.01,0.02,0.01,0.0,0.01,-1,-1,-0.04,-0.03,0.02,0.03
2025-12-02 14:33:00,26034.75,26038.5,26033.95,26038.2,1764666180,26038.19,26038.36,26044.96,26041.32,26051.72,26089.5,26037.56,26039.26,26041.41,26045.01,26056.53,26086.47,-2.19,-1.11,-1.09,47.01,47.34,18.29,21.01,-77.27,-83.94,13.46,18.18,21.88,-6.85,-0.03,-0.0,8.32,26061.48,26044.96,26028.43,0.13,29.55,-1.09,0.58,-1,0.01,0.01,0.02,0.01,0.0,0.0,-1,-1,-0.03,-0.01,0.02,0.03
2025-12-02 14:35:00,26039.2,26043.1,26012.65,26016.1,1764666300,26032.98,26035.56,26043.19,26040.82,26051.12,26088.53,26030.41,26035.05,26039.0,26043.87,26055.72,26085.77,-3.93,-1.67,-2.26,35.26,39.03,13.77,16.8,-92.96,-183.4,15.29,14.19,32.45,-28.0,-0.11,-0.0,9.9,26063.65,26043.19,26022.73,0.16,-16.2,-1.4,0.62,-1,-0.08,0.08,0.12,0.09,0.01,0.01,-1,-1,-0.1,-0.09,0.03,0.04
2025-12-02 14:37:00,26019.85,26019.85,26000.9,26008.95,1764666420,26027.12,26032.12,26040.74,26040.18,26050.4,26087.51,26023.26,26030.3,26036.14,26042.5,26054.8,26085.01,-5.81,-2.5,-3.31,32.44,36.83,14.64,15.57,-85.85,-258.68,17.71,12.37,36.24,-34.4,-0.13,-0.0,10.54,26064.92,26040.74,26016.55,0.19,-15.72,-1.66,0.62,-1,-0.03,0.03,0.07,0.04,0.0,0.03,-1,-1,-0.12,-0.1,0.04,0.05
2025-12-02 14:39:00,26008.25,26019.35,26004.05,26009.85,1764666540,26021.58,26029.16,26038.73,26039.56,26049.73,26086.53,26018.79,26026.59,26033.64,26041.22,26053.91,26084.26,-7.15,-3.43,-3.72,33.16,37.3,12.67,13.69,-83.18,-206.28,19.95,11.12,32.6,-29.7,-0.11,-0.0,10.88,26065.98,26038.73,26011.48,0.21,-2.99,-1.95,0.68,-1,0.0,0.0,0.06,0.01,0.04,0.02,-1,-1,-0.11,-0.09,0.05,0.05
2025-12-02 14:41:00,26010.35,26013.3,26005.95,26011.15,1764666660,26016.85,26026.88,26036.99,26039.0,26049.13,26085.54,26016.24,26023.78,26031.49,26040.04,26053.06,26083.53,-8.02,-4.35,-3.67,34.26,37.99,17.78,15.03,-77.64,-173.86,22.04,10.57,30.99,-22.7,-0.09,-0.0,10.63,26066.52,26036.99,26007.46,0.23,6.25,-2.23,0.76,-1,0.0,0.0,0.03,0.0,0.01,0.02,-1,-1,-0.1,-0.08,0.05,0.06
2025-12-02 14:43:00,26011.65,26013.5,26005.95,26010.0,1764666780,26011.21,26024.7,26034.75,26038.33,26048.41,26084.56,26014.16,26021.27,26029.45,26038.86,26052.21,26082.8,-8.69,-5.22,-3.48,33.73,37.61,19.7,16.72,-80.07,-148.0,23.93,10.16,29.39,-21.85,-0.08,-0.0,10.41,26065.3,26034.75,26004.19,0.23,9.51,-2.33,0.78,-1,-0.0,0.0,0.03,0.01,0.01,0.02,-1,-1,-0.1,-0.07,0.06,0.06
2025-12-02 14:45:00,26011.25,26012.1,26005.3,26010.6,1764666900,26010.11,26021.54,26033.24,26037.84,26047.75,26083.57,26012.97,26019.33,26027.65,26037.76,26051.39,26082.08,-9.08,-5.99,-3.09,34.3,37.95,21.18,19.55,-78.75,-126.05,25.74,9.68,28.44,-31.55,-0.12,-0.0,10.15,26065.4,26033.24,26001.08,0.25,14.8,-2.58,0.86,-1,0.0,0.0,0.03,0.0,0.0,0.02,-1,-1,-0.09,-0.07,0.05,0.06
2025-12-02 14:47:00,26011.3,26016.5,26009.2,26015.9,1764667020,26011.5,26019.31,26031.04,26037.29,26047.19,26082.62,26013.95,26018.71,26026.53,26036.9,26050.68,26081.43,-8.85,-6.56,-2.29,39.26,40.99,24.85,21.91,-66.63,-88.83,26.56,12.33,26.95,-22.35,-0.09,-0.0,9.95,26061.58,26031.04,26000.5,0.23,25.21,-2.41,0.83,-1,0.02,0.02,0.03,0.02,0.0,0.01,-1,-1,-0.06,-0.04,0.05,0.06
2025-12-02 14:49:00,26015.55,26025.7,26007.1,26018.05,1764667140,26013.14,26017.36,26029.1,26036.88,26046.71,26081.69,26015.32,26018.59,26025.73,26036.16,26050.04,26080.79,-8.4,-6.93,-1.47,41.2,42.19,30.92,25.65,-61.85,-64.0,25.82,17.0,23.56,-19.5,-0.07,-0.0,10.57,26057.69,26029.1,26000.5,0.22,30.68,-2.19,0.78,-1,0.01,0.01,0.07,0.01,0.03,0.03,-1,-1,-0.04,-0.03,0.04,0.06
2025-12-02 14:51:00,26017.9,26027.05,26015.25,26020.25,1764667260,26014.96,26015.9,26027.48,26036.52,26046.23,26080.75,26016.96,26018.89,26025.2,26035.54,26049.45,26080.19,-7.78,-7.1,-0.68,43.2,43.44,38.19,31.32,-56.95,-37.67,24.93,16.56,21.7,-14.55,-0.06,-0.0,10.65,26054.16,26027.48,26000.8,0.21,36.46,-1.94,0.71,-1,0.01,0.01,0.05,0.01,0.03,0.01,-1,-1,-0.03,-0.02,0.03,0.05
2025-12-02 14:53:00,26019.35,26022.4,26009.85,26011.6,1764667380,26015.28,26013.25,26025.8,26036.04,26045.68,26079.8,26015.17,26017.57,26023.91,26034.6,26048.7,26079.51,-7.89,-7.26,-0.63,37.77,39.9,35.43,34.85,-74.91,-63.58,24.68,15.18,23.47,-26.6,-0.1,-0.0,10.79,26052.06,26025.8,25999.55,0.2,22.95,-1.89,0.69,-1,-0.03,0.03,0.05,0.03,0.01,0.01,-1,-1,-0.05,-0.05,0.02,0.05
2025-12-02 14:55:00,26010.7,26013.5,26004.5,26010.5,1764667500,26015.26,26012.68,26024.12,26035.59,26045.13,26078.88,26013.62,26016.28,26022.63,26033.65,26047.94,26078.82,-7.98,-7.4,-0.58,37.13,39.47,30.29,34.64,-77.25,-83.59,24.96,14.27,25.64,-5.6,-0.02,-0.0,10.66,26049.78,26024.12,25998.47,0.2,23.44,-1.82,0.67,-1,-0.0,0.0,0.03,0.0,0.01,0.02,-1,-1,-0.05,-0.05,0.02,0.05
2025-12-02 14:57:00,26010.65,26010.65,25997.85,26003.45,1764667620,26012.77,26012.14,26022.13,26034.96,26044.43,26077.91,26010.23,26013.95,26020.8,26032.47,26047.06,26078.07,-8.52,-7.62,-0.89,33.24,36.81,20.07,28.6,-87.62,-104.56,25.76,13.06,27.86,-5.5,-0.02,-0.0,10.81,26047.7,26022.13,25996.56,0.2,13.47,-1.81,0.67,-1,-0.03,0.03,0.05,0.03,0.0,0.02,-1,-1,-0.07,-0.07,0.02,0.05
2025-12-02 14:59:00,26003.65,26022.15,26003.65,26011.85,1764667740,26011.53,26012.34,26020.75,26034.51,26043.84,26077.0,26010.77,26013.57,26019.95,26031.66,26046.36,26077.41,-8.17,-7.73,-0.44,41.14,41.73,22.02,24.13,-69.06,-51.57,24.88,18.75,24.59,2.0,0.01,-0.0,11.38,26045.37,26020.75,25996.12,0.19,31.94,-1.69,0.62,-1,0.03,0.03,0.07,0.03,0.04,0.0,-1,-1,-0.03,-0.03,0.02,0.05
2025-12-02 15:01:00,26012.3,26025.15,26008.5,26022.35,1764667860,26011.95,26013.46,26020.17,26034.18,26043.43,26076.18,26014.63,26015.16,26020.18,26031.29,26045.89,26076.87,-6.97,-7.58,0.61,49.24,47.13,32.49,24.86,-45.86,-10.8,23.7,18.67,22.1,11.2,0.04,-0.0,11.75,26044.07,26020.17,25996.27,0.18,54.56,-1.46,0.49,-1,0.04,0.04,0.06,0.04,0.01,0.01,-1,-1,0.01,0.01,0.02,0.05
2025-12-02 15:03:00,26024.0,26028.3,26018.5,26023.6,1764667980,26014.35,26014.81,26019.76,26033.74,26043.03,26075.39,26017.62,26016.7,26020.51,26030.99,26045.45,26076.34,-5.85,-7.23,1.38,50.11,47.73,56.55,37.02,-15.44,24.25,22.24,19.49,20.77,13.6,0.05,-0.0,11.62,26043.12,26019.76,25996.4,0.18,58.23,-1.22,0.36,-1,0.0,0.0,0.04,0.0,0.02,0.02,-1,-1,0.01,0.01,0.02,0.05
2025-12-02 15:05:00,26025.4,26025.55,26017.2,26020.65,1764668100,26016.38,26015.82,26018.68,26033.32,26042.62,26074.56,26018.63,26017.42,26020.52,26030.59,26044.95,26075.78,-5.14,-6.82,1.67,48.0,46.42,71.2,53.41,-25.12,16.68,21.02,18.46,20.5,10.05,0.04,-0.0,11.38,26039.68,26018.68,25997.69,0.16,54.69,-0.86,0.22,-1,-0.01,0.01,0.03,0.02,0.0,0.01,-1,-1,0.01,0.0,0.02,0.04
2025-12-02 15:07:00,26020.15,26027.85,26017.85,26026.8,1764668220,26021.05,26016.91,26018.11,26033.09,26042.26,26073.83,26021.35,26019.12,26021.12,26030.44,26044.6,26075.29,-4.04,-6.26,2.22,52.5,49.47,84.84,70.86,-4.93,50.31,19.61,18.75,19.2,10.9,0.04,-0.0,11.28,26037.5,26018.11,25998.72,0.15,72.4,-0.43,0.07,-1,0.02,0.02,0.04,0.03,0.0,0.01,1,-1,0.03,0.02,0.03,0.04
2025-12-02 15:09:00,26027.4,26030.75,26025.05,26030.5,1764668340,26024.78,26018.16,26017.76,26033.0,26041.92,26073.13,26024.4,26021.19,26022.01,26030.44,26044.32,26074.85,-2.83,-5.57,2.74,55.02,51.23,89.73,81.92,-0.76,100.32,18.48,19.95,18.48,12.45,0.05,-0.0,10.88,26035.95,26017.76,25999.57,0.14,85.03,0.05,0.0,1,0.01,0.01,0.02,0.01,0.0,0.01,1,-1,0.05,0.03,0.03,0.04
2025-12-02 15:11:00,26030.35,26036.45,26030.25,26033.4,1764668460,26026.99,26019.47,26017.69,26032.94,26041.65,26072.44,26027.4,26023.41,26023.1,26030.56,26044.1,26074.44,-1.62,-4.78,3.16,56.95,52.58,95.47,90.01,-7.9,144.71,18.08,22.97,17.71,13.15,0.05,-0.0,10.55,26035.62,26017.69,25999.75,0.14,93.81,0.55,0.12,1,0.01,0.01,0.02,0.01,0.01,0.0,1,-1,0.06,0.04,0.04,0.04
2025-12-02 15:13:00,26033.55,26040.0,26032.4,26036.75,1764668580,26029.62,26021.98,26017.62,26032.87,26041.49,26071.8,26030.52,26025.84,26024.4,26030.8,26043.95,26074.06,-0.39,-3.9,3.52,59.13,54.13,94.54,93.25,-7.71,173.38,18.09,24.22,16.78,25.15,0.1,-0.0,10.34,26035.23,26017.62,26000.0,0.14,104.33,1.14,0.56,1,0.01,0.01,0.03,0.01,0.01,0.0,1,-1,0.07,0.05,0.04,0.03
2025-12-02 15:15:00,26036.4,26041.15,26027.8,26037.4,1764668700,26032.97,26024.68,26018.68,26033.02,26041.4,26071.26,26032.81,26027.94,26025.63,26031.06,26043.82,26073.7,0.63,-3.0,3.63,59.55,54.43,91.91,93.97,-8.66,146.58,17.44,22.03,18.37,26.9,0.1,-0.0,10.55,26038.26,26018.68,25999.1,0.15,97.8,1.4,0.68,1,0.0,0.0,0.05,0.0,0.01,0.03,1,-1,0.07,0.05,0.04,0.04
2025-12-02 15:17:00,26037.45,26039.9,26027.95,26032.75,1764668820,26034.16,26027.61,26019.87,26032.8,26041.2,26070.72,26032.79,26028.81,26026.31,26031.13,26043.61,26073.29,1.06,-2.19,3.24,55.11,51.86,88.08,91.51,-19.4,114.1,16.84,20.27,16.9,29.3,0.11,-0.0,10.65,26039.83,26019.87,25999.91,0.15,82.26,1.45,0.7,1,-0.02,0.02,0.05,0.02,0.01,0.02,1,-1,0.05,0.02,0.03,0.04
2025-12-02 15:19:00,26033.75,26046.2,26032.6,26044.85,1764668940,26037.03,26030.9,26021.62,26032.96,26041.18,26070.25,26036.81,26031.73,26028.08,26031.66,26043.63,26073.01,2.34,-1.28,3.62,62.87,57.36,89.72,89.9,-2.79,151.43,17.0,22.6,15.39,33.0,0.13,-0.0,10.86,26043.78,26021.62,25999.46,0.17,102.42,1.65,0.73,1,0.05,0.05,0.05,0.04,0.01,0.0,1,-1,0.09,0.06,0.03,0.04
2025-12-02 15:21:00,26044.85,26045.35,26037.55,26040.75,1764669060,26038.5,26032.74,26023.1,26033.1,26041.08,26069.72,26038.12,26033.37,26029.28,26032.02,26043.57,26072.69,2.99,-0.43,3.42,59.14,55.12,88.85,88.88,-11.27,130.94,17.14,21.41,14.59,18.4,0.07,-0.0,10.65,26046.19,26023.1,26000.01,0.18,88.21,1.75,0.77,1,-0.02,0.02,0.03,0.02,0.0,0.01,1,-1,0.07,0.04,0.03,0.05
2025-12-02 15:23:00,26041.0,26052.35,26041.0,26050.9,1764669180,26041.33,26035.48,26025.14,26033.38,26041.06,26069.23,26042.38,26036.56,26031.34,26032.76,26043.72,26072.47,4.28,0.51,3.76,64.72,59.26,94.43,91.0,-2.66,153.32,17.98,24.43,13.46,27.3,0.1,0.0,10.71,26050.38,26025.14,25999.91,0.19,101.03,1.94,0.79,1,0.04,0.04,0.04,0.04,0.01,0.0,1,1,0.1,0.08,0.03,0.05
2025-12-02 15:25:00,26051.65,26056.5,26051.25,26051.85,1764669300,26044.22,26038.59,26027.21,26033.75,26041.12,26068.65,26045.54,26039.34,26033.3,26033.51,26043.88,26072.26,5.31,1.47,3.84,65.2,59.63,92.42,91.9,-8.8,158.24,19.13,26.35,12.94,31.2,0.12,0.0,10.35,26054.04,26027.21,26000.37,0.21,95.91,2.1,0.81,1,0.0,0.0,0.02,0.0,0.02,0.0,1,1,0.09,0.07,0.03,0.05
2025-12-02 15:27:00,26052.8,26060.3,26052.75,26056.15,1764669420,26048.9,26041.53,26029.22,26033.98,26041.16,26068.03,26049.08,26042.39,26035.47,26034.4,26044.12,26072.1,6.41,2.46,3.95,67.36,61.28,93.51,93.45,-8.01,152.92,20.52,27.45,12.17,29.35,0.11,0.0,10.21,26058.31,26029.22,26000.13,0.22,96.29,2.33,0.85,1,0.02,0.02,0.03,0.01,0.02,0.0,1,1,0.1,0.08,0.03,0.06
2025-12-02 15:29:00,26057.05,26059.95,26051.65,26057.0,1764669540,26051.33,26044.18,26031.17,26034.29,26041.21,26067.45,26051.72,26045.05,26037.52,26035.28,26044.38,26071.95,7.26,3.42,3.84,67.79,61.61,91.84,92.59,-7.66,132.44,21.61,25.83,12.24,26.5,0.1,0.0,10.08,26062.15,26031.17,26000.18,0.24,91.68,2.55,0.9,1,0.0,0.0,0.03,0.0,0.01,0.02,1,1,0.1,0.07,0.04,0.06
2025-12-03 09:15:00,26004.9,26066.45,26004.4,26028.0,1764733500,26048.78,26043.64,26031.56,26033.87,26040.9,26066.69,26043.81,26041.95,26036.62,26035.0,26044.05,26071.52,5.53,3.84,1.69,45.82,47.32,74.12,86.49,-61.97,9.16,22.23,17.53,32.78,-5.4,-0.02,0.0,13.79,26062.18,26031.56,26000.93,0.24,44.2,2.33,0.77,1,-0.11,0.11,0.24,0.09,0.15,0.0,1,1,-0.01,-0.03,0.04,0.06
2025-12-03 09:17:00,26025.25,26035.0,26020.1,26030.05,1764733620,26044.61,26042.97,26032.48,26033.62,26040.68,26065.9,26039.22,26039.79,26035.99,26034.8,26043.78,26071.1,4.28,3.93,0.35,47.13,48.21,57.24,74.4,-58.66,-20.26,22.81,16.18,30.26,-6.7,-0.03,0.0,13.87,26061.72,26032.48,26003.23,0.22,45.85,2.0,0.62,1,0.01,0.01,0.06,0.02,0.02,0.02,1,1,-0.01,-0.02,0.04,0.06
2025-12-03 09:19:00,26030.0,26041.0,26019.45,26024.0,1764733740,26039.04,26041.63,26033.15,26033.07,26040.43,26065.09,26034.15,26036.92,26034.85,26034.38,26043.38,26070.63,2.76,3.7,-0.93,43.78,45.81,36.99,56.12,-68.41,-29.5,22.72,17.43,27.03,-13.4,-0.05,0.0,14.42,26060.92,26033.15,26005.38,0.21,33.52,1.53,0.4,1,-0.02,0.02,0.08,0.02,0.04,0.02,1,1,-0.04,-0.04,0.05,0.05
2025-12-03 09:21:00,26023.45,26024.75,26011.7,26017.35,1764733860,26031.28,26040.09,26033.85,26032.26,26040.02,26064.28,26028.55,26033.36,26033.18,26033.71,26042.87,26070.1,1.01,3.16,-2.15,40.38,43.32,31.27,41.83,-79.13,-104.54,23.12,16.29,29.14,-15.4,-0.06,0.0,14.32,26059.2,26033.85,26008.5,0.19,17.46,0.83,0.14,1,-0.03,0.03,0.05,0.02,0.0,0.02,-1,1,-0.06,-0.06,0.05,0.05
2025-12-03 09:23:00,26018.0,26025.55,26007.75,26007.75,1764733980,26021.43,26036.38,26033.64,26031.42,26039.52,26063.44,26021.62,26028.7,26030.76,26032.69,26042.17,26069.48,-1.13,2.3,-3.43,36.03,40.02,19.29,29.18,-94.6,-133.95,23.71,14.87,28.53,-37.1,-0.14,0.0,14.57,26059.76,26033.64,26007.53,0.2,0.42,0.11,0.0,1,-0.04,0.04,0.07,0.04,0.03,0.0,-1,1,-0.1,-0.09,0.07,0.05
2025-12-03 09:25:00,26008.25,26011.9,25994.25,25994.25,1764734100,26014.68,26031.73,26032.24,26030.38,26038.86,26062.53,26012.49,26022.44,26027.28,26031.19,26041.22,26068.73,-3.88,1.07,-4.94,30.98,35.98,8.76,19.77,-100.0,-200.23,24.96,13.6,32.62,-46.5,-0.18,0.0,14.79,26063.2,26032.24,26001.27,0.24,-11.34,-0.63,0.05,-1,-0.05,0.05,0.07,0.05,0.01,0.0,-1,1,-0.15,-0.13,0.08,0.06
2025-12-03 09:27:00,25994.9,25996.35,25954.35,25962.25,1764734220,26001.12,26022.86,26029.17,26028.53,26037.83,26061.45,25995.75,26011.5,26021.09,26028.48,26039.66,26067.68,-8.54,-0.86,-7.68,22.81,28.75,4.15,10.73,-92.95,-286.95,27.42,11.16,43.81,-88.65,-0.34,-0.0,16.73,26072.6,26029.17,25985.74,0.33,-27.05,-1.76,0.22,-1,-0.12,0.12,0.16,0.13,0.01,0.03,-1,-1,-0.26,-0.23,0.11,0.09
2025-12-03 09:29:00,25961.8,25969.15,25959.5,25966.4,1764734340,25989.6,26014.32,26026.46,26027.04,26036.87,26060.4,25985.96,26003.3,26015.88,26026.05,26038.21,26066.67,-11.76,-3.04,-8.72,25.55,30.64,5.93,6.28,-89.25,-241.75,29.7,10.69,41.94,-85.45,-0.33,-0.0,16.23,26077.74,26026.46,25975.17,0.39,-8.55,-2.79,0.39,-1,0.02,0.02,0.04,0.02,0.01,0.01,-1,-1,-0.23,-0.19,0.13,0.1
2025-12-03 09:31:00,25967.15,25976.5,25965.4,25968.9,1764734460,25979.91,26005.59,26023.56,26025.22,26035.96,26059.34,25980.28,25997.04,26011.41,26023.81,26036.84,26065.69,-13.95,-5.22,-8.73,27.23,31.79,10.26,6.78,-87.02,-172.89,31.11,13.47,39.85,-87.25,-0.33,-0.0,15.86,26080.65,26023.56,25966.47,0.44,2.12,-3.61,0.53,-1,0.01,0.01,0.04,0.01,0.03,0.01,-1,-1,-0.21,-0.16,0.12,0.11
2025-12-03 09:33:00,25970.1,25971.3,25932.05,25933.55,1764734580,25965.07,25993.25,26018.72,26022.76,26034.64,26058.09,25964.7,25985.5,26003.99,26020.27,26034.79,26064.38,-18.33,-7.84,-10.49,20.28,25.52,8.28,8.16,-98.88,-192.31,33.27,11.31,47.06,-123.45,-0.47,-0.0,17.53,26087.82,26018.72,25949.61,0.53,-11.62,-4.79,0.64,-1,-0.14,0.14,0.15,0.14,0.0,0.01,-1,-1,-0.33,-0.27,0.13,0.14
2025-12-03 09:35:00,25934.95,25943.2,25933.45,25942.05,1764734700,25954.63,25984.66,26014.15,26020.54,26033.4,26056.94,25957.15,25977.6,25998.09,26017.2,26032.96,26063.16,-20.87,-10.45,-10.43,25.22,29.05,7.18,8.57,-92.56,-166.59,35.26,10.85,45.13,-85.95,-0.33,-0.01,16.97,26090.47,26014.15,25937.83,0.59,2.77,-5.65,0.73,-1,0.03,0.03,0.04,0.03,0.0,0.01,-1,-1,-0.28,-0.22,0.13,0.15
2025-12-03 09:37:00,25941.65,25941.65,25924.7,25931.1,1764734820,25948.4,25974.76,26008.86,26018.26,26031.97,26055.72,25948.47,25969.14,25991.71,26013.82,26030.94,26061.85,-23.5,-13.06,-10.44,23.22,27.3,4.36,6.61,-95.49,-148.83,37.3,10.06,45.52,-98.95,-0.38,-0.01,17.0,26092.47,26008.86,25925.26,0.64,3.49,-6.48,0.8,-1,-0.04,0.04,0.07,0.04,0.0,0.02,-1,-1,-0.3,-0.23,0.13,0.16
2025-12-03 09:39:00,25932.15,25932.15,25921.85,25927.0,1764734940,25940.52,25965.06,26003.34,26015.92,26030.45,26054.76,25941.31,25961.48,25985.55,26010.42,26028.88,26060.51,-25.62,-15.57,-10.05,22.51,26.67,5.17,5.57,-96.44,-133.6,39.25,9.61,44.72,-97.0,-0.37,-0.01,16.52,26093.04,26003.34,25913.65,0.69,7.44,-7.2,0.86,-1,-0.02,0.02,0.04,0.02,0.0,0.02,-1,-1,-0.29,-0.23,0.13,0.18
2025-12-03 09:41:00,25926.5,25948.5,25925.8,25946.7,1764735060,25936.08,25958.0,25999.04,26013.99,26029.19,26053.77,25943.11,25958.79,25981.85,26007.92,26027.25,26059.37,-25.42,-17.54,-7.88,33.2,34.34,8.42,5.98,-82.81,-97.13,39.62,15.58,40.45,-70.65,-0.27,-0.01,16.96,26090.92,25999.04,25907.17,0.71,21.51,-7.54,0.9,-1,0.08,0.08,0.09,0.08,0.01,0.0,-1,-1,-0.2,-0.14,0.1,0.18
2025-12-03 09:43:00,25948.8,25948.85,25938.5,25943.9,1764735180,25938.15,25951.61,25994.0,26012.08,26027.9,26052.75,25943.37,25956.09,25978.23,26005.41,26025.6,26058.23,-25.19,-19.07,-6.12,32.52,33.82,13.08,8.89,-81.49,-81.27,39.93,15.03,38.64,-63.85,-0.25,-0.01,16.49,26086.34,25994.0,25901.65,0.71,22.88,-7.61,0.9,-1,-0.01,0.01,0.04,0.02,0.0,0.02,-1,-1,-0.19,-0.13,0.08,0.18
2025-12-03 09:45:00,25942.65,25947.6,25939.45,25945.4,1764735300,25938.82,25946.72,25989.23,26010.31,26026.73,26051.75,25944.05,25954.14,25975.11,26003.06,26024.01,26057.1,-24.61,-20.18,-4.43,33.31,34.38,18.49,13.33,-80.23,-72.54,40.22,14.48,37.22,-48.85,-0.19,-0.01,15.9,26081.27,25989.23,25897.19,0.71,26.19,-7.56,0.9,-1,0.01,0.01,0.03,0.01,0.01,0.01,-1,-1,-0.17,-0.11,0.06,0.18
